"TCGA.05.4410.01A.21R.1858.07"	"TCGA.21.1076.01A.01R.0692.07"	"TCGA.22.4596.01A.01R.1201.07"	"TCGA.22.5489.01A.01R.1635.07"	"TCGA.34.5239.01A.21R.1820.07"	"TCGA.38.7271.01A.11R.2039.07"	"TCGA.38.A44F.01A.11R.A24H.07"	"TCGA.43.7658.01A.11R.2125.07"	"TCGA.43.A475.01A.11R.A24H.07"	"TCGA.44.3396.01A.01R.1206.07"	"TCGA.44.5645.01A.01R.1628.07"	"TCGA.46.3766.01A.01R.0980.07"	"TCGA.46.3767.01A.01R.0980.07"	"TCGA.49.AARO.01A.12R.A41B.07"	"TCGA.50.5049.01A.01R.1628.07"	"TCGA.55.6970.01A.11R.1949.07"	"TCGA.55.6971.01A.11R.1949.07"	"TCGA.55.6983.01A.11R.1949.07"	"TCGA.55.7815.01A.11R.2170.07"	"TCGA.55.8510.01A.11R.2403.07"	"TCGA.55.8619.01A.11R.2403.07"	"TCGA.55.8620.01A.11R.2403.07"	"TCGA.60.2704.01A.11R.2045.07"	"TCGA.60.2712.01A.01R.0851.07"	"TCGA.60.2721.01A.01R.0851.07"	"TCGA.66.2767.01A.01R.0851.07"	"TCGA.69.7761.01A.11R.2170.07"	"TCGA.69.7978.01A.11R.2187.07"	"TCGA.73.4662.01A.01R.1206.07"	"TCGA.77.8133.01A.12R.2247.07"	"TCGA.77.8156.01A.11R.2247.07"	"TCGA.85.6561.01A.11R.1820.07"	"TCGA.85.7699.01A.11R.2125.07"	"TCGA.85.8287.01A.11R.2296.07"	"TCGA.85.A513.01A.12R.A26W.07"	"TCGA.86.6851.01A.11R.1949.07"	"TCGA.86.7701.01A.11R.2170.07"	"TCGA.90.7767.01A.11R.2125.07"	"TCGA.93.7347.01A.11R.2187.07"	"TCGA.95.8039.01A.11R.2241.07"	"TCGA.95.A4VK.01A.11R.A262.07"	"TCGA.97.A4LX.01A.11R.A24X.07"	"TCGA.98.7454.01A.11R.2045.07"	"TCGA.99.7458.01A.11R.2039.07"	"TCGA.MP.A4SV.01A.11R.A24X.07"	"TCGA.MP.A4T4.01A.11R.A262.07"	"TCGA.MP.A4T9.01A.11R.A24X.07"	"TCGA.MP.A4TJ.01A.51R.A262.07"	"TCGA.MP.A4TK.01A.11R.A24X.07"	"TCGA.NC.A5HL.01A.11R.A26W.07"	"TCGA.NJ.A55A.01A.11R.A262.07"	"TCGA.05.4398.01A.01R.1206.07"	"TCGA.22.1016.01A.01R.0692.07"	"TCGA.22.4593.11A.01R.1820.07"	"TCGA.22.4613.01A.01R.1443.07"	"TCGA.35.4122.01A.01R.1107.07"	"TCGA.38.4629.01A.02R.1206.07"	"TCGA.44.6775.01A.11R.1858.07"	"TCGA.44.6777.11A.01R.1858.07"	"TCGA.50.5931.11A.01R.1858.07"	"TCGA.55.6983.11A.01R.1949.07"	"TCGA.55.8091.01A.11R.2241.07"	"TCGA.56.8309.11A.01R.2296.07"	"TCGA.56.8503.01A.11R.2403.07"	"TCGA.64.5815.01A.01R.1628.07"	"TCGA.66.2759.01A.01R.0851.07"	"TCGA.69.8453.01A.12R.2326.07"	"TCGA.77.7138.11A.01R.2045.07"	"TCGA.77.8007.01A.11R.2187.07"	"TCGA.97.7553.01A.21R.2039.07"	"TCGA.22.5471.01A.01R.1635.07"	"TCGA.33.4566.01A.01R.1443.07"	"TCGA.37.A5EM.01A.21R.A27Q.07"	"TCGA.39.5011.01A.01R.1443.07"	"TCGA.50.6590.01A.12R.1858.07"	"TCGA.50.7109.01A.11R.2039.07"	"TCGA.55.8092.01A.11R.2241.07"	"TCGA.55.8301.01A.11R.2287.07"	"TCGA.58.8393.01A.11R.2326.07"	"TCGA.63.6202.01A.11R.1820.07"	"TCGA.63.A5MM.01A.11R.A26W.07"	"TCGA.66.2788.01A.01R.0980.07"	"TCGA.77.7465.01A.11R.2045.07"	"TCGA.78.8660.01A.11R.2403.07"	"TCGA.85.A4CL.01A.41R.A26W.07"	"TCGA.O2.A52S.01A.11R.A262.07"
"STAT4"	2.94531585044823	3.2121321295992	2.90928511550271	2.01191121457641	2.42818278057773	2.8714702669919	2.80838032366577	2.17026283997274	2.98086503559848	2.64233612770519	3.25743996434793	2.31892880843826	2.57790020390283	2.64121730767448	3.00310924942635	4.35503741812475	3.67026199462097	2.29361964963313	3.74396775814989	3.37805112303473	2.49248274919898	1.89291507732815	3.13117927957603	2.40309312555659	2.52563468909716	2.83575738046375	3.2221067943158	3.10576600909449	2.80296061377241	2.44016809830106	3.16515953059127	2.47206113481258	2.46825011690038	2.61832411352362	3.47865154373559	3.42022502149559	3.19350349876316	2.38145296600409	3.23401297543026	3.3777302815267	2.86196938479619	3.43604781625711	3.32529997306438	3.70278009725517	2.69675086079152	3.41820002445121	3.34743074398862	3.93571406861831	2.60360274929896	2.57874822527407	3.08059995086706	4.1161785902688	2.54304415598785	2.60341448144706	2.4119658129849	2.501455555492	2.30749845273018	2.36375097142326	2.15402630444887	2.49054319051659	2.55396131029233	3.13479693339837	2.40778777481948	2.23285148912458	2.1047266936512	1.95642239671371	2.21294308816213	2.73014876286365	2.69063558068196	3.04211633289211	1.96919830101837	2.11365306996076	2.01492250347127	4.18973822439137	1.97661228765862	2.29067341348798	2.75243162082955	4.40205867286404	3.50250115224036	2.43593636784269	2.61430454906681	2.43213228207498	2.36803619782613	2.1827651860797	1.76486391228185	1.60065208784915
"GCSAM"	2.21371321540955	2.32208379186136	2.11914084945023	4.56922969394616	4.78591513303152	2.11691488132998	1.97978461164325	1.02114102252136	3.02272134884049	1.71452831274111	2.37115229532209	2.26596821175548	3.03188705184281	1.97627355613798	1.78797801129144	1.42481892380311	2.17170375724636	1.53472271511898	1.65420415949096	1.94654230456841	2.20582242103565	2.25466129250605	2.22721915240237	2.64955959246904	3.28622414518397	3.4946393962204	2.45275311740089	2.28054952627389	2.05485523538068	3.88022449382706	1.72964637439694	2.94188189573732	2.49885893963344	2.9493585144882	2.17571939519527	2.58729170118106	2.04904113453521	3.16781653958875	2.54255308297032	2.237422465466	2.26737618972391	2.31761391715095	1.81390056755309	1.77872007744983	2.34212408047735	2.23319745158481	2.00169719216651	2.78245246898028	1.62432438320665	2.46718115250426	2.42564891924304	1.64015835158123	1.87273720135866	1.99130032869334	2.3317421238743	1.24868531206169	0.459568467503006	1.88413778411306	1.53577022870681	2.02660915171858	2.02440732848235	1.00909560593656	2.40692623128936	2.87847871508939	1.37858292309829	3.43548047635611	1.73583156924801	1.73081935334914	1.23789381030306	1.96791829223377	2.11052762085306	1.38395518618958	2.46434392653195	0.591288749439761	1.71164682160104	0.784165990097418	1.56281836051703	1.96299235328716	2.75220758263917	1.13450328929188	2.55897959386747	1.88258492509935	2.58048709621488	1.48891592790981	1.72326598644015	1.83804053064446
"THEMIS"	2.03759428968997	1.85891123111657	1.7759173439959	1.53408230015111	1.96891516337065	2.78350459856413	1.11199943634313	1.62899984732781	2.27798957074496	1.64798319093129	2.19752363219744	1.97639646085937	1.93370990981139	0.717019071976582	3.06023466433295	1.61168965403938	2.58471558858713	1.88947289831533	1.76257122641768	1.35268470355663	1.54546703034347	1.16750602993003	2.07812142496169	1.81662136651058	1.52376848377282	2.21534930984717	2.79357022174108	2.20815248612392	1.79292228912028	1.13035982428342	2.62071343085774	1.84642661898428	2.38559489062369	1.7810092832878	0.922414795923169	2.04667734654785	2.3706332705805	1.67465684092006	2.58220299337466	1.15391185804568	0.981907198248578	2.04267406273484	2.68654065887276	2.52583541649427	1.87280856981721	1.52402158170812	1.03486860258133	2.35067817643181	0.924270593747255	1.30840182814945	2.0603522315787	1.01230623445628	0.806542991251848	1.52884471255228	1.3967762767375	1.78428667249556	1.00848086322165	0.954805206360657	1.49587104596443	0.41513358017705	1.42614388305737	0.893039465288937	1.16182207017133	0.690392998152632	0.759466551588411	1.13799907737463	1.31701706254204	0.874998873066556	1.3217612529999	1.99890874774699	1.51891486830052	0.973948775498266	0.953998311143821	1.3282828264284	1.22861690404229	1.38569849846621	2.18515983986317	1.98790432056427	1.95291335663122	1.66109912885257	0.891449763466688	1.345593876382	1.64179516497097	1.29452266779619	0.690465219796225	0.916333648478819
"CD3G"	3.52650660356566	3.22705558227754	3.44806537944272	3.14826515184355	3.61597942888792	4.48198672176504	2.61013848822988	2.88441013228892	3.66324462700724	3.04315642204714	3.68709411383536	3.39995174591601	3.1768282253519	2.06628805109864	4.18641330562042	2.79682852821704	4.17428772324086	2.97248747914513	3.35479067565272	2.52476659822762	2.72006721827235	2.35377741944586	2.88450247626382	3.4313829724511	3.52835014766822	3.58836853053623	4.06573220631591	3.76226252865373	3.03181534221153	2.89463171459012	3.09951450313369	3.8204116314573	3.78410253425602	3.20665168246354	2.69769835045649	4.20381742177718	3.83409504983413	3.3020672402331	4.18429184466383	2.54842891823111	2.40213380116965	3.98401126868512	3.62286341331985	3.90068862419426	3.10487762112314	3.54021343307679	2.27387033590033	3.82187657808843	2.4734859801365	2.09138660183316	2.84859165161655	2.29535527471608	1.60692162095228	2.75995588562795	2.52745925153235	2.87409617449879	2.0976223163695	2.55679450576444	2.33173191858975	1.42916957140105	2.7376200406571	2.02212651438662	2.08950814715034	1.83392150222891	1.91357063048152	2.32732687734871	2.29620174511745	2.48382607280963	2.92904993090692	3.7938605013643	2.77947621291269	2.08202982305969	2.24565824739889	2.95684486039291	2.82003606089633	2.58281408826298	3.13416338611751	3.34410514508032	3.28648073132103	3.30601311835617	1.82972856985681	2.76998377862763	2.99466327477945	2.92476404738386	1.69868586610676	2.19355729240023
"KCNJ10"	1.43172122022561	1.01819486028894	0.380197413385287	0.34460432877941	0.254828958506677	1.11383982651859	0.587184479834669	1.44312938411114	2.44663501166576	0.758817662934485	0.412188759845468	0.139178428821639	0.176701002397562	0.206084870059868	1.96131793986459	1.47543204236565	1.6931279811542	0.55525360487703	0.197845117888703	0.677418026646043	0.521881071595828	1.06577280630989	0.55731486755335	1.21143019539851	0.559701120841351	1.36994934960635	1.37801494215504	0.644063750642006	0.499586332099307	1.02731319638895	0.716920257395943	0.546614781096793	1.4753954330065	0.614961523990415	0.867813204364857	2.14666440426818	1.35482737858852	0.462278930362518	0.463340327798418	0.154773352782214	0.54571445380276	0.866034988978907	0.680001063003352	0.622661704487022	0.603238788724468	1.50610434357618	0.377218084161533	1.33424407324932	0.173590386688556	0.877126548059059	0.290886364842458	0.399316399896749	0.107395416459586	0.0888179560268645	1.45907842500791	0.0538115856198592	0.284421145591233	0.442840859049125	0.0368838743781516	0.12505826171194	0.265146187474448	0.323460743032392	0.0380409488205608	0.261289249551875	0.160631183482555	0.543896119198988	0.176778771401529	0.0777486910712207	0.319013132568974	0.57889572894918	0.520208661559837	0.773588876142818	0.268646372934002	1.35898513868969	1.06254268156	0.607218400742544	1.43520754354296	1.3343837667079	1.15296445178499	1.71909032443339	0.137565937226377	1.0051485303402	0.540493952693899	1.33935955130692	0.921084151971223	1.05547187682805
"IL9R"	2.09467101176646	1.34620092069058	2.5694469938782	1.62758561791562	3.25645404314258	1.9522629753804	2.7180638354517	1.41159737425215	2.33006055755467	1.9374029387061	0.572250309654118	1.72989917661056	2.81480270740441	0.962738346550993	2.68075604539939	1.0571656694373	2.87054668608767	1.31675433654815	0.311825735493204	2.53142178635002	1.43492519031718	2.06138929809233	2.64880839679823	2.03234749759461	2.91508304967654	2.32910712424974	3.49544305069003	3.20286911660252	1.23799710540141	2.75167866265632	2.77750394490922	2.69824278622823	2.67472478269135	2.66056390346959	2.18148133110649	2.80482861309657	1.35782860938136	2.64909921022344	2.42770040411583	1.94752747336124	2.09301253779945	4.41771819949185	2.37813758449904	2.87443312333961	3.37291810857616	3.29004133500489	2.52737466678974	2.43105387413413	1.59559961444291	1.57504322544941	2.49956136542352	1.9735419019868	0.919171636179841	1.89253616877271	0.862472272379216	1.4332843288561	0.821851011808306	1.87213684351482	1.06772981932844	0.57992597072338	1.55214023733048	2.08297293202714	1.7132874109145	0.978760393020723	1.20982720711163	1.02675172449198	1.28023247000111	1.32600050726885	2.2167150691839	2.97334124919836	2.46795257465574	1.42073255671118	1.12737825306986	0.979207693474852	0.922259701678482	1.5905341285749	1.82811582248336	2.95171646404347	2.71121155163165	1.78863181865335	1.58398935178235	1.59762555623623	1.59036927200856	2.26342584367364	0.643294210031149	1.28554546848184
"CD3E"	5.36990674451531	5.81297894926906	5.73271022152596	5.52167177594021	5.749875357493	7.17128959246381	5.31631215595504	5.37241074842122	6.0991319887645	5.16735003288244	5.76160271912405	5.52909281808372	5.20696915478242	5.12486873352413	6.49657052861124	4.65652420108047	6.04273290960042	5.40563161135195	5.11775945713436	5.14269721538851	5.39340050133833	4.77274580500987	4.93603516791607	5.70962895889661	5.54515674970286	5.75300056200977	5.91960949805954	6.15203858460491	5.11913320976026	5.4693516615419	6.11788220904762	5.51158701035273	5.9131786956633	6.03412568807712	5.63122787325596	6.408603248687	5.99284234737074	5.39033748889964	6.55703910493713	4.96132459474322	4.86947632535263	6.28747079405671	5.35278164569615	5.79650338556072	5.38976746143591	5.95014568656596	4.71373689041839	6.47742798943138	5.22323134229825	4.76129644279338	5.69830629980944	4.28309838528433	3.55154984778386	5.0376815177365	4.88220323737164	4.3684459823262	4.22042311544546	4.32678732560755	4.94537976920382	3.7455101425268	4.611468600444	4.315575277917	4.58156677483149	4.48070743678424	4.46520709816491	4.24082967098362	5.19696665254441	3.8086766401733	4.75990072518582	5.36201157170306	5.76432708396909	4.66413263887662	4.76181041009608	5.60278531218588	5.34169690939267	4.99045630287958	5.4865801468125	6.12529130966295	5.49388279441429	5.58308819927091	4.53224428064505	4.58134122807147	5.5739985764276	5.77611033354395	4.76730098479809	4.13877264793134
"SLA2"	2.26542086608189	2.4060996613227	2.43059878653225	2.31218852922372	2.62943748680062	2.55089271800853	2.22834650148723	2.31349788229922	3.2324265948343	1.9865387195364	2.10842563750011	2.17315168720683	1.93492052372394	2.01013704603482	3.03626945679923	1.51846097341792	2.99791047887244	1.87129176292822	1.89607031422379	2.07976532399098	2.08143945890276	1.82922295891452	2.15783610670453	2.33644836695702	2.61333028154337	2.43263249827205	2.68298401707373	2.95054434632833	1.73790892493702	1.760884379366	2.85835619242977	2.5318426915173	2.68511069182359	2.70762535334703	2.36181913965933	3.44261985200294	2.59697116132586	2.43173029415705	2.82838197107385	1.91328782641329	2.72991575883803	3.07829832132785	2.46489924671425	2.57457995269765	2.18527245469337	3.02405149943393	1.37380082319735	2.78675981691021	1.91047670219366	1.79785200150669	2.28199086897033	1.81441283711761	1.31887668110316	2.3472762945205	1.87736876730493	1.4861624917079	1.85137170320978	1.63832986257128	1.57796447554272	1.16907631421798	1.81402243106523	1.84653034092831	1.8516043825654	1.76689629503564	1.18893855819585	1.53703989034332	1.85096281701535	1.82218812170683	1.94388506318766	2.38660321655657	2.47772679373364	1.93088199139054	1.76306223293398	2.39914700100851	2.19887164094673	2.03811596060537	2.51121625104965	2.73860172818653	2.59912963283668	2.29919680557222	1.79718023410958	1.60220658172516	2.30772964833829	2.43878427376615	1.89171889406577	1.48426420026038
"PYHIN1"	2.38654920496815	2.59090876812271	2.23510124657521	2.06079887032714	2.28512200850524	3.56190160667714	2.33828121150376	2.52288941021297	3.56966270699946	2.27156678414366	2.6677229574255	2.07229862330896	2.08747866668681	2.19031040372675	3.28913074823041	2.1267831224435	3.14079759393782	2.52284401378804	2.64692185112225	2.17869892045969	2.18223879541657	1.90559182012471	2.64603270603239	2.4106518753115	2.1961975773644	2.90054636100368	3.17032872014062	3.12366971064616	2.3937482298274	2.85469991029093	3.11411613831345	2.4153197647609	2.76585123130975	2.83347220983385	2.85590960441591	3.31950211012722	3.11376212493593	2.0512100265046	2.9506773511029	1.97025495255385	2.42043846589706	3.34494391428478	3.17706116264063	2.54049981450321	3.03731679816908	3.32267896068718	1.81043901702341	4.14341965494576	1.94859278168253	2.26606904431147	2.81792639489941	1.78258440366415	1.55106756383411	1.83032561921715	2.10343502110997	1.17752290954146	1.36545729289798	1.8059989624505	2.37867626846283	2.02702293469209	1.87199739738963	1.71766352852203	2.14641515473707	1.64032696104158	1.09401537162684	1.84259829153802	2.1656606857282	2.64858819881092	2.17035626111355	2.64473900393126	1.91240177889879	1.1624663913617	2.07203406397668	2.19272046755531	2.16423358223315	2.3169696738092	2.78051558077989	2.94826327553	2.62752553781896	2.03458615352364	1.93676562952709	1.87900848612872	2.14900723987624	2.41061594843063	1.99165678536642	2.01924271382226
"LY9"	3.34403745932501	3.40210612069463	2.85795526636966	3.24454768026369	2.87225753798614	4.57186244340094	3.09307965559415	1.96640783576638	3.09042780474011	3.12019733253575	3.22717938720589	3.19002898472436	3.00103672791913	2.16774925353079	4.10923360263557	3.00891489307091	3.7926642243008	3.09481335984629	2.3594061861003	3.06451462474438	3.24178462755039	2.87714460265455	3.94760337850108	3.51079022029937	3.03090897579824	3.38760579393177	3.81919596640886	3.36560430516155	3.25322340821482	3.349151963149	3.21913854112927	3.15308575734762	2.67821216305765	3.76087046466922	3.3706679725212	4.45364753073533	3.65267162648829	2.19284169169189	3.45129031199662	1.98617053779744	2.56067049778533	3.5215312173078	3.85707423584929	2.79164037979132	2.82604942904676	3.44671886430837	2.02067781485431	3.91569359849673	2.74372419486186	2.11772074573718	3.34083574256982	2.25368099672403	1.8980334376737	2.10968703380935	2.79884200807398	1.85839992696075	1.68215398341745	2.46867297646469	2.478956319651	2.75434759256505	1.42122040495528	2.24186664828302	1.39843937147269	2.4953852507899	1.95490560870488	1.89908891798872	2.29107522520674	1.6377052957831	2.29180283533781	2.96195373753179	2.06670885039274	1.11917622608551	1.5370419980836	2.62049899741159	3.25429825726846	2.57593993425109	3.81391573705289	3.45972539809802	2.6749805647917	2.17825954535537	1.13554164956301	2.74316945886145	1.79104362198377	2.49914456846987	1.6825806554259	2.47990631646689
"PLEK"	4.98073893693732	6.03432983485933	5.86893898807289	6.60879030017376	5.61064081984838	5.51110432261888	4.78078013854178	4.27248492224097	6.26985877502552	5.88361820646049	5.29958045869033	5.36136821701936	4.67249285509887	4.73248733955278	6.14668493124721	4.95523057518961	5.75320855769827	4.80386096487338	4.63674711435737	5.12024073305892	5.01995668218979	4.20513318767552	5.59593010545184	5.61622408931522	4.24863497777092	6.38359090398269	5.11939959088867	5.71883278782794	4.87743817070157	5.42165702861547	5.12611538644635	4.8319968799916	5.93524133306661	4.76212303693833	4.52919794235646	5.75257543698701	4.88134095922716	7.89515347644243	5.30574731235838	4.67855167820532	3.65867173404314	6.06914576323529	5.68941448076005	4.98996182213838	4.66193329379689	5.13157752999977	4.55448612461939	5.87592365143949	4.08540758951809	4.44399969730708	4.7725207696953	5.34527243443891	5.09990215285607	6.17221502863308	5.24467300286154	5.04799659629852	5.24427896137137	5.20817472332314	5.25462696262007	5.21607884323404	5.27415403910123	4.61107044781474	4.85360023516966	5.03691834202168	4.4689016937018	4.91635664816961	5.4675938284871	5.09118338044274	5.81650169662881	6.07043898388131	4.3424522256346	3.38968279518833	4.53354327777961	5.06154903003686	5.64989422399085	3.96430623434294	4.46898335533775	5.20042058065049	5.46438163019461	5.07383785075656	4.09560732290354	5.50970580169306	6.2785337623539	4.66464669516425	3.23153356784321	4.69578704673817
"CLEC9A"	0.762567637303991	0.99524986769643	1.10920087524414	0.615582275500845	0.904965424173029	1.19093084171715	1.17794815457813	0.754800802373416	1.27626279094823	0.853665988238566	1.01486262549585	1.59652520189392	1.05877457902782	0.142080099278123	1.09052499647186	0.971745113290594	0.357094077371458	0.805413647691188	0.841389909522923	0.407122751960119	0.837273357932541	0.139373599768567	0.497414542741822	0.906510089060037	0.250666230884066	1.22615887671708	1.06177344494696	0.38445318883888	0.437569529515194	0.467362472303466	0.333233069538196	0.542093831674827	0.511995877895455	1.40700533909721	0.552453014756033	0.752963672187063	0.780898165284829	0.287148002689623	1.15760640093798	1.06216070829904	0.620903121829452	0.765900986604651	0.794685621580029	0.852138752485535	0.2377759381609	0.490588018008693	0.760414531999732	0.827692162377652	0.43962758797195	0.453952700007723	0.68040421658828	0.260711435110145	0.791025427912802	0.691246124991092	0.451638109978278	0.349522957868044	0.0544979361179008	0.138093522111213	0.659411242866255	0.859972716758104	1.14571276421466	0.310164851567787	0.474859910530501	0.211064517225348	0.126923592981344	0.442213267917102	1.07803811543081	0.930079183738134	0.351104836455032	0.648018306927603	0.579403021390692	0.0433197751223432	0.227003851928771	1.20740859048802	0.368135623612922	0.116651894878069	0.130545864416079	0.183747743296836	0.364048186510766	0.454527772344114	0.162591161076739	0.511725683136794	0.537683453678089	0.175746466987953	0.0482214518398791	0.201659655498996
"CXCR3"	3.1173362800309	2.86261522357619	2.96291358803782	3.18229901084083	2.80902290743338	3.85094375085915	3.13353567203788	3.27030916704106	4.00890465207505	2.7142825207212	3.32554039740388	2.9274985577255	2.61533879455685	2.6980117811552	3.97661522264859	2.4321747555177	3.68788401742972	2.72488725141621	0.667086387490703	3.6301356947978	3.45183742675766	3.42205341035304	2.44259858119361	3.28174206338375	3.23745402168147	3.25778903122785	3.21088660229633	3.74575405617767	2.81915220069621	2.42627946202717	4.05436659737795	2.80058294107426	3.69279105234534	3.01838672171371	3.04374187536593	4.58831524779255	3.33147221144937	2.73476063786564	4.54016168495346	2.50488172032777	2.63561897040616	4.43025002990277	2.64673867533118	3.44100590629722	3.43116035840539	4.07942423419848	3.50093676060399	3.68890717392704	2.66317269513068	2.01574107887284	3.28979754637672	3.12944604744165	1.28659919845154	2.28321234004449	2.3965975419891	2.40392911201377	2.33631567123259	2.38973876740532	2.75085650882057	0.424270865901215	2.52921439523665	1.97012612441461	2.29319889241102	2.42324631108895	1.87586121525543	2.17092544070134	2.37963483546174	1.6301029077185	2.83502381058418	3.14422455660124	3.3153467350269	1.32544272380786	2.43900686774156	2.67609750446961	3.30936838154842	2.66656959776725	2.90528662164849	3.8056356338015	3.45917297109531	3.90082382682862	1.82941400236295	1.94759937296372	2.5657427701852	3.91197471462011	2.40581631058923	2.29859780132806
"KLRB1"	3.32251815163967	3.58559323872671	4.09199057207465	2.14865357385204	2.73299601287912	4.85233447049067	3.34089934327611	2.22815470119376	2.72849619422378	2.39121362649583	4.21477980054227	3.62477388341339	3.64743242205999	2.53201881363695	4.35994598387091	2.86661190248879	3.95182691011681	4.2009734497476	4.1089106902272	3.14091204391399	3.24997200175927	1.80969879751252	2.71946540458866	2.9263013177506	2.1877509447265	3.26789406587352	4.07261965999643	3.50957314584469	3.23626757302155	2.44972096251856	2.88666305506161	2.60711411453946	3.62273382215432	2.98383402916819	3.29581814570673	3.58328766264089	4.98299099518426	2.13978772937229	3.78622600636839	3.15939631831161	2.85723123049987	4.23902311298543	3.17312031334997	3.24850776267222	2.24353251475655	2.82904832747763	2.72086904143633	4.82809313651394	3.32710379776828	2.26573318910055	3.18181277991418	1.92738706110071	2.46804242784259	3.30729802336907	1.69520859428068	3.63331753045237	2.63142114108726	2.16787814807909	3.29557616456635	3.4502504359772	3.3451780883688	2.45752940497027	2.18607412599074	2.50648441958267	2.7329362859592	1.69695473697655	2.61377515409267	2.79718250796889	1.73793733595005	3.59961983284163	2.23298669503095	1.62518274294877	1.73411988519654	4.16697693320863	2.75624707786463	3.23031914654404	3.02517270549916	2.80357531179518	3.25638572919712	3.03940824304387	1.14804392713426	2.70128042876263	3.13820493401582	3.19090902698767	1.44050976046913	2.12173965907695
"CD2"	5.14070359969829	5.19617599533526	5.60188792103498	4.96747373821319	5.14632288586802	5.87826739207065	5.10762558228209	5.280023563295	5.68194432935625	4.55555932541413	5.63331082456542	5.36269996459293	4.87566227637244	4.37773475538592	6.1333900276541	4.42786377239826	5.56536897263564	4.71976900106996	5.24527154472624	4.83940732990821	4.81374047711885	4.3369240817564	4.61785550773899	5.03302454017076	5.09468204674944	5.46914099250969	5.96654721382387	5.60346870501697	4.85827118962523	4.29774697270026	5.5468677329765	4.99108791220455	5.71132946489014	4.99782605039614	5.04826165661976	6.00136678723639	5.89300953774662	5.04859432701738	6.25637048577521	4.86562824233785	4.41748228898996	6.14097682349748	5.30191539939741	5.96803712009824	5.17729381224686	5.74204051981546	4.05468315153162	6.03389301882997	4.11328744067674	4.29816095835258	5.15021884198725	4.32111740471371	2.78301392182006	4.41986733987198	4.68661484586784	4.85700788879699	3.76541462943076	4.30445126036678	4.33228768169222	2.84972842212725	4.66126611616252	4.33406601903322	3.48687144832897	4.00726790720223	3.96174310486665	3.90758528144672	4.40501649616472	3.70875237849319	4.34833380729488	5.06269260053346	5.08679967176295	4.30455952408725	4.260058771478	5.26240611064232	5.16246975315362	4.87718206669539	4.9573815502251	5.59616506589072	5.15672640431092	5.18295431536154	4.10957841006568	3.8445383850516	5.07209938617729	5.2828459670643	4.25468852177545	4.04965291945135
"ZNF80"	0.531772989865972	0.656959649546992	0.640754772763066	0.33319280041673	0.412079165061467	0.402780925803034	0.166457324128562	1.01107024075894	0.49693919019428	0.366201198901457	0.402416889525992	0.454826557249179	0.31523751291798	0.448254903008097	0.636665953975031	0.496271843014382	1.13115903558756	0.186651165930593	0.158345709945669	0.627994465826127	0.440925754527761	0.537084076217997	1.0885106284081	0.637543364220036	1.01485341561093	0.638496796205342	0.938427928622871	0.635019745016762	0.80769279672361	0.538629177269888	1.20072332272227	0.418049227102226	0.438181479685247	1.40534477897566	0.629272585317135	0.961965139385635	0.345929820726195	0.231577199345866	0.653013694606074	0.345342822930994	0.606106824422342	0.953883829858602	0.758799309902909	0.365576712038338	0.592392333794044	0.856803463953222	0.326675952061235	1.60812884211	0.359136166620003	0.581892899599136	0.755811973881392	0.223772435865141	0.244284254572487	0.102894246885112	0.453690468143043	0.0398418386963242	0.023767955201983	0.579303274897285	0.110370464364932	0.14030769772431	0.0452142589274769	0.138992237478098	0.383619934924327	0.185939643557176	0.106322116345726	0.225070465209291	0.198038036484087	0.119655782475404	0.409826246954896	0.169367041034882	0.228483641967233	0.449604316470732	0.213619407990131	0.345550769264487	0.828362040551122	0.273423371763704	1.76147192834303	0.419527158588194	0.771305061439982	0.188286528106131	0.0942801412365302	0.278163905443966	0.453083997736401	0.39076110567078	0.829087095390156	0.228344819280773
"FUT7"	0.425646458278344	1.16033323337752	2.14460143520136	0.98381927380564	0.885247018124109	1.89352598232632	1.22719223217168	0.626034847028026	1.29803887182672	0.803558981029155	1.58129911906407	0.762584654894567	0.770919698397331	1.40877135364091	1.54695291182401	0.706207702700999	1.15402521173858	0.936107187677293	0.0694591654358964	1.3343842204248	0.757974037367018	0.972272176223492	0.578000979001814	0.806432056982146	0.844770571956118	1.1798176611918	0.656410240982928	1.69770021990352	0.852948285021823	1.32066166157789	1.03787480123992	0.494951275006454	1.78719929678404	0.946522258755102	1.21107627973058	1.88612604653612	0.531009083609764	1.09949239014147	1.52188496056934	1.09585720175225	0.352005110303856	2.29054741694027	0.487369063612944	1.26701487540617	1.03596848625482	1.32843237782472	0.663005722218691	0.960652476429707	1.07623456667211	0.557203565686428	1.20609530386843	1.07518351989312	0.573136529819972	0.604467436912999	0.245244611026168	0.484765694850263	0.487452235548687	0.891201552377796	0.964659799894915	0.277362977254781	0.401410561760658	1.42635817179796	0.804052237281346	1.02996347657579	1.05823982479653	0.503327962636057	0.769450118755086	0.546587050556571	0.593236168672176	1.30563450831717	0.752167079752264	0.0493883116150773	0.788799961439619	0.551533480456355	0.983285511665911	0.472743923728407	0.612025624384009	1.40935907800029	0.865649371388004	1.21395718604951	0.762239214305919	0.410063035943223	0.432755206646358	1.26227471610909	0.637913089099336	0.79498782784248
