"TCGA.05.4410.01A.21R.1858.07"	"TCGA.21.1076.01A.01R.0692.07"	"TCGA.22.4596.01A.01R.1201.07"	"TCGA.22.5489.01A.01R.1635.07"	"TCGA.34.5239.01A.21R.1820.07"	"TCGA.38.7271.01A.11R.2039.07"	"TCGA.38.A44F.01A.11R.A24H.07"	"TCGA.43.7658.01A.11R.2125.07"	"TCGA.43.A475.01A.11R.A24H.07"	"TCGA.44.3396.01A.01R.1206.07"	"TCGA.44.5645.01A.01R.1628.07"	"TCGA.46.3766.01A.01R.0980.07"	"TCGA.46.3767.01A.01R.0980.07"	"TCGA.49.AARO.01A.12R.A41B.07"	"TCGA.50.5049.01A.01R.1628.07"	"TCGA.55.6970.01A.11R.1949.07"	"TCGA.55.6971.01A.11R.1949.07"	"TCGA.55.6983.01A.11R.1949.07"	"TCGA.55.7815.01A.11R.2170.07"	"TCGA.55.8510.01A.11R.2403.07"	"TCGA.55.8619.01A.11R.2403.07"	"TCGA.55.8620.01A.11R.2403.07"	"TCGA.60.2704.01A.11R.2045.07"	"TCGA.60.2712.01A.01R.0851.07"	"TCGA.60.2721.01A.01R.0851.07"	"TCGA.66.2767.01A.01R.0851.07"	"TCGA.69.7761.01A.11R.2170.07"	"TCGA.69.7978.01A.11R.2187.07"	"TCGA.73.4662.01A.01R.1206.07"	"TCGA.77.8133.01A.12R.2247.07"	"TCGA.77.8156.01A.11R.2247.07"	"TCGA.85.6561.01A.11R.1820.07"	"TCGA.85.7699.01A.11R.2125.07"	"TCGA.85.8287.01A.11R.2296.07"	"TCGA.85.A513.01A.12R.A26W.07"	"TCGA.86.6851.01A.11R.1949.07"	"TCGA.86.7701.01A.11R.2170.07"	"TCGA.90.7767.01A.11R.2125.07"	"TCGA.93.7347.01A.11R.2187.07"	"TCGA.95.8039.01A.11R.2241.07"	"TCGA.95.A4VK.01A.11R.A262.07"	"TCGA.97.A4LX.01A.11R.A24X.07"	"TCGA.98.7454.01A.11R.2045.07"	"TCGA.99.7458.01A.11R.2039.07"	"TCGA.MP.A4SV.01A.11R.A24X.07"	"TCGA.MP.A4T4.01A.11R.A262.07"	"TCGA.MP.A4T9.01A.11R.A24X.07"	"TCGA.MP.A4TJ.01A.51R.A262.07"	"TCGA.MP.A4TK.01A.11R.A24X.07"	"TCGA.NC.A5HL.01A.11R.A26W.07"	"TCGA.NJ.A55A.01A.11R.A262.07"	"TCGA.05.4398.01A.01R.1206.07"	"TCGA.22.1016.01A.01R.0692.07"	"TCGA.22.4593.11A.01R.1820.07"	"TCGA.22.4613.01A.01R.1443.07"	"TCGA.35.4122.01A.01R.1107.07"	"TCGA.38.4629.01A.02R.1206.07"	"TCGA.44.6775.01A.11R.1858.07"	"TCGA.44.6777.11A.01R.1858.07"	"TCGA.50.5931.11A.01R.1858.07"	"TCGA.55.6983.11A.01R.1949.07"	"TCGA.55.8091.01A.11R.2241.07"	"TCGA.56.8309.11A.01R.2296.07"	"TCGA.56.8503.01A.11R.2403.07"	"TCGA.64.5815.01A.01R.1628.07"	"TCGA.66.2759.01A.01R.0851.07"	"TCGA.69.8453.01A.12R.2326.07"	"TCGA.77.7138.11A.01R.2045.07"	"TCGA.77.8007.01A.11R.2187.07"	"TCGA.97.7553.01A.21R.2039.07"	"TCGA.22.5471.01A.01R.1635.07"	"TCGA.33.4566.01A.01R.1443.07"	"TCGA.37.A5EM.01A.21R.A27Q.07"	"TCGA.39.5011.01A.01R.1443.07"	"TCGA.50.6590.01A.12R.1858.07"	"TCGA.50.7109.01A.11R.2039.07"	"TCGA.55.8092.01A.11R.2241.07"	"TCGA.55.8301.01A.11R.2287.07"	"TCGA.58.8393.01A.11R.2326.07"	"TCGA.63.6202.01A.11R.1820.07"	"TCGA.63.A5MM.01A.11R.A26W.07"	"TCGA.66.2788.01A.01R.0980.07"	"TCGA.77.7465.01A.11R.2045.07"	"TCGA.78.8660.01A.11R.2403.07"	"TCGA.85.A4CL.01A.41R.A26W.07"	"TCGA.O2.A52S.01A.11R.A262.07"
"NCR3"	1.72316747621245	1.54378874533107	2.17105141865144	1.79547310645884	1.48483562063354	4.07095321473682	2.73884149627932	1.42331116969325	1.39876833205652	1.11589189702389	2.07204164486008	2.24113403541151	1.7189295672256	2.36813934773823	2.60273333285866	1.23865146867893	2.30541373082919	2.79710768532153	1.21782721732605	2.04257672530017	1.81769171325616	1.28639600424293	0.992024510955341	1.95873586360727	1.40915427610746	2.23307575119417	1.65780780195782	2.16711805183293	2.11729457023009	2.87984162743678	1.74986856288802	1.24187145609546	1.5844116990383	2.05378833956017	1.82327627007902	2.93277093673458	2.79968893814687	0.772719556883609	1.82013254532472	1.56304979449672	1.91145477553885	2.56955360699741	2.1141264440878	1.6759375686747	1.53318545759058	1.83790907059515	1.42557313029404	2.64661870884788	1.62912393868302	1.19191148166488	2.3690506945177	1.03720469869323	0.943830981877414	0.895080734759145	1.19391308191182	1.49248893412604	1.42140133625673	1.06856516212347	2.43245107160379	1.47531046976986	0.945536710674868	1.09691293583232	1.21954945705772	1.17530247273674	1.08281941409236	1.11974963755717	1.28809981438086	1.29900136506501	1.21336274981033	2.01016204280162	1.21353668022721	0.774313863051661	0.530224564773889	1.73276925919606	1.47825244354079	0.696485185604214	2.06674823995202	2.0495410288407	1.58792017457974	1.682485786866	0.475821297477145	1.06972140492723	2.24032717018852	1.71141067826828	1.1022378386942	1.29077715513983
"PTPRCAP"	4.7719056024757	4.75913860737911	5.22462407450723	5.01643962880864	4.61205602741491	6.96050340560656	5.29429630740831	4.42726996112233	5.43871056288205	4.83436365729934	5.07964390854304	5.1002691140988	4.59608756266414	4.90543555670365	6.41518568530751	3.84323811137961	5.69107109484661	5.59816431999636	1.09852259474992	4.95781601333032	5.37799556245267	4.81533072457225	3.58368931497275	5.13961382063731	4.82457230046083	5.75904763728539	4.45854611564923	5.31483033843057	4.73091549603639	6.06505105501435	5.45477637225427	4.57499359714947	5.19095128006667	5.42305216403311	5.62372827669803	5.90629394680157	4.81224163000219	4.14483006262836	5.81744829018161	4.09807704530914	4.61991351819944	5.98703092091017	4.03896638339511	4.60886467300621	4.77707707040693	5.5005011484599	3.77774422448015	5.88118760669251	4.8235791390178	3.79275650065823	5.08177583974453	4.21086730036827	3.25123920076141	3.98064953951625	3.94114041300386	4.60799150187053	4.36438427681042	3.5208820724283	4.8730376736243	3.3843268621165	3.71809715465803	3.37069124908674	3.47614550854114	4.30743077844244	3.89972354446303	3.6143511620184	4.5956492335995	3.52505760130178	4.06005619322629	4.76627071840971	4.98823022233888	3.04733101853264	3.76219554533579	4.9951777716034	4.84061420371318	4.16320919052526	5.56403087276546	5.37235199542501	4.59675210437599	4.92880772529165	3.61236333229748	4.3466853653477	3.7893876003564	5.75386423986476	4.37262650192846	3.37667425377778
"EOMES"	1.54917621055878	1.42178279950304	1.75782676041693	1.27547321285586	1.61806896404311	2.2986518171888	1.1294215594049	2.59466574218214	3.10308980182664	1.92616881130231	1.44211313408425	2.30647911691068	1.2741094997595	1.12370679907216	2.5816962163681	1.12241725466451	4.04868514838324	1.34117600682064	2.75130506092164	1.34030644479882	2.05333760067589	1.46431044070795	1.96115469208532	2.09386174066398	1.72936674900588	1.98241996512686	2.66218315564539	2.4654594255267	1.43894785674208	1.669251184857	2.561274658864	2.1562156256855	3.27567142073748	2.51544267057302	1.53495586639801	2.93626032050114	1.76707674539983	1.36004849951854	2.90530925578849	0.882025697146308	1.23266630878588	2.42772544730447	1.48457890790943	2.29729637796052	1.55077887039427	2.35992964681605	0.750016879502409	2.54036017471609	1.11885604979516	1.3016081944059	2.04123278123266	1.13472285350481	0.820838978284005	1.46104763871409	1.63469218834507	0.715311083864862	1.12511218461933	0.694976077229124	1.74637161083896	0.637131316026178	0.837564853028236	0.697434169226437	0.83971234294603	0.882344576426274	0.443106827554516	1.17396737351787	1.13270598088091	1.36395061840764	1.62484014908429	1.91777232742168	1.48775940326631	0.700656398556507	1.18217729894063	1.28090621289901	1.34466437968399	0.768937001736466	0.871599625385425	2.0080288785301	2.20187930156472	1.49604808723879	0.992227306213175	1.52135155312955	1.79415501357985	1.22176477521782	0.698635992076667	1.6951149522438
"SIRPG"	2.99510232890398	3.65665198247443	3.24390771784049	3.14011000831402	3.10896113568517	4.05580447713069	3.09631348809687	3.70736153196231	4.04377517006562	2.88317274504887	3.47990543146826	2.63040798200014	2.21352027752421	2.66902072363775	3.74224471665245	1.93124970888555	3.7604488035693	2.5010163980901	2.68218485192473	2.50660549106878	2.59978992755884	2.70724473291091	2.68699622591653	3.09892182967554	3.43226583695365	3.68430529542715	3.41949415313469	3.83902992309224	2.66215189461909	3.51332417854443	3.62237828810172	3.15702245590496	3.56630671883157	3.43095465749285	3.3211816900323	4.2962233813184	3.74552530356673	2.57222001380587	3.64421118950872	2.42760138993121	2.59348261929338	4.21382232949376	2.77562308319656	2.95519559371368	3.29425442563997	4.08045096793406	1.6439105740268	4.179992725801	2.86737128573847	2.90019785525348	2.833671746142	2.41718106485273	0.902537359897519	1.46391871300276	2.69522303324248	2.22736123435855	2.49349006930334	2.40490122890026	1.9315091417178	0.659503357859893	1.4856093065908	1.71877273382741	1.17920874581585	2.5741754445347	2.20978605238972	1.85617512850303	2.45987500271711	0.719809066278774	2.58823729479326	2.44193693554068	3.90701655134437	1.89480943125042	2.69775366084674	2.85265717146908	3.221389579719	2.10574897314233	3.40091276108021	3.86988907676744	3.41140864804628	3.38030215174095	2.17896941308546	2.33349631398465	3.30182233035564	3.48981876815926	3.17426941971646	2.1024145410753
"TRAT1"	1.85914499095147	2.27459536772239	2.60943755290588	1.67942960291832	1.65373995279724	3.67970401955414	1.85883339708771	1.80907482727533	2.58329549968064	2.05215353748565	2.60748200618008	2.58708739741838	2.20082010506214	0.937728782682974	3.19984019369323	1.90570108010617	2.5522925442035	2.42121504683067	2.81891910437099	1.48093114075517	1.72454044773938	1.16479674242182	2.73784827414479	2.35797084419141	1.90936527037389	2.05358797014632	3.36442009626092	2.55351801906926	2.176984253534	1.85410505275756	2.65931434710431	1.83849605369215	2.7729277713032	2.48371853615686	1.60846362038982	2.70160162955111	2.80913322684362	1.91536646621542	3.04872479020333	2.01453910656048	1.39899305386477	2.94180019761817	2.30084171863969	2.63953894252929	2.39090414001084	2.37480009692461	1.24416891576164	3.59324480243019	1.46650608602127	1.85277269282657	2.72249151001642	1.46929673432961	0.716139969342906	2.39859538438297	1.44935215255718	1.76794946539439	1.70748324770103	0.84529920894015	1.50917915859947	0.968541345877821	1.94467375911745	1.44943342252783	1.51088895037094	1.14712194957187	0.761698173173962	1.34551626535027	2.1511245226427	1.13481196063145	1.53469795380943	2.28920750007813	1.43865827608995	1.02075992202936	1.26717493553157	2.0058247158216	1.5892990273881	1.62681908096092	1.79837399677359	2.17862064487147	2.18556044085329	1.70042908588638	0.857829392642101	1.53312993766629	2.23564107810949	1.46767380196327	1.24993147783657	1.30630965256829
"PDCD1"	1.82045907023186	2.43311339084541	2.40688100740725	2.14942700547472	2.18658044785102	3.1624956815032	1.666255395628	2.71301052948382	3.3222034399112	2.43139931836845	1.78118704741625	1.67260939276352	1.64501826993193	2.25691379710164	2.97585723425496	1.75741794789232	3.29180385906248	1.80111611525158	0.654334385918205	2.60875676775177	2.80081722253371	1.89641150625382	1.81602232162993	2.55659112541535	2.44481055139315	2.93914770802858	2.70075832425316	3.67556898055842	1.8580089602671	3.53785460130203	3.23496334226188	2.3601335200583	3.405639858817	2.4632001562696	3.13854052591159	3.55448943091497	2.33078613262586	2.02316179646737	2.41045624492305	1.20437901186783	1.69476319293805	4.29228690878195	2.24743864696258	1.74757813269521	3.29401709403559	3.14798501366796	3.09873083146473	3.01643731615256	2.10090004980746	2.51733257552557	2.07395620660818	2.10527715156014	1.5432447904269	0.731158451368619	1.51451006767048	1.26483305398341	1.98829402569447	1.32217487354748	1.48950926936291	0.495232158294258	1.49508113070191	1.29357634059691	1.37618634069503	1.89684556658745	0.91484009833406	1.58176318682481	1.98591776876191	0.510186313752547	1.96440684250367	1.98061990680843	2.95043598212489	0.85899730865003	2.04042252551437	2.72694745773435	2.56682058468355	1.72552261088237	2.29154462864054	2.83356421125124	2.8238671336403	2.71231457072499	2.04855979105927	1.51008738009687	1.81355872510358	3.01272537540793	2.50292229565979	1.99662113520349
"UBASH3A"	1.8231693143997	1.68188460693751	2.07802421603204	1.80447771795139	1.89982549077292	2.2200266489176	2.17154541814933	2.0725794435121	2.92704514759625	1.31714749148157	2.41806651536193	1.6026816564707	1.68304337674505	1.83566925910963	2.35340338836843	1.4066015645131	2.82934944159984	1.56822245780437	1.15419572119567	1.94206845007626	2.04982758211683	1.35737459888868	1.46201755306956	2.2987112827801	1.98157822372201	2.18010499766483	2.71941153540676	2.36193311907911	1.55029447530304	1.90629430777269	2.32388663519385	1.97624137390462	2.46304114902287	2.06713287773624	1.84267720008242	3.11449684705308	2.49756754466505	2.40765015691455	2.85345333255616	1.71238971556187	1.71465182664051	3.03812366124019	1.59790125316453	2.1958668525358	2.15342016168679	2.52098676963545	1.52081792054897	2.96077588838452	1.3408675244252	1.45711164080895	2.33564246669991	1.22952100111023	1.02033958014268	1.25594905703867	0.961525486884723	0.729907441261368	1.0313966915063	1.46142273030236	1.21226723775972	0.739467396480038	1.06539621407905	1.39526229602003	1.09920419410516	1.59661956105669	0.861475629354952	1.06813500069017	1.75369109612956	0.774935102664437	1.52225347059424	1.95939934546402	2.36279526434113	1.18148512182335	1.42429172712157	1.51166009609781	1.65187474074134	1.27999096827526	2.05737226289578	2.39646080058314	2.04495985928299	1.66920548676774	1.11823951343059	0.979437890201858	1.40382125867811	2.1026926945592	1.18710162901291	1.28081966732426
"LILRA4"	1.64475939106893	2.87533930985584	2.94360383022217	1.90923568176736	1.46600796929861	3.07309570752278	1.96393521588297	1.72533058729906	1.9907365130987	2.04803118396203	2.00150498136434	2.78451282052716	1.84551813109472	1.55008052106608	2.63935249065012	1.85681213423627	1.21175247170913	2.624060678199	0.64969632386718	1.42551096018132	1.78958553212154	1.14979794813961	2.82596375461148	1.6572080660491	1.7139348282573	2.71045766097723	1.3711890793996	1.77564177827091	1.60173295969156	2.01949383990539	2.54935727575621	1.89416685589047	0.871789003059742	2.01477744480238	1.30785523659836	1.38078539749	0.771664040917687	0.542877686790103	1.61555019931848	1.85326771656741	0.953449577258972	2.95686195082053	2.29869415283263	1.17931240143761	1.60859595116325	1.4378351345327	1.79240863683347	2.65342927277458	0.470438713293464	1.7748594837933	1.99399725536253	1.88123267683888	1.7655446886045	2.06373173474618	2.09221036904054	1.68722584654292	0.645149838597725	1.47499585092574	0.913579822821512	1.40698716811028	0.75325313142284	0.413194402916734	1.5070982492316	1.27411374410655	1.11498906982051	1.73606792667812	1.37876516525749	0.479451842628011	0.715134124608078	2.86351279161931	0.867118191694265	0.661989839019527	1.52522594908058	1.03934383856367	0.945229832121171	1.12191494879564	0.533592335598261	1.41281177806342	2.28532759846038	2.85701785285715	1.19740867997486	1.66458410886469	0.721676469990076	1.51541738810186	0.917235126997859	0.81281459247279
"KLRK1"	3.30409596168003	3.34790687337979	2.90270208948588	2.55009691097925	3.51635838489081	3.6306825165335	3.23022258055438	3.74700695807844	5.09872869220426	3.13802244823955	2.56223069187227	3.06819866071551	2.54250322293074	3.01517658929127	4.12147173620168	2.41002975802768	4.10024294659462	2.5477589314736	2.38984456845522	3.34276065025751	3.19864329841274	2.73658813451037	3.2017734020086	2.84643955823317	3.924928119831	3.77605334775947	4.23370106384374	3.87683876415262	2.51275892299706	2.43972980318904	4.2095930404626	3.52877006012177	3.54092979716556	3.14913565863006	3.82817376619184	4.75660934101027	3.49666154586759	2.82085720413963	3.97802090496851	1.96280884302225	3.16506301897277	4.25499429970074	3.53374532237266	3.29887756456265	3.84389967248756	4.84840671356944	3.26810014293648	4.44727689641928	2.62611793123369	3.75898121714803	3.56394719952036	2.26641883214146	2.5851966383597	3.06815509299763	2.62152514227658	2.44206670929843	2.5202487341026	2.0710377438968	3.24251518968473	2.52208334394827	3.10386311643443	2.50367591989005	2.78491042688546	2.73556788556174	1.28897164210143	2.30621947123408	2.32918943846987	3.37719590249594	2.83468131413584	3.67690674073628	3.28390689670254	2.10571390901448	3.19454253881479	3.47843373875329	2.98239182571216	2.80067226221539	4.14950501786094	3.67499092675398	3.91596056691812	3.01376966053452	3.00620211745239	2.490203115817	2.87554623600207	3.11070596382647	3.10584011824071	2.39740716178709
"SLAMF6"	3.19319242504209	3.86220262439905	3.31176710282806	3.42322168772155	3.05405885693877	5.16288825103179	2.79464994696039	2.59172826953253	3.79294621152269	3.68652568990623	3.060319426326	3.61001186762904	3.07061585198613	2.51903016956862	4.11081737879548	3.08610737544548	4.24442169052171	3.13874954934973	3.60793783449638	2.38211296470449	3.26014465980788	2.58590533345539	3.88766532695202	3.8636787274899	3.26449469577058	3.64035477417301	4.31102135847896	3.89698375049668	3.30417255354942	3.63988539733335	3.75293029119486	3.78489391558637	3.47106328519392	3.75895906245858	3.82504196705249	4.50410936384555	4.18241350295087	2.49292081646044	3.48020177877002	2.16323156944327	2.80416331735336	3.99624066536376	3.89557087768933	3.23018952968565	3.26129077811267	3.66391676093261	2.29909275540364	4.31067703701136	3.19052131447155	2.5406499396315	3.22151314472698	2.41115857073039	2.31879138298983	2.60060638679743	2.74286465540712	2.17160080990239	2.20742748976445	2.67499760384042	2.75092199195504	1.77337777201805	2.41281989524241	2.17585931737462	2.03053600412471	2.31059957129504	2.13177605654785	2.30835823473586	3.07228992260917	2.04982322676542	2.45962946787721	3.31859555078117	2.38415173066787	1.89350485085574	2.18885930919215	2.60952966838085	3.57458273522002	3.08086791401546	3.76852600738519	3.56141653214397	3.0221069467454	2.88114259466362	1.76283187453003	3.19026597056173	2.63624224782636	2.70482975063926	1.98721541327373	2.31451752314687
"P2RY10"	2.95054270330173	2.79832233242841	3.55645191033065	2.89827543575591	2.32405200665215	4.31791861398406	1.93345195612919	2.25608928985771	2.52999957629978	2.5773796367756	3.46074289885283	3.44672436094125	3.22408262914907	2.10787215437551	3.72687820032002	2.65889123830125	3.92578880967634	3.12106859974685	1.9194852756767	1.68720989969263	2.39684914098724	2.47096011807641	3.26139049302184	3.32906216071313	2.17083014515222	2.76892754280748	3.43627768763399	3.18210365519784	2.95673882249921	2.93237374216	2.44386317032512	2.96627540552466	2.88235539128738	3.31641026395598	1.88176913064191	4.00253941401212	3.38306848457359	2.20007457376836	3.38533947832647	2.18023109553785	1.85411067403947	3.3334473034356	3.71186484550278	2.97235006651418	2.25882377196273	2.85248979651732	1.63264547754472	4.11953126694349	1.7430106608658	1.76041893176414	2.96356340901646	2.2412172277444	1.82428189325853	2.15740067948869	2.47311128317554	2.51412199616197	1.82373888287868	2.16703820512587	2.17807617467196	0.921325541142051	1.79012357342285	1.93810388837805	1.11845335625149	1.85827629333349	1.59182421869584	1.83413281098	1.94129008120965	1.21934602076529	2.13794968482507	3.25427341058229	1.43739287865455	1.67182581742996	1.40913341841468	2.04790283329647	2.77915214218381	1.80241211574465	2.95160715646234	2.94447791146124	2.57731545779523	2.22953012161612	1.37297417015033	2.45993578709493	1.72005355600499	2.09725133644572	0.930161211771137	1.60108751927145
"TIGIT"	2.98180298269906	4.00377612387326	3.48930347956257	3.91894894729956	3.53472707745537	4.5481714414405	3.00010481777507	3.52774663644933	4.07141406785651	3.36206510020265	3.99948252607492	3.5184544180773	3.05449971470288	3.22656346409456	3.8280450078272	3.00219778898031	4.76313872398807	3.17820832273717	2.82302838050003	2.96877052132505	3.07067495689175	2.76021202301602	3.89390654278613	3.16608025471502	3.94175515440506	3.9039061479321	4.17854332086453	4.37376265723857	3.19921251784817	4.04560295556254	4.51538253933118	3.82146933582868	3.82478700446709	4.34267405954988	3.60008530304482	4.64464889205932	4.06305343293083	3.15891512586888	3.92036330242368	3.42893225680734	3.30140171858349	4.58211729813545	3.98729487991334	3.88927598032074	4.05582961843605	4.5902942324678	2.05440166638918	5.08485947400044	2.9298588410468	3.1054486717154	3.49903656925395	2.84813966635638	2.14361070943255	1.90494237062136	3.31840637292477	2.45762358786414	2.76160180143019	3.58780230089051	2.1679647635348	0.903650153291469	2.22429729748293	2.48394007217	2.10280348948377	3.2364569481783	2.40952174868001	2.61763836900545	2.78930456235415	1.95964683675435	3.33625255356692	2.99457633882412	3.7508858065494	2.75554751984297	3.51035496025164	2.85102989660108	3.89760342707918	2.48377815296729	3.83604822089331	3.82895626703979	3.81037705445367	3.59907972641827	2.39006449816811	3.19085115233659	3.52563777518273	3.68536745569384	3.31447365658908	2.99869905214075
"CD8A"	4.6327758654342	4.15174176746839	3.63965755047022	4.04252481327705	4.9247443320323	5.35240145059619	3.31193969712027	5.21202456499635	5.91554937608054	4.5206157986672	3.18485800712508	4.39487369841039	3.28343666772225	3.29770301095163	5.84956482696065	3.65564186430969	5.50091386950843	3.95257971398488	2.94420857359218	4.1139334197693	3.96342669923826	3.82805215981716	4.2597113839403	4.5452534901705	4.98399162107201	5.18429094888689	5.17024039248782	5.02513202079633	3.71492862005075	2.75695965584566	4.86632911757614	4.62357344718102	5.51366060592573	4.84083067801021	4.09641636135061	5.10829873876882	4.48463765827929	4.21750121394256	5.07215868314386	2.59726785820182	3.55606738997738	4.93153658786853	4.4777318929674	4.67673078964116	4.55659593811368	5.31765700470068	3.20359741069749	5.22414457056387	3.08087655311797	4.03398237307313	3.78689109696838	3.35705793994085	2.39924041159004	3.91529274875035	3.65867625365607	4.12046475838104	4.16141360142282	2.77952593518904	3.62733219970402	2.95368916509636	4.01873237705103	2.34234584926612	2.52335842153105	3.13355623298387	2.37482722514138	3.28055816383932	3.50128560326615	2.36948558302454	4.23957411197785	4.58979259384022	5.47570513149745	3.9909167269249	3.8225109499973	4.34008186303013	4.41547021147779	3.94762719733732	5.16534896570688	4.50898767884471	4.60054296723004	5.01452053247831	3.75926118368954	4.0628067283981	4.34432112636053	4.15387890684525	4.17327094794627	3.25526013379606
"SH2D1A"	2.3118026850796	2.71612607566611	3.12361265647199	2.5801505771909	2.24721105038947	3.70197246279956	1.87465491266316	2.53429273196696	3.48216044050907	2.90391337055749	2.85009365909026	3.13452175946758	2.56838647924867	2.08034335551632	3.99792661697045	2.0577910000821	2.96607274588434	2.56073491290506	2.69661139438794	2.03171737393235	2.32525953504285	1.89108881225356	2.82636408080637	2.77038956635808	2.37887794524084	3.17556896257544	3.16848425355248	3.07161992146406	2.47451017444205	2.9813628714014	3.33431114360049	2.67718820442258	3.35693057060549	2.88289546682808	2.37570182203622	3.19138946846906	3.26795503696257	2.23166205069041	3.21829320622201	2.11263916153436	1.80749363471416	3.34711323952515	3.05942248712839	2.82045240194629	2.52977595908579	3.12375189335195	1.63485011665773	3.86830621783512	1.79272343175756	2.12820898327773	2.80025037992169	2.17271011344139	1.18963847468839	1.97378374930865	2.30742197713399	2.88116539199285	2.31588160852742	1.6935646734822	2.24733576320293	0.92343429638582	1.66429134482811	1.46091888914357	1.75882488532949	1.50900034029442	1.26197677918155	2.15790290215749	2.04051924273544	1.51920117543553	2.20510436914553	2.6854974586122	2.49030011278557	1.53499490056423	1.83006562096528	2.43209877110075	2.42730465234416	2.02453013782867	2.12166590994075	2.84407724577406	2.27379516766161	2.09968798510225	1.60825936865095	2.45252436057915	2.8133819165194	1.97866682297101	1.84420539573322	1.65519477952055
"XCR1"	1.57502756944527	1.92423681799655	0.902726553468667	1.16074504345292	1.20372649188553	1.49775185833609	1.39441406235771	0.993814933290778	1.57109046566741	1.66515312778136	1.638496609332	2.03304550882976	1.30752271600196	1.59453069107667	0.932853915542708	1.70049905771618	1.45117980439625	1.01527159471634	1.50538362111924	0.435135749229716	1.19730360725858	0.71188579250539	1.90709444961365	2.19625348687846	1.69931846296977	2.00240721606529	2.19051634251658	0.89520008518714	1.13877427227248	1.60853386790755	1.09233403876555	1.50065041274713	0.854682168638925	1.19366115389493	1.27553549599678	2.13096681521047	1.93377253976346	0.463650903821372	1.3308723458986	0.965161070628844	0.858714056381113	1.15297614878656	1.83178089238814	1.10578495686971	1.05619762347957	0.905189158574654	0.504339048746613	1.70845067257325	1.31366350117724	1.18120392294712	1.27369438840437	0.591890477199501	2.32108774870103	0.924942897994864	0.67386884573437	0.0995237147117437	0.455850490207051	0.875932146327682	0.459656883670145	0.20755697604328	1.0988771606958	0.935285533016925	0.511486823389746	0.974464744056553	0.274950071220532	0.713763351609429	0.712300145281782	0.591364851133901	0.89592938903362	1.15979052690685	1.06995407486982	0.752151065828534	0.22438480482865	0.338718692665282	1.42949810615632	0.586405844537868	0.859507413996438	1.14343332705793	1.59799030670881	1.15120637231295	0.107768427058806	0.750965703623781	0.817885504595746	0.640909186569267	0.21896365303422	0.639723862968516
"DCANP1"	0.155544081066203	0	0.27029220479952	0	0	0	0.610564080611186	0.35289515146463	0.418176734207916	0	0	0.0119327290659809	0.00266296182718301	1.12169287700851	0	0.0774362865698588	0.202249516316894	0	0.0623901792648744	0.606973659672774	0.441928297078253	0.185489556420753	0.0180037573044234	0	0	0.078512220715975	0.113169376582984	0	0	0.131570584577159	0.214506657168371	0	0.0638629172033062	0	0.40460835515019	0.776585954138948	0	0	0.340723386955705	0.454999973454943	0	1.05198820290956	0	0.053485660352639	0.0544739232692113	0.467657480272694	0.143944081366216	0.0241974980245948	0.107038653635318	0.334402696917668	0.384332289478867	0	0.103543597369077	0	0	0	0.0246253557799833	0	0	0.0100856386961091	0.258450469769478	0.0703074895480401	0	0.1055023402205	0	0	0.0419331465550905	0.170116701754224	0	0.291454160825454	0	0	0	0.0435263129275772	0.596003846332619	0.185300684277939	0.0184948907261459	0	0	0	0.0339829927023003	0	0	0.16296741404214	0.212243259251421	0
"SLAMF1"	2.23665028840044	2.5726531540179	2.88739229085779	2.9618534245726	2.1531360680163	3.09420379024924	2.23151919945644	1.70089545596291	2.5447623321481	2.5291367404403	2.56547606312273	2.52979889457828	2.28260696121439	2.08261534269647	3.20427025921125	1.73437668788737	3.46854542565742	1.90615067008376	2.323446817996	1.92901646579849	2.46915210478633	1.50868000709453	2.70061032656397	3.0351305376757	2.30572687627559	2.56652991352602	2.99445149257038	2.89143304709887	2.52448704550169	2.5925101615262	2.09673730225621	2.7108001153454	3.31383742676353	2.98997097810444	2.43446886841728	3.71125745665977	3.15033164041953	2.32695214532839	2.65499769169906	1.95790292973274	1.6203763548941	3.36816579835733	2.99268947967054	2.41775288339394	2.2585403808968	2.70826596540974	1.4018010535592	3.36891568237286	1.80737532218095	1.47221505674091	2.35582886570225	2.01632432742309	1.17651067565547	1.37186020224285	2.61269387728551	2.1020443666783	1.41195543416338	2.02702068811867	1.71762236057074	0.819830961410749	1.50041137089537	1.89880062999045	1.48291016794778	1.3930560552685	1.51960427538651	1.62371569473913	1.99645224850835	0.881900083203727	2.00953108939095	2.53344874047765	2.51109940259423	1.26564718043982	1.69395773988652	1.5665181592495	2.56380938381824	1.96617457821078	3.15879400045334	2.80749279113983	2.21934735471677	2.0734072997217	1.33096170196584	1.94336044027285	1.98567357263671	2.02497987303385	1.06243114955626	1.904559491493
