"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"
"XAF1__pos"	15.3261105483277	33.6026391045516	2.22044604925031e-16	2.22044604925031e-16	2.44938917002254	22.7191048433032	8.5057615112859
"CYTH4__pos"	11.4136599447996	32.726475770668	2.22044604925031e-16	2.22044604925031e-16	1.13795338510739e-13	20.670150653933	11.3795059199086
"PIK3IP1__pos"	2.333130079483	33.493506760874	3.07917350207777	5.56132835328839	8.56165654159599	9.74472969481931	11.3766597507788
"NBR1__pos"	12.498837821625	12.1897363439957	2.22044604925031e-16	2.22044604925031e-16	28.4041250692173	12.0837105561039	2.57464679612193
"POU6F1__pos"	0.583972959738829	47.9760691483471	3.48676711747293	2.22044604925031e-16	9.55016409211299	2.22044604925031e-16	18.3636367920012
"TLR7__pos"	25.4321015504659	20.2994571902705	2.22044604925031e-16	2.08277528072546	14.951899831649	22.5438556967222	4.18875388116054
"SYTL3__pos"	18.1017033419995	20.2352598271733	2.22044604925031e-16	2.7045167637631	9.05901947898586	26.3944047348714	12.913569197661
"ZFY__pos"	19.4328352119611	16.8198328057377	9.41149432088107	15.212265491212	15.9703032332518	19.2145015057757	4.69505432739573
"EMR4P__pos"	16.9992030895479	37.911535587388	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	30.2263017855239	5.84824964895585
"FBXO32__pos"	2.22044604925031e-16	12.2165908021653	2.22044604925031e-16	1.19939457473082	49.528513384853	15.7787028191195	13.2876831119784
"S100B__pos"	2.22044604925031e-16	17.2393610137764	2.22044604925031e-16	19.5857645576344	8.03626497352206	32.1839299663467	7.54668810159797
"SAMD9L__pos"	33.5220651758283	26.6265905153746	2.22044604925031e-16	0.0269086061131429	3.19904709318509	29.7887836488836	2.22044604925031e-16
"MAP2K6__pos"	35.0812706196643	5.32111130420023	2.22044604925031e-16	24.388674768355	9.70208381997292	1.92333707349962	5.12099717199389
"HCG4__pos"	14.5256384323509	7.95459531647954	2.22044604925031e-16	13.8893474610495	26.5252947270787	12.0963717383057	12.4962112980128
"SLC27A2__pos"	3.56513147082649	5.54510299257898	2.22044604925031e-16	2.22044604925031e-16	14.1995368924705	63.8401539868992	1.48832635805313
"SCML4__pos"	3.01231221167141	53.0712846126824	2.78680454077919	2.22044604925031e-16	2.22044604925031e-16	14.5173403498159	9.62131090134625
"ENPP2__pos"	10.6517119082769	25.4603338616542	2.22044604925031e-16	7.95148452912939	32.5155719527469	12.0520260512573	0.803209015574722
"GLRX__pos"	2.22044604925031e-16	0.705550393317247	16.970128311674	30.9749666204123	9.94488664156249	21.5063377967313	1.640345435548
"IMPACT__pos"	15.2921607594321	0.832835628454345	15.8237971924321	5.93873789350298	2.22044604925031e-16	1.6180118265132	25.6765605223205
"IFNGR1__pos"	0.283217809952408	13.4015811267563	2.22044604925031e-16	35.6974792051374	23.5254192079664	14.7268845910373	0.943750554954799
"PTPRO__pos"	15.152115832447	17.1680538200704	2.22044604925031e-16	9.63543470199073	18.8315825876437	28.1845069391922	4.42948172980872
"IL7R__pos"	2.22044604925031e-16	19.1417363761689	2.22044604925031e-16	4.91287637147679	60.4773791363182	7.35837884515002	2.22044604925031e-16
"LAIR1__pos"	4.57806329256792	12.5409868960769	2.22044604925031e-16	2.22044604925031e-16	4.19065189051129	49.203131598188	9.07395478312768
"BIN2__pos"	15.5145304546952	33.2883650409104	1.39380478869358	2.22044604925031e-16	4.18264964537396	17.7840403855926	14.8466385631079
"TFB2M__pos"	17.6568058831708	2.22044604925031e-16	20.419488762836	43.1459655322689	2.13262177170556	2.22044604925031e-16	2.22044604925031e-16
"SMPDL3A__pos"	2.48756306917656	2.22044604925031e-16	2.22044604925031e-16	12.1747655063554	10.9097465199348	65.9068895349725	2.22044604925031e-16
"CPD__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	68.8861384604274	16.308450962723	2.22044604925031e-16
"NCALD__pos"	2.22044604925031e-16	20.1445405327371	5.64874997747673	3.43606166775438	40.3531933630747	7.48866456552248	13.0973446581933
"FAM26F__pos"	2.22044604925031e-16	1.85415127432044	2.22044604925031e-16	5.0413918244383	2.22044604925031e-16	84.3482820719666	0.247578375139142
"CD5__pos"	16.0133085411861	52.2253645536056	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	18.9171270033037	4.03524995181437
"DPP4__pos"	20.881547434253	12.0916626074737	2.22044604925031e-16	2.22044604925031e-16	24.1897142476001	32.7215059036744	0.597463284359868
"DTX3L__pos"	34.235738311951	11.5156896962091	0.843052193985681	0.29349644575078	3.39880952461951	34.798533385304	0.967344081185039
"CTSC__pos"	3.64299190505834	9.76316589742612	2.22044604925031e-16	6.47794683486044	6.19559254846945	62.4203454724622	2.22044604925031e-16
"CLIC2__pos"	2.22044604925031e-16	10.4391085399855	2.22044604925031e-16	24.694365842499	27.3757822233948	30.3758110300415	2.22044604925031e-16
"CD200__pos"	39.1590251744293	23.9560134084265	2.22044604925031e-16	15.9949209298309	4.61749031157473	1.321278467554e-15	1.81760789888426
"CASP5__pos"	6.12816923435239	0.537276210840564	2.22044604925031e-16	3.23189058598105	2.22044604925031e-16	82.9864924855691	0.181211384627855
"NUDT4P1__pos"	7.59758398883294	1.93049183067964	16.4286278876933	12.9362159203473	37.3576069327949	2.22044604925031e-16	3.44088756911777
"PDE3B__pos"	21.748047635599	43.855954547413	1.09974638747507	0.803260944375875	9.27050222136033	12.4910546626345	1.85113677775652
"NFIL3__pos"	2.22044604925031e-16	1.42417231910992	0.000338681410713327	3.13623881090199	34.7786865641629	29.3325687854708	6.36652867211535
"BTN3A1__pos"	7.0179468654321	59.2645890082215	2.22044604925031e-16	0.106208568692185	2.22044604925031e-16	24.2988747255401	2.22044604925031e-16
"TXNIP__pos"	3.39409335243704e-14	47.8808576327774	2.15764639271138	0.421327800783057	23.4261183729653	9.87919527377033	2.89370816222336
"FLT3LG__pos"	1.12757171777804	48.1328140156651	2.22044604925031e-16	0.540056526757619	2.22044604925031e-16	10.2326620445477	19.3010232695449
"ARNTL2__pos"	1.63299314610297	2.22044604925031e-16	1.93505646361305	22.9818450996364	48.1138090338541	11.6256089851268	2.22044604925031e-16
"IL18R1__pos"	34.275921479745	20.9531552864578	1.69447443391262	3.74834299372436	17.6812387381605	6.57372412202158	2.60492110087725
"P2RY14__pos"	35.1073165175564	0.386148537805506	2.22044604925031e-16	29.6236899806336	5.29510571916853	16.4174590676519	2.22044604925031e-16
"CCR2__pos"	8.2337612651779	11.9936866726544	0.883419411808791	8.44483715902365	15.4269042634036	44.2617474126884	2.22044604925031e-16
"C7orf58__pos"	9.47802551111786	0.00784632611243925	12.8676566428197	12.2331760896191	34.8637099329319	15.7695251157995	0.862094977855836
"LPAR1__pos"	2.22044604925031e-16	23.4646993155249	2.22044604925031e-16	5.93792254516832	49.7777991454263	7.8192111212035	0.589004370286726
"EDNRB__pos"	2.22044604925031e-16	18.9748494399609	3.56332207692026	5.76172599949183	49.9310521471731	8.70690418704887	5.49677167325558e-15
"MBD5__pos"	20.2795945630113	24.7470229589772	2.22044604925031e-16	2.22044604925031e-16	27.4856863281656	8.03989433607011	4.75801412000035
"MGST3__pos"	2.22044604925031e-16	0.999714235311433	1.88178350195756	25.3795774608565	23.5703778170952	23.968669572171	9.90727986882059
"CD28__pos"	2.22044604925031e-16	49.8420867845239	2.22044604925031e-16	1.36924782830951	1.99454864724323	41.4045610148333	2.22044604925031e-16
"SNPH__pos"	9.0590720032435	35.9639395024899	1.22514015521322	2.22044604925031e-16	17.5319495678009	0.739740862353387	15.8995178420118
"RIOK3__pos"	16.4019105016047	5.25089080571601	11.0343471725289	7.4765074999686	5.39997112604548	7.90638940747584	12.8343762256305
"IFNG__pos"	0.377176809715872	5.67073988423147	2.22044604925031e-16	8.50814823199581	2.22044604925031e-16	74.8167184860811	2.22044604925031e-16
"CADM1__pos"	9.74917235907043	8.18025061546289	12.3261935552515	7.80153274642593	19.6372207752585	32.6188519962025	2.22044604925031e-16
"PLCXD2__pos"	40.2374373050898	15.9441940288592	2.22044604925031e-16	0.0780844043574558	2.22044604925031e-16	23.4774384909499	2.22044604925031e-16
"GUCY1B3__pos"	2.22044604925031e-16	7.51117566992407	2.22044604925031e-16	11.9073822197943	44.6667642359629	12.167492651395	2.22044604925031e-16
"C6orf150__pos"	11.1350038323412	2.08378596730323	4.08310861659605e-05	2.56740462933523	35.5826808411617	41.2855429923631	0.184563011529399
"RALB__pos"	2.22044604925031e-16	4.45971293137579	1.1882097467304	0.657598522052891	31.3473431983185	52.1602729958882	2.22044604925031e-16
"IL12B__pos"	2.22044604925031e-16	2.33265644500851	8.66670342556012	3.49766680256619	7.45329527925951	36.1329098144326	14.9983258920651
"STOM__pos"	2.22044604925031e-16	0.980582690836723	2.22044604925031e-16	0.403346987488324	24.2873329759179	72.6714348241318	2.22044604925031e-16
"SERPINB1__pos"	2.22044604925031e-16	1.6196212164666	0.405040056293134	32.4723435603878	20.2739305435395	29.5578074923672	7.76981467589816
"LOC401397__pos"	13.5102489696499	0.333944905523068	9.35791922034215	46.7481847374426	7.85881175061887	10.1804600974652	2.22044604925031e-16
"CAMK4__pos"	28.5585644848981	2.22044604925031e-16	16.9958351443611	12.5935653359351	21.3608699936324	8.21936825925681	1.51447059789852
"YRDC__pos"	2.87349686986767	0.0318647326568878	16.3225549294729	43.2617239981363	4.93874472537435	4.32435492345698	1.55640263049796e-06
"PPT1__pos"	2.22044604925031e-16	0.57820946834712	2.22044604925031e-16	27.5520419414016	15.9844906969207	42.6480774919846	2.22044604925031e-16
"LAP3__pos"	3.61106583983116	2.36367979582451	2.01692874522921	2.94450030894091	4.94456276715227	64.5769391891992	1.19672225273927
"LST1__pos"	2.22044604925031e-16	6.94905310540149	2.22044604925031e-16	18.5715730640581	2.22044604925031e-16	49.7697694090917	11.2411370861761
"SHC4__pos"	12.5823713455236	21.6496710440293	2.22044604925031e-16	3.5409110491415	16.7898623705031	28.434258346014	1.07372708962425
"CUGBP2__pos"	27.1627308813594	31.0652423474461	2.22044604925031e-16	2.22044604925031e-16	4.80258243436075	23.0079874269321	5.11433521851355
"ABI1__pos"	23.7390822399384	5.55729028970439	5.65761905358407	14.9183908773002	15.3392694855022	6.37886641852765	6.82450172213681
"USPL1__pos"	53.5860728090762	32.6024847121408	1.19488240868559	3.5302875315111	2.58069469409119	2.22044604925031e-16	2.22044604925031e-16
"CCL19__pos"	2.22044604925031e-16	38.3301520633263	2.22044604925031e-16	2.88815241974449	0.45899443364698	21.5933950420665	20.2461761606759
"CD226__pos"	15.6652778317656	9.38048263019362	0.685308353698606	3.87655916882406	19.8662330891189	32.3838090036828	2.22044604925031e-16
"ZBTB42__pos"	19.9603963945168	13.412284962382	2.22044604925031e-16	2.22044604925031e-16	11.441035156199	18.3128263810368	10.057742276348
"MT1F__pos"	4.83903176867778	0.123995070501233	2.22044604925031e-16	2.34916778311324	1.08792312785095	59.6485395498114	8.51398240648109
"BTBD11__pos"	2.22044604925031e-16	50.8684579600937	2.22044604925031e-16	2.22044604925031e-16	12.9941956620173	22.3459321470737	1.18541183697215
"LRRC49__pos"	2.22044604925031e-16	13.618007400952	4.8264738208513	9.32840430987203	41.6398315333066	2.3902802674074	8.85989909570961
"SCML1__pos"	0.232896823972026	42.1758872069206	0.449299472544219	1.4431583011577	4.49233724553863	44.7734491781176	2.22044604925031e-16
"TNIP3__pos"	8.78440467424085	1.73057018742578	1.96298636782007	12.0662826037433	16.9702114196764	46.7785774206034	2.22044604925031e-16
"KCNK1__pos"	26.4840924945381	2.22044604925031e-16	2.22044604925031e-16	7.02477252411966	34.7287455515408	8.62241683213275	8.81379412582648
"PGAP1__pos"	25.7424228509924	15.3448352666845	1.02916651852073	4.50415055092328	45.1529428375061	2.22044604925031e-16	2.22044604925031e-16
"SUB1__pos"	13.6599069052721	2.22044604925031e-16	2.22044604925031e-16	46.6470437109549	2.22044604925031e-16	15.3728737368148	1.99905835015626
"KLHL4__pos"	0.355786147393879	13.45355263889	0.616426862687566	9.86544260831475	43.1117933771942	19.8316695450548	0.785330662088242
"TC2N__pos"	2.22044604925031e-16	41.2880007680148	2.22044604925031e-16	1.8724040612277	12.2686950468917	31.9517914502977	0.16081209556359
"SLFN5__pos"	6.46455178418886	19.5882065649494	2.22044604925031e-16	2.22044604925031e-16	52.5938400064181	9.04865688894172	2.22044604925031e-16
"PPIL4__pos"	21.4249000672213	0.795212787965687	8.74584968585411	11.2557085822714	0.956351976097469	6.25528576375499	24.7824687143417
"C9orf46__pos"	2.22044604925031e-16	2.22044604925031e-16	13.0514618566466	46.6425750834447	5.14219587464778	22.8743469556549	2.22044604925031e-16
"TMIGD2__pos"	2.22044604925031e-16	49.5051498204398	2.22044604925031e-16	12.0751094498785	2.22044604925031e-16	17.2589355425181	10.7198649609878
"GBP4__pos"	0.0037093616902314	11.230766205835	2.22044604925031e-16	2.22044604925031e-16	9.72510012075983	68.6790200510974	2.22044604925031e-16
"FLJ35220__pos"	35.6730448112302	6.87108139472798	2.22044604925031e-16	4.77678815929081	2.22044604925031e-16	1.39737489580937	18.0030704676482
"GTPBP8__pos"	9.8874164138783	2.22044604925031e-16	2.22044604925031e-16	58.9402706167616	2.22044604925031e-16	10.6076518958181	2.22044604925031e-16
"HSPA13__pos"	10.8224988629263	2.22044604925031e-16	2.22044604925031e-16	42.0102145512249	38.9730243216689	1.61652840537712	2.22044604925031e-16
"ZPLD1__pos"	29.9849136607011	2.22044604925031e-16	4.07721249447142	8.21743326251658	28.4324158140766	2.22044604925031e-16	4.04390346822785
"SLFN11__pos"	29.6589842990567	19.4694309149203	1.73269428092917	1.77238123355024e-06	16.4012206275867	25.6696667485661	1.18453229219862
"RHOU__pos"	5.19001834058574	5.31863450772487	2.22044604925031e-16	2.22044604925031e-16	25.108379425011	53.9829315980985	2.22044604925031e-16
"LOC442028__pos"	1.34601471904115	8.12252393137327	2.89079163141238	7.4492588272306	46.6084891159265	3.1285049134061	10.703998248382
"MLLT3__pos"	11.1590652863912	4.74117679320364	15.0041212288638	8.74049333761838e-09	29.1395707813688	19.5053850146838	2.22044604925031e-16
"IPCEF1__pos"	8.107338662872	45.5701091756239	2.22044604925031e-16	0.00611145944851172	1.68695071289225	39.5804410909895	2.22044604925031e-16
"HERC6__pos"	19.3125596720041	31.0143087723951	4.61454529956422	2.76237452030596	13.0343920236763	9.15638414968776	2.22044604925031e-16
"HPSE__pos"	1.98475443924124	4.89073852658031	0.000526908782985918	4.94094836834521	40.301853855232	31.6651626135363	5.19727624410016
"SNX9__pos"	10.3779141439918	12.2085348686757	2.22044604925031e-16	2.22044604925031e-16	48.4271843960179	8.12770389479481	4.56151215751639
"MT1E__pos"	3.0148485376367e-12	2.22044604925031e-16	0.920738342800405	4.17419451819609	12.8923346683253	63.6345286023058	2.65932147552904
"ARNTL__pos"	7.31317778541173	34.5477486616899	4.52322886727447	8.3746874614828	12.9968309121942	21.3979112656888	2.22044604925031e-16
"STARD3NL__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	67.4192182963626	14.6741808070667	4.93072001642243	2.22044604925031e-16
"CD6__pos"	2.22044604925031e-16	61.0030919345785	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	26.2371716100341	5.70857950572438
"TIAM1__pos"	8.88455687030392	51.4976122321101	2.22044604925031e-16	2.22044604925031e-16	14.0584559978939	14.5142434723762	0.811389845527031
"SATB1__pos"	10.0666113277928	46.9649023920989	3.67791261460299	2.22044604925031e-16	20.842403413956	7.70204491239183	3.46203494980587
"POLE3__pos"	16.5850449537211	2.22044604925031e-16	27.6051121563999	33.7932783004386	0.465547724861241	2.22044604925031e-16	0.144430375511231
"UTS2__pos"	22.0806628694984	16.7577693968881	2.22044604925031e-16	19.9637898287525	9.70811755006968	7.08101401624362	1.58287002829055
"IRG1__pos"	1.22792069765717	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	82.060069455483	2.22044604925031e-16
"MAP1LC3B__pos"	24.7582441723154	5.45415567610992	12.6633310507063	2.22044604925031e-16	1.57422399434059	2.85492801412598	27.8065988726121
"DYRK1A__pos"	46.6917991050882	27.4372815061729	5.27310272168975	2.22044604925031e-16	10.7710909227182	0.330850940472368	1.17155467359928
"C12orf29__pos"	5.68946838415406	2.22044604925031e-16	1.16008683165543	74.5633140792342	4.80961416626999	2.22044604925031e-16	2.22044604925031e-16
"GK__pos"	2.22044604925031e-16	2.22044604925031e-16	1.69949744136662	2.41503415807179	14.522483930753	66.1420100020522	2.22044604925031e-16
"C5orf41__pos"	17.3779845362404	26.3194531676356	2.22044604925031e-16	0.0983301910315518	33.1225243301125	7.44207070966971	2.22044604925031e-16
"AMIGO1__pos"	12.1072579089426	37.5984977087601	1.03555150104647	2.22044604925031e-16	37.5205562089533	2.22044604925031e-16	4.73460617396703
"YPEL2__pos"	21.7968920797593	28.7053519244605	2.22044604925031e-16	2.31992359277968	36.3357837540012	4.45665873951821	2.22044604925031e-16
"BATF3__pos"	2.22044604925031e-16	0.081764835239393	14.2205204568876	13.2718405537761	8.13179463921226	21.7001726189576	17.5677176249724
"ITGA4__pos"	12.2880806892315	26.4777841446976	2.01178852691898	2.27801456422401	29.4523960734743	15.26454168957	2.22044604925031e-16
"WSB2__pos"	27.0478374857672	1.21142140746186	2.22044604925031e-16	7.63144074093073	10.9474414824066	34.0851093567403	4.94314113437477
"LOC100287115__pos"	3.64309804479788	39.6563062892868	1.16943612586512	2.3785589515516	16.9517892268485	12.0202952172347	8.00999651143217
"LEF1__pos"	39.3831999684288	28.4526033952994	0.449706121325415	6.26692393611887	4.13318768632894	4.01709676917204	11.9963842550059
"KLRF1__pos"	0.563649752168058	46.0029108216915	0.111143632167613	22.020081682386	10.1449845458435	2.20181543490649	4.95784848541304
"SPAST__pos"	10.2802409217348	8.48125354468587	6.47947314235809	1.54525704964656	2.22044604925031e-16	7.35969147405357	36.2687665561381
"DDX43__pos"	16.9849832685001	22.0266889785433	2.22044604925031e-16	10.4212906290279	15.0300525277902	8.07648024894262	13.610567855007
"FAM13AOS__pos"	16.687412459117	64.5354601115318	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.960482462177688	13.8213529340029
"CACNA1I__pos"	1.49002807388547	76.8572667882502	2.22044604925031e-16	2.22044604925031e-16	4.05064812913988	2.39129660015343	10.9366244333763
"TMEM71__pos"	2.93977072747731e-10	53.7958236171751	4.16707356161949	11.3699933159587	9.84014337823418	17.183147717005	0.477219043523356
"TLR8__pos"	6.81419200392492e-12	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	81.9953049523788	2.22044604925031e-16
"SUCNR1__pos"	1.6090463213119	2.22044604925031e-16	2.22044604925031e-16	8.39845638606146	21.9969671170508	61.1495186504161	2.22044604925031e-16
"KRT73__pos"	8.44445220152764	75.3900233539667	2.22044604925031e-16	1.6870491694822	2.22044604925031e-16	2.22044604925031e-16	4.6243918373936
"ABHD5__pos"	2.22044604925031e-16	2.22044604925031e-16	1.54854890528735	10.4941652937319	45.2365743165273	30.327902292331	2.22044604925031e-16
"FBLN7__pos"	9.10531178523133	39.4580536124041	2.22044604925031e-16	4.42697815669585	13.1140617685091	2.22044604925031e-16	9.79468283692691
"ATG7__pos"	1.00697667125279	2.76833978556738	2.22044604925031e-16	6.31545829726352	17.4855456457539	45.6218833942879	13.1413186968078
"GNG10__pos"	2.22044604925031e-16	2.22044604925031e-16	0.0174217883689412	38.3935053026848	14.4644346391625	36.7689219031755	0.220966253699332
"NOG__pos"	0.676546689728579	58.0880958746755	2.22044604925031e-16	10.9559550231696	17.4823061222926	2.22044604925031e-16	7.2137859940296
"IL2__pos"	2.22044604925031e-16	60.3136278383483	2.22044604925031e-16	19.4270329180604	2.22044604925031e-16	6.55891008750198e-08	2.22044604925031e-16
"MAPKAPK3__pos"	12.8212675916225	9.9120092691964	2.22044604925031e-16	6.72078437196081	2.01633905505502	45.4758055827467	13.3624316905278
"PTGER4__pos"	17.3337667480323	2.20528266419195	0.506414489149881	7.75365314636309	0.686543805717181	52.8064201174271	2.22044604925031e-16
