"ID"	"State"
"CTSP.ACY8"	"IS01"
"CTSP.ACZW"	"IS01"
"CTSP.AD18"	"IS01"
"CTSP.AD1Z"	"IS01"
"CTSP.AD2E"	"IS01"
"CTSP.AD4V"	"IS01"
"CTSP.AD50"	"IS01"
"DLBCL10116"	"IS01"
"DLBCL10471"	"IS01"
"DLBCL10485"	"IS01"
"DLBCL10507"	"IS01"
"DLBCL10509"	"IS01"
"DLBCL10529"	"IS01"
"DLBCL10540"	"IS01"
"DLBCL10550"	"IS01"
"DLBCL10835"	"IS01"
"DLBCL10847"	"IS01"
"DLBCL10848"	"IS01"
"DLBCL10849"	"IS01"
"DLBCL10854"	"IS01"
"DLBCL10857"	"IS01"
"DLBCL10859"	"IS01"
"DLBCL10860"	"IS01"
"DLBCL10861"	"IS01"
"DLBCL10862"	"IS01"
"DLBCL10865"	"IS01"
"DLBCL10866"	"IS01"
"DLBCL10870"	"IS01"
"DLBCL10872"	"IS01"
"DLBCL10875"	"IS01"
"DLBCL10876"	"IS01"
"DLBCL10877"	"IS01"
"DLBCL10878"	"IS01"
"DLBCL10883"	"IS01"
"DLBCL10884"	"IS01"
"DLBCL10885"	"IS01"
"DLBCL10889"	"IS01"
"DLBCL10891"	"IS01"
"DLBCL10893"	"IS01"
"DLBCL10895"	"IS01"
"DLBCL10899"	"IS01"
"DLBCL10900"	"IS01"
"DLBCL10901"	"IS01"
"DLBCL10910"	"IS01"
"DLBCL10913"	"IS01"
"DLBCL10916"	"IS01"
"DLBCL10919"	"IS01"
"DLBCL10921"	"IS01"
"DLBCL10924"	"IS01"
"DLBCL10943"	"IS01"
"DLBCL10954"	"IS01"
"DLBCL10956"	"IS01"
"DLBCL10964"	"IS01"
"DLBCL10968"	"IS01"
"DLBCL10969"	"IS01"
"DLBCL10972"	"IS01"
"DLBCL10975"	"IS01"
"DLBCL10977"	"IS01"
"DLBCL10980"	"IS01"
"DLBCL10983"	"IS01"
"DLBCL10985"	"IS01"
"DLBCL10987"	"IS01"
"DLBCL10990"	"IS01"
"DLBCL10994"	"IS01"
"DLBCL11180"	"IS01"
"DLBCL11182"	"IS01"
"DLBCL11184"	"IS01"
"DLBCL11185"	"IS01"
"DLBCL11187"	"IS01"
"DLBCL11204"	"IS01"
"DLBCL11255"	"IS01"
"DLBCL11260"	"IS01"
"DLBCL11261"	"IS01"
"DLBCL11262"	"IS01"
"DLBCL11428"	"IS01"
"DLBCL11429"	"IS01"
"DLBCL11435"	"IS01"
"DLBCL11440"	"IS01"
"DLBCL11450"	"IS01"
"DLBCL11451"	"IS01"
"DLBCL11464"	"IS01"
"DLBCL11476"	"IS01"
"DLBCL11477"	"IS01"
"DLBCL11482"	"IS01"
"DLBCL11488"	"IS01"
"DLBCL11490"	"IS01"
"DLBCL11493"	"IS01"
"DLBCL11500"	"IS01"
"DLBCL11501"	"IS01"
"DLBCL11504"	"IS01"
"DLBCL11516"	"IS01"
"DLBCL11540"	"IS01"
"DLBCL11584"	"IS01"
"DLBCL11649"	"IS01"
"DLBCL11652"	"IS01"
"CTSP.ACZU"	"IS02"
"CTSP.ADRS"	"IS02"
"CTSP.B02B"	"IS02"
"DLBCL10454"	"IS02"
"DLBCL10457"	"IS02"
"DLBCL10474"	"IS02"
"DLBCL10484"	"IS02"
"DLBCL10554"	"IS02"
