"V1"	"CTSP.ACY5"
"XAF1"	"XAF1"	0.17361203164435
"CYTH4"	"CYTH4"	0.235442338756821
"PIK3IP1"	"PIK3IP1"	0.322887569095012
"NBR1"	"NBR1"	-0.0764757308773667
"POU6F1"	"POU6F1"	0.198911113982641
"TLR7"	"TLR7"	1.11560812255132
"SYTL3"	"SYTL3"	0.211858704141869
"ZFY"	"ZFY"	-1.07056195115941
"EMR4P"	"EMR4P"	-0.217435378859166
"FBXO32"	"FBXO32"	0.901360387207665
"S100B"	"S100B"	0.288110195428934
"SAMD9L"	"SAMD9L"	-0.613807164180637
"MAP2K6"	"MAP2K6"	0.942183261876902
"HCG4"	"HCG4"	1.8139243903144
"SLC27A2"	"SLC27A2"	0.717402178072253
"SCML4"	"SCML4"	0.011443686736469
"ENPP2"	"ENPP2"	-0.9573004177037
"GLRX"	"GLRX"	1.60555455419848
"IMPACT"	"IMPACT"	0.185142386085002
"IFNGR1"	"IFNGR1"	1.42688869271866
"PTPRO"	"PTPRO"	-0.223506858288654
"IL7R"	"IL7R"	2.02149644487991
"LAIR1"	"LAIR1"	0.769498641052816
"BIN2"	"BIN2"	0.214078498928386
"TFB2M"	"TFB2M"	-1.27049657851935
"SMPDL3A"	"SMPDL3A"	0.592419993420293
"CPD"	"CPD"	0.655194504987343
"NCALD"	"NCALD"	-0.685648483200529
"FAM26F"	"FAM26F"	1.51261381072458
"CD5"	"CD5"	-0.375820023027749
"DPP4"	"DPP4"	0.239709994371572
"DTX3L"	"DTX3L"	0.517474924539329
"CTSC"	"CTSC"	0.984741902494104
"CLIC2"	"CLIC2"	1.62476202840706
"CD200"	"CD200"	0.112772972457534
"CASP5"	"CASP5"	0.804510630891127
"NUDT4P1"	"NUDT4P1"	-0.114636338113416
"PDE3B"	"PDE3B"	0.0559615727655307
"NFIL3"	"NFIL3"	2.23935388142342
"BTN3A1"	"BTN3A1"	-0.563675195086994
"TXNIP"	"TXNIP"	0.436562325387164
"FLT3LG"	"FLT3LG"	0.455402676523079
"ARNTL2"	"ARNTL2"	0.438765757719505
"IL18R1"	"IL18R1"	-0.143830653759516
"P2RY14"	"P2RY14"	-0.645859041833503
"CCR2"	"CCR2"	0.0964619908305774
"C7orf58"	"C7orf58"	0.28536886255492
"LPAR1"	"LPAR1"	2.27129905380483
"EDNRB"	"EDNRB"	0.515112323215009
"MBD5"	"MBD5"	-0.484587856151385
"MGST3"	"MGST3"	1.81011812739814
"CD28"	"CD28"	-0.351518130313617
"SNPH"	"SNPH"	0.27853290137818
"RIOK3"	"RIOK3"	0.173300031515269
"IFNG"	"IFNG"	0.976222235970458
"CADM1"	"CADM1"	1.44828411598852
"PLCXD2"	"PLCXD2"	-0.242459526114036
"GUCY1B3"	"GUCY1B3"	0.413454857410866
"C6orf150"	"C6orf150"	0.587265707820585
"RALB"	"RALB"	1.08465561130479
"IL12B"	"IL12B"	-0.434627554914271
"STOM"	"STOM"	1.29468541958119
"SERPINB1"	"SERPINB1"	1.1756288024406
"LOC401397"	"LOC401397"	0.0173448407229568
"CAMK4"	"CAMK4"	-0.210091366172161
"YRDC"	"YRDC"	0.0189607972422168
"PPT1"	"PPT1"	1.36913620304824
"LAP3"	"LAP3"	1.1887408378244
"LST1"	"LST1"	0.843753589309937
"SHC4"	"SHC4"	0.291325350532395
"CUGBP2"	"CUGBP2"	0.509474334395303
"ABI1"	"ABI1"	0.200365665372708
"USPL1"	"USPL1"	-0.798364747872386
"CCL19"	"CCL19"	0.186026074889627
"CD226"	"CD226"	-0.14368749093216
"ZBTB42"	"ZBTB42"	-0.0481812735094958
"MT1F"	"MT1F"	2.96612002265801
"BTBD11"	"BTBD11"	0.136186659208643
"LRRC49"	"LRRC49"	1.89425655317157
"SCML1"	"SCML1"	0.730401911191393
"TNIP3"	"TNIP3"	0.465460809870973
"KCNK1"	"KCNK1"	0.439861296888638
"PGAP1"	"PGAP1"	-0.714451498339761
