"TCGA.05.4410.01A.21R.1858.07"	"TCGA.21.1076.01A.01R.0692.07"	"TCGA.22.4613.01A.01R.1443.07"	"TCGA.22.5489.01A.01R.1635.07"	"TCGA.38.7271.01A.11R.2039.07"	"TCGA.38.A44F.01A.11R.A24H.07"	"TCGA.44.5645.01A.01R.1628.07"	"TCGA.46.3767.01A.01R.0980.07"	"TCGA.49.AARO.01A.12R.A41B.07"	"TCGA.55.6971.01A.11R.1949.07"	"TCGA.55.6983.01A.11R.1949.07"	"TCGA.55.8085.01A.11R.2241.07"	"TCGA.55.8508.01A.11R.2403.07"	"TCGA.55.8619.01A.11R.2403.07"	"TCGA.56.8308.01A.11R.2296.07"	"TCGA.56.A5DS.01A.11R.A27Q.07"	"TCGA.60.2712.01A.01R.0851.07"	"TCGA.66.2767.01A.01R.0851.07"	"TCGA.73.4662.01A.01R.1206.07"	"TCGA.77.8133.01A.12R.2247.07"	"TCGA.85.6561.01A.11R.1820.07"	"TCGA.85.7697.01A.11R.2125.07"	"TCGA.85.8287.01A.11R.2296.07"	"TCGA.85.A513.01A.12R.A26W.07"	"TCGA.86.7701.01A.11R.2170.07"	"TCGA.94.8491.01A.11R.2326.07"	"TCGA.95.A4VK.01A.11R.A262.07"	"TCGA.97.A4LX.01A.11R.A24X.07"	"TCGA.98.7454.01A.11R.2045.07"	"TCGA.MP.A4TJ.01A.51R.A262.07"	"TCGA.MP.A4TK.01A.11R.A24X.07"	"TCGA.NJ.A55A.01A.11R.A262.07"	"TCGA.18.3410.01A.01R.0980.07"	"TCGA.33.4533.01A.01R.1201.07"	"TCGA.34.5239.01A.21R.1820.07"	"TCGA.34.8456.01A.21R.2326.07"	"TCGA.37.5819.01A.01R.1635.07"	"TCGA.43.7658.01A.11R.2125.07"	"TCGA.55.8620.01A.11R.2403.07"	"TCGA.66.2756.01A.01R.0851.07"	"TCGA.77.7465.01A.11R.2045.07"	"TCGA.85.7950.01A.11R.2187.07"	"TCGA.86.8358.01A.11R.2326.07"	"TCGA.90.7767.01A.11R.2125.07"	"TCGA.L3.A524.01A.11R.A262.07"	"TCGA.22.1016.01A.01R.0692.07"	"TCGA.22.4593.11A.01R.1820.07"	"TCGA.22.5478.11A.11R.1635.07"	"TCGA.22.5481.11A.01R.1949.07"	"TCGA.38.4625.11A.01R.1758.07"	"TCGA.43.3394.11A.01R.1758.07"	"TCGA.43.6647.11A.01R.1820.07"	"TCGA.44.5645.11A.01R.1628.07"	"TCGA.44.6776.11A.01R.1858.07"	"TCGA.44.6777.11A.01R.1858.07"	"TCGA.44.6778.11A.01R.1858.07"	"TCGA.44.8120.01A.11R.2241.07"	"TCGA.50.5931.11A.01R.1858.07"	"TCGA.50.5935.11A.01R.1858.07"	"TCGA.50.5942.01A.21R.1755.07"	"TCGA.51.4081.11A.01R.1758.07"	"TCGA.55.6971.11A.01R.1949.07"	"TCGA.55.6983.11A.01R.1949.07"	"TCGA.55.8091.01A.11R.2241.07"	"TCGA.55.8207.01A.11R.2241.07"	"TCGA.56.7582.11A.01R.2045.07"	"TCGA.56.8309.11A.01R.2296.07"	"TCGA.60.2704.01A.11R.2045.07"	"TCGA.69.8453.01A.12R.2326.07"	"TCGA.77.7138.11A.01R.2045.07"	"TCGA.77.7335.11A.01R.2045.07"	"TCGA.77.7337.11A.01R.2045.07"	"TCGA.91.6830.01A.11R.1949.07"	"TCGA.91.6836.11A.01R.1858.07"	"TCGA.91.6849.11A.01R.1949.07"	"TCGA.MP.A4T9.01A.11R.A24X.07"	"TCGA.NC.A5HJ.01A.11R.A26W.07"	"TCGA.O1.A52J.01A.11R.A262.07"	"TCGA.22.4595.01A.01R.1201.07"	"TCGA.37.A5EN.01A.21R.A26W.07"	"TCGA.44.7659.01A.11R.2066.07"	"TCGA.55.7725.01A.11R.2170.07"	"TCGA.55.8087.01A.11R.2241.07"	"TCGA.58.8390.01A.11R.2326.07"	"TCGA.60.2695.01A.01R.0851.07"	"TCGA.60.2703.01A.11R.2045.07"	"TCGA.63.A5MB.01A.11R.A26W.07"	"TCGA.63.A5ML.01A.31R.A27Q.07"	"TCGA.63.A5MW.01A.11R.A26W.07"	"TCGA.85.8052.01A.11R.2247.07"	"TCGA.85.8288.01A.11R.2296.07"	"TCGA.85.A4JB.01A.51R.A262.07"	"TCGA.96.8170.01A.11R.2296.07"	"TCGA.98.8021.01A.11R.2247.07"	"TCGA.MP.A4T6.01A.32R.A262.07"	"TCGA.NJ.A4YI.01A.11R.A262.07"	"TCGA.O2.A52S.01A.11R.A262.07"	"TCGA.O2.A5IB.01A.11R.A27Q.07"	"TCGA.05.4249.01A.01R.1107.07"	"TCGA.05.4398.01A.01R.1206.07"	"TCGA.05.5425.01A.02R.1628.07"	"TCGA.22.4596.01A.01R.1201.07"	"TCGA.43.A475.01A.11R.A24H.07"	"TCGA.44.3396.01A.01R.1206.07"	"TCGA.44.6775.01A.11R.1858.07"	"TCGA.46.3766.01A.01R.0980.07"	"TCGA.50.5049.01A.01R.1628.07"	"TCGA.50.6590.01A.12R.1858.07"	"TCGA.55.6642.01A.11R.1858.07"	"TCGA.55.7815.01A.11R.2170.07"	"TCGA.55.8301.01A.11R.2287.07"	"TCGA.55.8510.01A.11R.2403.07"	"TCGA.56.8503.01A.11R.2403.07"	"TCGA.58.8393.01A.11R.2326.07"	"TCGA.60.2721.01A.01R.0851.07"	"TCGA.63.6202.01A.11R.1820.07"	"TCGA.69.7761.01A.11R.2170.07"	"TCGA.69.7978.01A.11R.2187.07"	"TCGA.77.8007.01A.11R.2187.07"	"TCGA.77.8156.01A.11R.2247.07"	"TCGA.78.8660.01A.11R.2403.07"	"TCGA.85.7699.01A.11R.2125.07"	"TCGA.86.6851.01A.11R.1949.07"	"TCGA.93.7347.01A.11R.2187.07"	"TCGA.95.8039.01A.11R.2241.07"	"TCGA.97.7553.01A.21R.2039.07"	"TCGA.99.7458.01A.11R.2039.07"	"TCGA.MP.A4SV.01A.11R.A24X.07"	"TCGA.MP.A4T4.01A.11R.A262.07"
"PVRIG"	1.83840297976218	1.5648703251165	1.27517789289814	2.56033580218988	4.46657349523327	2.12585170390294	2.37109106982293	2.04743874624936	1.63014160645482	2.2734373937524	3.00440070502705	2.03439553979718	1.83634497453478	2.49856077889715	1.71158456263958	1.44168794863477	2.72739549503476	2.4615732507193	2.22223370806312	3.3871386599832	1.97674529690224	1.60785273137949	3.35006160688012	2.15691528368298	2.23781310489069	1.92664505196521	2.68307345552099	3.43707770499403	2.34854481263222	3.36255174334366	2.6628006842759	3.18320993593425	1.99289436943147	1.06144175079872	1.83692722702221	1.81266896824077	1.88074305458724	2.36724352003563	2.33842038118095	1.72055691548053	1.83020798714294	2.45161023823315	2.05807333254083	2.44082091428846	1.49586715287925	1.44312342897357	1.73816188470755	1.76056979817221	2.27718151420767	1.1611396899038	1.44577585702916	1.76952010087645	1.93686502680832	1.57999282435334	2.37635876477034	2.04710867928249	1.85294636084718	0.830710886374658	1.14597969186109	1.09086333114144	2.75500211591536	1.71172447849677	1.63350231864415	0.930859628241324	1.4295645183132	2.50159112455817	1.13025528371697	1.76262828207779	2.42444986746297	1.63100940979459	1.93233543610903	2.2495677223649	2.13091930041776	1.6830965591337	1.82880779549636	2.68304875789231	2.41715369462499	1.13733191978011	1.43204176687924	1.53225815303192	1.71831015771005	0.769035987597774	2.33451128246423	1.87659929915132	2.44079146144213	2.69295452239994	1.78818507300748	1.91844568991389	2.87967683640686	1.61568980272519	1.46155832183688	1.56538679977691	0.606427181977441	1.69159980384696	2.35306059618045	0.949230312770441	2.42676338675153	1.75268836980149	1.71141316307533	2.4989359507883	1.90794850073872	2.42810102614426	2.93626982433089	2.3634983683545	1.184136486215	1.98853264879536	3.42261830198516	1.97633739448131	1.95785870060506	0.929154422411278	2.78906050807749	2.03805314869278	1.32734627157974	2.5749264214397	2.64121661797429	2.38579218528517	2.46786200166963	2.63071460688267	1.98481220665156	3.40506778594822	2.7531594765563	2.52845915654269	3.46309272527799	3.44261121003321	1.15640758883461	2.31578702486694	2.21521905427025	2.87025754350041	2.99483622125519
"SELL"	4.05239927754767	5.19760795284521	3.95507985607052	4.56233508756273	7.02726485547806	4.37841372170992	5.44037458722298	4.64822751080757	4.50430567903009	5.36824024171936	5.3871462460764	3.86891327395503	2.53633175507805	4.51355065095446	3.21494087968306	4.17611258268645	4.24207129960697	4.41918705715762	4.65991009100121	5.32294634537785	4.42824569090245	3.9269757474964	5.22569977406252	3.93406822236262	4.7949644195291	3.58382913483658	4.01377186945092	5.15841170736711	5.60573236903555	5.59141614036362	4.16981333404182	5.19322884055809	3.30596336056894	2.78608654453015	3.42188384061144	2.8552816536374	2.7124829280579	3.26967993223139	3.27443892413567	2.00745367429217	4.4650469436904	3.94194048891775	2.31899262995229	3.89900848195788	1.60413546671724	3.99993940198782	5.21851874387069	3.77822434918453	3.47004157215378	3.3134015535188	3.78218332267077	5.4274910062635	3.89769879122323	2.49713374656476	4.52244187449147	5.39413129772846	3.58975162474962	2.54335174089844	3.43781780691052	3.62587448726475	4.02554219821783	2.95250234136382	3.01225303524415	3.2175991273697	3.02180463843704	3.08479563514949	3.71116078447556	4.99136280613003	3.87096728445467	4.14912945794653	3.33217266091815	3.96561847893918	3.66560602364466	3.44176563169732	3.01567924580991	3.60529416770135	3.66890197662578	4.69434453269947	3.75696241128506	2.54313903037909	3.33517748313149	4.14833787376287	1.66950635925326	2.0381778371299	3.60365713892338	2.37232196676573	2.84164141464761	2.48254966007325	1.55143427338119	2.41975546815602	2.18169170159087	3.00647489045433	2.82172246036926	2.65306000530934	4.38636198490675	2.96913104782235	2.60831639915053	1.04756798946165	3.66504801459041	3.8814574345093	4.0109805410478	5.11828013710204	4.30204741369247	5.17991527437287	4.49902470336994	4.90996290116166	4.98901911736895	3.87243894896942	2.39169033640239	5.2427076234709	4.25068856232958	3.71707501384684	3.76050105181663	3.90245641296434	3.5510982353239	4.15278508377522	4.99580221072997	4.85196249344903	3.50646580926626	4.27818968916575	4.18428926442555	4.24898375562027	4.1753965408083	5.33267129446907	4.29072045543235	5.02689881208539	4.14279778383796	4.19484192868904	3.64715321686709
"DAZL"	0.0294426366364191	0.15463330333805	0.489254864910892	0.245886593188484	0.153732340611436	0.119865869954846	0.103645371127565	0.0889614937497288	0	0.355733090470648	0.143774495924047	0.0476302436722099	0	0.0163740328154507	0.214923564986715	0.161295884493214	0.201574393816314	0.0211276774634311	0.274014419535032	0.128554806460985	0.145519932926191	0.175049465237472	0.25805420411247	0.0747399327400127	0.564450315890869	0.118811623140342	0.0157884972045805	0.202173331213785	0.714259318151971	0.666035766223009	0.521472695253794	0.0589678430151021	0.558209009195685	0.0130669266626352	0.051753127950526	0.0391590551958862	0.0368143843826672	0.0113773399094129	0.0967844861177301	0	0.841238969268216	0.20751734853699	0	0.19587905081514	0.300985116233603	0.0286174143394499	0.0220146255389912	0.0272594816939047	0.0266735156143006	0	0	0.00805980597755246	0	0	0.0486061229482299	0	0.0116000449939339	0	0	0	0.0109077596223646	0	0.0262476109524515	0	0.0108701617279627	0.0609079661834539	0	0.264413576631092	0	0	0.0141891427863063	0.0141560042184994	0	0	0	0.0303650014846106	0	0	0.0616337554469151	0.316303441495902	0	0	0	0	0	0.502325974696425	0.0122839765195621	0.0410952657424405	0.366702613786537	0.0227598014784203	0.399125417975059	0.0157091399140988	0.023413418438493	0.609846481586565	0.0126686398387007	0.0223975705952578	0.0148434060818257	0.0119618704471153	0.137170384869458	0.0546606833256045	0.0776289227155726	0.189152050412157	0.308384084428289	0.186319860311309	0.102780221244524	0.0947171542775528	0.370867398255906	0.181419178442242	0.0735078780006976	0.0330982192656573	0.124450291049773	0.0676651674565495	0.296949073374193	0.0300056457496357	0.0861518234182595	0.103664893262968	0.138936345725373	0.126305959195639	0.0593557144584977	0.206995047447855	0.0510201866240103	0.253698090209524	0.0558686494522806	0.0606968790437779	0.022070794055389	0.0314333807295756	0.0471594264195242	0.031745634810325	0.016873242044354
"RGS13"	0.619814675129728	1.16982638981969	1.20472634544965	0.7615215339559	2.00524391513619	1.69026796338551	1.58073454391669	3.0461572357577	1.20172372329548	1.6313915796172	1.02955449911843	1.28378022159662	0.475428193663192	1.8608984079081	1.77698321002588	0.892918350997288	1.24777992657815	1.5864412272156	1.19805997095129	4.37250839719617	1.9497265226786	1.38314890329398	3.96018562821341	2.12937163772355	1.71347510955969	1.20147194225239	0.900033615264412	2.30703717414559	2.52801133069966	0.854044191065476	0.744268220614845	2.34281540948647	0.7199895288596	0.259362610139464	1.51385288833562	0.429943682521114	0.264871534083893	0.433128245053147	0.435504497206798	0.292548054029651	0.581835657475941	0.766299840703322	0.404790986372458	0.11265636555933	0.129901107216347	1.2459873208706	1.64636362170796	1.10843085277684	2.84192848875786	3.10942874799442	1.91681024723903	2.69875477064561	2.06235891135583	2.1054099932586	2.4691469266159	2.84181145882995	0.927437741259226	0.854021918155417	1.81601911515679	2.83815065871481	2.07362275798471	2.39399607869166	1.52389763758831	1.23423134907082	1.9621129669252	2.58185847035463	1.12263567161868	1.51839795021466	1.54628823020812	3.17639766794411	3.59119797548227	2.78095141536489	1.38991893606709	1.88639805928744	1.82610497989793	2.33525109771788	1.13611775638174	0.648237690633001	0.408634238321497	1.37860945239633	0.991241746801288	1.95826563030638	1.46962822036011	0.230427464007573	0.874453422335861	0.916061235964534	0.517374660294126	0.5342353905442	0.435417141905282	0.462551094879336	0.575134907248657	0.299781022846632	0.132729650741342	0.744946286438826	0.429444912168463	0.215918703793538	0.500891940577106	0.204785025040817	2.09701521487556	0.664432213742148	0.974880357809729	1.68205406111362	0.632853845345445	1.45275081660786	0.948194164663058	3.22802640320671	1.05084482374411	0.53608929314665	0.737145037547456	1.17554557340306	0.711632934224485	1.35710472378462	0.785829468240384	0.644127261090413	0.883305776827724	0.304997175682937	1.44324845976955	0.968002462265601	0.524682061226835	1.08088089233884	0.583933216323016	0.858726622445185	0.767180259414823	1.79176599802297	1.25521039983086	2.38013581395157	1.09408658842959	0.761218193146414	0.903588736735457
"GRAPL"	1.34973061295548	1.62813379517757	0.611218395993039	0.989087842654347	1.87483756158232	2.0710155678496	2.35812737510177	1.3235870312031	0.905375166755763	1.7930407923872	2.07849664686124	1.59957724184539	2.25448490964044	2.31288574067201	0.994822978799332	1.59710174597048	1.52327184459281	1.58370948336949	1.3594376426996	2.69182895172371	1.34796090670024	0.632772525561497	1.30034163798125	1.7062384300265	1.73494297640109	0.924506895746523	2.29440610615696	2.57259454418345	1.84979199043597	2.8615234844107	1.02463608733408	2.79239644067315	0.35829615035533	0.289555507237017	0.810694157426505	0.837524289303925	0.307403442684393	0.616206837693374	0.447107718017254	0.495285612655255	0.315447192164591	0.706772821971409	1.03548759975421	0.297435657134494	0.365683311716526	2.12248983318063	1.53719868514483	1.74957996346745	0.95881962558125	0.9523422429877	1.26007195546926	1.36338410645368	2.97572301681562	1.51489486497232	1.2355900302738	1.43087451622232	1.06645071663434	1.1531589096588	1.79809104153208	1.02014954073353	2.05929063249168	2.08769111593363	0.871123612596469	0.825478752312584	1.21808404223782	1.47346904777837	1.38498010925746	1.81532793648038	1.03818053227489	1.83099344600046	1.09707322538791	1.11771905420602	1.63594647772716	0.873016293100509	1.56579834383202	1.06166874956955	2.11724678911142	1.26437843997883	1.1495088816103	0.61562426237146	0.977579359468479	1.43435187302976	1.21337052529182	0.703832210643744	0.937211510975274	0.563839679538685	0.628964493914231	0.76222493316692	0.935952497958345	0.703153785204921	0.482309669266757	0.212764134639183	0.760258069284892	1.11270542237924	0.986491242674023	0.631877874267051	0.354253506381763	0.43644027530255	1.05564511739158	1.18341066787626	0.684309049188391	1.42663514863841	1.05977420267656	1.30640344669093	1.21760623741235	0.852326502114133	1.34201310832609	0.716417645816524	1.13901815016222	0	1.74587108524798	1.5326413678638	1.57243829033156	1.75476821127962	0.95788595241886	0.344563011633223	1.6001829850282	1.96742036566197	1.38864241345903	1.79160523646246	1.61034835004806	0.829641431412002	1.76103211904783	1.41910264277035	1.50709113980381	1.28930225498667	1.53547452824399	1.59709122131276	1.40367415937406
"GPR18"	2.01943264801954	1.15683942424903	1.18603112469669	1.24304514923071	2.53730889994415	1.73087609454488	2.31358670726644	1.43240288842009	1.582718103327	2.16892708305409	2.09366972366851	1.46044010638425	0.683855206454847	1.63656039659606	0.86954424886588	1.4510761691814	1.37797530496073	1.59546994936439	1.7179430716712	2.96581629704325	1.37593498051657	1.43485326630312	1.39478381999854	1.53488395975592	2.88899118257938	1.30212646809896	1.10393920862091	2.62291997443277	1.46540487527615	2.75257509789956	0.967350871204034	1.9597968350746	0.682713756648625	0.386677845163546	0.959803752762384	0.545165689152579	0.912378371464117	1.59913806608084	1.40696899992447	0.245841054000333	1.16101768350977	1.22226722838469	0.659412865584892	0.816032673305338	0.579581155798538	0.838421056089188	0.76003001360463	1.26282672131375	0.80446862830914	0.383747740238762	0.805167441258597	0.773807721021723	1.23153445310206	0.333305003033981	1.59726778850181	1.26685493963099	0.635448583233897	0.08031560760236	0.466290666925085	0.873391021171822	0.992877935100601	0.538071137518065	0.710016680765592	0.805347319465594	0.387996723886609	1.13983486770472	0.588150958745108	0.929392212197884	1.0146972262528	1.04373160738373	1.71207630788942	0.691332086957691	1.1555734748302	0.803832965670195	0.595756991515975	1.09812509630753	1.44684050066476	0.323494629207504	0.687771637492794	0.873724793998739	0.69459800719115	1.54069924504612	0.459135691834365	0.525962774830994	0.77129131173405	0.496985291144252	0.54398193504635	0.690061950240086	0.323048761309622	0.757191528162928	0.504014892399036	0.402210031014633	0.665312871854053	0.54010233067374	1.1654545715696	0.376867067983298	0.872737502351834	0.25644685157358	1.02716046437741	1.09002730185205	1.14669702786666	2.08647524307557	1.74789552259833	0.860839374864781	0.64969385473129	1.92800231468861	2.2584645891622	1.29817451184557	1.30416845464387	0.982943660476619	2.05915701906691	1.58941261628846	0.898005291428766	1.25992150697081	1.05389843988066	1.57424001099696	1.35898685232672	1.88136487987268	1.01310376781927	1.62956051969511	1.13424832360635	1.76846379177108	2.50643930047618	2.34654422473541	1.01835892444392	1.80645448120719	2.15322836242149	1.28960827908545	1.71994202077379
"NCR3"	1.72316747621245	1.54378874533107	1.19391308191182	1.79547310645884	4.07095321473682	2.73884149627932	2.07204164486008	1.7189295672256	2.36813934773823	2.30541373082919	2.79710768532153	1.53605347135601	1.2686124908534	1.81769171325616	0.602709042156104	1.66591851113046	1.95873586360727	2.23307575119417	2.11729457023009	2.87984162743678	1.24187145609546	1.19921752348444	2.05378833956017	1.82327627007902	2.79968893814687	2.18725665656827	1.91145477553885	2.56955360699741	2.1141264440878	2.64661870884788	1.62912393868302	2.3690506945177	0.842341757023676	0.318959607210857	1.48483562063354	1.10833501313922	1.92409736641155	1.42331116969325	1.28639600424293	0.477207268830075	2.24032717018852	0.975855218551274	0.810463521972311	0.772719556883609	0.351526583361565	0.943830981877414	0.895080734759145	1.84270900631264	1.94153885825755	1.22121931075334	1.13903429470604	2.09971363581776	2.36319102260013	1.1734052651342	2.43245107160379	1.19712884493717	0.967595618397254	1.47531046976986	1.28687736167978	0.773386637139672	1.83056764808744	1.10725633752604	0.945536710674868	1.09691293583232	0.956795074246036	1.68347668550065	1.21954945705772	0.992024510955341	1.28809981438086	1.29900136506501	2.18953433404099	2.3685560326768	1.22763286023402	1.49288496501496	1.26178784421545	1.42557313029404	2.06996029695657	0.63734757895215	0.71349236656198	0.750425478731846	1.51860059999383	1.91800117644716	0.684137420116493	0.503791756602073	1.42211489040636	0.637954858617302	0.6356158229877	0.372205139842054	0.310996636334878	1.12204429185838	0.699453825200451	0.0939558275540983	0.974782243182231	0.90823932897359	1.04575040392705	0.535193439036508	1.29077715513983	0.284971104597989	0.763889836459271	1.03720469869323	1.27496611228717	2.17105141865144	1.39876833205652	1.11589189702389	1.06856516212347	2.24113403541151	2.60273333285866	1.47825244354079	0.913321048901748	1.21782721732605	2.0495410288407	2.04257672530017	1.17530247273674	1.58792017457974	1.40915427610746	1.682485786866	1.65780780195782	2.16711805183293	1.21336274981033	1.74986856288802	1.71141067826828	1.5844116990383	2.93277093673458	1.82013254532472	1.56304979449672	2.01016204280162	1.6759375686747	1.53318545759058	1.83790907059515
"TBC1D10C"	3.68098804416546	3.90636619298721	2.82606382709444	3.60233169611653	4.75068016150379	4.6218740827112	4.1169864871907	3.16639916475423	4.64765385512546	4.50385279394303	3.75873384217136	3.60058965501926	3.55463789604166	4.82372056645271	3.13971406504581	3.84039717815096	4.11231181366969	4.66202445313814	3.57601490610177	5.07352032927708	3.69233569618401	3.20053144916836	4.54050359304273	5.0345141566148	3.89775148698468	3.64017306496035	4.14745637594658	5.48650767725887	3.31887130332175	4.97057399485557	4.22500436998429	4.64825905316285	3.61802694260426	1.12218333763684	3.66695618860319	3.06624683058357	2.86814371084058	3.60311964033485	3.69694930372545	2.16109287961468	2.82028428080532	3.74346084743536	2.99697198476734	3.23497713439079	2.24721314412346	2.87099336449847	3.57373799419189	4.47580433271036	4.26670419064744	4.49195435469297	3.12604062512505	4.22520862678779	4.14482915404136	2.94875567142046	4.20445674836882	4.39302046483195	3.08612534334	3.16488743799343	3.65406244293562	2.7250885649353	4.85219138174843	3.71689969039427	3.42694685075395	2.81403445047191	3.08716919597639	3.88432484467071	4.66553468689542	3.12671163179715	4.33787481314734	4.00417379571304	3.55774341573645	3.92539588422612	3.20427077858032	3.9707120961079	3.71780376237521	3.85412923658737	4.32056635527392	2.82644271913767	2.73808274922526	2.74321581230548	3.065325075644	2.00463393942149	2.47694331795596	2.32586574110166	3.02272556313335	1.37885528569028	2.63328617425542	2.76078675094113	3.38188892006856	2.44779304135396	2.83638006542063	2.17974349537624	3.04325472253551	3.18471928147749	4.11401294237431	3.54369813152431	2.99712177279111	1.6348466328744	2.44286939760818	3.45769903753465	3.54294762464346	4.26691402265822	4.87274582668494	3.87475338502931	3.36399095561429	3.70837872748986	4.77319853424546	3.47713279957114	3.31735533122386	1.67659553692905	4.71853485592662	4.51018203583171	3.57616283090783	4.31934826150899	3.92567453328428	3.53441593800102	4.20808627994943	4.39064396977052	3.39781300735737	4.5514832750885	4.64300273888368	4.32980626671833	5.20852858043243	4.61154890230093	3.78255140243218	4.07877328222227	3.65035210962998	4.32486085310694	4.93101370967053
"SPIC"	0	0.147455144071486	0.152395869021853	4.05728936462096	0.549373852156952	0.0441081060676702	0.22949046573129	0.0487730761014405	0	0.183517620227741	0.334589676821369	0.0541022958568164	0	0.138842752480575	0	0.141477874895428	5.6325511057409	0.119383284567726	0.0730567422443831	0.640908026232595	0.211480530674406	0.535758553651613	2.52031469263717	0.107176720238958	0.276706497215432	0.115466162894177	0.0904366291860745	0.0951785561818064	0.175428806429805	0.224378730934082	0.1322859430936	0.318592602649217	1.91762772593676	0.0756574050880411	0.750157707179793	0.0570900939590437	0.0795089052675328	0.0791177180731929	0.05798501004212	0.0687091945333257	2.60398136128784	0.261731889342958	0.0761620804361286	1.11579298509662	0	0	0.0211385802807467	0.0522122131271603	0.100766267401956	0	0.0543075981314472	0.0231476898212731	0.213165700511261	0	0	0	0.0963238564177606	0.0638803807471021	0.0722427008303992	0.0541729347272014	0	0	0	0.0343923106601826	0	0.0709838194912051	0	0.0421184693518611	0.0761166994205291	0	0	0	0.290882763779292	0	0.145686383264363	0.104595494761777	0.0456431923853611	0	0	0	0.0722145382043039	0.0690842187112968	0	1.23162726433268	0	0	0.0349008250126369	0	0	0.139541161191852	2.34730102943451	0	0.419068674427239	0.173813784363747	0.036480678062351	0	0.126930837426521	0.190799606323449	0.0693037417816697	0.0200368875328937	0.0462978076249384	0.0754823456674989	0.038917375443968	0.0663030177824179	0	0.263009235556453	0.272540153094959	0.0550456357306707	0	0	0.304390238461767	0.050158222599381	0.0607768297023851	0	0.140964925375771	0	0.31861504994909	0.0373881645106851	0	0.065682463273702	0.23319060250545	0.636952907876366	0.0917192441896957	0.204635698535585	0	0.0446360641000709	0.13235008155545	0	0.142501302014476
"FCMR"	3.99595404427424	4.83324858029454	3.88527559367132	4.41208459228325	6.9936661902453	4.28975620178968	4.9106426810651	4.60348603112225	4.31098961715473	4.73003911234651	5.4454496564895	3.32110586849215	3.66212320147069	4.52681436914557	3.18586611558541	4.09099747849278	4.0994629660189	4.58318466297375	4.69058120004075	5.70083680611803	4.28373521973924	3.78541391857871	5.06057551049678	4.38232966648288	4.81701975512891	4.09538431361824	4.08614451337241	4.93850369425447	4.7450827160212	5.27482707503612	4.08028175722129	5.01688140668765	3.10405522407913	4.74866443176471	3.30869932506483	3.26022350113012	2.86486293296208	4.00786302442933	3.66179323707072	3.48958633415186	4.46876446539543	3.12041950686682	3.5368762235008	3.19556357387478	1.45738407566866	3.60475127458938	3.73799408957436	3.88440423567774	3.91004492071786	2.55843090809037	3.37723515376261	3.55279636444855	3.19299701355005	2.61970692036538	4.26082790794884	3.48292627838825	3.66267096965665	4.21820148337211	2.92969449636373	3.47747986061253	4.0398478881356	2.63036095606359	3.08388895146894	2.80902197228748	3.47678016565523	4.24965087582541	3.04822991580575	4.09664575511196	4.52208351160955	2.60556511606777	2.92186027519534	3.38349023582298	3.06135211222378	3.37989381258094	3.00057472519503	3.90480139316374	3.833736504632	3.25913896688445	2.75451182536445	2.89477959176674	3.69059553035675	3.77556775127587	3.02976353747217	2.17645757098412	3.88824552477852	2.59171516219495	2.08514361921745	2.83258090857617	1.72901522259037	2.63558612627946	2.06682393698851	1.77450233335228	3.56405265962465	3.31379775794867	3.71313015974	3.9182687470199	2.19300615778651	3.85612297538627	3.94885957477758	3.06490279478128	3.84436156377344	4.49631388393024	3.93346576524206	3.94158886509597	3.7623707818294	4.34068681230314	5.20019136419886	3.82501582163578	2.95864474252859	4.07531746175448	4.24775309496814	3.46243100814711	3.16222391375386	3.36583826608371	3.56788461512063	3.62401268263273	4.2415766857318	4.59904620088561	3.57115533385571	4.46149898881885	4.07486080450264	3.14511597698206	4.41127540242585	4.69003495908233	3.75112097790218	4.2184645512963	4.05397122659054	3.83874980929501	3.75694938422748
