"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"State"	"MaxFC"	"InitialState"
"SETD7"	"SETD7"	-0.177830853319315	-0.175658236185915	-0.377700791850482	-0.0190671128765099	-1.24918586196636	-0.764661736442551	-0.769041634575561	0.180883984957169	0.786575194423378	0.281878659039864	0.71282663510204	0.709297215854923	0.743323515621013	"S01"	0.786575194423378	"IS09"
"PNP"	"PNP"	0.457839033557929	-0.124715766321117	-0.816595081932695	0.0496233955144205	0.425835357622394	-0.0703917063546246	-0.505980862305815	-0.515062988053939	0.784210762727902	0.647815345219096	-0.159198586384528	-0.541938037056673	0.34898985926062	"S01"	0.784210762727902	"IS09"
"TRPM8"	"TRPM8"	-0.582241410965689	0.558502896746865	-0.346780116221176	-0.248769862590876	-0.434365773225098	0.353632414239145	-0.437080828701797	-0.796029276809021	0.78326240080024	0.698728050497711	0.212484600219937	0.563268629254569	0.408857752725043	"S01"	0.78326240080024	"IS09"
"EPN1"	"EPN1"	0.339453619291685	0.439311044833272	0.427692153295006	0.111596382160629	-0.926341305174679	0.130752797675506	-0.428779480422549	-0.535457686820347	0.766568757153145	-0.32924279922284	0.681559114686036	-0.240775561418016	-0.123008901404422	"S01"	0.766568757153145	"IS09"
"ATP6V1D"	"ATP6V1D"	0.182773253026048	0.0279186992915293	-0.842277838427776	-0.719904596083439	-0.190823413552401	-0.185581323781793	-0.468190033203085	0.260317879712483	0.759959957782289	0.266463175715186	0.434738722304277	0.50384450323854	-0.0889798841253007	"S01"	0.759959957782289	"IS09"
"CDC37"	"CDC37"	0.384213322106064	0.690586216821612	0.212777228914273	0.145088947262475	-1.31938372345555	0.184519535557131	0.092366053184288	0.044591559591207	0.740915474978846	-0.75741078463669	0.190635237804759	-0.312393568798398	-0.148293936325182	"S01"	0.740915474978846	"IS09"
"XRCC4"	"XRCC4"	-0.439002814101579	-0.071658194000798	-0.0137336936483413	-0.388370414247922	0.457351421637001	0.101622157435648	-0.21938950395543	-0.759562327448151	0.671456711265018	0.551473539537684	0.433144475367376	0.205142911367287	0.263255502825642	"S01"	0.671456711265018	"IS09"
"SIGLEC12"	"SIGLEC12"	-0.261544713890377	0.383138806264593	0.581812827048525	-0.158211853606469	0.324326070355461	-0.559247586729052	-0.517256356906153	0.192239535205726	0.611685234872369	-0.371930757045015	0.242470537649322	-0.315295278575694	0.528804200750372	"S01"	0.611685234872369	"IS09"
"CPNE8"	"CPNE8"	0.409873718132511	-0.721771577417792	-0.431567689351445	0.302892181393403	-0.19996441908912	-0.687356084169701	-0.1021843161142	-0.125697492538375	0.477052231117971	-0.432431991813848	0.389599216507101	0.360397637725862	0.274267592286036	"S01"	0.477052231117971	"IS09"
"PIP4K2C"	"PIP4K2C"	0.186490278248261	-0.502813062777957	-0.0496192913343305	0.334613739790361	-0.0994053226818739	0.193485369064191	-0.231151418665349	-0.830842604080382	0.414510951821131	0.07297781433157	0.183442448501188	0.124057031656015	0.131311463628782	"S01"	0.414510951821131	"IS09"
"XRN1"	"XRN1"	0.276790254147416	-0.375746608793257	1.03848643339338	0.0977065569137095	-0.957700107854722	0.758015227944659	-0.482232297476025	-0.269008021831256	-0.646084265428315	-0.331538563816117	1.62476990489038	-0.430791468915008	0.160348416786665	"S02"	1.62476990489038	"IS11"
"JAK3"	"JAK3"	0.0794714742171932	1.12974927650001	1.38404256260938	-0.712257886576881	-1.19670895612033	-0.560753713054742	-0.351295429295775	-0.464592582927604	0.433147998881559	-0.20579417317272	1.55300337958208	-0.203687571901441	0.747426948295331	"S02"	1.55300337958208	"IS11"
"ADGRE2"	"ADGRE2"	0.0975915740394081	-0.0274664062928232	0.310191381561303	-0.496989706248645	-0.493298335778028	-0.345368144295135	-0.589622263899786	0.000682632939015066	0.682359595956811	-0.173109594783515	1.50043489406066	-0.316967002853835	0.834646288295428	"S02"	1.50043489406066	"IS11"
"EPSTI1"	"EPSTI1"	-0.286934625396514	0.647941984857064	0.863451395917355	-0.897795264553409	0.160405058050782	-0.634349920140942	-0.605299164923725	0.403623704914382	0.758813767903197	-0.435487698854456	1.49061251498869	-0.63416932796639	0.830511187058181	"S02"	1.49061251498869	"IS11"
"LCP2"	"LCP2"	-0.217867989829733	0.51546740106886	0.606091143615927	-0.679829710034291	-0.537438798224361	-0.999428887619461	-1.36031914920054	0.959257850811769	0.692521191206725	-0.247766930838467	1.42312013157209	-0.185601024596723	0.847114362495689	"S02"	1.42312013157209	"IS11"
"STX17"	"STX17"	-0.472136127270228	-0.454793630568532	0.522239888921908	0.440382401429775	-1.12669328694763	0.411119975899259	-0.599266433276895	0.309179912940788	-0.593506321639613	-0.134915745032267	1.41549702538538	0.142270457119287	0.0737028264819671	"S02"	1.41549702538538	"IS11"
"ZZEF1"	"ZZEF1"	-0.156684390800442	-0.0286138955423024	0.39418815494393	-0.381613338007481	-1.41969517699037	0.266395155793743	-0.782798446430955	0.866990401488067	-0.360572765389225	-0.122912394888419	1.37925972643733	0.275482562987917	0.187990577785363	"S02"	1.37925972643733	"IS11"
"CSF2RB"	"CSF2RB"	-0.150130668326998	0.467601382113953	1.16010243842835	-0.668010815053746	-0.659609511722938	-1.08619723604799	-1.32306951155718	1.01268903297773	0.215310485939651	-0.225525431023692	1.34795915247161	-0.0462041336551005	0.505925432115948	"S02"	1.34795915247161	"IS11"
"INPP4A"	"INPP4A"	-0.631473492671022	0.281249283638295	0.680935768900527	0.242883656615122	-1.09953115327682	0.439030098269923	-0.691946785728756	-0.212203177072483	-0.557092949169824	-0.00938348374501578	1.331475381445	0.492813854932636	0.13720316209878	"S02"	1.331475381445	"IS11"
"OAS3"	"OAS3"	0.063266083119433	0.47671850654563	0.760740200908114	-0.305814015512245	-0.576667618725683	-0.496472710030735	0.196428994979112	-0.401930247420779	0.626544197020838	-0.249641811773481	1.32807721040351	-0.326062563139576	-0.260863023532054	"S02"	1.32807721040351	"IS11"
"RFX5"	"RFX5"	-0.595045230632374	0.665348978215959	1.07052872677756	-0.395124831534587	-0.841652993357351	0.415791266169231	-0.372253733282909	-0.41325525535465	-0.558859733937941	0.216588665347222	1.32160156947207	0.550015056135277	-0.214087380179556	"S02"	1.32160156947207	"IS11"
"RBM5"	"RBM5"	-0.423023546510226	1.15830443049979	0.249175614849569	-0.53311190837208	-1.50257650362801	0.0624197783383997	-0.517390960173814	0.360431038402257	-0.370292647063755	-0.00148947052459521	1.32041872437831	0.721786184417514	0.100545797035401	"S02"	1.32041872437831	"IS11"
"ACAP1"	"ACAP1"	-0.0791756097629358	1.10944152063931	0.533034005627046	0.157935986882292	-0.817612450575814	-0.350002075157697	-0.249336623328593	-0.117185287971612	0.264159152095902	-0.666555684191213	1.30693664888146	-0.408177038925977	0.163089583413275	"S02"	1.30693664888146	"IS11"
"CCDC66"	"CCDC66"	-0.664583227564669	0.534974395935227	0.673124633047397	-0.115768615486249	-1.42073434969022	0.561791039125834	-0.467514855203955	0.112403928475244	-0.660325320635662	0.129794517570096	1.30573971900015	0.663074191191463	-0.338898681358343	"S02"	1.30573971900015	"IS11"
"NABP1"	"NABP1"	0.525217161134405	0.382376082584531	-0.20777592621698	-0.0302340961960048	-0.399803438277659	-0.322428527642938	0.0282253951419363	-0.523842566366988	0.695456315924792	-0.724032845416997	1.30204394390763	-0.488813525956029	0.669645565000432	"S02"	1.30204394390763	"IS11"
"IFIH1"	"IFIH1"	-0.180229843362096	0.385201150018841	0.937273428031544	-0.780185849111144	-0.552375088340752	-0.698324825404903	-0.494402317507338	0.370337865092683	0.441051081794902	-0.42289534513157	1.29206954747283	0.305084156155527	0.207743268878637	"S02"	1.29206954747283	"IS11"
"TBK1"	"TBK1"	-0.213176939944017	-0.370664788343735	0.534979316183669	0.412727091618859	-0.512827331407594	0.514287158060345	-0.353939020467043	-0.372431816823467	-0.450015397848611	0.209753721885065	1.28440952316309	-0.409818673049019	-0.00975730486939474	"S02"	1.28440952316309	"IS11"
"VPS50"	"VPS50"	-0.183973445869482	-0.269653001838888	0.183781453011886	-0.573171283546342	-0.475759481516028	0.606247697980115	-0.337093781395184	-0.328051479943971	0.585011511284734	-0.186704482074285	1.282274330589	0.377255123569189	0.0631941138800408	"S02"	1.282274330589	"IS11"
"CCDC93"	"CCDC93"	-0.0344628263688062	0.0462367770601778	0.35624254824388	0.0229861454220049	-1.1288809692249	0.748938405469149	-0.389580536230339	-0.277530897834107	-0.230108832256996	-0.385248362630026	1.27884428970065	0.384989048953292	-0.128322590457893	"S02"	1.27884428970065	"IS11"
"TMEM156"	"TMEM156"	-0.104746943565665	0.538373163225909	-0.066959451587222	-0.513411604390365	0.556411119917219	-0.768779231647159	-0.393836393303896	-0.593347521447662	0.771754238702758	-0.0575197068052407	1.27198356817703	0.0761782459245278	0.353077112544695	"S02"	1.27198356817703	"IS11"
"CD209"	"CD209"	0.050476076836952	0.00449003622493701	0.221509860903941	-0.386869569636691	-0.566759020576157	-0.536769217041126	-1.12468738088119	0.268037965225662	0.903933213590996	-0.242276737900925	1.27069438040142	-0.0806137633374423	0.840606948021513	"S02"	1.27069438040142	"IS11"
"NGLY1"	"NGLY1"	-0.704856472807051	0.158662038600424	0.459621828585047	-0.0271974609270741	-0.873477675245771	0.495934227777055	-0.320820218715939	-0.441478721056047	-0.0176624555467036	0.0966075628366647	1.26190666936731	0.550579726346743	-0.00811372906280404	"S02"	1.26190666936731	"IS11"
"DDX58"	"DDX58"	-0.427320958291624	-0.0266211546571201	0.493822601163183	-0.260946801457348	-0.684162565663311	-0.463898725392841	-0.161075775516257	0.445606896945709	0.438168823224515	-0.248865745905131	1.25483809876256	0.0107653274853914	0.161045412156446	"S02"	1.25483809876256	"IS11"
"EFCAB14"	"EFCAB14"	-0.0674094341544679	-0.179757597527777	-0.0966460519672451	-0.609263088659391	-1.00362998747923	-0.536453464257914	-0.926360230227894	1.15560855699892	-0.434900980342569	-0.136335855737582	1.25402767503673	1.0105776445208	0.23695525046061	"S02"	1.25402767503673	"IS11"
"BTBD19"	"BTBD19"	0.0764614238601896	0.874081327715087	0.574112230981092	-0.804879230563283	-0.986838531440482	-0.483651294340478	-0.727931064249702	0.579087304060879	0.299450697157669	-0.311283182185255	1.25353044782903	-0.0496592283800561	0.655196385075988	"S02"	1.25353044782903	"IS11"
"SIGLEC10"	"SIGLEC10"	-0.0881294444858598	0.173924635560706	0.840707101900313	-0.296297380289684	-0.477627630432675	-0.62400956347048	-1.0831189281688	0.0289603495033069	0.843670381751476	0.0238738194903281	1.24824740398118	-0.518613026824542	0.868695724396522	"S02"	1.24824740398118	"IS11"
"KIAA1551"	"KIAA1551"	0.291309361602154	0.384362976358385	0.497273461035908	0.262077922819849	-0.971213923218823	-0.177596266198083	-0.0427416909476393	-0.101944560981265	-0.179392778980157	-0.30502363846783	1.23856648582911	-0.645143743086834	0.165638095840932	"S02"	1.23856648582911	"IS11"
"SLC2A5"	"SLC2A5"	0.233494151983449	0.0596108592043062	1.04549746958078	0.190860134820001	-0.126758452815313	-0.224681614747148	-1.06289055280759	-1.21128650153007	0.600542260800252	0.217482596472687	1.22901996985705	-0.802838102100646	0.952087099334689	"S02"	1.22901996985705	"IS11"
"BLNK"	"BLNK"	0.706701538892101	0.588080388168563	0.889189991315601	-0.776967640320753	-0.79918064568042	-0.188668300472388	-0.436906067107191	-0.35210814236354	-0.340909685023396	-0.249624133533687	1.22348101010029	0.0600027146410188	0.594264705039078	"S02"	1.22348101010029	"IS11"
"CTSA"	"CTSA"	-0.149474760440852	0.525761580411362	-0.694294049814992	-0.805736626853997	-0.776384363006093	-0.698414654148926	0.546433877777182	-0.701950215088945	1.14278301373911	0.383046699466232	1.22286345245543	0.642634033749824	0.469943781536447	"S02"	1.22286345245543	"IS11"
"ELL2"	"ELL2"	0.479933446186314	-0.778702428107458	-0.509265526776369	-0.325791010340756	-0.169655779382811	-0.698323147478072	-0.897643561994746	-0.194930761612686	0.407771267614041	0.318585371865376	1.22237518984681	0.299280126446988	0.910423060042479	"S02"	1.22237518984681	"IS11"
"MAN2A1"	"MAN2A1"	-0.0827761479669566	-0.52129024376129	-0.458084005625714	-0.622682559657037	-0.792411623197817	-0.14807928621311	-0.809658765666242	-0.445127309604285	1.09199734404281	0.583037632258062	1.22043844432945	0.624564727535431	1.0030360928881	"S02"	1.22043844432945	"IS11"
"CSF1R"	"CSF1R"	-0.325780565537003	0.710719128060566	0.507974307542476	-0.817276498764705	-0.751855915035689	-0.968275426290259	-1.10486860519672	0.79182862656004	1.12863312227421	-0.559442841888604	1.20582103218785	0.216972929164637	1.04145048870967	"S02"	1.20582103218785	"IS11"
"ALPK1"	"ALPK1"	0.168704695757837	0.699271752089499	0.330735674893569	-0.860339504511486	-1.43302540170849	-0.503889142318991	0.243383902833362	0.466887872161533	-0.259537187242318	-0.374519955184787	1.20552016412028	0.622922463060955	0.33532442886008	"S02"	1.20552016412028	"IS11"
"CPNE5"	"CPNE5"	0.0871546229888688	0.414892812946569	0.574589926784585	-0.557663245153539	-0.271722574429041	-0.31356927666395	-0.936900396556866	-0.618082982719751	0.327596529051259	0.392031910109159	1.20220868164804	-0.198045851148223	1.18546974437867	"S02"	1.20220868164804	"IS11"
"ADAMTS16"	"ADAMTS16"	-0.113342417671375	0.278388992074794	0.329926695991165	-0.759973101568316	-0.159700761295147	-0.0667195474816872	-0.93364596815436	-0.647020687217868	0.326379254028955	0.229162664348376	1.18993545303094	0.455839988089267	1.15618342599383	"S02"	1.18993545303094	"IS11"
"TCF7"	"TCF7"	-0.422128233076267	0.616251585139539	1.09845977547571	-0.698234734952299	-0.849652472982277	0.459961681423914	-0.564981456277943	0.194177734087799	0.0501208138571998	-0.174664156069614	1.18911378989705	-0.0849362956017784	0.451469651490964	"S02"	1.18911378989705	"IS11"
"LCK"	"LCK"	-0.40179191823166	0.73545287759993	1.16445103503067	-0.668007644737437	-0.403911734916896	-0.308733399572566	-0.957783686950919	0.292341143255604	0.241949265052083	-0.0291481046060855	1.18680332013179	-0.270253490929364	0.676339979830067	"S02"	1.18680332013179	"IS11"
"MKNK1"	"MKNK1"	0.271718280688159	0.582295233368933	0.126282701132314	0.336914115639889	-0.986715608783977	0.0352535014516967	-0.699129173883873	0.213876825962129	-0.118792495775498	-0.827045261802813	1.18250474694565	-0.0922689964933179	-0.00706173335596635	"S02"	1.18250474694565	"IS11"
"HELZ2"	"HELZ2"	-0.0717354111167938	0.895465743797351	0.365470894397437	-0.70123201059975	-1.40112552673934	-0.522416303654386	0.029954501743814	0.0497414298639076	0.596239052871076	-0.301791249308142	1.15491186492171	0.475650938474056	0.354390118254855	"S02"	1.15491186492171	"IS11"
"DDX5"	"DDX5"	-0.363149567284698	0.300767299125459	0.274784521558562	-0.027223738579945	-1.04542571309098	0.331667234261867	-0.491112878646816	0.446840048399085	-0.705856659954863	0.0121634531581549	1.14858889492779	0.484395411168495	-0.529219830688932	"S02"	1.14858889492779	"IS11"
"PLEKHA2"	"PLEKHA2"	0.47132636331083	-0.696759803514374	0.421043521779371	0.0755566635215185	-0.664896744548634	0.409623155234953	-0.279910237619959	0.721021161630806	-0.414542537470461	-0.860827538233872	1.14794548731176	-0.587463542044486	0.202782857063292	"S02"	1.14794548731176	"IS11"
"SERPINB9"	"SERPINB9"	0.0206116559033381	0.104705733224845	0.478255839665438	-0.554792477086648	-0.271786392917808	-0.398093131864336	-0.825407492083133	0.856744464257352	0.20939136001852	-0.524026665924131	1.14357021411734	-0.361252514209577	0.86036336171081	"S02"	1.14357021411734	"IS11"
"TMEM2"	"TMEM2"	-0.730118317626677	0.147017548820441	-0.404566168893906	-0.656258879974792	-0.832176486318149	-0.229012252809345	-0.677884026527728	1.11816106285265	0.195559650607968	0.691855868939307	1.14264383059457	0.167631184776819	0.468064300795123	"S02"	1.14264383059457	"IS11"
"TLR6"	"TLR6"	-0.184119665781393	0.339356485586349	1.05243664987727	0.098996462319099	-0.569100812832877	-0.709512924588673	-1.21314558247718	-0.0741814009594822	0.714032170453043	-0.117535805023495	1.13889587099057	-0.393494871633416	0.548871226379295	"S02"	1.13889587099057	"IS11"
"MAP3K14"	"MAP3K14"	-0.409116700036798	0.880923065279844	1.10301564780687	-0.380305913384654	-1.07459622790071	0.10250400651512	0.0133865374462928	0.675444987895891	0.0491939978928407	-0.990705639467038	1.13035500942409	-0.10402568013034	-0.0842305126214961	"S02"	1.13035500942409	"IS11"
"PGGT1B"	"PGGT1B"	-0.342350662724352	-0.931660565058404	0.161933013082942	0.35019127365777	-0.504516548171103	0.254966384649628	-0.948716482933888	-0.316886396119059	0.068481193355799	0.110734811140481	1.12333212927918	0.605108379742806	0.127673428481909	"S02"	1.12333212927918	"IS11"
