"TCGA.05.4410.01A.21R.1858.07"	"TCGA.38.A44F.01A.11R.A24H.07"	"TCGA.43.7658.01A.11R.2125.07"	"TCGA.44.5645.01A.01R.1628.07"	"TCGA.44.7659.01A.11R.2066.07"	"TCGA.49.AARO.01A.12R.A41B.07"	"TCGA.50.5942.01A.21R.1755.07"	"TCGA.55.6983.01A.11R.1949.07"	"TCGA.55.8090.01A.11R.2241.07"	"TCGA.55.8091.01A.11R.2241.07"	"TCGA.56.8309.11A.01R.2296.07"	"TCGA.56.A5DS.01A.11R.A27Q.07"	"TCGA.66.2786.01A.01R.0851.07"	"TCGA.69.8453.01A.12R.2326.07"	"TCGA.95.8039.01A.11R.2241.07"	"TCGA.97.8547.01A.11R.2403.07"	"TCGA.99.7458.01A.11R.2039.07"	"TCGA.MP.A4TJ.01A.51R.A262.07"	"TCGA.NJ.A4YI.01A.11R.A262.07"	"TCGA.NJ.A55A.01A.11R.A262.07"	"TCGA.22.1016.01A.01R.0692.07"	"TCGA.22.4593.11A.01R.1820.07"	"TCGA.22.5478.11A.11R.1635.07"	"TCGA.22.5481.11A.01R.1949.07"	"TCGA.38.4625.11A.01R.1758.07"	"TCGA.38.7271.01A.11R.2039.07"	"TCGA.43.3394.11A.01R.1758.07"	"TCGA.43.6647.11A.01R.1820.07"	"TCGA.44.5645.11A.01R.1628.07"	"TCGA.44.6776.11A.01R.1858.07"	"TCGA.44.6777.11A.01R.1858.07"	"TCGA.44.6778.11A.01R.1858.07"	"TCGA.44.8120.01A.11R.2241.07"	"TCGA.50.5931.11A.01R.1858.07"	"TCGA.50.5935.11A.01R.1858.07"	"TCGA.51.4081.11A.01R.1758.07"	"TCGA.55.6970.01A.11R.1949.07"	"TCGA.55.6971.11A.01R.1949.07"	"TCGA.55.6983.11A.01R.1949.07"	"TCGA.55.8207.01A.11R.2241.07"	"TCGA.55.8510.01A.11R.2403.07"	"TCGA.56.7582.11A.01R.2045.07"	"TCGA.56.7731.01A.11R.2125.07"	"TCGA.60.2695.01A.01R.0851.07"	"TCGA.75.5146.01A.01R.1628.07"	"TCGA.77.7138.11A.01R.2045.07"	"TCGA.77.7335.11A.01R.2045.07"	"TCGA.77.7337.11A.01R.2045.07"	"TCGA.85.A513.01A.12R.A26W.07"	"TCGA.91.6830.01A.11R.1949.07"	"TCGA.91.6836.11A.01R.1858.07"	"TCGA.91.6849.11A.01R.1949.07"	"TCGA.91.8496.01A.11R.2403.07"	"TCGA.97.7553.01A.21R.2039.07"	"TCGA.J2.8194.01A.11R.2241.07"	"TCGA.MP.A4T7.01A.11R.A24X.07"	"TCGA.MP.A4T9.01A.11R.A24X.07"	"TCGA.NC.A5HJ.01A.11R.A26W.07"	"TCGA.O1.A52J.01A.11R.A262.07"	"TCGA.05.4398.01A.01R.1206.07"	"TCGA.05.5425.01A.02R.1628.07"	"TCGA.18.3410.01A.01R.0980.07"	"TCGA.21.1076.01A.01R.0692.07"	"TCGA.22.4595.01A.01R.1201.07"	"TCGA.22.4596.01A.01R.1201.07"	"TCGA.22.5489.01A.01R.1635.07"	"TCGA.34.5239.01A.21R.1820.07"	"TCGA.34.5241.01A.01R.1443.07"	"TCGA.35.4122.01A.01R.1107.07"	"TCGA.37.A5EM.01A.21R.A27Q.07"	"TCGA.38.4629.01A.02R.1206.07"	"TCGA.39.5011.01A.01R.1443.07"	"TCGA.43.A475.01A.11R.A24H.07"	"TCGA.44.3396.01A.01R.1206.07"	"TCGA.44.4112.01A.01R.1107.07"	"TCGA.44.6775.01A.11R.1858.07"	"TCGA.46.3766.01A.01R.0980.07"	"TCGA.46.3767.01A.01R.0980.07"	"TCGA.50.5049.01A.01R.1628.07"	"TCGA.50.5066.01A.01R.1628.07"	"TCGA.50.5946.02A.11R.2090.07"	"TCGA.50.6590.01A.12R.1858.07"	"TCGA.55.6642.01A.11R.1858.07"	"TCGA.55.6971.01A.11R.1949.07"	"TCGA.55.8301.01A.11R.2287.07"	"TCGA.56.8503.01A.11R.2403.07"	"TCGA.58.8390.01A.11R.2326.07"	"TCGA.58.8393.01A.11R.2326.07"	"TCGA.60.2703.01A.11R.2045.07"	"TCGA.60.2704.01A.11R.2045.07"	"TCGA.60.2712.01A.01R.0851.07"	"TCGA.63.6202.01A.11R.1820.07"	"TCGA.63.A5MM.01A.11R.A26W.07"	"TCGA.63.A5MT.01A.21R.A26W.07"	"TCGA.63.A5MW.01A.11R.A26W.07"	"TCGA.64.1679.01A.21R.2066.07"	"TCGA.64.5815.01A.01R.1628.07"	"TCGA.66.2734.01A.01R.0980.07"	"TCGA.66.2767.01A.01R.0851.07"	"TCGA.66.2788.01A.01R.0980.07"	"TCGA.66.2800.01A.01R.1201.07"	"TCGA.69.7761.01A.11R.2170.07"	"TCGA.69.7978.01A.11R.2187.07"	"TCGA.73.4662.01A.01R.1206.07"	"TCGA.77.8007.01A.11R.2187.07"	"TCGA.77.8008.01A.21R.2187.07"	"TCGA.77.8156.01A.11R.2247.07"	"TCGA.85.6561.01A.11R.1820.07"	"TCGA.85.7699.01A.11R.2125.07"	"TCGA.85.7950.01A.11R.2187.07"	"TCGA.85.8287.01A.11R.2296.07"	"TCGA.86.6562.01A.11R.1755.07"	"TCGA.86.6851.01A.11R.1949.07"	"TCGA.86.7701.01A.11R.2170.07"	"TCGA.92.7340.01A.21R.2045.07"	"TCGA.93.7347.01A.11R.2187.07"	"TCGA.97.A4LX.01A.11R.A24X.07"	"TCGA.98.7454.01A.11R.2045.07"	"TCGA.MP.A4SV.01A.11R.A24X.07"	"TCGA.MP.A4T4.01A.11R.A262.07"	"TCGA.MP.A4TK.01A.11R.A24X.07"
"HBA1"	3.54713393623551	6.96501305345175	5.88932449076919	4.12336947118133	5.30089782252316	0	3.3323337790528	4.20635772016738	4.93702584052289	4.91058408694349	8.31275963586258	5.3110710309165	4.05954821186061	7.96174088339436	5.36299442324629	1.96590440704877	5.7014126344554	4.05976929240618	3.36849693203573	4.83516228389612	8.04873404295834	7.91225127891251	7.60446979714931	7.30802462329233	8.25659550928878	6.52016840767937	11.2727143370542	10.5906093234009	10.9439290774599	9.09126582844449	8.23471467134062	11.328965330061	3.63516553241475	11.2105147718151	8.7285208686797	11.6321201487501	5.40550295361975	6.13419870458898	5.56999895398288	7.18345629400824	5.23247781162467	7.65591199717394	3.69670655766719	6.96486204301084	6.79082443856361	6.96917424712505	7.24311377909884	8.72066730536887	5.58688515693695	8.03575331287652	8.76803551220882	10.0697629813571	6.81256328933152	6.48490168758737	5.1036367581921	7.57883472059581	6.68241800451063	4.62780275916861	5.19584675626529	3.49184891573424	3.9316873413144	0.690897703436357	4.56659648499214	2.43384442686728	3.10890435510631	4.1899575089369	4.64715046815103	5.64421187304021	3.27777137243494	1.70964118871923	7.7495331460645	2.63132827390528	5.30586803156844	6.33809767439982	7.09232189737632	3.11245805699359	4.78467190025643	2.90769750777551	3.9261868740152	2.68121597309295	5.10901011999496	2.12937426604287	3.75873073462471	4.40631340938488	4.29354977248722	4.01748494592865	5.64510691985221	2.5438345912937	5.70336393702998	5.33495184042204	2.64642596119409	9.47622643836032	5.34177611928497	1.59887228202022	2.40770398929809	5.0587719309369	4.90136596146664	1.27256800170849	7.14456562774528	3.134925817147	7.29083360328314	1.46698519990762	5.16062216346339	4.23983615200068	6.82291272787781	4.53195380026236	2.33912836542006	3.71286054097861	0.991828251194519	2.8386069267835	4.17570208960366	4.68506990025687	2.86353839359861	4.38088760023723	3.53869244348306	4.30675987756322	5.64131916433762	4.70010493742336	2.90559203643739	3.15624394208316	4.16590011583273
"ELANE"	0	0.706235460178023	0.0326945843923161	0.537164634998648	1.00004373893979	0.591512983013108	0.305522116999847	0.283517046797086	0.203070430543765	0.170425374485728	0.666064280568918	0.0880624451588579	0.270333906416346	0.436189337258278	1.92548667794537	4.22943652987802	0.750943321822969	0.074452024456615	4.13841544657525	0.553829321946579	0.994616105934087	1.61838588862133	1.09536840382837	0.442636158007891	1.39342536679574	0.833686182062269	0.73091524617314	0.839173319419458	0.786601953466525	0.263459012388586	1.08518862051935	1.00084876374788	0.613485192734283	0.19104380908797	0.450076919592726	1.04940347364003	0.0987665808886591	0.874819771273836	0.422602624649654	0.511520919826321	0.157500913928308	0.439681799870935	0.16504190516806	0.223791202326554	0.270083510204804	0.399847492262743	0.208210862293743	0.520264351717595	0.365577290464343	1.25121509727778	0.378542444341596	0.486171726715946	2.34888986352263	0.482430509251981	0.126971801986865	0.183234312369753	0.34464719630262	0.0987916584544442	3.36524693280457	0.207967701837699	0.218558380670495	0.119068697315618	0.182691013456167	0.0357346696923393	0.526903343784411	0.061851919584052	0.087264691823577	0.506320333279509	0.0284006775520586	1.39132092641543	0.0226988521927249	0.0360043537501947	0.0427425011150587	0.193341782771043	0	0.236472618383975	0.250739692135047	0.105056127372932	0.28058420029707	0.406364203542977	0.1404615781846	0.187496364745872	0	0.185152498596105	0.119856081405117	0.191833343615005	0.225634682255359	0.11895634804022	0.0799180218460636	0.123414679851562	0.0741878123671313	0.252916260103812	0.104481190602324	0.243407805018929	0.277128621001391	0.0923810758111701	0.861221151520644	0.0656456266331302	0.418618842883451	0.322804744892256	0.0752984214100538	0.123716411165548	0.0775148625114898	2.35085728963861	0.14831325104783	0.254659753226321	0.0738935421652436	0	0.154488193227783	0.215406444492326	0.201772255701416	0.284536520834356	0	0	0.0320589828528332	2.27071789817642	0.2510335267486	0.184425217318902	0.123919901393907	0	0.552955637468519
"TMEM100"	2.38785744352631	4.35848060297149	3.06710919154756	1.94266935990548	2.6132697495005	3.01073909107605	2.92576261814107	1.03473114778849	3.15407726033381	4.98316063735963	7.916101574879	1.09969726110585	2.85109456322235	3.1137554963342	2.60652017807143	0.447315181017705	5.32849620216916	3.18549801468072	2.52554173231447	2.15902294300737	4.83262844608935	6.63930475627325	6.96221369899156	6.91856248095169	7.12040876788579	2.36578531150716	7.17207290134102	7.23924492115849	8.32802038824117	7.93526941524629	6.95659154961979	7.15580700963271	4.40777451048569	6.96118458677501	7.04722920109246	4.6659676903692	3.39986240473712	6.74844472513658	4.33226179354814	3.32592114578262	3.14372500854446	2.47124275468056	3.77878295213557	3.14106474159612	3.45724840150411	6.70209595691039	7.8280677313002	7.53667547916931	4.0523863813836	5.2053643507822	6.81932559021809	7.84976758856113	4.50695251142428	5.67108640370339	3.3297081301669	2.05348114754104	2.95737472871015	5.39516166005774	1.12134038898908	1.37846066188668	2.62564621135807	0.38111123087834	2.716725121024	1.38624359367471	5.60286266544574	0.979298285650805	1.36429625788844	2.24677145180669	2.57165387125552	0.423587561300764	0.855705068486709	1.4591212233884	0.799719362942362	1.70797508212382	1.7212773185354	1.959819588835	4.02919906917443	2.8113181149633	2.09610761656955	2.27505991123299	2.96136559930723	0.748650048850939	1.51921274651704	3.2469571448465	1.866931237487	1.42036953440632	0.682744385684783	2.80591344687656	1.31919359325575	3.1435912680169	1.87181499379923	2.55020979111001	1.47089301833431	1.24650256006261	0.496119016397782	0.815243320696033	2.29313710902472	1.41597554981234	2.75107014293345	1.31642495048577	1.45348900339538	1.64856605573686	1.99757600572951	2.71641827624438	0.431668452237491	0.924511837251212	0.622150601825036	1.27492167650846	1.26881537938123	0.47128486085699	2.65203901674661	2.96877909150277	2.42070100845784	2.82697099759419	1.50332947680535	1.11262875031232	2.22911714014388	2.62388777967764	2.42610089993375	2.18208711883147	2.85166807035413
"ADAMTS8"	1.53481785499626	3.21728423298668	0.838107645876325	3.21880756043974	1.56375187029399	1.83540415072141	1.58133595333378	1.16477844807031	1.5019186862244	1.42648564198335	4.61217976940587	1.38708093308918	0.815979611742479	2.69994309241229	1.83281121343997	0.429866317376552	2.40069168643337	2.31341117028541	0.225425694500331	3.85407449758187	2.81885157189646	4.42410189557036	4.46412705171925	4.76298420569216	3.93032814287937	3.18270831261534	4.60900494137267	5.08735066467164	5.25670982240426	4.08691681991043	4.52182758940604	4.89629594138115	2.28189384097956	4.85704198381485	3.76013425235353	4.62612190200056	1.583136632756	3.95869400596637	3.39417572296588	2.48580676638321	2.54763724152826	3.99450836587776	1.39266102016822	1.9858991193216	1.84724075691078	4.48975676524493	3.67774735791887	4.55600822605803	1.81027548774762	4.30783832431137	3.39554486922193	4.26771189629111	1.53753258638755	3.56312634258287	0.686070082255003	1.82644660958576	3.00791652033651	3.50844638080569	1.61592533492093	0.504101277364567	0.930459175072454	0.077864016988174	0.994530825177643	0.239119732963196	1.33998503853621	0.97672132861228	1.69835287021177	0.576340568139922	0.307134643268251	0.0966113313645943	0.308518624708849	0.185606615114819	0.743245338723293	0.17469020365296	0.684094894288362	1.0344174842803	1.78277683504664	1.01442085719005	1.15761008050902	0.176796578973492	0.633596693630113	0.446215685187117	0.566822256805705	1.9502450053546	1.55152949162794	0.193282562303754	0.320978029138987	1.05183478146851	0.0873579558947133	1.62522844436149	0.598899304747103	0.296201104545135	0.235393018515597	0.283449635000561	0.251493225661123	0.608068645163814	0.414829808330979	0.127254088722976	1.14978913146877	0.434404699498911	1.24868796710473	0.94713852422893	1.35430249033922	1.4217064906161	0.17252180825106	0.136635491885396	0.247183967214378	0.546978731355385	0.248606638714967	0.0576468522871633	0.98685171684452	1.27099914085638	1.10752934605709	0.901814958454951	0.124306567890632	1.72164856324323	1.22837761749369	0.552820825824478	1.00858777358735	1.08783074139235	1.56191054356131
"EDNRB"	1.82394941211232	3.22388017204266	1.08692271185466	2.6184953008394	1.70882847819919	2.29586645263197	2.99284643371525	2.43603885920923	2.24524873969213	1.89071941599617	5.60466405177549	1.46443458589486	2.867016313474	2.97967960829379	2.43941872768957	1.51482249076753	3.58649548912553	2.97337883211439	1.35215787435767	3.16702852581485	4.10342754904125	5.03263007495207	6.51859887216836	5.56600853265993	5.13695027210349	4.01493310652384	6.416239142771	6.42188431913981	6.6877475784161	6.84892973920999	6.09420712715521	6.1638027529604	3.35494540678906	6.617176046011	6.61081232233442	4.10274775953256	3.73853807961784	5.49274750745834	5.08866451369779	3.65168552303073	2.90436960001064	5.32471456430264	3.15942191366008	1.84395096878295	3.52447765834078	5.63183223179223	5.99549263632766	6.41532717402707	2.84598604030445	4.60934283825929	5.8789725797053	6.67550975955043	3.4888157101678	4.72895560822203	4.50685903239551	2.54398443162782	3.79712090822616	5.00393121936227	1.07903791842298	2.0422010495231	2.62174552011638	2.66705053340369	2.89142653374233	1.64224732034961	3.04559756101883	2.68269735198555	1.67564369369614	2.10776198543131	1.73078450562611	1.63991553672943	1.23693965118971	1.35142147514332	2.01365489969026	2.8568935400214	1.77927468309446	2.03876589141616	3.87739184261274	3.30713885105767	2.96866309292412	2.08319066782378	3.06992604491689	1.36885169610496	2.60520061250502	3.3294601931533	2.53154198707422	2.26450771084675	1.27942493477557	2.46279595469395	1.96962404881408	3.97804836685357	2.15907149848319	2.61694052822868	1.95703041121395	2.27275268794356	1.82709969890107	1.53919053875588	2.75116472821908	2.12685499755103	2.51126386492748	1.42175592294515	2.32831652441792	2.11366455060792	2.73959328012464	2.50521132244253	1.38745943066185	1.26445441668295	2.06547920294856	2.56456941577113	1.16307434787753	3.13123472087605	2.66855413176708	3.05980482873278	2.0767342690984	2.3913997971223	2.28569276303853	1.70915549600402	2.68712532762959	4.22839205404331	2.27408109904317	1.68831530852023	2.4176852742637
"SCN7A"	2.58429430904682	2.41184022374176	1.06041887525959	3.9513146411505	2.26935599690298	1.41544338101838	4.08529310599599	1.63436273011424	1.35813164329436	2.3439659103489	3.62131897375352	1.50927316091167	2.42006897136201	2.42868274153245	2.3449527278906	1.60641335253123	3.74918242256196	1.76796018850488	2.04413930278584	3.27952960816778	2.40583917382415	3.54207854985292	4.63050870557523	3.86907402148114	4.06469102863696	2.917683429614	3.70715826214639	4.87908173035981	4.0617479540243	4.02633020511342	4.4688018343696	4.62294968810154	2.79759018664266	3.8717654351635	3.60567225415301	3.71640166075514	2.26092066199749	4.03724955327329	3.08326668197725	4.3427152301531	2.04204307288908	4.84501450424644	1.37564070683675	1.78290135035502	2.89057836289542	4.89723892854037	4.54799660662871	5.21985543244862	1.6983558286862	4.34166685273547	3.62779008577859	4.80030370898703	1.9122098545337	3.35632348439054	2.46657626659636	1.46041576998266	2.65214930551059	2.99046699867793	2.60188347301055	1.29921661645605	1.21554006142616	0.144139338476012	1.89198353232068	0.705002418393097	1.6925075846136	1.92806368868119	2.32511101104652	1.36712182554593	1.24925073765953	0.43856098039875	0.727778055134137	0.683642015495974	0.838023111543307	1.70241166509044	2.046215707517	2.49554386820136	2.82324993829892	3.15703201252432	2.08895505686395	1.42129897115317	3.500676367333	0.574347727019299	2.39079175701552	2.37958691480595	1.57128660154777	1.51431941723171	0.953549180992428	1.23268296826923	1.07674723286897	2.74084027684889	1.3051511536871	0.334570359118879	0.159993934380735	0.966944056319751	0.912287940342277	1.84227587567146	2.23536469192827	0.758055798876564	1.58834087587915	0.961298190491952	1.20034159094984	3.10119269719031	2.09987414036378	3.00623366729836	0.720124317638154	0.813414920886898	1.87819696542722	1.41372744407882	0.955738861059848	0.476176098073076	1.65311945991097	2.51547849218643	1.77655450901595	1.64549676872138	1.2526362103081	3.07169456094111	2.05205801425881	2.41899250152561	1.50455188692947	1.97851890783855	2.56681787521835
"AKAP12"	2.29536737075288	2.08538698564972	2.64070816357056	2.4499635306499	1.76354788425095	2.06097076672956	2.76056055538107	2.84531909228832	1.92353717448224	3.04015328664277	4.09789163052365	2.21263825558398	2.89290883526681	3.1016082239404	1.82141264956196	1.64440486988364	2.85723758225186	2.87311722066035	1.38118331830504	3.03664749251346	4.27397243439875	3.9800376412501	3.87648882476558	3.48684430443451	3.14861004891198	3.70863216735767	3.75250887823572	5.25431913838997	3.90842638812498	3.70865711566211	4.18837913046603	5.17406432721972	2.9856117490156	4.62293759367612	4.31703321668101	4.65802340198385	3.6171055701937	4.81672164247172	2.8741390112523	2.94050639690243	2.18423192886927	3.19450601992346	3.3329891187202	3.47184096140425	1.05962985983183	3.74116474988759	3.21161864964854	3.96796742110844	1.55279509494503	4.22744325816572	3.43322252168933	4.81485612788971	0.954882702828675	3.19588550094684	2.21347988183059	4.99004598467652	3.17329780176413	2.72588403188115	2.03082343170763	1.77404608360667	4.93018224587455	0.892926100200167	2.3195179598897	2.61741101047905	2.77818223924248	2.34603517658231	3.34175317892259	2.41556098989026	0.902214860421245	2.63367144023352	3.25724305389403	0.723300386594253	1.74034887989884	3.21762627428926	2.46633630747166	3.76100444389288	3.44241458078366	3.56222971574881	2.53240273638927	1.82487477494559	3.49617982156462	2.48456497225613	3.99165529324431	2.83768032876973	1.99233295879613	3.3358881735499	2.58697294061375	1.99526126627678	4.62722668397267	4.99477591893017	2.22327007707344	2.32480022734222	4.76348120682823	2.78332747688466	3.21710993469358	3.76927997470076	3.47353512950366	2.8560147819832	1.63553133104579	3.17533969375696	2.13419787946616	2.99841954386634	2.8515916461456	2.02765186501338	3.14915706396155	3.38910289011381	2.77168109068901	3.38777421337538	2.44147938315331	2.31509254688331	3.36380229977346	3.059155954443	1.98939549810513	2.63719477228673	3.14272191421871	2.37910034503715	2.34717451275875	4.00084823823722	1.74890351427084	2.65639286517644	3.86187284361248
"IL6"	1.75623080486541	4.05428353709585	1.22083888453789	2.0085108614117	1.77978769718335	3.19132098288074	1.48012634102147	4.84799419612303	4.29601549955384	4.58323078607488	4.13172722051488	3.3714164225877	1.69297999103888	4.16684962986768	1.74199566676414	0.495835968491938	1.73309017185637	7.13849064859484	3.11891848581612	2.27520209490283	6.92851738211345	6.28631665415295	4.90019029600063	4.23472559864312	4.24056084955432	4.60432379813648	7.07443145570215	8.01526546719605	2.22316132133168	5.11590765609921	3.47689412142591	9.92017017598928	3.06637861448071	6.76381621037069	2.64268322015347	7.72026254457879	3.72127517206652	6.66197489246525	4.21798134996692	3.18239003259613	2.50291584118675	4.55394608146089	5.52915105881935	3.80462426396685	1.75897607930263	5.09808856375506	2.10349586922312	5.53110239003025	4.05195101252133	4.90040262257007	5.00191644012093	6.25485336203804	1.26939177637799	5.62371721481538	6.7386514884922	3.65098046803319	3.47671304475124	3.08397107587672	2.73936367749623	6.71939022704827	3.88487315673173	3.80008733510673	3.92505289093457	2.83633887385033	4.53550982701786	3.56776562873996	3.16089033934185	5.35945655369061	4.48392783023675	2.00307897457811	3.72331603930043	4.50704390099921	5.5798801295959	5.71434678486558	2.80253826458876	1.9158639741434	3.29311199027158	5.12703134240878	3.64669907196895	3.56161065417012	2.83355633811545	5.67450518258695	3.87542606822354	5.17470736681664	1.78884195501245	3.58642579114315	2.15331014503517	3.72349444398008	6.42918380821163	7.06986534109326	4.74034058783025	3.96235129124102	5.3526222088411	4.60493886698613	3.19961280076459	3.16378765033616	4.27664808149001	4.06589635578722	3.03473794155979	2.95202582308357	6.27654188341281	2.6292677989984	3.49847475590315	3.13753317595931	4.09116491768647	3.7305493406834	2.37284274557404	8.3935704662093	3.2807964314796	5.89357440443225	4.91907343814028	3.83218145876767	2.02490684027648	5.5224472954301	3.14143944815684	1.37211015104572	2.9202752480697	6.33480874586518	3.21869587875292	3.72047111387841	2.87321176215698
"CCDC141"	0.158506130459781	0.595961055760704	0.779926820085313	0.308188911714834	0.196311741062797	0.735825125296209	0.471468224110763	0.492204834024587	0.206571599762678	0.750707809836262	1.99967256959525	0.216188161714178	0.876827601205566	1.43866031408976	0.411466712472012	0.2661041034652	0.710145339874334	0.800791743379667	0.220777668256187	0.677237238364913	1.3438247659555	1.41461918653993	2.49629425340707	1.92730297808277	1.06447712585306	1.07339645111255	2.37151493268002	3.7500079458453	1.47433931930952	3.25802205564533	1.58989601346143	2.32049646784072	0.503647377863459	2.00145505336253	1.9387616712167	2.12762079867014	0.789413093488515	3.29049369912552	2.98835369571659	0.259826501823054	0.339333040657567	1.45973560921439	1.39750930552273	0.499019211724603	0.205644254153176	2.37827664792559	1.56343276929277	3.07339930088882	0.486938282467907	0.41395137675571	2.25642081446362	2.97480336146633	0.937968535657339	1.78488510277862	0.495326996586655	1.40206433210447	0.783086437558373	1.44472173688062	0.460552661005084	0.180970411104511	0.786518154890729	3.29467601429761	0.585585126870959	0.161883343690824	1.77550933482306	0.388451933396846	0.810342330401569	0.358763617563713	0.0922861804089255	0.298927939819111	0.112502325487721	0.256122755083227	0.500577958826089	0.435555796596258	0.644995502965904	0.209848871211423	1.12997454931108	0.581902976287378	0.592174924771662	0.10910117254609	0.176224374729894	0.18338983321855	0.198491244269243	1.13082743769442	0.852992831817222	0.181758610752579	0.157175164881627	0.709233938435795	0.18608194203695	1.74678815687629	0.727564752329192	0.22185845568384	0.266663089899093	0.159014517348016	0.854562097518678	0.190406296046864	0.260629531855153	0.317514511764021	0.61486741827688	0.0994595455146254	0.471464519640662	0.350750682235985	0.412654544131533	0.390171861041416	0.191189101403691	0.219082924246637	0.425453178544465	0.487348455261764	0.490021590464336	2.14520568268648	0.534711774115702	0.226726629890906	0.5727354971896	0.404265623664044	0.261159790234236	0.64345412368444	0.84933782723158	1.67102663298647	0.861909754960396	0.490939465745587	0.370889994498451
"ALAS2"	0	0.549923431258818	0.408287286744868	0.347999108336433	0.248585818417626	0	0.096417553713104	0.14194174922056	0.142075684829743	0.195431845884006	0.514283086129552	0.248372464152288	0.116069495859885	0.847285918839689	0.10325095972397	0.130093617132491	0.283981707920714	0.183778989483869	0.343785494508536	0.313702722102883	0.930997686077936	1.02362525757157	0.286097172413768	0.153374909276444	0.629807278983379	0.431908442663118	2.09751294151309	2.71922017424148	2.1814385059517	1.36328053927601	0.620449156169418	2.12518867779264	0.0705297086753907	1.97276641670554	0.551311553407965	2.34264833770807	0.430136764058565	0.398286699182601	0.253362327931782	0.559880576893579	0	0.211379917092346	0.0163982672172246	0.319841707855792	0.183117198062058	1.41426428997369	0.950522401215576	1.02863421522602	0.335811203595883	0.769702031026611	1.62706454885251	2.2731400013653	0.468211201659952	0.499171338459402	0.532216756025313	0.394251979010695	0.276069591173128	0.168693437235866	0.321697854829443	0.137972508313143	0.303958302141518	0	0.192345488437669	0.0683428831658853	0.265288785477716	0.169391630161834	0.0369136842753753	0.394774804791428	0.0302359367122139	0.0465640181379768	0.569373318436866	0.0400845849743054	0.145765442428006	0.199287576175348	0.819732785768979	0	0.133721455863062	0.0274372407130695	0	0	0.134579495085466	0	0.207142451497585	0.450214921873285	0.0719942416607526	0.195743858804805	0.137839596245759	0.0233572264103741	0.214560151071134	0.425837295384706	0.249362240694373	1.45196210387562	0.22995988188274	0.150246987632812	0.278586924907295	0.111919792729657	0.0786018614496039	0.01581729011501	0.426750381812886	0.0486138425783426	0.351347010090779	0.242096130917836	0.156453075688084	0.176875196178951	0.509420652716717	0.277960966439764	0.138520880616335	0.333976174544935	0.113810634168263	0.0610173474165878	0.207205643363355	0.126614991437394	0.189942164413619	0.397322804502856	0.29898820015993	0.276917594717576	0.347983273551022	0.228226666962402	0.173956201154179	0.475605673086236	0.229362771444818
"PTX3"	1.62991038087584	0.711960743892125	1.30687665277272	0.983280717459486	3.03509160600851	1.14243729155308	1.0754387500379	0.533616701059676	0.754615140617789	2.34080514468079	1.80060235260079	0.559394855353545	0.749489866111078	2.31565080018246	1.01637956536845	0.384821957305772	1.45283225695899	1.48709700032251	3.0742930932791	1.68039161825536	3.39668866134334	2.68969013297446	0.923335543304956	1.99237268487008	1.20470241929506	1.84845658502992	1.49949596947007	3.45676825175543	1.49987691124032	1.40263322636571	1.39751612544252	2.88902100865593	1.60014056851839	3.82491671386613	1.71037074284374	4.35575846256977	1.74683043126733	2.50663836658267	2.07539395924485	2.39496222288578	1.23385652266868	1.42973315502019	4.57597419725194	1.5761219059234	0.618379379595152	1.24887817001686	1.3715061561045	1.31108036027212	3.86619486252217	1.93890447668449	1.18364230540047	1.94125788771795	1.39798992364452	1.76026411230146	1.5237857900762	0.461322678450198	1.66844537640039	0.778476372508011	1.73846715450414	2.35113989728745	1.48541679995249	2.69718432096136	1.06740712791455	0.984905338807614	1.19046000502674	3.67586455674672	0.894383929413485	1.27098223628101	1.48948970374892	1.71522483426503	2.08110430598214	0.836101305247074	1.16821134266572	2.4699411098779	0.664913593588438	1.02885850135281	1.81079198151272	2.68441985626299	0.976189511093186	2.10606176849371	0.704797527387517	1.72353114746195	0.819839017972678	1.3122634123421	0.686990451716003	3.31410641868202	4.27087193694151	0.758160372983957	3.99932840515279	3.7142631474042	2.02218307795104	0.614376876324372	2.01735370695445	3.07928562067858	3.140522094578	2.71669727573469	1.92778264618939	0.877103673368006	1.28185218644233	0.913145860298824	0.744763727092872	0.861565629456427	1.16634511885709	0.777521826793336	1.19223400375901	3.2210490051539	1.43907713051208	0.667760207525782	5.48561204688399	6.46189449655242	3.2384564815393	1.03952331841772	0.637075679556846	0.804035987245696	1.08290876732814	1.16946598139251	1.99884980974702	2.42368030378404	0.770461636751256	0.681862498242545	1.92681254114032
