"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"State"	"MaxFC"	"InitialState"
"PTPRC"	"PTPRC"	-0.24590185350714	-1.58224621684557	1.51480700760643	-0.410746524238844	1.22712591104087	-0.0799542453695078	0.448461358140587	"S02"	1.51480700760643	"IS03"
"LCP2"	"LCP2"	-0.400772056910746	-1.24570727781936	1.51452676082279	-0.622004410228125	0.94877143865302	-0.261620960801597	0.652253121732376	"S02"	1.51452676082279	"IS03"
"WIPF1"	"WIPF1"	-0.452323775988063	-1.24914196151579	1.50026690734132	-0.448479252773953	0.506053792127264	-0.19155049419241	1.0825781933929	"S02"	1.50026690734132	"IS03"
"CD226"	"CD226"	0.0125489870631612	-1.44091479794065	1.49400206188175	-0.227651930811328	0.789373058469862	-0.357967328448356	0.268546083096778	"S02"	1.49400206188175	"IS03"
"DOCK2"	"DOCK2"	-0.622607287838347	-1.49873428493035	1.48036408523349	-0.320481826106246	1.18285497257797	0.0947435627862797	0.489270673924143	"S02"	1.48036408523349	"IS03"
"APBB1IP"	"APBB1IP"	-0.585130772352329	-1.29273079148616	1.47812264097413	-0.525191971295414	1.26338589914376	-0.0173481907038881	0.107486891971975	"S02"	1.47812264097413	"IS03"
"STAT4"	"STAT4"	-0.383211343857254	-1.19451157919306	1.47777851721912	-0.253303052372199	0.270789691229671	0.177972147603767	0.161664331040743	"S02"	1.47777851721912	"IS03"
"ARHGAP15"	"ARHGAP15"	-0.0699067703045124	-1.42160266248449	1.46358857686393	-0.441259891713282	1.05339277733825	-0.126134964280221	0.110938723418308	"S02"	1.46358857686393	"IS03"
"MPEG1"	"MPEG1"	-0.440978858308243	-1.35492192574252	1.4547018541459	-0.552854761056548	1.28521079346038	0.0373374627464388	0.126342837108406	"S02"	1.4547018541459	"IS03"
"DOCK8"	"DOCK8"	-0.811881500799265	-1.19029238486761	1.45051944197238	-0.678244295484904	1.36542043618503	0.219734061804657	-0.00332734286732838	"S02"	1.45051944197238	"IS03"
"CD40LG"	"CD40LG"	-0.443941299414481	-1.44670111332858	1.44909257506046	-0.102115681785728	0.86290130440404	0.073027114850844	0.145827011303221	"S02"	1.44909257506046	"IS03"
"FAM78A"	"FAM78A"	-0.643649848400627	-1.48086540603845	1.44390841215108	0.0239528242117286	1.06887565796823	-0.121363578841665	0.30380606833269	"S02"	1.44390841215108	"IS03"
"CYTIP"	"CYTIP"	-0.264426641813899	-1.44684045159049	1.43745569922084	-0.173830017146736	0.77110799544676	-0.143330680775864	0.555707731475651	"S02"	1.43745569922084	"IS03"
"CCR2"	"CCR2"	-0.0102535647296914	-1.41214727757466	1.4301063719152	-0.43226182060729	0.891435528615042	0.0929227833775264	0.000790627569699524	"S02"	1.4301063719152	"IS03"
"SLC12A3"	"SLC12A3"	-0.379763312344982	-0.998148657921767	1.4136140592413	0.226698345203768	-0.210193906204834	-0.434795370127107	0.273873716149376	"S02"	1.4136140592413	"IS03"
"IL12B"	"IL12B"	-0.703110664126515	-0.961177700315788	1.41350299521807	-0.251578296939952	0.235212456249754	0.294586717682183	-0.121684134896194	"S02"	1.41350299521807	"IS03"
"EBI3"	"EBI3"	0.0354758169092347	-1.15349895692677	1.41165430033891	-0.0124296134264033	-0.401246986355753	-0.0860521051473001	0.534142606942104	"S02"	1.41165430033891	"IS03"
"PIK3CG"	"PIK3CG"	-0.201205710813712	-1.43263575129079	1.40718593010595	-0.45400436520522	1.14471516962365	0.116256902551292	0.0701833138750393	"S02"	1.40718593010595	"IS03"
"FYB"	"FYB"	-0.12830692864953	-1.19204720073455	1.40691953591815	-0.479473143513856	0.486377212391168	-0.299505680401289	0.87829650256977	"S02"	1.40691953591815	"IS03"
"UBASH3A"	"UBASH3A"	-0.296339459299829	-1.49189021340527	1.40423784671289	0.221722570998991	0.177601901878919	-0.052069659145344	0.890324614737227	"S02"	1.40423784671289	"IS03"
"PLXNC1"	"PLXNC1"	-0.410952106112046	-1.30378096408047	1.40049014383722	-0.569160410937064	0.507719791623202	0.541562671762065	0.693130182936282	"S02"	1.40049014383722	"IS03"
"DOCK10"	"DOCK10"	-0.701754935996416	-1.31846861287473	1.38897006730766	-0.525020747691246	0.737887933569944	0.404769580726979	1.02146441777455	"S02"	1.38897006730766	"IS03"
"IL2RB"	"IL2RB"	-0.620135692238488	-1.40126095288764	1.38633236806281	0.417368565281385	0.310129673110388	-0.416192756834836	1.04221726504293	"S02"	1.38633236806281	"IS03"
