"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B01_841924"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C05_830694"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C11_830764"	"MS2010072817"	"MS2010072827"	"MS2010072838"	"MS2010072913"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A11_841920"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A12_841926"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B08_841908"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C07_830734"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C08_830838"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C10_830840"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D08_830828"	"MS2010072004"	"MS2010072024"	"MS2010072038"	"MS2010072835"	"MS2010072837"	"MS2010072902"	"MS2010072930"	"MS2010072932"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B04_841918"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A01_830792"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A07_830800"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A11_830708"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B11_830836"	"MS2010072001"	"MS2010072023"	"MS2010072026"	"MS2010072034"	"MS2010072042"	"MS2010072821"	"MS2010072824"	"MS2010072828"	"MS2010072904"	"MS2010072921"
"AKAP12"	7.8907671179585	8.42282384221232	6.91884119137177	5.34828250569888	5.61309967165588	6.43842184855154	6.36809452038839	8.39862286516086	7.38783511080944	8.10691467070847	10.1403680358463	8.64031197518171	7.51892188032022	7.50204090449778	9.75550224992944	8.94626773348429	7.9111770994658	6.4628356461469	7.31444938728953	5.99797478368668	9.6550826592312	7.53126408984842	7.96035506317353	6.69955592371353	8.46506895761265	7.2962379934462	7.53386838577276	6.66642355246112	8.16395816702972	6.71128697832945	6.01280926166932	7.44424441500863	5.98880612272158	7.15855433031863	6.08864053000278	5.88984186262551	6.96566503315478	6.37943526240396	7.18493650865525
"ENTHD1"	3.82576926397965	5.98093824664578	1.98576140245318	4.8560091287163	4.84636861320018	5.11855518491534	4.59250642955572	4.0302031331823	4.13055419084811	4.78630327078549	5.6940120133928	5.62837491890478	5.33851806077373	3.42283637403031	2.17621426739353	4.56014099510701	5.63844071136885	6.32056379900144	8.01258679813833	5.09107104898451	5.1500089906215	2.80742559751649	6.64187852808532	5.58925185166001	5.98358638068077	4.1366580360594	2.66404854255226	4.4054925303916	5.19154968079831	5.06604652870538	4.41526866920085	4.49890390160044	3.12076258552202	1.66675726386439	4.60568031355793	4.63713142602711	4.77585546453166	4.73087095952352	5.48002743925649
"CMBL"	6.97539262138453	4.98443159161483	5.62817445819626	6.18129936323921	4.0175377415924	5.26890218368213	5.08907501792785	4.44882312976343	6.61852789520371	6.59241248971376	6.55290162803921	5.95031634307648	6.10616046395774	6.43926693586566	5.32715149140565	6.46722135495551	6.38593725102775	6.03528604939009	5.97406070410913	6.26501428592325	7.54509191503614	6.74221227749617	8.86724870409235	7.30112856097737	5.93805435078801	4.5789410836419	5.83879631913225	5.70522087302803	5.33169075628451	6.29738503731268	5.30273932371056	7.11934624061744	6.46714883924035	6.32689662488808	6.1298993973668	6.59434586158319	7.45754046880558	5.22250822665698	5.89772191446803
"SLC18A1"	1.84167142813897	5.30771021599088	1.5583228023561	4.73996426553034	2.95848691530059	2.480256525039	4.49525720746988	2.90360723868217	2.94900148472469	0.81542601945692	3.06574290632283	6.69606225551322	6.35849332068478	2.75064862630383	6.47164323391828	5.18616834444256	6.12910183835444	3.47466755777392	5.87923170757237	5.59962511098944	5.95795350552694	6.03482460112369	7.01387288733254	5.29947211678585	2.4665870394171	2.41394199259283	3.29353296404119	3.28061094797109	3.04941096889726	6.33339439241455	6.19421792598426	4.51893094811855	5.20938309068925	2.75446978564612	5.73842039346655	2.01766565345183	3.18989810945751	5.37212177038098	2.82865083179624
"ITSN1"	5.96602696131597	6.46352910802418	5.5900960299644	6.04585333205945	5.99136638859927	6.30643167489639	6.40012505056801	5.8440160728292	5.49006401739644	6.40045579563711	6.89321745866109	6.10489265427274	6.51484069690902	6.43108759513758	6.8097385169182	6.64608619208808	6.71074675441366	5.38695984752345	6.53038724635042	5.96243861727615	7.69628858458533	6.48411035376938	8.095794461545	6.64611141478639	6.50757588395437	6.5882161771919	7.13033104390355	5.67760944762161	6.85753112604249	6.92232911128992	6.16411389664249	6.43758694051076	6.53337185888984	6.79455986575437	6.84378621086792	5.9362865328371	6.52829139658653	6.38730090095127	6.84596711577567
"TTC30A"	6.63871702925452	6.61616798171754	6.93151381083579	5.26859674353999	4.97658284188379	5.49947730688578	5.52195463235454	5.55720059693625	7.18427118949749	7.2360726462562	7.54472430408782	6.45605976641855	6.83802029993376	6.62665464816398	5.72923937053096	7.20109495458673	6.24125426830944	6.4455735284383	6.16801024286582	6.95514892237328	5.94523197880932	6.49420756759115	5.45623472064558	6.40692440168822	6.63954715636376	7.00483762959819	6.08266395123144	6.31533039201318	6.17065846077257	5.62428442145423	5.24364121603134	6.62021546991879	5.72672828522521	5.45322864288454	6.06187139939363	5.9988242094602	5.47425644820573	2.53581462564516	4.96512522833878
"CCDC109A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TREM2"	7.1677393580813	4.53752368999464	6.98077529670751	5.77998850502154	5.05023549583613	4.33243042611535	3.78609779409266	2.87768250675603	8.59034476991435	8.22686083425675	8.04347129964716	9.36329348083848	7.73519822845007	7.78316730817208	4.2389001894534	8.73699964316032	7.00824556630556	8.58318532441915	9.6849181739995	6.50187495855192	9.51730230867648	2.79914319793788	4.57129871370653	6.92970010865762	9.61004515850576	8.68778228382395	8.3560011837421	8.38785589440929	4.69244462713741	6.1788986279263	6.34103215911083	8.85582918870051	10.480884329264	8.9478088147606	7.47506601440201	9.71059296590285	3.00555857934086	6.78179498572417	6.92020020329428
"KLF11"	7.44736217187003	7.39994785780557	7.86923283965279	7.35882453114157	6.50439676392088	7.48344118921086	7.24019848204795	8.18643181071405	7.2976394266276	7.23864261049402	7.02397590723777	7.6082749106537	7.30223029734963	7.57668043333639	7.90588562213533	7.82752099225263	7.82871810196521	7.27546082706299	7.39289017019629	6.71723630896094	8.14894582840601	7.32839042882034	8.96873710502646	7.72142648684612	7.88889675026045	7.74963458657264	7.86353963907082	7.52564768132935	7.94538600128981	7.5656055034604	7.11684609621837	7.493589928944	7.14090521375303	6.80059296377469	7.16494386313935	7.46636452123927	7.30588378578151	6.87093963757611	7.05354471739579
"CAMKK2"	7.40220796153541	7.64375889667062	7.38818536782683	7.83155839428429	7.64472984211331	7.84542622985717	7.7894160856838	8.90943479987815	7.92650717058509	7.78210752129071	9.50128254354957	9.3270689152005	8.34779243916001	8.46553928776932	8.60742108355138	8.69518488550993	8.01305857006825	8.02857367247612	8.5469194048212	7.91155161938038	8.4031611753398	8.15179357774441	8.31842239299054	7.79601759168926	7.83240863752694	7.60774414633588	7.97822781494069	7.6565974454865	8.36009747105968	7.56942302063112	7.7400660804167	9.23492832381224	7.85843146015756	7.57220849195922	7.66229510068806	7.38118408494912	7.96576322623639	7.66662175576046	7.90733253722308
"TBC1D9"	9.08188667852694	10.1532309586732	9.9539914732562	9.76879523501042	9.62151522533605	9.90669522351934	9.0147469411872	11.3309639395902	9.52525628167848	9.88843849590762	8.65130817809773	9.14717243619225	9.86139090651581	9.85689135214091	11.2544315253212	11.1674162102562	10.1327971540201	9.96934226468858	10.5345361991818	9.63646667535008	9.92744901793932	8.9316316101904	10.2202998169097	9.9727268516596	10.2978402082311	10.6254645691771	10.621764479984	9.53081967738604	10.3261388422974	10.1653738887861	10.5944553763958	9.67943957045635	11.4312603468911	9.53551243427004	9.19682300398453	9.3806436272668	9.84682352381794	9.70170096208455	10.2376569775987
"LOC100286998"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC732229"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OXNAD1"	8.60894840975494	10.0107159780459	8.56551104593915	9.55283440951117	9.28762049111511	8.77937340714281	9.32219015454851	9.12772701341051	8.52220090722844	9.44387353801186	8.42559388810312	9.03440824636158	8.34437753329278	9.40042536791719	8.23798755248494	8.18439022333807	9.24361291536669	7.83331391824087	7.96857136437676	9.14322742843604	8.3094154530278	9.73097099706296	9.24982042069948	9.13849951999837	9.75639191411985	8.92454602247475	9.63018755313994	9.51812072907437	9.34034696999225	10.2166227129216	8.03995125974854	8.86215235303058	9.16333338369544	9.65224692809492	9.28629145515134	9.46804694667986	8.84966699341104	10.0506029903781	9.76164709403182
"ALDH1B1"	7.36823978900169	6.55980947428772	6.61482428895326	7.68100696782992	6.70864536070609	7.12881503526638	7.09547381433846	6.86546017995522	6.98795333564146	4.72539278076806	7.19743377647917	7.30681848880485	7.35053878679668	7.10297326455672	6.52728418163139	7.07457097340842	6.96784045060473	7.75783004794632	7.45786998047024	6.5379651638474	6.82708977337532	7.15260836098084	5.57601203648267	7.33448315781643	7.58634189012023	7.13317135621943	6.83714247342252	7.18768282357325	6.49099760230808	6.65092851144056	7.15211932120302	7.03015229677174	5.922625080194	6.91627252434229	6.65876468360517	7.31421701584568	6.33351338340742	7.6185330579731	5.49537544040142
"LOC643072"	5.34511278518344	6.99243332063247	4.86731245743881	6.14540095283923	5.47410516560217	4.67239319212865	4.56959914692503	5.91119961569839	6.15890226742234	6.37357439401343	6.81356628535225	6.30636187774603	6.6199913080818	6.63278399874002	7.01445801492743	6.86999066210092	4.67444435054862	3.37328115455487	7.28900608940612	6.00866575812305	6.48367024835993	6.93779857178073	7.72773404927183	6.79126572162699	6.27699929916139	5.66879084952021	7.2186941946131	6.19758598565166	6.4491419466889	5.98964589337155	6.47926943310282	5.4870718914371	6.19974196889149	6.07907573193351	6.47332361045242	5.09678242361136	5.54003037408977	6.61661800886732	6.09391995939498
"DPY19L1"	8.76880385830777	9.81845783575373	9.04165873442919	8.7687456938919	9.77996107583768	8.01849860056321	8.75858859771654	9.09838311451579	7.92288324752857	9.15986823804117	9.36507582017206	9.53171370989299	9.87111697654768	9.6200173485315	10.5949810004561	9.67127219045218	9.23107966863077	9.54196706365978	8.45229485638426	9.80296402547784	9.74305270816895	9.37666728005432	9.515645270967	9.53087034573862	8.97360856159448	8.54354897881222	8.72065785714324	8.91393556300426	8.72547259789962	8.17910727113751	9.28967391687743	9.34724298309114	7.88135693706713	8.06485253245929	8.96018462398775	8.33700779140049	8.78996611281893	8.15792355946212	8.38726903615084
"FXYD6"	8.02095878051846	8.92533059003474	8.68001392094307	8.63116755926446	7.89072619872059	8.40534042638882	7.763639100022	8.46746014409056	8.80605394196293	9.33958958854029	8.13101920468244	7.94794801630364	8.31372254829152	8.42534220637319	9.83357757276893	9.65055808241996	8.90723155983125	8.72857058118507	9.59399166778512	8.22882649379932	9.05893642844624	8.92625221080746	10.3886481857868	9.0439990714432	9.75515619311137	8.61339039116972	9.78285261638549	8.42941077626924	9.17910899734967	8.97984235917373	8.12673839071927	8.36873764683488	8.64254207151797	8.14196763264562	7.95248595797754	8.36704269624922	8.40352375322504	8.76912795527347	7.91586523020791
"LOC400831"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CCRN4L"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM49A"	11.5942626034494	9.26548549271434	7.74767273330784	10.7458486366119	7.55615520120641	9.82855632822335	8.54062961908732	8.27938645554885	9.76029067546585	9.73714023161733	11.3555998047214	9.7939104752323	9.75996169773018	11.2976063867919	11.9211779817779	10.061723395665	9.93129073630319	8.28327963710352	10.2174602597809	10.7752844001559	9.86428174307936	9.03915817111146	8.78913243571198	9.43298836062776	9.8873790277139	10.0233395407833	9.93549024314061	9.81595817984059	11.5736945335841	9.3953871559659	8.39571112321977	10.0509863640707	10.4239669816393	10.6290013610384	8.36292508153471	8.59023516275795	10.7324183734167	8.97436468626701	9.61076427847274
"SRXN1"	9.45217286619679	7.64996089849842	8.66704443826872	8.67395318153751	7.77300383041072	9.03671677634784	7.69943200907316	8.33512991483384	9.06775382285359	8.40018074302447	9.81841020050749	8.62396817459345	9.13792615520049	8.70602121234594	7.21750688695745	9.04499898728502	9.02927320770569	9.00945613826032	9.86311405392772	8.26501693661445	9.04811034343488	8.31045834240475	10.0278265156478	8.88869690673873	10.1673115819917	9.45620095833009	9.68801682764725	8.85788730685417	8.89480786588136	8.66766564117018	8.97907209861144	9.23538275946728	9.16903804881012	9.95428428102143	7.31206878206862	9.60177140483587	8.68908053204169	8.21419282171614	9.60841152404944
"RFX2"	6.72954372719682	6.44503844614073	5.98871651363968	7.63189564470645	5.58708576390669	6.38683984870922	5.64586856816656	3.67058147955231	6.87458577146466	6.81428259610733	7.30247381448886	6.82592009449559	5.80824089455741	4.92248349340893	6.32674952327883	6.79219853408074	6.09168972140363	6.33722924122635	6.61354321545778	6.40245093201609	7.09651282572272	6.64499423375234	8.64453790169809	5.94260155542713	7.23228050871645	6.66649830893781	6.15775007371023	6.30818928707283	5.80904775126105	5.96479630859614	3.86369153404682	6.52782477215597	7.16907922851247	6.61563213474317	7.21699638785923	5.77933567889394	7.75225080153159	6.64549346914524	6.49063278004503
"GAS2L3"	6.50923100391763	7.7272957701144	7.20930976558902	7.09668437534995	6.47781223533081	8.87838358870069	8.19742481531588	7.27209879112891	6.9055910316748	7.36701307062963	7.62937274730783	7.92558292738952	7.47981431033305	7.86831200211867	6.9777249602662	7.30567557026697	8.47259170682364	7.99263503340123	6.81548144477933	8.31129586193382	8.45163488330025	8.00414915514883	7.93857183814583	8.19330292922705	8.029101969156	8.19182817145683	8.34393495303369	7.3458942623399	7.83726571790881	8.26329109540637	7.60351824408595	8.60320808455686	9.09443689396303	7.64333267928781	7.52298790127138	7.74570124795433	8.19112472870461	7.61942474908314	8.48983268297696
"ZNF185"	10.101468582857	8.75251344047453	9.80722711342202	9.16973030818327	9.40283168284235	8.01121359419288	9.81944169560846	8.57397465184174	10.2609045169195	9.65892220533184	10.1512371500766	10.7976300636842	9.49383210550401	10.4990435248681	8.66187552654059	9.18839388202973	7.85211382023498	8.30799397985745	8.91879759276765	10.5160217128865	9.47118596007725	9.37479388266298	10.5417979939991	9.96843902372765	9.04430883600522	8.85607504913255	9.45315734915602	7.45600555370986	9.02462718666438	8.90824189847936	9.36395367799999	10.6087047047325	9.62282551867741	9.52959122556075	8.77571417853192	9.01242364779472	7.81314448890157	8.7632299709911	7.68103136526457
"SPATS1"	1.84235001783469	3.4802862362453	4.1269878652406	2.16981421904088	3.92254705887667	5.36319919572865	3.13316582183552	3.65057307501748	2.64648586621105	4.2575998473104	5.34459968733178	5.37979400992522	6.46578285074778	6.83009822166803	5.1385369846436	5.98140186161336	5.41060532665531	6.15959162624524	7.06677253017416	6.13866438213419	3.5128022447659	1.98978472575044	9.4258415323289	6.76420887983535	5.48805173267505	5.17873504211772	6.57164376985855	3.79959467627787	6.37982645339743	3.51147107173076	5.36077855522609	1.26331393367288	6.31280927149528	6.10139973644711	4.84093743680354	5.8909419373562	6.21172049268916	7.10605744180863	5.7230042390429
"METTL6"	5.68168139890833	6.5952225670088	4.86908598104989	6.06882562707466	6.38526714535912	4.99781750114923	6.54068557414447	5.21350735988851	6.32427678533447	5.76866051272219	6.22732652924934	5.43417646373941	5.97655984990085	5.21424823651487	5.23965892094028	5.84964955099862	5.65567526856853	6.16268276557209	6.51498185637552	6.0385301512047	5.91826921505559	6.51463921418095	8.25639374720144	6.27469717430681	5.41978880150932	5.88697138736933	5.31394119307819	5.23914564717838	5.5942894947229	5.99512569556225	6.44757239754079	6.18612693954568	5.96236530763049	6.18999004204026	6.28228229388503	5.57962621667388	5.95999693770323	6.33082491698033	6.27672994190146
"PDK3"	9.1939975954751	8.70722563075018	8.9535528155716	8.96536824061693	8.24775696105789	8.12937658603903	9.31538809176662	8.51670280061809	9.30886938620914	9.83462301106284	9.37148717898268	9.47577730924798	9.18166262708969	9.19510998705191	8.33539400642802	9.1265950064848	8.74740224657537	8.76725170094458	9.12131182162646	8.515776644578	9.29264816498033	8.41874849914129	9.21070481198309	8.82511673648445	8.68866605298964	9.00614217986156	9.14236260633614	8.52411423707501	8.86855381073325	8.74355414535431	8.06882338432211	9.77283335783902	8.70604938538648	8.40352162137921	8.55554307692823	8.37000091186022	8.80645072380348	8.8168089421017	8.92264924560984
"LOC100289240"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ETV5"	8.8316026045632	7.65250047128642	6.60879473116527	7.27994112910662	7.5725542922398	6.59521299247493	6.91316104436101	7.16017257641617	7.67466437364128	7.42400570178873	8.65270463822247	7.01970751393504	9.27731988983983	8.05107591662476	10.0897056035098	9.46971619986806	8.31201605728673	8.14400433773145	7.53648392655615	7.26331568117918	7.75749717228233	7.14406809702869	9.28464508617525	7.50310629768368	7.95199766129877	8.32005646703703	8.79344964307126	7.06564087036473	8.34836876233675	8.01035851546502	7.0475900051334	7.86621014920044	7.48715399268416	6.83959736680406	7.11781315878198	6.18112644294469	6.84858523378081	7.16469251141251	7.9200118686574
"VNN1"	9.20976413976703	8.29468255646913	9.70238348736585	9.46135601159152	8.20410626177308	8.13371298353051	5.85384415295805	8.06530683659634	10.3575018522855	8.29256142698121	7.42738444698754	9.87321218150853	9.89531816696073	9.79023698849842	8.89886112392903	11.1641872342128	8.66886448116441	10.4572843148129	11.8566910240321	8.75227017705327	8.6510481442495	9.2857961285777	8.83729815227785	10.930069489408	10.2900484086488	9.65594568265978	10.647818236884	6.6529550179512	9.23711815118664	9.65491900376743	9.64611788594832	9.50358576731144	9.99081981295554	10.1529615996565	8.31498438638418	10.4302524637909	7.05985236343255	9.1444569742814	7.23555980915648
"SRD5A1"	8.91979029916479	7.83142020572992	8.8860675615511	8.88375965359082	8.46011443548028	8.5308657073132	8.41502338152523	10.0859832825344	8.2720793103861	8.4543947064016	8.49242403106375	8.47489619803244	8.82627965820475	9.38837505909355	7.74863388934674	8.24477014551256	8.19725379604466	8.30996951849312	8.69050336485257	8.81425972076691	7.29808860822432	8.56515230320284	9.9884791227556	8.92005924316446	8.4926837509635	8.54535569154346	8.60980908633661	8.24771851592812	8.29472815507058	8.29310574527692	8.05581559816457	9.20193171996661	8.28912201385515	9.31489290875142	7.6346387264251	8.44334561299989	8.11537836069949	8.24428522846669	7.54756367888111
"B3GNT2"	11.2167324790882	9.5514370591546	9.96908227584513	10.8191949419737	8.96142223276479	9.59999396966846	8.98358184245815	9.80696574484949	10.8278090661834	10.0806009559438	9.60192261489508	11.271846401423	10.5278590418345	9.93924902474383	10.3044964657283	10.5869453174085	9.5490464458066	9.34728106706779	9.62797695205049	9.23813244006611	9.40822513997321	9.55977231106439	10.7689241274356	9.49257982938687	10.7484908969343	10.7212981890079	10.8313483018493	11.0723225588624	9.8762488985696	10.112103881308	9.62051348607857	10.4958285302953	9.85336843206994	9.75598811198433	8.82490471638293	9.62628425617117	9.90059757055553	10.1176712535346	10.2351737650708
"TPPP"	5.50877030392542	6.57982550601387	4.61813999767587	5.62418164460659	4.36634365091576	5.43067719151923	4.31299716877516	6.69141419923713	5.07403238709939	6.30319414701705	6.23936778613622	5.86662887940309	6.41125061498663	5.69192978061584	5.63543853560411	5.61528909602418	5.36170754541806	6.83364525294033	3.2534338081408	6.21986606587243	6.45415223120905	5.75952196895429	7.8553334207231	5.24402222763909	2.67293064405833	4.61845984854583	5.54297524149942	4.88926094505085	5.87213894134683	5.64436848460424	5.89477362274105	5.11377032634666	3.17585315215089	4.910371123405	5.96527125792625	4.39325400632118	5.06578012066231	4.84724835060357	5.41897416875205
"IL23R"	4.57178297260168	2.80566337344726	3.07985788233625	4.26134807855913	2.42921186047386	5.98471426151954	2.29081759123681	1.86914012766693	5.55400418059033	6.99096633131934	1.75137555552096	6.19413742381454	3.09356764779685	5.02250750532464	2.41606226049582	4.92240839999981	3.58398209992762	2.46018762052718	5.07079849440063	1.89157896885663	2.0833718858915	2.15792999303121	4.7067211497155	4.91025579994024	3.61785665650592	4.72113276117825	4.96196573030803	4.50935781483527	3.91042280419801	3.65351594263757	2.09112877084375	3.78424609364729	4.33772165428144	2.26050417422835	2.66605915291189	3.90797166895785	2.43830569974099	1.8190050103014	2.97563856668261
"TMEFF1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HDGFRP3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MOBP"	4.62226122739078	5.08640158211677	3.42237132239932	3.07181420807517	4.43173069265588	2.97961007061883	3.69962213281284	3.65382996741279	3.14529085695695	3.78064293285304	4.74491012482296	4.0519793078714	3.19629948360177	3.13549604657424	3.96574963910768	5.4283178412218	5.55860102866744	5.4517664617546	5.4524387755018	3.18649431611056	4.2882534252154	5.01972205732579	7.01377603929787	4.76903528709452	2.80627161526527	3.67507023716757	4.85978006889375	2.93411201944934	2.87050872348724	3.88111699979282	3.37000705621092	4.60962546884008	4.18308875453903	4.9731556745383	4.51952526565248	2.56418771050694	5.03227649961397	4.90477289560582	5.17567112922774
"CX3CL1"	7.37108329507382	8.4902698511247	7.17788637578442	6.68168683597429	6.84993648531218	7.10268185400782	6.91488532522175	7.76800674866254	6.65280697216697	7.49782006514721	8.78566529619809	7.08250956705078	8.11092004614176	7.37111483529952	6.5486389903982	8.61813158854082	7.31606369492705	6.54385407958585	6.09941354597684	7.59958510915185	8.60002642516999	7.29297372730856	8.58402704819697	6.62648894465845	7.66240613658456	7.77870206981052	7.48516440489327	8.27819837579013	6.43572382648755	8.50632746449613	8.01757245218154	7.16975393841644	7.66825247188613	7.0800876422139	7.74069011248161	6.90287474080141	7.99181896268266	7.08883039368236	7.67016138492894
"TM4SF19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DIRC3"	3.06250836653071	4.91756426758378	2.65418838146594	5.31371342975666	2.29118142173217	2.49943623681954	4.53038796089243	4.80978883179374	2.26460741161415	5.89775477268183	4.34289367984305	5.65956089494516	6.13168181025601	3.94212476670697	5.9704634559745	5.63480347686167	4.64661226636935	3.49488292145074	3.59891965117826	2.81752510330148	4.93491080280376	5.12263694376667	6.5468657980188	5.79020828823052	2.56299986387653	5.2020879899279	5.51809734731966	2.72149447466056	5.60542819927409	2.01060453632182	2.98150828939942	5.42240258728928	4.99934221706423	6.4766844295988	4.68069978642745	5.1870745416998	5.11104820492223	3.32247264758483	5.30008083921645
"LOC388813"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GTF2E2"	11.2782058429137	11.3007592068238	11.1299896694016	11.1707876513296	11.1433635042953	10.3593086606135	10.1447296812811	11.7177883461567	11.1674782088304	11.2312407710336	11.0696949905643	12.3418196716586	11.3445527906353	10.7447399752217	11.4237195878659	11.1436914776068	10.7313379013727	10.1672698773208	10.2972696010614	10.1581514746543	10.424400865442	10.7785320520875	9.78381842274181	10.1200329705109	11.090428766959	10.913409284025	10.7399221099039	10.848001640771	10.4588689184213	10.4267641863037	10.8112255455211	10.5900087102589	10.6983156494456	11.3346378179996	10.9104393729926	11.2850524122518	10.9260637816202	11.5411560001472	10.7872936651371
"RAB6B"	6.03436246550361	6.19282099749695	6.78644002346047	6.95663440376446	4.27279466223344	5.44569895075474	5.71129821929205	5.70888647993376	6.16619427426002	6.24521958988041	5.78612393445584	5.74443760164519	5.80086535946474	5.37431573912154	6.88884068930849	6.39082328747939	6.45337568040564	5.45378886524598	6.68236769407294	6.58785931006823	7.04255110690585	6.64926968279963	8.58278968568932	6.93818358932536	6.7725067025611	5.67943299502243	2.7573564153187	5.20579925679992	7.77260222841837	6.15243799595452	5.27476028120304	6.67713945439467	7.08282060803335	3.88607665433714	6.34329050561231	5.98525645351692	4.92888417193128	4.95556803581535	5.65671984264586
"TIMM17A"	10.3765299678827	9.40106320004002	10.2299226949178	10.0466578053258	10.8113748037295	11.1758379005128	10.2942781945833	10.7956243558125	10.169652687247	10.1428642599029	10.7669377062833	10.6334878919942	10.2978027781295	10.2791057975398	10.259293598122	10.5295815642599	10.3373126231335	10.5378618836036	10.4752889636388	10.7199479685918	9.99317269699142	9.96095610515565	9.1156989072318	10.8955753308331	9.93245584827244	10.3299648912834	9.82005546995055	10.4758124533948	10.20616169785	9.99963348045703	10.5861089912632	10.4676569597622	10.3919664920646	11.7020055597281	11.1398973956608	10.961959842494	10.5060767912099	10.6793474862923	10.1797172840212
"C3orf59"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RAB3GAP2"	11.6006361264698	10.6222729479024	10.0582254688876	10.2856916195044	10.8404485082177	11.1159797118827	10.7746717526345	10.0595547549967	12.5707112919813	10.5352095457724	12.5714844763963	12.0766333206699	11.2957610814909	11.7723623657086	9.78882051933392	9.88637589750238	10.8921008619233	10.3570196759319	11.9758129724658	12.4291881813447	10.6346079301567	10.464851242019	10.7042701031874	10.9474028190589	10.1015808838902	9.87736154944862	9.80779839025787	10.5928102549887	10.0845912792521	10.1904540400621	10.7281980593189	11.9885863017953	10.1307903411945	9.4954374868061	10.5666476810275	9.94033279134272	11.5787887678292	9.81056781459073	10.0341274574398
"MAGOH"	11.3375274583083	10.7312672771748	11.5605976997102	11.5460004334827	12.3418369200611	12.3783082026812	12.0209380551994	10.7784761462906	10.9162544759073	11.0823325567277	10.749272086428	11.2312939529867	11.8357916166004	10.6667252560274	11.297698978693	11.5019313513098	11.6918696979571	11.9906996428933	12.2732662651454	11.4103342814153	10.9077138592135	11.9391840492372	12.8253559086314	11.8866340084979	10.3761574746201	10.891942245893	10.4304713891318	10.9891773357012	10.6222655299599	11.5586466184191	11.8695386090439	11.5301121592408	11.575973788627	12.460223720022	12.0319728116543	12.2041781844767	11.5739288678506	12.0107166452783	11.41366292453
