"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B01_841924"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C05_830694"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C11_830764"	"MS2010072817"	"MS2010072827"	"MS2010072838"	"MS2010072913"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A11_841920"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A12_841926"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B08_841908"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C07_830734"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C08_830838"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C10_830840"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D08_830828"	"MS2010072004"	"MS2010072024"	"MS2010072038"	"MS2010072835"	"MS2010072837"	"MS2010072902"	"MS2010072930"	"MS2010072932"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B04_841918"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A01_830792"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A07_830800"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A11_830708"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B11_830836"	"MS2010072001"	"MS2010072023"	"MS2010072026"	"MS2010072034"	"MS2010072042"	"MS2010072821"	"MS2010072824"	"MS2010072828"	"MS2010072904"	"MS2010072921"
"ZKSCAN5"	8.09869614707561	7.67842199967906	7.95179115270478	8.07236131655527	7.87847962062084	7.71857749289417	7.83223852695531	7.7707898216888	7.93357739293531	8.10085187210158	7.9445449392687	7.69604441910873	7.93517904415236	8.01485310347148	7.84526395783317	7.79327867783006	7.97617203529156	7.72733120464459	7.9635952809961	8.25479988670923	7.97952637748611	7.71487596297435	8.27199407485135	8.05602103427032	7.68465029690797	8.07364572748278	7.7667234625198	8.21886410468513	7.86355056696277	8.03616387447944	7.42876134789272	7.76023740077964	7.86469334551059	7.41013591823415	7.84861852296058	7.55324219338523	8.02584710719965	7.48889228324959	8.1513507549624
"KIF13B"	7.58714814217807	7.73330291657563	8.29336353503082	7.8199927465113	8.8935073110853	7.5876591713664	7.62463944015116	8.82683378063058	6.83265878840231	7.68254980817805	7.6675522326151	6.70776202970111	7.11559205158061	7.61149566640291	8.90496969499199	7.48681110542653	7.97058973241695	6.85388457823469	8.06333486709697	7.08714878813502	6.92629683351139	7.64822977918134	7.67856420076448	7.16486409175685	8.07693796424619	8.42596359090182	8.65243985128469	8.1050304827714	8.371968413938	7.90391707881856	7.5433083939789	7.97266509421472	8.37781833272221	7.93028882884493	7.34962169817422	6.99960509062612	6.74990594116032	8.19650077958095	8.1328326287189
"SS18"	8.5511897080124	8.66604818527721	10.3087388676717	8.81580529256329	8.80947694902951	9.22840045093563	10.3592205353507	9.25596223101676	9.17992539609491	8.84204194272627	9.37182583501142	8.97017406406478	8.91169049381318	9.17448868990698	7.98589085926833	8.86618785152731	8.73806298804911	9.2674860434291	8.9979987309254	9.03839829745132	8.64672708881494	8.60599239245367	8.84978648008266	9.07585585542049	8.63599360507632	8.82401834737806	8.42260268286435	8.57626864107168	8.55259920989826	8.4611663540209	9.64893518845488	9.11291343815959	8.80386972106147	8.48822878474944	9.50836703690335	8.99875909050497	8.32612688501854	9.27795068594498	8.59006585247981
"FEM1B"	8.72328283286572	9.10335833110467	9.75892861111251	9.35412892225588	8.77005613430836	8.95190275004992	9.30043092043076	8.64758804360814	8.80188256604493	8.70262912166916	9.06109039568301	9.18861618886662	9.49175931598093	9.13903334436494	9.28756499220835	9.09706584258961	9.16334498866007	8.99293864592411	9.41726558189885	9.04156261069099	9.05740142741351	8.86316871706117	8.98611958070288	8.41480912062002	9.06303938092254	9.84523468915472	9.70477109893743	9.57636872989388	9.41297314362986	9.17072446675675	9.31778044301533	9.06460732547963	9.56186389274267	8.82049574860592	9.17973157068594	9.13827862452097	8.98060544958481	9.44587825641589	9.76441392542723
"VPS4B"	11.0902164262187	11.5423818658919	12.735485909355	11.4673877118459	11.1844105677874	11.1090298311356	12.3035808159904	10.6499393300834	11.6648547327713	10.9822083188685	11.6695352364306	11.0586698661128	11.1054947116663	10.7292406583183	11.0426085512214	11.1876814924784	10.9286609931282	11.0342171894425	10.1296640264484	11.3513722532514	10.7183030902207	10.4760161233437	10.0704536060421	10.5674095780685	11.2804763638976	11.2680912374098	11.3498211675163	11.4711670111059	11.645240509767	11.2931662109133	11.2941275602633	10.5406916826302	11.0088328562283	10.8181221807685	11.3253226532699	10.7150741364143	11.0187501166372	10.7027908350703	11.1245422888024
"USP40"	7.43073598591727	8.10545473461727	6.5474470953773	7.1885877319774	7.82047481449177	6.37119750747711	7.43726138938173	7.14462495857611	7.41033684114974	7.87402335299502	8.7297917946968	7.45224293033136	7.11842660206572	7.32262747922694	7.57277922966899	8.02838639040284	8.16196640281028	8.17997786507437	8.2864225714334	7.51853063740137	9.25941135231067	8.7052709455139	8.99544959513856	7.66487179482133	7.88653677853677	7.60451511884974	8.40895054355723	7.49062036587269	8.15720669076273	7.88310902547935	7.49745652389921	7.92418034919067	8.37207082904194	6.67635748752522	7.25156689737271	7.07502258415817	7.24200509268041	6.72407446579966	8.46890953472877
"GPX4"	11.7350593037145	11.8609165649017	11.7950057454324	12.7490835385838	12.3873677237064	12.5892712094281	11.8087319112595	12.9239306519348	11.91448020296	11.6624674723034	11.7842637931297	12.5604728208029	11.6179502745586	12.1075867010945	12.0296445322528	12.3696475602465	12.4758427281716	12.5345892171158	13.6294547294369	12.3759551463411	12.1287901851885	12.5086945984061	9.2950340914237	12.117038960617	12.3749856610778	12.3584345597968	12.0851315289999	11.8346201838306	11.602724546107	12.4929528026374	12.420521089964	12.3944325908735	12.4833507478187	13.2043750418268	12.1014962180568	12.6649924248794	12.2577010357957	12.3756018149054	12.3984614502482
"SIPA1L1"	7.60005335002267	8.20011542243303	7.27437906041926	8.42568907311826	8.56812643557762	7.16617650235118	7.25920957008468	8.18996920756722	7.87554601359993	7.94875344279377	8.36471203708751	7.21878845174803	7.37598277712412	7.08591642832975	7.58192424574698	6.94211321847613	7.70271342804796	6.90713709427214	7.90279353080746	7.95181942131035	8.07805624025741	8.40619343499208	8.71539378365189	7.46832724660771	8.04096611049652	7.90107582056101	7.97381805470066	7.66214708548626	8.84495441726323	8.14552435699615	7.88939153725822	8.16642086994652	8.26363883918927	6.73651498054769	6.89957191324704	6.49506128667204	7.6058672841914	7.41885888000633	7.27050928841894
"FAM133B"	5.74415069445988	8.39624348262624	6.17614554611736	6.61776161445968	8.14898316523703	8.37418896494171	9.29795183612124	6.19050346723051	6.44386638714279	7.93419919044023	6.34149072174942	7.41568583779153	7.44674041202691	6.32602136629941	7.34939310244028	6.15234412210273	7.98548450935709	7.65238008474025	8.0674896809784	9.34838641142934	8.57262876443031	8.57027085064888	9.26743333943081	8.11129196311789	5.91919208078651	6.13763185344211	7.5283415068961	5.82015465840308	6.91583134929134	8.10277196492497	7.61557719682543	7.66873006438502	7.56041363108319	5.6908614507781	8.85989173632926	7.51036673865086	8.72027833425862	6.97034248742949	7.59719865138533
"MDM1"	8.69654233699456	8.95557140107048	9.35642843923902	9.11461774287054	9.59229915723554	8.87195346471009	9.52512838749048	8.91353295722464	8.72248192612504	8.71483929808508	8.46443827058959	8.85449745107511	9.13067121165335	8.88584668717411	8.67979243497169	9.34192616860484	8.88300226254297	9.02440489554116	8.82940363357891	9.32177078117754	8.97509568933964	9.09351389065167	8.97309916755709	9.11954243629689	8.62508163343058	8.92373939111283	8.65874827066426	8.99181660748813	8.62298632175396	8.55371216173775	8.71838220290862	8.40657667259728	8.75319603289504	8.42414781279024	8.98930574654711	8.7464999315859	9.05748146363041	8.94107655025998	9.05292525686714
"USP31"	7.72813384172928	8.9294955050845	8.17704466178868	7.91900371667168	7.97816865505285	7.82795714872154	8.05312957459996	8.11585052428685	7.31275148474654	7.97763439089987	7.99387329029142	7.87195820961567	8.92354803880106	7.69377148930305	7.73677397489205	7.86021119376922	7.68353913813773	7.73152393271887	7.57961936080411	8.48074560374148	8.80231049082193	8.28913291614424	8.55194860662796	8.34496667993626	7.4321597356557	7.8533440214036	7.43273063842967	7.73751038358641	7.64781566409223	7.60322491378969	7.94276782634926	8.25580673673591	8.13403613809718	6.90558164193432	8.116253454126	7.13034299820097	7.80018493973833	7.43548702914499	8.42785802580848
"POFUT1"	6.13840779189731	6.12330268572952	5.68968649122247	5.62277020360771	6.54990834209074	6.12625645944698	6.68485250865224	6.47546907635003	5.72706864748458	6.00927192211494	7.32741589944969	5.05738160059926	5.41373096108211	6.02574083391975	6.34263680976849	6.13215502381543	6.23912288265732	5.58609556794033	5.55591523424616	6.2544115316813	6.65704638649465	6.18756927488298	8.3480442464291	6.18814989644254	4.91126355680473	5.92921431457835	6.48353446290261	5.76074608443967	6.26520721815844	6.92675966324321	6.09193664762054	6.1963219928607	6.54701121462908	5.51063350733089	6.44166320154862	6.05959137072051	6.02819720180807	6.37476545790763	5.76706779454341
"ZBTB34"	9.38330354831535	9.61292918169591	9.74617947774526	9.21538876312472	9.61195565895945	8.60781090997141	9.53604338608738	9.76088657175375	8.15735661715156	9.75678058247823	10.6016970150082	9.34456370722733	9.18432448415797	9.60863668463527	9.88301567245922	9.27523003456347	9.1083507236902	9.08645933440923	9.11251541370751	9.93955787944796	9.63976613834737	9.40063775411793	9.21251290353043	9.21018274774905	9.14031525824177	9.56791433934256	9.84417309743445	9.67124696090001	9.22358178928779	9.47825480243647	9.8090495922637	9.54879016970552	9.71799112229237	9.35108824415308	9.33986062105017	8.66655848717561	9.11022096840255	9.07846629125659	9.80786897705457
"ZFP106"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RABGEF1"	9.90407643102379	9.70695048258685	9.16945154731427	9.09937918082462	8.82730483975907	9.05694719113901	9.20288827638495	9.40547074449714	9.56327346198153	9.64805701552292	8.77475047816345	10.048991563177	9.31358674689912	9.97432403536144	9.98675411196255	9.65592662669916	9.07475345839076	9.67663383269189	10.2553359756118	10.0361590734559	10.0862991245309	9.6641857107498	10.6671941384183	9.90403150498594	9.25360438761844	9.13095166391655	9.26595243793376	9.34900630724162	9.57863446498834	9.01906032909077	9.12894566557385	9.4266057468355	9.11779319310146	8.77593389310365	8.88299599456311	9.2790873572203	9.78826826988997	9.08965122490941	9.38383426861708
"SSRP1"	11.1748764228817	10.207872075534	11.423181337092	10.6016379429801	11.7761555897813	11.0049887174012	11.2511937919186	11.6416077609531	10.8028619849213	10.460007110666	11.6279558109895	10.9895414883988	11.1124150405353	10.1375585887822	10.8492253697635	11.1400042591776	10.6497705314187	11.0430692523858	10.4488244185754	10.3399434648838	10.4519838732185	10.9209950901363	10.3914416370097	10.7773058779256	11.0473550295265	10.2737780577583	9.83318626076052	10.1708079410448	10.1541990150482	10.4698771395898	11.3400505859984	10.474490001541	10.3005302350343	10.6454206764536	10.5738564271723	11.2861969994658	10.3010918759441	10.29286963733	10.085228812742
"SKP2"	8.10289380158924	6.69804374214498	7.75298367255379	7.34938044919184	7.61390530766356	7.66707757150477	8.29439838644883	7.5936637551033	6.58618554098681	7.43477878822676	6.97526685601755	7.43895502907532	7.24167970895688	7.56587165826195	7.52348015293592	7.337007331972	7.15966762817227	7.99736428907895	7.18365027348476	7.32439462618608	7.27866165765081	7.60911136011323	8.02595067712934	7.26126448500575	6.76387749128466	7.51585481120301	7.13625854605961	7.25264128150036	6.89031231026633	7.24942167034067	7.63686114119608	8.01023502511271	7.66296247032014	8.41572672323173	7.50393082446547	7.81124705930611	7.30338941756119	7.70809129704093	6.9281090784228
"SAMD9"	9.76005602355718	10.1982460103691	9.64678480832659	10.5662656897816	9.33236542168927	9.58830222058336	9.61238943102564	9.22614671520574	9.36491722053515	9.60999056543238	9.42978497763518	9.56307387183707	9.56713020347863	10.2500807933162	8.88742947335314	8.48514564597291	10.6223299411173	8.44980042442279	9.7412693103783	11.041884158682	8.98390754343105	10.337244757889	9.83251083806672	9.81418416414985	9.74236578455628	9.82202013733842	10.1046568251484	9.98213027781342	10.194265741299	10.3962338313627	10.3044833938049	9.92986886767567	9.83595455553503	10.3119384817227	9.75201635326566	9.68965355472368	9.86904063640265	10.8677848142526	10.7795128818101
