"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B05_841916"	"MS2010072023"	"MS2010072042"	"MS2010072835"	"MS2010072930"	"MS2010072932"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A12_841926"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B04_841918"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B08_841908"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A01_830792"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A07_830800"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A11_830708"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B11_830836"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C08_830838"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C10_830840"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D08_830828"	"MS2010072001"	"MS2010072004"	"MS2010072026"	"MS2010072034"	"MS2010072038"	"MS2010072821"	"MS2010072828"	"MS2010072837"	"MS2010072904"	"MS2010072921"
"RASGEF1A"	7.04079982094143	7.18827332203033	7.36091401467306	8.42173570106904	9.48307788055683	6.97949139804013	8.18657908948936	7.36242657897668	6.90432204695488	7.42798458205553	8.33906624648614	8.73650611172135	8.48524481889171	7.86581931439744	6.64219863302969	7.58644164946683	7.72756172731793	6.39246644699536	8.65792786855147	7.47333373008738	7.68708149864151	7.43314957637412	7.07470419998478	7.34749866705959	6.95628802695956	6.57111771273492	8.64443153085946	8.70700319598526
"ALDH1L2"	4.9748851835166	4.0377746653488	5.74226813343768	5.79963777055062	6.11357935054426	6.3710734378542	6.49537004869222	6.46458702383359	6.19076344865417	3.17041788893349	4.73754983662257	5.30038774267241	5.25831138408484	3.50954184066421	6.60853692877037	6.19602359700785	5.49129923427685	6.7392593917939	4.52734327564864	6.43743151591195	6.42707944628682	5.81842116736024	5.93248961357911	5.57338205257179	5.36769059269179	7.43864322551739	3.00050063436711	3.43832128570607
"HAPLN3"	7.62467493657679	9.03958978833568	8.1672272821035	8.44218581181249	8.23555531281026	8.80078771262035	9.48980524630717	9.68722712565093	8.92823481363924	10.2026441864098	9.7676152610874	9.71082253950787	8.69456374921468	7.89995949845712	9.18961606324962	8.8964969064955	7.40693594402424	9.02793646326701	9.76154846888103	9.26425951362801	9.50710492341012	9.51389141948734	8.7133607956898	9.12473896296529	9.03241340614849	9.21780220913984	9.59234770103353	10.8360751141227
"TDRD9"	5.46532930874432	5.78889806812119	7.16887548162397	5.67282059589844	7.05389349559157	6.28742053553414	5.98464357186971	7.06449607123724	5.51670219779862	6.93952536208015	7.23310214236179	5.33060177525009	6.07432085565279	6.12837997713652	7.12074029001861	5.27567428958805	5.33595394728743	6.49658303805447	5.98671931681395	5.13797172381572	6.46220909107024	6.04696767492155	5.87659458098889	7.62188091816173	6.17765960892022	6.6512299814017	7.13415253815978	6.85977002341729
"CBS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NFIL3"	10.7413067127885	10.2457506672168	9.55802998617831	9.21408929940398	8.08207962616314	9.22161457249317	9.95722199611732	11.5652491715971	11.1431984168085	10.997896165017	11.4194140001237	11.789264555284	9.99231832895701	10.8449111670506	9.67568680541969	11.2562315084577	12.2734138154449	11.7061115306235	9.81308161878045	9.91997218741371	10.4093492134481	10.2281136151891	11.2366261069387	10.5901102369575	9.75258540250267	10.810775892807	10.779031801629	11.4022177477256
"NBEAL1"	6.94483229149497	8.14645826860243	7.71579853654953	8.98528564771081	10.4008364948841	8.22756622677816	7.01609556582879	7.07377588926777	7.48362859762149	7.53335468558536	8.17348640319647	7.61864110692195	8.61575853798464	8.19418097958908	7.82680700369469	7.51435480087412	8.05222458103849	8.09495888717993	8.0121871799642	8.81615072709979	8.43398935357921	8.21486513616962	9.03504707769955	8.41283991714705	8.34907680468766	9.33184456998284	7.48909237278512	8.67106537055915
"ANKRD9"	7.30371108945642	7.14279763256543	7.56341014772525	7.02474953767649	8.17361757904291	6.83735135511191	7.69371554924883	7.26738984367564	7.33840191157054	7.44441724929996	7.47681496043775	7.03391734960611	7.11385394847035	7.53884227251532	7.6995405136154	5.96393051372584	7.03745313114564	7.21332845563685	7.15183566664841	6.52490138790561	7.41072720322127	7.45561818431062	6.63500238438252	6.88203811255636	7.49866152323216	7.76401088577068	7.12338465983175	7.11617861407233
"GPR31"	5.55024786902732	1.91723559823986	1.90322503265138	3.5894727849613	8.14497726115339	3.39495214678196	5.8955614356968	1.78845757782601	4.00524154540719	3.35531605880242	5.08796472656781	1.71577681872301	4.87960678490084	1.62476256007315	2.3786784014955	3.36067868462431	2.33026609058164	3.00014651249671	2.90710827020032	4.98111243061088	2.04662982946536	2.77017777193443	3.40950642256639	2.62728874160787	3.87217275783623	5.68443324631748	5.85096861116744	2.77887053495002
"TRIM6"	5.20765189269131	8.14484418648868	5.74293005336846	6.92945948752256	7.88436738121263	7.51921818070942	7.13734894048718	8.15794733530216	8.00126977643009	6.90150345487683	7.18325968007766	8.5396627112669	7.68646768912292	7.58859009734256	7.2252148543589	6.9583779016478	7.95988123135215	8.30113008003144	5.37675822417446	6.75525109234973	6.80027584979793	7.28095982150808	7.00412398693789	6.38921416634142	7.24054107241259	7.86163585850366	7.76826582228302	6.44209713052137
"IQGAP2"	10.9080884696555	11.6795125557849	11.227317714354	10.366883618422	10.117395169145	10.3487670754266	10.3830245457697	11.2533443420058	10.5876894640601	12.1138934731286	12.7645056365637	11.8551060177206	11.7698849288184	11.9574445822082	10.2724879853664	11.2010558471102	12.2237772841049	10.3651605944995	11.8004847420796	10.6256097539204	11.2844653756785	12.0897775359387	10.1339928029386	11.5647108088786	11.3131473702671	10.354809966108	11.9159400482805	12.0972861375115
"FADS2"	8.75336715624169	7.47560806826871	5.2123868408112	6.65422200500883	7.25305736967663	6.66587942775023	7.52153168603842	7.68489196304932	7.96294773646186	7.03199685448907	7.82730496142234	6.43679535070083	7.3524809929283	6.92680729357565	8.52963328150889	6.83762793147177	6.46363142165499	7.32014968347918	6.2555752973812	7.0050202827008	7.07421388139366	7.75493047549764	7.55152117234875	5.41267275969242	6.00390267194972	7.33590417016705	8.07481308700379	6.83049672120746
"MAP3K5"	10.383619520504	11.1242110493937	10.6764544394427	10.8734928959848	8.35421503775517	11.6418589681841	10.5732936260314	11.967936402889	9.88529478289022	11.6567411311128	12.09855329503	11.5093936297886	12.7847124781824	12.274086816353	11.2306389869827	11.0078012766265	11.1731322136663	11.6057683669422	12.5776712119437	11.4753502251748	11.411279616611	12.2331379534928	11.3796803048321	11.3236873075839	10.4933025874911	11.1475766478208	11.2184471678495	11.9204849769754
"HSPA12B"	7.1057797075561	5.91022956287006	5.5534610675156	3.57141925276203	8.11249578692279	5.28915622439097	7.14036168213665	5.96560279248115	6.04287550641942	6.01054700202634	5.4000662854347	4.53180265067857	5.8126031124594	6.61718011609754	6.67492740437465	5.05516103320209	6.2899745400151	6.17964267084609	6.32751945294122	4.44951234526991	6.06992936866803	6.2528685848645	6.38306698718662	6.06689323624428	6.42972354574712	7.76728760808469	6.02637613232715	5.57329224905305
"FUT7"	6.79512166764636	6.91362666476461	8.71633607609691	7.4115838140506	9.17840145604273	6.88672012480212	6.61081430901446	7.44621833055896	3.4852521029602	7.14900683336505	5.59601833150419	5.4987201474564	5.96793101324939	5.80742234744744	4.95271285769749	5.95553814936213	7.63297789249747	5.79239600179946	6.42719909928743	7.36947501577886	6.51248579595966	7.7133918198555	6.76654887805562	8.09159603564111	5.85758667034336	6.57372172307372	5.62167116959887	6.53209349821853
"LOC729189"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SNORA26"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PACSIN2"	9.85605194918586	9.16660808598097	9.03779419175542	8.81793391436872	9.98437036142975	8.84151191145661	9.16775983799849	9.96969048006553	8.90505576420543	9.55306455935515	10.0869295178031	9.34135554654208	8.55125233497126	10.3445734118751	9.12810903059873	9.07577600613798	9.7072977431664	9.48960702445485	9.46223292937762	9.10067021450248	8.8728276082594	9.99420829452079	9.38940174209156	9.03274336807157	8.61514136213191	8.96848282028935	8.87367245616835	9.35424830640893
"LOC100129932"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100289046"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MLLT6"	8.59856327260924	8.3757789072651	8.15230579489975	8.84218616534819	9.12555778144057	8.68119551226616	9.1942332088042	9.13834631196472	9.62894323666483	7.95011626384376	8.88467620357865	8.66747669731646	9.65876008915011	8.57489108223661	8.29917217678058	8.06977642248546	8.41721328815224	8.41024012391416	10.2023370103988	8.60959716207905	8.13094131328026	9.00860061295215	8.24157432758582	8.0896825927368	8.29574811361062	9.07788480526596	8.34480724748876	9.2607474239503
"IGF2BP2"	5.82432252956118	5.62369526651831	5.56295488875794	6.06228568299584	10.7172745705814	5.86858736302647	2.3201159034545	0.964417028601599	5.39693292452011	6.15377299838732	6.46150946218731	5.00212409235881	6.61427065798404	3.89659815741188	1.69102254029979	3.99579970820691	6.20552958493958	5.44351114169867	6.26977246862609	5.22013413211978	5.08889878829254	5.56255065489662	6.71329546143915	2.13464299824255	6.53895617592164	5.19077567532966	5.66422559444088	5.30990553108886
"KIR3DL2"	3.58729386919158	1.92868152605685	4.05950567560034	3.74907594056184	7.67765443710257	3.13676433465617	2.0359563717159	4.23443216479007	1.59350842711432	1.95972372537747	4.261086289395	4.89411064081072	3.0066084315255	2.37034032167181	2.02319654170482	5.28025702161525	2.54287033506089	2.10119274120552	3.25346891121124	2.48843959838085	2.55138442340462	2.36193900143068	2.20280021152691	2.26359204059513	4.25437094974797	2.78420289854192	4.48473574635463	5.86457855557706
"NLRP6"	6.46817830855723	3.1033748765776	1.47603218659637	2.41633662323882	6.93336915993368	5.1865068603655	3.68267763834438	5.70689227887486	0.897156172691668	1.71556816126112	2.49301820101636	4.67936322369686	5.45290220934629	4.5756863366188	5.68741227889965	2.43005225009251	2.73402569159648	2.57055652619451	4.93495777558941	4.46794829916046	1.53530884821533	2.81429434104546	3.68691214754275	2.42434273345802	4.86234850908204	2.10745005119984	4.83957076158454	2.59965276221562
"HELB"	6.97281473077157	7.6259959741968	7.99043742265263	7.34786190089786	9.71802249888038	6.28462794763672	6.73249575069718	7.05632728941535	5.79066887206126	7.32341621977177	7.61636383815546	7.66241120999797	7.06206805829643	6.66934905677004	7.12459483122446	5.9094988904615	7.25263300472331	7.05186131216236	8.40402823423293	7.03430339125877	7.47576120058792	7.77487881089986	7.21639383361408	7.76433413657121	6.94146946913516	7.98859405321173	7.13798849852186	7.61631150833477
"F5"	8.72480439924622	8.2112197271142	4.9714901440976	7.5422862377556	9.47193939130611	7.22524351722436	7.18003558850478	8.66369693718329	6.67142113031043	6.88485486292347	7.69078137876828	8.09138770199814	8.56967146838471	7.49386732317602	7.66281266559383	6.63263973077683	6.19753601655443	8.35346581843879	7.05507710328515	7.58764043069888	7.96611494960295	6.60578344836914	6.68981723561601	9.64455111268705	6.68992424774704	6.19133975517762	6.53578557267804	7.81948008083811
"SNRPA1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LRRC33"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NOS3"	2.56748715088415	3.85200737430843	3.86734854625947	2.86534119071655	8.24832192650582	3.15237412416152	6.68595995678537	5.0139865500798	5.40638921914296	3.91830111784924	3.22670142904521	3.03192791114161	4.61304986830606	6.89769556583143	2.16599923557777	6.12612334200623	7.2075235403747	4.5908811223699	6.01230370884072	3.6552047225039	2.26613564786982	5.58974651635739	2.54778695861793	5.86060749709784	3.21556430573421	6.46604168248413	2.84213990155473	4.61977470243318
"HIVEP2"	9.2533083673643	8.60609442480016	7.99476711947924	9.27215116500276	8.24813356659492	8.27747013139681	8.64666209830143	9.50953487394277	8.58104271994887	8.91935407131474	9.28634643069992	9.20643627996207	10.1682510730501	8.88183782237459	9.36621831843205	8.21240875973341	8.08654998268801	8.5265784908341	10.1088544118381	8.94217413310846	9.24545792484571	8.57175792822825	7.80374734934765	9.02834651467976	8.23361268835445	9.09879041481449	9.021553894105	9.06017717152232
"KIR3DX1"	6.85553075475432	2.4272441799312	2.9046296349194	6.0440162757527	2.17035131417913	2.16720871983087	3.88355954900553	5.6968148423121	5.00858263700038	5.06683969652252	1.7032432068106	5.65540004842658	4.77055160099023	3.0549781960324	1.79264097105993	6.26342079101362	4.50361465522494	5.13184419504694	4.72531890891428	3.59274467840858	5.25036584444975	4.12236462394452	6.27812616799933	3.77845011296294	5.95383553057293	4.70494477235507	1.79294043646413	2.35105375410322
"KIF13B"	8.66198114126346	7.5433083939789	7.93028882884493	7.08714878813502	7.67856420076448	7.16486409175685	7.68254980817805	8.07693796424619	7.6675522326151	8.42596359090182	8.65243985128469	8.1050304827714	7.73330291657563	8.371968413938	7.11559205158061	7.61149566640291	8.90496969499199	7.48681110542653	7.90391707881856	7.97058973241695	7.97266509421472	8.37781833272221	8.06333486709697	7.34962169817422	6.74990594116032	6.92629683351139	8.19650077958095	8.1328326287189
"LOC642131"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100289461"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SLA2"	8.02176387146752	6.79349678576115	7.27977117731984	6.2414536874863	9.49299973948029	7.12409973892003	7.29228746584984	7.69730221686311	6.64860666086198	6.38180325690204	7.73341827188644	7.15765411983731	7.27441608047208	6.52097458062377	6.16826075762572	7.10034333466485	4.10447805595641	5.86244371448613	8.32064720670082	6.35456829560733	7.07980685743051	6.68851907573572	4.12352412415063	6.32499236192293	7.16378192664115	7.08189078750123	7.67639279250038	7.69633169303193
"LILRB1"	9.44182494532217	10.6200962361626	10.8837353579193	9.77928644572441	11.4378862671359	9.80348049749328	10.0676979749463	10.7407457103323	9.7411587949685	11.7796313874996	12.1192199875427	11.6832808161708	9.89166440563189	11.8364943340294	10.134287158362	10.2296147443992	11.1281433577723	10.7940818302407	10.9745650074508	10.0862692414276	10.5598624900683	12.3256409125213	10.7478660015022	10.4424114193026	10.813368888227	9.80768129727709	11.0572948337861	12.2840738114813
"PRDM1"	9.398508013887	10.0807010925599	8.311144114401	9.37878425587453	8.76441286663472	8.06857347205638	8.63315254673231	9.59545012083451	10.3400405342288	9.68583608467606	10.1909226161872	10.1296089302884	9.95729982383624	9.82235182664865	10.2470073165662	10.2875024092407	9.63154776732734	9.79923592951582	10.6980090877193	9.41531789764817	9.35864532363009	9.73026011769	9.6825095120292	9.08976487187622	9.7376147742127	9.15378121258404	8.99020773026196	10.4746226649571
"CREB5"	7.06654875880411	5.75255292853179	7.30073711177883	6.78393517202659	8.8603050792467	6.0959687891909	6.48233568644157	5.42790892792	6.95703696045119	7.28511892118383	6.33285880022832	5.48434237461042	4.08657349673591	8.80708513170749	6.71682073707025	7.15859106275429	7.76673329337508	6.94333156423939	5.85822144059159	6.60679428723418	6.73616073198923	5.65755716360668	7.35825025911677	5.51734884510042	6.05469193185405	7.72037147131251	5.90860513052215	6.68594831117825
"FGFBP2"	6.40916549414419	7.69656349555206	8.67986198528821	7.01884520251204	9.5579710576859	7.03800891142221	6.23409600658837	7.65213064507732	6.47342911340668	7.32315066234893	8.00187914036091	7.24850196503575	6.13697900974623	7.95665317336274	4.61430701455912	6.59375370045169	6.47625966865547	5.8576406943525	7.58999813212956	5.63040023345181	5.30753259896259	6.299353380991	5.99376493883661	7.61630518338882	7.95702987714983	6.46147017197717	6.71726275776401	7.24921734088627
"ERN1"	7.86146099214557	7.22607831711604	6.66555844881498	8.04029368081492	9.57113507094832	7.06352362278506	7.56514644900402	7.95790630293874	7.42877538614647	7.95257028854613	8.52723178428415	8.35580529427514	8.43301673606424	7.99094823941428	7.22911043016939	7.63462605612928	8.23445311354764	8.35962082073848	9.09844383416498	8.00441407709143	7.68386334751101	8.18868513034658	7.86923225973627	7.25679566580678	7.89397829145063	7.58947463947381	7.85890838828241	8.37859341028235
"ATP2B4"	8.38388838494891	7.96685805334289	7.59262549565576	8.76702759913334	9.31520254324742	8.31291271496745	9.14984322017313	9.38702295248937	8.31372025652858	8.52802135554311	8.92120664992592	8.79107295200726	9.58789138558927	8.24075577188094	8.7829922337573	8.18067509779561	8.04200401707161	7.87785921820571	9.72230053208881	8.43227843954104	8.64066609230244	8.87035191855626	7.87028407146279	8.1564485735066	8.19142299749446	9.94296767701548	8.16701470871806	9.16340445073893
"CD226"	5.96498515090945	8.51006580861381	7.67746335065362	7.14884335656748	6.87054690303861	5.49213015733982	6.47926425046164	8.46792004470584	5.84157022547909	6.93998445192822	6.26916718434425	7.55552864432715	8.20960490122404	7.87697490748225	5.08056997715223	6.51682968863685	6.22488898056701	7.10226641078746	6.33115282970945	7.63418466267228	6.60791550065924	8.32759529421538	7.76308575780315	8.56517007993218	8.10943361562821	5.10788943116111	7.68016712282728	6.7209326017419
"OAS2"	8.43822976275275	8.83207060990084	7.14846764248209	8.5723119573161	9.55756507579047	8.29785000090334	9.51973087420113	9.53564632570179	9.07022189700191	9.51710622288448	9.77861401895147	8.98294956216797	9.15902275363534	9.57409768096159	8.25456360570275	9.08657478856262	9.04291056859828	7.89799276321378	9.34688799374649	9.22212575080414	9.36925786432444	9.19085403246639	7.45503185417693	9.03518421309725	8.51517309558788	8.48079442446596	9.22843274460462	9.47844580856778
"HOXB4"	7.1485187437841	6.69521887510375	7.47585419440868	7.56033538237274	9.04420510762363	7.94582372515309	7.53315918289942	7.72340327274038	7.21488572273512	7.71750710012158	7.5429164414916	7.2069047988385	6.22975747877904	5.45841353427427	6.95972507586991	6.43188467150985	7.8640799284968	7.65643552552391	7.80727232895034	7.13642039263254	7.49132312464011	6.57748601407013	6.62611266792484	7.53848643579475	7.94618404621848	7.73963229220672	7.14295959600305	8.58092761853113
"IFITM2"	10.3076245865559	12.3117303405547	10.1653046420882	11.2190271051084	10.9156166200215	12.525137792083	12.7916793825799	12.1126980886084	10.495540536805	11.9718689479661	12.1185088757918	11.8916107800086	11.9591179235419	12.2474528730542	10.6440519052389	10.3344695904019	13.6635360656535	11.8848573468487	12.9105661751376	11.5711761136597	11.9000456564238	11.7961106338387	11.9527312973105	12.4407228942532	12.5633319788078	13.1044961510817	12.6234345948757	13.0251952710891
"NCR1"	5.28845430495378	2.94877388349855	2.98123387642873	2.88037024597901	7.80291710967629	3.69973432033905	2.40588467416563	2.97860314501405	5.08792432890269	3.12234581718835	3.33591763680347	5.23520729610423	4.16267901965578	2.34907794152167	4.28953412196245	5.69884800628515	5.23384290311141	5.73616935877561	2.85953752187406	3.28308367886146	3.00622629728109	3.54172936011477	4.73814478016944	2.52882062207034	4.04686052901037	4.27394823299209	3.67151281261321	4.21896665188878
"FLJ20674"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC400696"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LONRF3"	6.70682528803957	7.64539832079953	6.32226401615946	7.00514190194253	8.59722480307253	7.06556962817021	6.50257733648673	7.17549006711112	6.55989045057332	7.29950054649	7.90271486323852	8.28555757929207	7.06318778452711	7.44089698493646	6.56075934807906	6.94603037407177	7.59217515807786	7.0733532095897	6.45040279011998	6.63265252876228	6.89393141809039	7.49059138566915	7.40942934717876	7.94121671196451	6.38757677222505	7.32171613970183	6.93848856854074	7.27935894913063
"CD247"	8.79166252278628	9.42456614944268	11.448962844939	10.9198197936581	9.50133759841266	9.9399023351774	11.2201007779008	12.2152951746342	9.21591456862276	10.6854294976537	12.2098107814732	11.8485704438308	11.3369388331549	11.1305757679945	8.86384488049586	9.77473848739166	9.20158254424688	9.02587754132004	12.4339696723422	10.2852983583807	10.8514924265851	10.9967406518886	9.26455662098495	10.2533740800555	11.3670484633282	9.04855256486334	12.1491802577668	12.3209616274419
"AFF1"	4.87163196797044	6.24784965412714	5.61218130073	6.61427452499289	6.98737621444834	6.74882370248429	4.29390628851041	5.5323142006523	6.12591432701673	5.08906406025883	5.13457274747811	5.63777723696015	5.3849101515447	5.09758368699304	6.09967240723169	5.27583434308872	5.73184791111015	5.7310104934802	6.59751412764282	6.32569845818656	5.31365921070226	6.30105762096235	6.20387083502188	5.91386439881591	5.18802442341869	7.02225424048902	6.54916755327435	6.9494547635282
"ZC3HC1"	9.23352922971173	9.28117623815677	9.46661787550286	9.81248622188693	8.3940237017029	9.96399488365946	9.24586108423206	9.16358171780564	9.50161207510994	9.05603059244379	8.86626710674089	8.88350557963592	9.13166180533763	9.09231948283151	9.54316942930092	8.99929412154959	8.7387727874619	9.36233009099914	9.61150162842585	9.13551666090119	9.29016762535034	9.17720624592599	10.0062766849495	9.48446913337718	9.11016598188126	9.64978249284282	8.744221667279	9.53347746495438
"KIAA0649"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LINGO2"	5.86071164609721	4.11850959118586	5.31310255382298	4.85647012343586	7.96268319981558	3.58121997448371	2.08687512716948	4.94530036327343	4.39662759620071	5.51732412500099	5.80381963010996	7.39752074775635	5.45858942614171	5.33594829649593	4.41174592508147	5.37326523865375	3.72045888704816	5.32753150680884	6.06908322795439	5.03369163790202	5.10699916155055	4.03221224050671	5.63288728349938	4.8235706947844	5.83403535670912	5.84164385261971	5.99892836737423	5.40979789266135
"TP53I11"	7.33827748565818	6.38428703219206	3.67977230411514	5.67471259870971	7.41868086063564	6.76858404958876	5.49770922481208	6.50772403806416	4.11004591358081	4.69612739207558	3.18078514199828	5.65063408774321	5.87856885271295	5.93552955349822	5.48150339952855	5.17752024590691	5.84212211368963	4.72729918443417	6.70279169643795	3.72881544146968	6.24473968206645	6.05863834480472	3.32974247439202	5.35159223275694	4.40331799340885	6.77620837102459	6.23675937356899	3.74818308491572
"SIL1"	7.74610810206367	8.61731861418926	9.69738270776512	9.10111732550498	8.3607871063433	8.83823857265825	9.72021212133382	9.20650401841859	9.1261441593067	9.13532254443175	9.19590336355048	8.81968173737852	8.77484339920965	8.64562534955739	8.88436668134397	8.77619318738056	8.48800131628883	9.43147533812756	9.09211155163229	9.05163096492966	9.35138187709241	9.57694142291648	8.92932240189043	8.67243504961102	8.76342915416374	9.31459189011024	8.890521294742	9.05847517821964
"LOC730268"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASCL1"	6.00345499755135	4.82479764465482	6.75440551299501	6.67011417960904	7.54683895976667	7.33732537846958	2.94158946000189	7.18721744999026	4.33239063966571	8.84051731573204	7.98702568773892	8.43658616199295	7.88544377513358	5.51842103238916	4.32743894609717	5.03918834900357	2.86585841913942	4.82444320981046	7.76051877952326	4.93772806222225	6.88731775884394	4.07877797051967	6.35524847731006	5.68443928485193	6.94614096886635	3.99408139228833	7.62925927281153	8.36969314727215
"KIR2DL3"	8.92083862109861	7.49446371199121	8.59190615385111	5.58743053012693	8.68460016403999	6.33429523392288	7.39393055767796	7.68010179344842	7.26291034695971	8.17476041093504	7.31856014452465	7.21062709729831	7.58857575500431	7.95661123663433	7.44126177457889	8.23942308204617	8.03511871080493	8.9992695343215	6.95997834123687	7.48915955989479	7.40024464442809	7.42057178543515	7.29420636970266	6.48984739486694	6.98332933954363	7.37048811372321	6.66329607080539	7.00750995507199
"PTPRJ"	8.43383365359468	8.29012598869386	7.84564461267737	7.66529428476265	9.2282278807753	8.24124035728465	8.12709579900234	7.48191091540711	8.0802871813645	9.3011758938758	9.63803248310381	8.91825938087498	8.56272060645469	9.06582040492879	8.56373755125413	8.5628621490179	9.03547894422245	8.84731595941629	9.01047724770701	8.1090978350931	7.23584647790381	8.98925454822604	7.77809001684225	8.18020886045912	8.26454099568083	7.63421489456648	8.76089687552714	9.182269305435
"KIR3DL1"	4.48294194887544	1.07960930452963	5.99646096241582	4.72095484966614	7.77399302788107	1.90629053215886	2.9143149269541	4.97384084232218	5.94260324633623	4.89569417373017	2.28566997115023	5.83882217506202	1.55234713932732	1.52652629499835	1.95155370347361	5.09632340607702	3.42232651298048	0.649237129587356	2.11497445329691	2.02658154024612	3.13001497974671	6.17663779883905	5.03901884712107	1.40043397255721	1.552003530992	1.97640090796275	4.82055089521633	5.71142065847358
"C16orf58"	7.29778437041236	6.80313368242495	6.88043041116333	7.14283850251017	8.54446183759197	7.23620091631069	6.65264604051638	7.18665383002691	7.58350166167049	6.40121565745617	6.6494892814897	6.55389676579104	6.22371510067249	6.65282550169602	6.80952355226709	7.00834919291512	6.28042908846814	6.7618949520441	7.74294889629772	6.99253508871524	7.26132372633848	7.11143403748151	7.65163881289494	6.81263677595331	6.78048214481903	7.31861396186423	7.41338088886451	7.34805341061716
"METTL7B"	6.51435016722108	6.65197412519832	5.95670641755706	4.46862057002951	7.59836477369321	5.60377889459413	7.47509170774132	7.00548307914947	6.60712648924282	10.2549030676304	10.4831354554902	7.24719525300631	6.92437654797031	7.08243085177048	7.0555458497214	5.62141486958256	6.6028819053692	6.58040510184431	7.05337661658833	7.07497831792777	7.35169837133331	7.14321554092586	5.60058031640447	6.61492555500217	6.51774120434421	6.61486770442388	8.47121994701044	7.7146636980394
"GBA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BTBD6"	9.99443286418111	10.22882116511	11.0084102874328	10.3809360680231	10.2705711799637	10.108310646334	10.4034965395622	10.7136605725406	10.6023414378755	10.2999217337828	10.0736598317603	10.4615086382109	10.3952508184361	9.98728404213327	10.762224411347	10.4117399167964	9.67380546045642	10.3151318307606	10.3102552988353	10.2255737908036	10.3192550807617	10.081415349787	9.34205457111139	9.78677723188777	9.83469909127035	10.1822149747602	10.4151998115901	10.0486209117788
"ABCC11"	2.32558646060359	2.40274985557235	2.63599188202752	3.83502224109946	5.03667787401923	3.08997618686585	1.81667328280545	2.86226008359007	2.62580649135594	2.18049035521629	4.0579961386942	1.49149901881013	2.17427435982912	3.92424923880058	2.34155528957362	1.39490673956054	3.2181116966065	4.01333266428143	2.24998242241922	1.96342909708342	2.03113253795239	2.7592520132741	3.23424293733431	4.6443600035114	1.49360447013867	2.85520916984926	2.73339865482845	1.63719153495523
"LOC100287247"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAP1"	7.48596713068469	8.04003155920845	8.67887808221835	7.84314118039618	8.82810568918992	7.93866526984851	8.05413059560533	9.02610894489478	8.07696178997237	7.60771649720265	8.15751132257932	8.31430509625019	7.83640787048619	9.27112229535652	6.96990533369371	7.76147169180998	8.22715291145673	7.77615042602738	8.32935790915579	7.63563956683303	8.43079180943299	8.72893543648535	7.81133220867863	8.36721032919061	7.7697852321194	7.94643923608245	7.73391595002114	8.54889013982081
