"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B05_841916"	"MS2010072023"	"MS2010072042"	"MS2010072835"	"MS2010072930"	"MS2010072932"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A12_841926"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B04_841918"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B08_841908"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A01_830792"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A07_830800"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A11_830708"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B11_830836"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C08_830838"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C10_830840"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D08_830828"	"MS2010072001"	"MS2010072004"	"MS2010072026"	"MS2010072034"	"MS2010072038"	"MS2010072821"	"MS2010072828"	"MS2010072837"	"MS2010072904"	"MS2010072921"
"DOCK3"	5.23480973345714	2.7672175610353	5.03128335695818	5.55698776823292	8.06178683852116	3.76367408072105	6.00382679433055	4.74690681619536	1.85461730070341	4.6148519901283	1.29871703376489	2.96410827297826	5.60623437370344	3.21204285627334	2.42718452095758	1.29646255357904	4.43387270363626	4.61787335581572	3.11619232227664	3.63866116690474	3.04728454963216	3.91042307391525	1.94974301905167	4.92088449000154	4.21215760300273	4.74201147891438	3.54565885144305	2.22998286701122
"ZNF444"	8.26115266761444	7.58838683080534	7.49937451483906	7.47090609275512	8.91847099908593	8.15415732673949	7.51047141185292	7.42630426800389	7.81795023101676	7.46706289348628	7.93711027864718	7.63924643253083	7.88460341264196	7.65670720642371	7.6089313884157	7.48660827814915	7.92172433820333	7.44679571530123	8.20038410609792	7.33936527024427	7.59945554405401	8.16321494571453	7.74990724010042	8.17718447105092	8.0726699214122	7.93062632778655	7.4977200973018	7.52385635358518
"LOC100128074"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100129083"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GLB1L3"	5.56195366892616	6.09845142256137	5.3165814186956	5.80096082672656	7.94990909860751	2.65965344244146	1.03757335617687	5.58125812716686	4.57494282459399	4.76974558728126	5.65370627416031	4.84322729073907	5.71868601996099	5.32073435543326	4.26251113435895	3.73403957097486	5.25965279751542	5.05496498363277	6.91245946607794	6.22753986552209	4.35701996515467	6.09104806374825	3.72923909459008	5.09032411873417	4.88836012231982	5.93626426340982	2.56064137946863	5.86610214890339
"ALOX12P2"	7.38298922563903	5.83628326880201	5.16352406003196	6.18149263222207	8.42656047571498	4.37518401774616	5.86246751661736	4.83424371491798	6.19911887715533	5.52789408524142	3.58276725358082	4.92922640262356	2.9293649330365	4.30595771267951	6.11956431110734	5.35867665054529	5.81935924558264	3.45540835017278	4.67064730936608	5.00336801117179	6.56914830669289	6.04639109823507	4.88771007269768	6.04232918392034	6.20858165047608	6.13079831392256	6.4902386926875	5.89922326441336
"CPT1C"	6.50684312400732	3.38963045945105	3.51519380880147	3.31587554852388	8.77147728793151	5.83542501780701	5.83236632242698	5.49018956527717	5.75986465633479	3.55017844585303	4.1870604231572	4.15074780495098	6.14797926322345	3.3235479946246	6.34319631913398	5.22634753625157	5.18809777296249	4.50123694917788	5.39135645103155	5.86019128468726	6.78779224447226	6.40346529288687	4.7595953059412	5.49697447416736	5.13682014999793	7.40142216300798	5.54540714435241	4.07536884031519
"LOXL3"	6.43169703908534	7.35083786104736	7.79989562653388	7.72338216628632	8.1772807978067	8.36933442219697	7.0614708116684	8.47022666737646	9.09213710109955	8.14469054052451	8.79390537284582	7.72060076052321	7.19761051253857	8.33874140940194	8.33759648135223	7.23074290950114	8.23112030502036	8.16846914639946	8.05199772433803	7.47862050825178	8.62566226422805	8.86262611259166	8.41032996120335	8.55216329788019	7.22634805265077	8.37888653492676	6.66203952809683	7.8805158878404
"ESRP2"	5.15213166253668	3.99616050882489	4.72986712836533	7.72071047393797	7.29183910682861	6.33289663045174	2.27050372231414	2.27031311328224	6.58957105481889	4.07828797820161	4.75016500748041	6.45047894979162	4.76698331503187	5.31791713461113	5.69592404955103	3.78403245485122	2.68912130926354	5.78853670958434	5.98699908114234	2.09588425889454	5.98400054148423	3.46059912396858	4.91840297363495	4.0104942834278	4.08147948702243	5.26583963889901	5.32450310333064	4.06754967192508
"IRF7"	9.32049498469144	10.052636019896	9.41184277989612	9.63941884847384	4.15931185299705	9.4868199829791	9.88511326604421	9.45577359053104	9.4180143023848	9.81730220151686	9.35482741989378	9.50179784390208	8.91598281146571	9.31559566896765	8.30352370446361	8.51699560157085	8.73611422562272	8.21302142687978	10.0803104886778	10.2185208363793	10.4693406455577	10.1925687314154	8.55098349406422	9.48152340504675	9.1032066251774	8.72267310765615	9.88264886820705	10.4605044067737
"DHRS11"	7.00983352570877	5.31424367935604	5.79985987024667	6.46561252083824	7.58481933158055	6.48875451928151	4.89174369780331	6.11702291345473	6.73363336800398	5.72426214018244	4.70237447825321	5.32512002158207	5.63757472309071	3.26325650653906	6.19681434302563	6.11858239482297	6.2610443973102	6.45425199432977	6.3180288133966	7.25367418905742	6.57597736459563	5.62336145756957	6.11336523212695	4.94715530412065	6.4350220885157	6.53474362509015	6.56686344647477	6.17921200174032
"ZNF841"	6.51103454716119	6.59023273653696	5.26625759085444	6.78278635459315	8.99096127917978	6.79488237770963	6.53297070500472	6.22969812784834	5.27702930528728	6.29489919579254	7.62711076484523	6.39799104258368	7.23762202145327	6.1875617350624	3.95753964528199	5.05555535849815	2.27232377705446	6.33883978474808	7.56390778185582	5.51283619322105	6.3480094741465	7.72515158964996	8.09360982764258	5.92585981017239	7.01366334111151	6.95886383681713	5.19809113105917	7.62770718961112
"STAB1"	7.04016552759203	6.46199177458213	7.54727793637612	7.34729869469985	8.64707291618462	7.73181572968837	8.30407771702551	8.96066839343699	8.96507094068446	7.18300996300943	7.33786654723809	6.69548359050582	7.74729271491486	7.95006462817511	6.97898079979803	8.44017178884979	7.03455539059641	7.7477243971458	7.60863378615933	8.10956712369804	7.85401433690433	7.83185182867992	6.28344588927991	8.12563764585735	8.51328710784575	9.84704933705093	7.06527207626883	7.98579349428743
"SEMA6A"	6.52792784524325	4.59000510999428	5.15215720586297	3.42273813045826	8.05281435208606	5.46839956056604	5.47430602812374	5.65189678792394	6.3609061599956	5.38599539518619	5.61063173015432	5.89589511154903	7.17342346320995	6.37026657663681	5.89195709578847	5.27921554847677	5.01460511253928	4.57418464139814	5.28149163130389	6.15773082751816	5.54512526183298	5.77026853333461	5.9508522977708	5.51611007110633	6.77655258816542	7.56585510423632	5.98316975933786	6.2577679453087
"CYP3A7"	5.14881412963229	3.41664515495043	5.43018057132125	2.23834550389718	6.75815333594312	5.55660027176007	2.04836485139261	2.4738400623677	4.83804056793239	5.32483563408872	5.5955174115491	5.04593876808827	6.07320216085412	5.11464718073358	4.15920162755343	6.07313180832124	1.9077837209921	3.43627885489149	4.70510773822354	5.8846798260206	3.06875913620994	3.21669461562443	2.78123363702738	6.10713453518463	1.8719025149998	2.23358131628869	5.41342988192532	4.66430956387347
"C5orf56"	8.41946006300832	9.70388870054677	9.73916344336345	9.92864420472127	9.26431160291422	9.90958517058717	9.64152245173785	9.68288849074793	8.10099159142512	9.15931091955341	10.4843133669981	10.2174204911039	9.71471098818419	10.2330104060474	7.13706468985865	8.98629686500239	9.57298201755939	7.9369859308212	11.3373624337242	9.30814062374575	9.87095333736637	9.81123981044819	8.32364014190372	9.37297531423007	10.4097610710388	9.23656782817475	10.1159586391905	11.0916843205528
"AGPAT4"	6.50062345098655	5.9522274764198	6.40323443595614	6.61997154974023	7.58517067735921	6.8729138018028	6.62761219541145	6.69562164819573	6.76664838279825	5.22092194384666	6.56320665297129	5.82759128110018	5.95846859388715	5.4744422728784	6.67631268060999	7.76850616017963	5.56027363884986	6.41333153268492	5.97595974036729	5.79587774565195	7.20256594245697	6.34578366939863	7.30560429088397	6.43125063254061	6.49712112822435	8.01000910046362	5.89058181357158	5.79351325645858
"TRPC2"	6.12132308108409	6.72935610326108	6.6753089343609	5.99837345562325	8.12095377108472	6.3621524742942	5.84093405806349	5.47771728164601	2.31416130350794	4.95614288158068	6.26376967051584	5.80171075473021	6.3792846015565	4.99902908594358	5.58958368135496	6.80920709435835	1.51347688772852	5.87408526885966	6.43096908756703	5.16523131427889	5.55745382805374	4.59613384848824	4.96257249981758	5.13997976892582	4.16660195690699	6.595809671601	6.25642253900164	6.78270492217411
"FAM95B1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100131311"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC650095"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100287963"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100287311"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SIGLEC16"	2.59527204481531	6.14017481790412	3.73665425523157	2.87970674749152	7.22943769607122	5.67211544709938	5.24075228109142	6.31053675202373	5.06311524574085	7.70421283837561	7.75169339269303	2.46204679299975	3.30269933359137	5.64335512723824	3.6890427268158	3.2389424845421	1.91243209202833	2.37375854970066	6.30825680652474	3.66107658725844	3.70891534867853	4.90736720278889	3.43261180297537	3.01478038354893	3.54095973681607	4.93099837184017	6.73203262977693	7.58631749422343
"ZFP36"	11.1723298692221	9.76449720559729	9.70169190699852	10.4218599180257	10.7261268606407	9.48475486584363	10.4129142339318	11.3447492524428	10.8287858254951	10.8541961533594	10.5580447201515	10.6537563039925	10.8889858845074	11.079715029292	10.2529243664006	10.645299484645	11.1447421429041	11.3763911427414	11.6341580573024	9.49062826530516	9.73071543456189	10.8742787288425	11.3778820216106	10.7043054941483	9.98941894146424	12.3433427732216	9.51030689467535	10.9952358850161
"OSBP2"	4.99989918174674	4.41499445198813	5.17825383551583	3.5224763675511	9.09481334985094	5.42700213808304	6.26091477996359	5.33227458807518	5.4916347860182	3.76738050754747	5.01054036474319	3.06651737616985	3.95750905695011	4.22316338972499	4.38230546180824	3.9750917381517	5.38237989538773	3.95189249743903	4.33786692509296	5.96863006640962	5.75573409726657	4.76080711528344	4.50483123506597	4.25620803620101	5.24676609341449	3.73167385635394	3.74315087148846	3.42983239159241
"PER1"	6.62922475920691	6.18155644630173	5.85432909939908	6.49036828909007	7.81476450439408	4.87123674240473	6.93825533548666	7.66479841532633	7.89409384448651	7.34349202604487	6.64139878799552	6.2737764857928	7.61779327228747	7.93443737022886	6.92819021118472	7.02132631557663	8.35292845058316	7.55380694630473	7.69789573485958	5.85421372749126	5.75523352251073	7.0788570456685	6.40106597296127	7.30291579022584	7.35793816469548	8.09266779053279	6.60509351344684	7.64172331452227
"ACTN3"	3.7249227286272	4.46636732216724	6.1007997400472	6.44893961402824	6.7994465660838	5.8994664049936	2.56897348651699	4.36982767576189	5.79943304313518	5.93504969103907	5.90957671653936	4.46781691337836	2.53534515644093	2.62551210811704	5.37642384836242	4.71475457756943	5.61751668839158	2.67175400132173	3.69019495900505	3.62998988196969	5.66257947388245	5.93010931929613	6.5538385663013	5.21060936543129	5.89903991389258	5.65262555395672	5.6098248108054	4.74372139461314
"NUMBL"	7.59789999878343	6.93154976070316	5.61808551104385	7.06105710630121	9.65229981882598	6.699896447379	6.92551459361916	7.47107883549606	7.18697719364727	7.14676073343846	7.39634287856671	7.52536025618076	7.06140102553129	6.51558719905072	7.00477726307474	6.53503791627712	5.6826251496833	7.34965241253978	7.47045893351992	6.12797990955388	7.60760182569524	7.4677121054254	7.72790027681506	7.7849061566397	7.59663254091509	8.54003372200474	4.10915239543241	7.14964652953804
"CPO"	2.47810454923011	4.36286404929574	3.64398410809257	4.40054419785828	7.70987840908713	4.049101235886	4.69522163933743	4.37229635919308	5.85057244722349	4.2042873336155	2.77428789841959	5.01827532653911	5.42516353310026	4.63052954707787	4.44388376721974	1.17138573622086	4.61688184343021	1.0451606965084	3.9644284885555	1.26562616590951	3.45161838623162	4.36421385586232	5.83871646252591	3.10754644809683	4.56110287867179	2.68496078573349	2.55432380160398	6.10583275451197
"HIST2H2BE"	7.61743331849871	9.57129578646572	9.08740702148263	8.06468156863193	9.84367131664311	8.20224610396584	7.37524125016875	8.46847928894484	8.33360067088143	8.1710492086011	8.62350327588943	7.72533945792267	6.77964687567026	8.40972528489569	7.59447525751878	9.54248053511531	9.5815933641634	8.96247339423832	8.86671390488819	7.51097592064919	7.58428300733591	8.993075024098	8.44084266746569	8.47794553445351	7.96406384441361	7.92789998805565	7.39577646136925	8.91700819619001
"SULT1A2"	7.24001901703647	7.25877299350738	7.6805517716159	7.40701635677464	7.64558915703307	8.22714894308722	4.62233059465534	6.91647319977087	7.7755678797591	7.00579715502975	6.26890676807882	7.47068252413819	7.43550601299397	7.97704166003903	7.51478208024145	7.7683055353767	8.17085359125588	7.65190241852959	7.80707713174586	7.6438583181622	8.80523980767434	4.9465592960663	8.65119133541421	6.95852113153674	8.25935036881761	8.55437967512286	7.15743646338934	7.20261986290149
"MTMR11"	5.11822310631105	3.49042867688797	5.21600719848374	3.90744766887884	6.39365900191028	6.20664722366273	6.48408683401619	6.06699441980364	3.36829043606741	6.21865443763945	5.73134400771259	6.18246096908552	6.48469267611753	6.27721010663949	6.45724873884177	5.2655552740098	6.7579595184628	5.99844826593709	6.05773465113137	5.83490887995232	6.0616003868136	5.1093879683786	3.80320002394528	5.38833702978259	6.20981819531221	7.52651691109512	3.70628832391235	6.33312620885445
"OPLAH"	6.41468269501066	6.81444918858285	7.72545679692891	6.94775703682291	7.99311826635088	6.8535482233315	5.9674622629681	5.8215283908739	7.96351627774756	6.98808605122684	6.83946274113881	6.0820125475343	5.67568403805764	6.84828014029296	5.86169118888568	7.44865807769082	6.96175730148635	7.16574509302111	6.74184910885051	6.60405779591018	7.15536058674712	8.02967738582177	5.72196917220097	6.77324326011056	7.3584864541581	7.18596766853353	7.14123799588211	7.25412601696361
"GPR3"	2.44340911446748	1.8154036716586	2.96436823477051	1.86528195144981	6.7244818857604	3.53799803734089	3.02895951939218	1.40499627218192	3.51201582795038	2.91420212293018	1.99296506314215	1.92045473902951	4.21297703215283	2.26906526474293	5.69178017490191	2.60753350315919	3.62575032659804	5.35232350828804	2.86758380339062	3.25685409114238	3.25482323242473	2.49080540780215	3.66645775241065	1.97993386014065	2.07929122058839	1.91905125449941	3.48410443840935	2.09193000729457
"ARIH2"	8.65263833354895	8.00122596898999	8.66719138136774	8.23053279876289	9.21131849910674	8.89700522284999	8.66530963718804	8.65153427333711	8.50132624328985	8.22659127920277	8.73219349911477	8.65211123891075	8.95649671974036	8.40479278433388	8.41325671386918	8.51367252560088	7.86211734538996	8.56711002160672	8.7079832953471	8.85226381000975	8.49695382965931	8.4943135141857	8.20111850198928	8.54935107610859	8.71705752175151	8.39790760871733	8.37665430271939	8.64565624120971
"BCL2L12"	9.43454638772504	10.4211443341976	9.4005799234833	8.67007881046166	8.21682334974894	8.75644433984685	7.7422199691871	8.25736319142436	8.84332457371164	8.23595947852312	7.49701371293813	8.27760348158518	7.91074904339881	7.61122684839651	8.82483873085202	8.80489662176619	8.68835830762425	9.02612159943325	8.51761651366896	8.71683614552719	8.77618091329109	8.62786998138621	9.06889860578942	10.8662931628565	8.92778885791926	8.89591340890015	9.39162769010504	8.32657210857083
"LOC146429"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RPA4"	4.41026441609751	8.82050599401304	6.75799120269509	7.63807806753805	8.31304891236032	7.53611719918159	7.31593718268679	5.54747617726557	6.54365239442904	5.50165969806708	6.04903380072797	5.46493586762144	7.98266365379707	7.16847840769515	5.00095571335588	5.70294559559316	6.32750829510136	6.32681705616937	6.84706019592274	7.95907782540958	7.32086882248327	7.0973861193476	7.67552954202958	8.18270152329866	8.10830718394934	8.53267284462453	6.50138436995035	8.06891541835106
"SLC25A41"	3.32531726055307	5.3870515485673	5.67482089430383	3.70473017344866	7.40218083506828	2.59318291197827	5.01719840444748	1.53930607726503	2.25080899966355	2.39774694337952	3.01375506323532	2.56176781623474	5.94260290219943	1.44781409232763	2.94866968267459	1.55572970559897	4.15817895124892	2.34476256584324	2.58952861979577	2.49173862304527	2.12004904012514	2.26499947877625	3.22150642657159	2.2704849576983	2.30735842106822	3.60698960415205	5.15598018923833	1.75225347667474
"TRAF2"	8.2912994305224	6.77388889187375	7.20918354043095	6.73920331036038	6.63837645461569	7.39748766592645	7.65660224057406	6.81347157573535	7.18291240678691	6.30033648667078	6.41173779687328	6.76146246132941	6.78940286097112	7.16938377340065	7.23587097602329	6.30837069478864	6.41202929489184	7.09360001971108	8.09490783346963	7.37148753777928	6.88855444531947	6.9410313624853	7.85446556907679	7.73906414675315	5.96707679885421	7.28242796120434	6.72084279629776	7.96837179365632
"C19orf57"	3.79944394196214	4.20489591788363	4.03955122114642	3.90752046291723	8.42865157435735	3.64301576288509	2.76732210077034	2.38253061574675	3.93831730919153	3.74671420573421	3.2290181850373	3.27038148005445	4.37115369445715	6.41611563242893	2.80405873308427	3.59628522764044	4.71775289757642	2.82408642506689	4.04707254790379	5.11627563218671	6.23909691510276	3.92995774979659	4.12287326851112	3.29162247334337	3.94521015740022	4.0795287145317	4.2766356227884	3.91368613260556
"LOC100287676"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GALNT8"	5.95185908183499	3.52567566570464	6.10860791567193	6.06833392579995	7.44846867182742	5.30511346826003	5.64150284850127	5.72033861954396	4.48203997818156	3.82590542605877	5.23836312171154	5.41759387980744	5.68138263753393	5.55897093186041	6.18603576466772	3.17345284512654	4.03699501658405	5.66059784217955	2.70305258915308	6.18425953924866	5.0444104801915	3.80264947993456	5.21117760369613	4.34398922702272	2.01332417186293	4.70890224211504	6.61738384805999	6.53019104676712
"HRNR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LTK"	7.39793817045951	6.09225954079118	3.16593319246739	3.53702161326647	7.35036291139371	4.20622734626534	3.17894954615123	4.40681787968328	2.95378870296632	2.50062024734097	4.18731501123588	5.11220535481592	3.99796382460865	2.63878281001569	6.148726655622	5.70302424708121	6.50592127116184	4.31364690741561	4.13096266829154	5.58854219141939	4.33532782117237	4.58690678800781	3.6880627259265	3.19487969826612	4.90943855785273	3.29251669256779	4.04975711426699	5.04673484079385
"COL27A1"	6.66539942815963	6.85413354274037	6.34212509169255	8.0462597021473	8.05701616229376	7.08350710192088	6.86751647175145	6.53380427910763	6.17767997754122	6.37521936199866	6.55900166195649	6.88491896044313	7.02843669035475	6.09289688706361	7.00908054701712	6.81291566105436	6.46944849051139	7.74113005594248	6.8356482012969	6.94926819260489	6.96182193746288	7.14511466267037	8.16643238635213	7.07687574172829	7.54758003457805	8.37576798694732	6.18682360671325	7.53416014959621
"GRK7"	2.33397302526108	3.12074304412854	1.06735684567261	2.89850789957254	8.91935922207797	2.34333069649121	1.90109641347287	1.81447670875456	1.05247805206614	4.76249625070293	2.73697101608614	2.42583533146343	4.42329921648748	1.33571857840287	3.70155989732569	2.1635824938009	2.5293374231169	4.09225607383402	3.00074712604939	4.39532401869625	4.97364856714159	1.28166889015549	2.32784970519072	2.21918875430545	1.40457809612042	2.5929514203185	2.91588765328841	1.52062538027322
"MCOLN2"	10.5644039584711	10.792501227881	9.62160297831424	9.87104007735046	10.3281113430216	9.9957272258429	9.14986029069657	10.2149735158645	10.1706549514361	10.4433398299333	10.1824663020816	10.3467382398807	9.27607551883617	9.65885375688463	9.80913497596645	9.5427342932959	9.50216101814712	10.0061134518488	10.4058757679893	9.77175618331881	9.88462798033538	10.7444295162982	10.3227945726638	11.0933328022008	9.82202176955536	9.44678554470374	10.3563393259785	10.7328277466993
"GAS8"	4.54229087065165	4.01304037704996	4.71248890476321	6.12974716746393	5.14506433670227	7.16111168624526	6.815139328567	6.04184283558448	6.21475239005732	5.14503181013973	6.89881380140934	5.09260401968874	6.38790902072359	5.61238620301922	5.97419182540642	4.19979218887122	3.8686964998332	4.64838277458399	3.91200763073278	6.50907436717815	6.03664865980459	6.28430736567317	4.60720434368268	6.73131797434557	3.67055920332851	6.46219652942561	3.41943771864278	4.28632692522899
"RCVRN"	2.94553282599914	3.45247868362377	2.07110354277415	1.59545861357259	8.57462414145224	1.8451570018978	1.85395310308454	1.7020790182607	1.58395973794101	4.37756453499897	2.42384639751551	2.0881634724723	3.53176976580674	3.46830357046739	1.93132352140404	1.57834313331288	2.17888618620388	1.78700588409201	2.95561501673579	2.89356409331236	2.9029194942556	2.87452748959192	2.86170377495082	2.07600590563361	2.07126583874208	2.14713990051557	1.93572365266217	3.59005284655408
"GPSM1"	6.23059692770438	6.07553513815903	7.50598071831267	6.82480814080449	8.27362564787174	4.37009336828691	3.70778794608849	6.7101312458861	5.94579025248764	5.65356081888886	6.62315598501211	6.59703912419327	3.99225057819092	6.07391130484152	6.53797611323964	6.68154628342919	5.9937280722096	5.39851668573361	6.76159409997856	5.50744991182937	7.08759804358574	5.49503204446908	4.72785060827412	4.07486042246532	7.0673685343275	7.30123447061259	4.6732326534269	6.73729617530689
"SIK1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C17orf28"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CHRNE"	3.1282140077445	5.42340649013494	5.84893225987905	6.79021197887259	5.80202991558676	3.67500472967031	3.41238569203123	2.51754712697354	4.71386946467721	4.22952952922933	3.63841119692384	3.33848278864061	2.02421349034408	4.17339240773996	1.84867838330358	4.86987639694774	4.72409196333183	4.9426319617148	5.25031461806938	4.77854605150601	3.85217380638435	1.74932938544116	6.40560630502933	5.49414837307137	4.63414879762262	4.32039044527826	3.08794813055808	6.10338018969004
"FSD1"	7.29044679125961	6.17574923254564	7.5526215438169	6.70642765927332	4.13494933063476	7.63346107445845	5.34794920209602	6.0156294050339	3.83501936755818	4.38566586911759	5.01147125255932	6.06303263978839	6.81601237467218	2.67456837442018	3.06459598716937	6.43846612617541	3.75852604821216	5.48967026724763	6.43754883388294	7.03126553649159	5.95042964554963	3.83515058148559	7.20671327481057	7.35287497878376	6.6903434222107	6.81886312402956	5.97698393258979	6.84128507536294
"CACNA2D4"	6.32038543273146	5.6990249920408	6.73502991877717	6.68047345519885	8.10308994885216	6.5266344720677	6.75218000919689	6.27099666444147	6.37578174376851	5.5994130897232	6.49363156878046	5.50543720002919	5.33156499277032	6.90513088737139	6.91827614418397	6.41721688575567	6.99839600828588	6.51897671152921	6.25389817618829	6.70896614770838	5.97168162798883	6.31194734033104	6.36418420836238	6.25097993313512	6.4698234588753	6.4513303190378	5.17592791412725	6.14723988654403
"C17orf55"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PSORS1C2"	6.34418751212567	3.26727290201864	2.12777795498196	3.42045141904499	9.07504484383553	6.34027463153809	3.31495330314643	2.73399187520325	3.66228522920336	5.75054105455446	3.56166278344685	2.73267999082331	2.74062843254875	2.86148477898174	5.66563052563455	2.51561252676191	3.34613766728277	2.39312527630088	4.14453578953784	3.49783806254417	3.32521987458038	2.74037749554679	4.05781497138507	4.04242502840322	2.43022480322909	4.55320713291504	3.31241737628157	3.71890225059486
"LOC100289262"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM70B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM127B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PMFBP1"	5.91451791249608	6.1523327770508	6.1393560203115	6.12890882228833	7.13223862035781	6.54665032594949	6.06701160974375	6.51270297443215	4.69753911029298	7.24588097161577	7.84514870001941	5.55581508986012	3.61501972310049	4.87607250564807	4.37959618084908	3.63897778838793	5.60082252943772	3.40318403293034	6.09755774080517	1.63580721115473	2.96211353245595	6.93819833329503	1.94101284397344	6.20327444203903	5.92281547515983	4.79422391711732	7.23080036998146	7.54410369298525
"CNTNAP1"	8.19679448023806	7.30270560509316	2.48289516318231	6.2348829725536	8.10717131951167	6.06031632361335	6.42942766693606	5.41724560224621	6.9457052982078	4.75657611757734	6.36000557335134	5.24952456506611	6.93908074556245	5.20822263216823	7.29401040689671	3.2969337657331	5.6878490000125	7.1591692080612	6.51364842274146	3.65224276710268	6.99589171689819	5.92717118228056	5.72838804180976	8.32137204045294	7.80070116457741	7.83383566678968	5.90465168727881	4.58515111086127
"ZADH2"	9.16940242480592	9.17972489942452	8.11057785170433	8.5741479817697	9.08558464973596	8.34004486579071	7.86083098630206	8.1898591483271	7.82669439336397	7.9762882587701	7.99222541158286	7.82593122574353	8.80642570225884	8.68654822328087	7.62116852170501	7.76735702898915	9.13473612403247	7.98695800671855	8.95376427336945	8.03531671929719	8.46327857397293	8.259443710072	8.17873524357436	8.68210045695002	8.10200476178578	8.37433744408861	8.32920901664135	8.4521728699293
"LOC152217"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC157627"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100127989"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PTGDR"	5.49808066881692	9.57733741858105	6.42888047846263	7.59078125575225	7.10288143103909	5.96423845778836	6.97536965570396	6.69182432871062	4.33489064695081	6.09027608334845	7.20490325182299	5.71979555875861	7.09607492608046	7.07297731004145	6.29866014205301	6.22909462481146	5.37702417241009	5.83462623908581	7.88131283645635	7.59230327003112	6.77507539603261	6.32062357624158	8.04943786476205	6.31124912796361	6.24962567757351	7.45274231449822	8.40413377856063	5.95688462709716
"INHBC"	6.82292810379178	5.02170728959447	5.76200329495749	5.43448848084352	8.92666753196974	5.06325637218796	6.41025263131944	6.05740126280216	4.84963466388489	4.88772885931228	6.71831332756747	4.77247125124496	5.26971787786145	6.158531479432	6.41896025759139	5.73158804051096	5.3804665220494	4.93677489775571	5.36364604914816	5.51279103832621	5.8315526894149	6.34163172199719	6.406812984571	6.01554288900335	5.80410188646522	6.09780618465977	5.70991040978089	5.65009028209073
"CGB1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
