"TCGA.05.4410.01A.21R.1858.07"	"TCGA.22.4596.01A.01R.1201.07"	"TCGA.22.5471.01A.01R.1635.07"	"TCGA.22.5489.01A.01R.1635.07"	"TCGA.34.5239.01A.21R.1820.07"	"TCGA.39.5011.01A.01R.1443.07"	"TCGA.39.5035.01A.01R.1443.07"	"TCGA.43.A475.01A.11R.A24H.07"	"TCGA.50.5049.01A.01R.1628.07"	"TCGA.55.6642.01A.11R.1858.07"	"TCGA.55.6971.01A.11R.1949.07"	"TCGA.55.8085.01A.11R.2241.07"	"TCGA.55.8092.01A.11R.2241.07"	"TCGA.55.8301.01A.11R.2287.07"	"TCGA.55.8508.01A.11R.2403.07"	"TCGA.58.8393.01A.11R.2326.07"	"TCGA.60.2712.01A.01R.0851.07"	"TCGA.63.6202.01A.11R.1820.07"	"TCGA.66.2767.01A.01R.0851.07"	"TCGA.69.7761.01A.11R.2170.07"	"TCGA.69.7978.01A.11R.2187.07"	"TCGA.77.8156.01A.11R.2247.07"	"TCGA.78.7159.01A.11R.2039.07"	"TCGA.78.8660.01A.11R.2403.07"	"TCGA.85.7699.01A.11R.2125.07"	"TCGA.85.A513.01A.12R.A26W.07"	"TCGA.86.6851.01A.11R.1949.07"	"TCGA.86.7701.01A.11R.2170.07"	"TCGA.93.7347.01A.11R.2187.07"	"TCGA.97.A4LX.01A.11R.A24X.07"	"TCGA.MP.A4SV.01A.11R.A24X.07"	"TCGA.MP.A4T4.01A.11R.A262.07"	"TCGA.MP.A4TJ.01A.51R.A262.07"	"TCGA.22.4593.11A.01R.1820.07"	"TCGA.22.5478.11A.11R.1635.07"	"TCGA.22.5481.11A.01R.1949.07"	"TCGA.38.4625.11A.01R.1758.07"	"TCGA.38.A44F.01A.11R.A24H.07"	"TCGA.43.3394.11A.01R.1758.07"	"TCGA.43.6647.11A.01R.1820.07"	"TCGA.44.5645.01A.01R.1628.07"	"TCGA.44.5645.11A.01R.1628.07"	"TCGA.44.6776.11A.01R.1858.07"	"TCGA.44.6777.11A.01R.1858.07"	"TCGA.44.6778.11A.01R.1858.07"	"TCGA.50.5931.11A.01R.1858.07"	"TCGA.50.5935.11A.01R.1858.07"	"TCGA.50.6673.01A.11R.1949.07"	"TCGA.51.4081.11A.01R.1758.07"	"TCGA.55.6970.01A.11R.1949.07"	"TCGA.55.6971.11A.01R.1949.07"	"TCGA.55.6983.11A.01R.1949.07"	"TCGA.55.8510.01A.11R.2403.07"	"TCGA.55.8619.01A.11R.2403.07"	"TCGA.56.7582.11A.01R.2045.07"	"TCGA.56.8309.11A.01R.2296.07"	"TCGA.69.8453.01A.12R.2326.07"	"TCGA.77.7138.11A.01R.2045.07"	"TCGA.77.7335.11A.01R.2045.07"	"TCGA.77.7337.11A.01R.2045.07"	"TCGA.91.6836.11A.01R.1858.07"	"TCGA.91.6849.11A.01R.1949.07"	"TCGA.91.8496.01A.11R.2403.07"	"TCGA.97.7553.01A.21R.2039.07"	"TCGA.99.7458.01A.11R.2039.07"	"TCGA.MP.A4T9.01A.11R.A24X.07"	"TCGA.NC.A5HJ.01A.11R.A26W.07"	"TCGA.22.1016.01A.01R.0692.07"	"TCGA.37.A5EM.01A.21R.A27Q.07"	"TCGA.38.7271.01A.11R.2039.07"	"TCGA.44.3396.01A.01R.1206.07"	"TCGA.44.8120.01A.11R.2241.07"	"TCGA.46.3766.01A.01R.0980.07"	"TCGA.46.3767.01A.01R.0980.07"	"TCGA.50.5946.02A.11R.2090.07"	"TCGA.55.8091.01A.11R.2241.07"	"TCGA.55.8207.01A.11R.2241.07"	"TCGA.56.7731.01A.11R.2125.07"	"TCGA.56.8503.01A.11R.2403.07"	"TCGA.60.2703.01A.11R.2045.07"	"TCGA.60.2704.01A.11R.2045.07"	"TCGA.64.1679.01A.21R.2066.07"	"TCGA.64.5815.01A.01R.1628.07"	"TCGA.85.6561.01A.11R.1820.07"	"TCGA.85.7950.01A.11R.2187.07"	"TCGA.85.8287.01A.11R.2296.07"	"TCGA.86.6562.01A.11R.1755.07"	"TCGA.92.7340.01A.21R.2045.07"	"TCGA.98.7454.01A.11R.2045.07"	"TCGA.MP.A4TK.01A.11R.A24X.07"	"TCGA.49.AARO.01A.12R.A41B.07"	"TCGA.50.5066.01A.01R.1628.07"	"TCGA.55.6983.01A.11R.1949.07"	"TCGA.55.A492.01A.11R.A24H.07"	"TCGA.68.7757.01B.11R.2296.07"	"TCGA.75.6211.01A.11R.1755.07"	"TCGA.85.8288.01A.11R.2296.07"	"TCGA.97.8547.01A.11R.2403.07"	"TCGA.MP.A4T6.01A.32R.A262.07"	"TCGA.O1.A52J.01A.11R.A262.07"	"TCGA.05.4397.01A.01R.1206.07"	"TCGA.33.4533.01A.01R.1201.07"	"TCGA.37.A5EL.01A.11R.A26W.07"	"TCGA.43.7658.01A.11R.2125.07"	"TCGA.55.8620.01A.11R.2403.07"	"TCGA.56.7223.01A.11R.2045.07"	"TCGA.60.2695.01A.01R.0851.07"	"TCGA.62.8394.01A.11R.2326.07"	"TCGA.63.A5MW.01A.11R.A26W.07"	"TCGA.66.2756.01A.01R.0851.07"	"TCGA.77.8009.01A.11R.2187.07"	"TCGA.86.8358.01A.11R.2326.07"
"PRX"	3.11108030871391	1.92448904135066	0.365637457318258	1.31562870948386	1.0703634721798	0.938237679412062	0.804820557366655	0.90827895393905	1.14248783052858	1.80320263365585	2.23475791330407	1.30774379569272	1.02634559777738	1.48598983223447	1.52244351864987	2.09601107862263	1.85916687114258	1.71898703292823	2.55248790821987	1.67295387976839	2.18501532948692	1.14641809299926	1.2007036627699	2.65744907715575	1.36862988421763	3.82169618875251	2.28975376812844	0.542471266509781	1.92834220375426	2.29736240011855	1.72676958312814	2.1989114689444	1.85708383033312	3.93526238504069	5.98659966913331	5.30511182771056	4.70920425338849	3.66275252186054	5.27980174138147	6.31641188210296	1.84367220930504	6.06188050796568	5.98565068359627	5.39688244695408	5.62012857711916	6.26920721827989	5.61108358751281	3.31667801397811	3.6967199840627	2.81874978400706	4.52502681193994	3.62701964675166	2.58174194917567	4.37617078172269	1.97387758013436	5.21034006216434	2.77003458801238	4.82863568959512	3.6679821802434	4.63946591526089	4.11203537635999	6.7114309590866	2.91386505640911	3.43134083301698	2.64122374577864	2.82988757405663	3.86224956271262	2.82855407874754	1.01681159111578	2.34375512349699	1.21022254727567	2.98247998061546	1.45670021575622	1.40214306244084	2.07756420986469	1.83618635503885	2.16014774745581	3.01369998858335	1.47163564938941	1.16831741196446	1.64342798969248	2.27340498306888	1.99950979267972	1.3899333468316	0.846553826110489	1.75362308540428	2.15244309652945	0.659322273372305	1.06246193485119	2.42416704382054	1.83235886338282	0.649479593210041	1.1130212915687	3.44899719445306	0.878698451493063	2.12509577993149	1.40611728216788	1.32229604489573	2.52851787540669	1.53036130654442	0.708904047617384	0.907802871847558	1.84650575547044	1.16551072972769	2.00413592495113	1.30448911136437	1.28387242631343	2.45306107555323	1.77368135896689	0.793965738812085	1.80658162640509	1.33165268266807
"CLDN5"	2.7475045332176	5.10956780127578	4.48146714479056	4.1137841152093	3.66093455446363	3.48837242572807	3.587885791055	6.45189228821356	4.54223120892319	3.64866935399675	4.4108769998146	2.64369860922528	2.50413879875181	3.40396058825837	4.02227945205427	3.8561363500009	4.06724098459231	5.44168987113871	6.66781156246499	3.29539229944224	4.38819732827912	3.54755679546113	2.74451186141449	4.99114054967582	3.69549578447572	5.13741329606868	3.55396005411404	3.88658322375949	3.61446138594258	4.25031313270789	3.71824875937267	3.42772760204973	4.2009043935482	6.21219328183584	6.46900483262907	7.1145954180931	6.4100713228987	5.25100473920498	5.93618023977333	7.17622759461376	2.71848670821007	7.45068087513242	7.13521390290345	6.61925804303835	7.00077991237718	7.07523586820129	7.14972794512673	4.32674483379437	5.65817981641577	4.24458446736588	6.31768248420965	4.2823592822651	5.00592480737715	5.70296733616802	7.85040658444125	7.63556951385859	4.77914325771921	5.58777819928877	5.08284784049666	6.3147255755047	6.34550416206837	7.64526197202984	4.65971515270714	4.96639699942711	4.72064798190356	5.96347314706454	6.65038123654056	5.65273574727941	3.76693983374195	5.66579233644367	4.96662943022948	5.90104288538848	4.46461257981699	4.48360125319787	4.44195071543665	3.58159174850579	3.84941266903458	6.18055918757983	4.3189108112811	1.6753154782966	3.40911538103286	2.95100777122858	5.09541228343176	3.05425054830411	5.75385003383629	4.51279730678823	4.50278092685411	3.20549448192202	3.91668483823981	4.52590335969312	5.11226175188126	4.01511866029492	4.58485892061013	5.12975642412564	3.57595201418232	4.54946433898739	2.25693560199023	2.34875679597666	3.43199578827563	3.17748663461253	2.06540908444747	2.55072613050055	1.20853969936334	3.04527145231466	3.52304748483485	4.07479781491343	2.67685886676304	5.30280258418221	2.7596004697209	3.36328693097999	1.03871992395674	3.3177726098065
"RSPO1"	0.554930857554092	0.566933603540371	0.104227842776303	0.651611658386093	0.768121652056427	0.0495129355688261	0.0869161536563246	0.227472868640446	0.698022240676569	0.977568287954813	0.409619510851332	0.214486333911448	0.298947256518743	0.427146407422226	0.4623027308135	0.476023863457107	0.509777873828784	0.087396639907018	0.31197919175923	0.34713002970579	0.228739010810381	0.329698920902686	0.233238941370892	0.351962347760075	0.413784683890693	0.469650638078911	0.416860062465469	0.113649702040987	0.371208383911433	0.647223928582831	0.61935059400988	0.328178560707496	0.916508394892177	1.5738145955543	2.03694316740055	2.50034763733814	2.0878820130566	0.689342195253643	2.47906070792526	2.6603214495127	1.08802339072909	3.18454398247245	2.09690236046404	2.5847727025739	2.77935755358171	1.82875423139898	1.86646111404581	0.488131647875008	2.1083949004983	0.242059296343137	1.85570382245835	1.23076180980459	0.63188626012127	1.41098181898965	1.42111806144026	2.00462461428021	0.370901871280884	1.84672516362089	1.5482945078728	2.47322676590372	1.37684835227631	2.4152714136267	0.452240757956599	1.49686909947678	1.03663014537643	0.656110703362982	1.24934408544155	0.435471288646149	0.269389072741196	1.20225922421057	0.382240358732211	0.799655037890315	0.263640201098722	0.501185418858868	0.627739922756407	0.238137820129184	0.691661035221927	0.33910807401918	0.355773651304691	0.188107524409397	0.82785117901401	0.157330159389691	0.213552583918377	0.266352703194868	0.35800174614438	0.421373433014667	0.556075828469493	0.257350947081994	0.652386962959101	0.636779742860775	0.368414267972661	0.286347354988246	0.385508074727255	0.205834182272271	0.115392124498695	0.286677091189153	0.887724635898903	0.256585229365007	0.244867834030649	0.0903363267586139	0.0241155573275583	1.61700701943696	0.149025289011441	0.157709555064024	0.0822825459378174	0.0533371949331969	0.364978840802399	0.239614699668486	0.830634805431973	0.12739072716764	0.0307014047888788	0.163297269568548
"SLC39A8"	6.31126232786648	6.02502828069036	2.580431941047	4.0991706477879	3.3534464652748	5.22176583410284	3.23166499366898	4.14124182366294	5.05550307960362	5.039195665303	6.73624393873172	4.31620895233137	4.84177256906641	4.77771192077986	3.87869160168967	4.84097906654868	4.95250626435754	4.41074307744159	5.14365209375044	4.39129996243192	5.50838211117244	4.07754412053001	4.77014916306788	6.01514490489754	4.78992035812848	6.08936751545421	4.46948325986036	5.14476995010144	5.45200756519669	5.11782739084219	5.36766668391822	5.73116528640962	6.1001579280142	8.31181353435431	8.30991873288318	8.10059700295392	7.856353204396	5.02065436051202	8.13924520605655	8.26347850248778	5.96764864055675	8.45707008566959	8.66971556493523	7.97359899843662	7.57844753895978	8.68731751073857	8.41571864430357	5.84952693628196	7.00147505776534	6.93835212681569	8.63740211528397	8.60869883274628	6.08688350316938	6.55560561782513	7.46150952940084	7.4824664486177	6.35648950288534	8.34793603208719	8.33262967346817	8.62130029317172	8.23475144086487	8.21984159583878	6.51358204304967	7.45004061567701	6.95100631474061	7.02086414716597	7.00860284168164	7.5757385080116	4.06314149771722	6.16961699547048	5.77386037375372	5.99978713411925	6.08749001925954	5.53321729784127	4.1322707107269	4.96852257919888	5.87991426595597	6.39836458075049	4.16882401045786	4.29362218598001	6.25018101539665	3.98852043232718	5.1119045674257	4.76864648384618	3.47292852270147	3.88942125684846	5.71848772961224	4.18423158499141	6.48634808138659	5.19373419667263	4.69556680927949	4.84121956422476	5.28290021012884	5.43910508169626	3.02208994160794	4.23534474359687	3.08801187079403	4.63601219308976	5.51359330064429	6.21813904987276	4.9928545258318	3.96532371895114	3.24754873317685	3.48954617202918	3.73678792618632	2.46033237484159	4.3716990468396	5.31985710375158	3.33557142432424	3.52163091997686	4.03557751572133	3.96608103069595
"OTUD1"	3.66977778219678	3.42202713330124	2.76313226626945	2.83840378526227	2.74274977105776	2.4325722555984	2.05416999853435	3.61953985907411	3.80518957153112	3.67415157424402	3.82910310261358	2.673612915981	3.04547824138623	3.33179133048173	2.9826685552987	3.13523968157586	3.19629307211485	2.75812687610044	3.43011278496762	3.84705846189598	3.6472636422071	2.86387129329624	3.03488950779231	2.37922167088471	2.52934003893586	3.23802629724811	3.59266553761545	3.80816730979968	3.60619141386625	3.48110141871161	3.00247813027289	2.97960860247452	3.84140571995992	4.24538127994561	5.55685163978991	4.17906199476085	4.47852327399299	3.78099390376688	5.21406618239628	5.13515103537425	3.51970682878307	5.22914977005684	5.947553434132	4.71872883842075	5.56490321822659	6.03648529390524	4.97614044746558	3.9160792891021	3.99142188659072	3.67905011744201	5.09534313626219	4.932978432246	2.88552433905397	3.57784865078821	4.46038567286009	4.70322066497475	3.42661264022437	5.03779781544614	4.60965346521482	5.08629797623706	5.4892566990019	6.36887524989922	2.46641191881239	4.75128761418208	3.84733327946623	3.67329183179036	3.82836051240103	3.43802479037498	3.32674260160677	3.37063251083944	2.72089275460626	3.15876442505473	3.44267869673733	3.54664377973884	3.35734093236441	3.11687471393422	3.01197651042363	2.62448006461559	2.82327947026445	3.03956833390869	4.38705986475408	3.69895719690016	3.21272151893788	3.28240472935527	3.0276354246926	3.43266323342192	3.72612806624998	3.36733444275662	4.49092203910477	3.48932203854257	2.66041231287889	3.00328027690769	3.36928824892059	2.36212392675268	2.86201267973175	2.45764442852334	2.83207421656291	2.59585784734656	2.31555541097206	2.46945810630333	3.17669760831932	2.86511353656974	5.99138962821057	3.09870938964345	3.15536083555733	2.49342295793031	3.08875457716372	3.35211755330386	2.98639551899985	2.26847668450184	2.83035694289242	3.75992145374645
"RASGRP4"	1.19500351068004	1.97969518507385	0.663657121667417	1.18010754525028	1.42549298613005	0.921360877169111	0.504244968246116	1.28125428506106	1.22105053193549	1.18097825027567	1.85455981819511	0.727706887447512	0.864964152624349	1.3107043096174	1.15022908842988	1.76267349643674	0.916230995088416	1.64595358855531	1.48486175088037	1.21823985918599	2.1443236967	1.14925841357189	0.872609908269329	1.6300404043788	0.903942522215332	2.14682142502339	1.58165262060376	0.989199155947323	1.72077181416396	2.17435406664426	1.36858676307261	1.62190335342384	1.83276973762181	2.78789641006946	2.9873882050432	2.76006082751088	2.69305582600019	1.76866717309214	2.7226591229821	3.28698390222716	1.86239075912457	2.71468901347392	1.93129461316831	2.75764091401724	3.19210138457009	1.54294389414468	2.48841388561102	1.03001415202938	3.28898592042745	1.04947904893317	2.88031977513643	2.15032364767108	1.85041710288635	2.58289012285023	2.59287377149455	2.92185240043143	2.22418897836974	3.24161495347682	2.04671320345213	2.69929865842244	2.76021843574943	2.19884313418005	1.20644313186251	2.90770020481099	1.47324012229741	1.74206885790636	1.83301927709825	2.55824906472484	1.25755019658434	1.44665565148335	2.04216126367188	1.37960461116234	1.69385114679949	1.61705842666232	0.792919324668195	1.56821770649837	1.79242201041303	1.28674637760655	1.82821885436697	1.1732540446035	2.02126501147255	1.76470275875976	1.34144379536738	1.51839763262266	1.07535196753793	1.50728586448766	1.27751062593173	0.998684010017665	1.94506096006751	1.67590640950165	2.2238911520465	0.778573014047589	0.79523871990128	0.470224746588867	1.30915206221459	0.632701903659881	1.11248731669048	1.46065970041256	1.1726125266348	2.26956708378116	1.05942458469366	0.844379717630365	0.427551074856086	0.81994142460607	0.67452705543018	0.421432978286212	1.06766862870057	1.0127739234079	1.13235299134322	0.563611997285434	0.669664513423074	0.684510559353489
"USP2"	1.11866747695088	1.32913185112294	1.14396793411631	1.4927627488851	0.706198409051907	0.204025764812701	2.12356845101948	0.644979597840449	1.23252126228015	0.611644793744141	1.21232133419061	0.338819192424222	0.147002331515178	2.06176306113596	0.314486684024643	1.74082610167413	0.663824067721204	0.736135465327386	0.916268866569434	0.460196820497005	1.14104510526061	1.37360692427525	0.690081075687938	0.862107642164963	0.675305496420434	1.09259867285124	2.40260363684978	0.389645504904652	0.982661702460085	2.09654987979299	1.59647975167483	1.36588350239202	2.32292267178383	2.65891860105149	2.24725257497201	2.11473244345772	1.66548389272818	2.1800633319414	2.65705029448459	2.29354622443958	4.34668889214321	2.22729565644691	2.37678546906308	1.84985215875374	2.32846508126922	1.99454435952104	2.99570294317899	2.1107709000628	1.85934445051984	0.425701538868924	1.705614480842	2.49345481795296	1.201075800175	1.41830742239388	2.11496714996454	2.93888510783355	2.37703335912567	1.88192805874791	1.48933697826315	1.74902311611993	2.31503581176332	3.6198022368598	1.05842288829389	1.43319422545946	2.04188003070304	1.66133612880179	1.28105445393138	2.30590280064564	1.253072466589	1.56695549345611	0.706773717139255	2.08258706938599	1.57580072441034	1.30841528251863	1.85585003601662	2.18691941793493	1.66356641074183	1.1859595491967	2.06980872122246	1.9337613230913	1.9289150280253	2.10814173409944	1.11781752916981	1.39538987754545	1.41751714884231	1.43296761582156	1.61217801498963	0.636164796276698	1.23754667820689	1.21717665291368	2.73569214564578	0.5895058970988	1.51206208382606	0.67803761748861	2.12582472164757	0.632929404273766	1.94914006900403	1.33470386803357	2.89668246113428	2.29218811945434	3.69836992722368	2.05197812583429	1.06707481955775	2.9231178553356	2.32334370663987	0.756683017270818	4.07378594613946	2.18641258555828	2.28016921716072	1.81837064130416	0.401576535289882	2.68012375144169
"RXFP1"	0.598938642146956	0.843430453561309	0.348655472542441	0.211349010442203	0.416484079325867	0.3766320970054	0.237826072612887	0.662690399081511	0.367778997510896	0.700555305083874	1.16860461690651	0.192808721377451	1.54841510613321	0.356147279288865	0.456587684112876	0.788117156891784	0.359223643879721	0.552077617943315	0.671954599348493	0.520776504430404	0.563610473120701	0.347131162030626	0.796749546596901	0.757801781388409	0.137744330958386	0.644635048836256	0.51225421298907	0.566701640899859	0.259501688457725	0.595230404850073	0.704489590478153	0.14359475246982	0.669350719514072	1.95449039869751	2.40553558766867	1.77959252819686	2.16591372377608	0.790467310653473	2.10318587214797	2.2968106944068	0.433073483967619	2.97000988195037	2.86235209703718	2.20360267404186	3.39351005806351	2.5356809507655	2.12785585705973	0.429170344844454	1.65458613563164	0.951540402341465	2.10412702572577	1.62952519021596	0.867927593981842	1.09871235402329	1.97259837813741	2.45790495582815	0.755310102040827	2.69531627189311	2.68156392768027	2.99265316998219	2.31900341683248	2.75581141366128	0.774120817134133	1.90509533444927	1.14773491072587	1.00836538041139	1.73830221815164	1.27829003955684	0.414817988199918	0.983054881426502	0.365821484197498	0.952552900460553	1.12564001238197	0.755523795822443	2.62922190209985	0.281779416780761	0.536845728452675	0.474904228424138	0.220542949054692	0.483616320129976	0.841550703076542	1.2403333695001	0.326526420575725	0.431287516498449	0.757083943245943	0.687236673382187	0.71891048252825	1.97104898821096	0.966523430373839	0.598022656418978	0.410445447405315	0.749631129282179	0.212533231947784	0.70156134128931	0.424326645020412	0.297711041763432	0.389086685367182	0.156895062775421	0.40787985679823	0.475696748582983	0.436828899620098	0.290149545082595	0.846939535294213	0.321753577620076	1.20798624901515	0.511509029898785	0.561035789484691	0.832188230097445	0.355066725607487	1.95462861247947	2.61809339370796	0.99664493059428
"RGN"	2.21554900547524	2.30496215927694	0.565517098836496	1.35935271823861	1.4480811333106	0.790967333783673	1.33257480535971	0.903643329378663	1.56596977184661	2.11810743705096	3.25105571938429	2.12411771360095	1.81715840026351	2.48814765219355	1.65018439424666	1.45822763363778	1.08290868656047	0.812765718906237	1.76524687421334	2.99851373742	3.0319935612663	0.854494455177852	3.41195860085685	2.68508893906902	0.752056000968719	3.49116322187375	1.4284594858255	1.45532541703304	3.52308650705708	2.45872454079945	2.39889526780813	1.67806703049334	3.4930468695357	3.62201137916586	3.07100512750828	3.66034556675758	3.67472567517863	3.6876263526038	3.37935714198307	3.4757529879472	3.90121859155645	3.4623554541415	4.55842713059272	3.38782945103322	4.04484028215398	3.4102590899271	3.65528319687144	2.6499520054077	3.97618653861972	1.5581243238106	3.34485856818999	3.14226389230912	2.43988824426872	2.94140727593934	4.51330879670834	3.24821735965157	2.18544209542394	3.46770029149161	4.05415632841113	3.97618565377125	3.31294656585638	4.3080957519073	3.11763232824808	3.18929753189737	2.91230822014812	2.94400039951113	3.89981636688798	3.13125847162466	0.959132528419908	3.130524182386	2.46156992966265	2.47208093138193	2.21768929697313	1.97980138289838	3.28895165794493	3.83808182292498	4.13677942139582	2.77204224934347	1.84619540888497	1.33458699034476	2.16856489488397	2.89251366415774	3.27720329598999	1.21706608349069	0.720261465675919	1.95422617582537	2.23327824411673	1.24024105371929	2.41246982672362	2.16113802859946	2.61782052465176	1.11176532082906	2.55685422634605	4.09037086148938	0.488836975306338	3.86765162309594	1.0079677722481	2.47118502039993	4.00555588959512	4.9662284174444	4.13546969148523	3.7472523947374	0.185518802598981	1.48886591925367	0.945508683283558	0.865160408856831	1.72393797685671	4.86173235295289	1.06536758300191	2.60061955169771	0.211148778929053	1.43870156507577
"CFP"	1.8610003996735	3.47188286157989	1.80186178009058	2.46685996873408	3.20793496946335	2.89132149260135	1.30836691395598	2.67968969639188	2.79457480933349	1.11068624846449	3.67252020412711	1.95069986933929	1.53989434976644	2.62325171999178	1.65846746361633	2.37615075595752	2.32144418179178	2.39252600282602	2.71142050650933	1.89671795588117	2.36442769576345	2.34439826428546	1.75291049589138	2.69772022316628	2.16946703035857	3.10420152578169	2.12994510546981	1.95450639462955	2.62482767969609	3.04787354846973	2.39405149166252	2.46554857962431	4.39988327230428	4.91807350690678	4.36312159465725	4.15216676149797	4.43178780120616	3.53464255090227	3.47155761517134	4.74326436483902	2.88169782359011	4.41033863520833	3.24694625787084	4.97188023462322	4.92057317288149	3.73923038558275	3.90114262420038	2.22434264326345	3.82457654462434	2.22285151202255	3.56015246786358	3.68468991301934	2.81635240415238	4.08222315958537	2.87803211709506	5.29308251044786	3.53023300230698	4.43834370120253	3.74587399956043	4.30201342371218	4.30096907818394	3.89798266009575	3.08915883396105	3.90530459642514	1.98921904747609	3.45089750794818	3.83431384535343	3.6152044983078	2.1078578655656	3.71858694644264	2.9938855018767	2.58179693426113	3.20884483047348	2.26027671867622	1.23114706333286	2.0627767928181	2.90161551771598	3.25471958297276	2.76891641004099	1.16350375120658	2.54502076116711	0.596431361382531	1.90742063759333	1.98848725357493	2.42120920152515	3.05769037726973	1.69345805407246	1.91872039781336	2.50068236190261	2.43303220183643	3.31075825180599	1.99480241788344	3.39024492978234	2.12839793857815	1.99506880272459	1.73144845230829	1.33504905545809	2.33516909243901	1.7275178170168	3.89622132597737	1.59268508615019	1.80481485890992	0.689342645912628	2.28461807456307	1.63830933765674	0.509328769755411	1.77135179652281	2.37671504212421	1.73278378070137	0.753540746571312	0.714543663836382	1.46887374012703
"HBD"	0.120888061784339	0.376754199926028	0.0925619044844483	1.28902630412138	0.459238830005185	0.105646623278049	0.278977407704687	0.119538266459896	0.852828846907275	1.08249212204331	1.35502481546425	0.0805427341979754	1.51552030567277	0.579480707936542	0.872405139761107	0.203756223531055	0.694340776738629	1.10338138193936	0.273095140620922	0.163814040834702	0.299664199075505	0.23463076543894	0.755832646870012	0.0791416547979602	0.402608635031521	0.559275135396503	0.0501783658678667	0.534489893950898	0.151512631959307	0.354170451948845	0	0.15725921783644	1.12501185676293	0.869458638920565	0.191657841751239	0.119658995938242	0.147866221263807	0.194265791734297	0.969003129921595	0.758754840932153	0.0898196683227214	1.29794852662884	0.77843931875323	0.194345391750268	1.25385155113616	1.14121372699837	0.543858402971859	0.368037579459294	2.1611083483979	0.217756314407043	0.0892014407487066	0	0.0802669727870869	0.352516026394597	0.28739063526636	0.873709047415901	0.552196671422282	0.300911676568221	0.376262987317404	0.472422506895955	0.438943998404993	1.41759434774351	1.05964314939239	0.25171441713302	0.102784730749842	0	0.0698482009174356	0.526387549307926	0.136703829997963	0	0.586320774799482	0.613413802048816	0.515369475811424	0.447425718274098	0.327397673069647	0.0521037319833977	0.337991528470717	0.308303338518677	0.196242273961026	0.219822063084038	0.425774415618618	0.0924330168147788	0.209969909857581	0.561471485529959	0	0.402953909022508	0.325015475976567	0.0718164818868599	0.582129255667147	0.457769343502461	0	2.42525980424727	0.28868669051645	0.571734523604159	0.529165388821727	0.291706356152134	0.144042163898703	0	0	0	0.059816295446	0	0	0.0478856823486739	0.419870791656318	0.0658296731670627	0.182760853770699	0.133742943617454	0	0.487097290328824	0	0.245178706980775
"C10orf105"	0.122889414017056	0.0467299299822027	0.11553622469774	0.198856219035973	0.328080130691073	7.82275294652024e-07	0.0279637918801086	0.130749832839308	0.0969862905699095	0	0.291476327767	0.039464780253382	0.0611517592571296	0.119026493174404	0	0.041626351894574	0.272144901567427	0.0883097890129736	0.120608612926754	0.118028865710899	0.0776275907910202	0.115566848195799	0	0.0906587213808213	0.0639043901267521	0.0868357507389198	0.19547607822629	0.0368588170498474	0.191693174277207	0.123131849215534	0.112818917501459	0.0571547185500249	0.152606017454977	0.256625894539343	0.22332020000222	0.203079705926968	0.146242260034576	0.245485599117953	0.257109365618254	0.371144723441181	0.177931752550068	0.423000421544544	0.24260286598415	0.251706436085379	0.52911932827329	0.143137367285207	0.346812406722601	0.308845612149348	0.251931566049574	0.17793916064802	0.263828426894254	0.174277930174872	0.10531268880824	0.262718728094007	0.429136184974114	0.237620135053733	0.219453452799034	0.418597366211983	0.0480957309393333	0.309449016061956	0.231936654400506	0.197003409855546	0	0.188479137852632	0.168990485308567	0.126576257084833	0.200531992594215	0.429601941776023	0.0234848378760803	0.257321616055192	0.0864771478930293	0.0853813841500541	0.290067334126569	0.283125404855824	0.0654048783895255	0.0446703888915044	0.1577476316876	0.160225275519582	0.16798324112433	0.0789765563784124	0.11281324428222	0.231655775537281	0.0880615820904565	0.101921036103584	0.343222175574453	0.21678828715585	0.0885407648073382	0.0488631318654667	0.109355314241851	0.0726847792393992	0.349778643729352	0	0.134377425862382	0.029689349610906	2.11430107184587	0	0.346622223242838	0.100923617084518	0.144951038463767	0.661002234561067	0.165462358874425	0.966041512765003	0.195476388579869	0.209605689898578	0.0869374110790697	0.0121054898235486	0.239259146241727	0.139933724091774	0.211589384695079	0	0.0375944394887406	0
