"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A10_841922"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B08_841908"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A03_830756"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C08_830838"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D07_830762"	"MS2010072835"	"MS2010072925"	"MS2010072930"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A12_841926"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B04_841918"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A01_830792"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A07_830800"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A11_830708"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B11_830836"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C07_830734"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C10_830840"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D08_830828"	"MS2010072026"	"MS2010072034"	"MS2010072038"	"MS2010072828"	"MS2010072837"	"MS2010072921"	"MS2010072932"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C03_830686"	"MS2010072001"	"MS2010072004"	"MS2010072036"	"MS2010072805"	"MS2010072813"	"MS2010072831"	"MS2010072902"	"MS2010072917"
"SCEL"	8.69726521958268	4.90024558395935	10.2067589781396	7.38979065776825	1.02890478199202	10.9314384550262	4.1334698114565	7.78305370866228	3.93998616099549	2.06722384992914	2.03088234429606	2.85402924593441	5.78282552979483	1.96804951699066	2.43845736621862	3.95353063614268	4.148929637038	2.23012728897301	1.80432589900963	3.55834650246133	2.08097462208	2.23445001456456	3.11933434687639	2.49789530753256	2.21688139435698	2.8160933569727	3.2332026494017	2.41315085984068	4.71168439244838	3.41707131926151	2.55608734715759	4.68293464793728	2.0065512796338	4.46252843076664	4.28154495480085
"FXYD3"	8.28854775509587	8.30103262888814	8.36441447057847	7.72909617840861	7.87493592979075	9.1107839408045	6.51092844036179	8.12734124186448	5.75731780272044	5.62983237037219	6.04439151332993	6.40548368135667	7.72055990797828	2.23818797196553	6.25262990010868	6.15429774785964	5.91362500051483	6.19487358423378	6.26779553148414	6.37783362490409	6.44446001590419	5.70428087771801	6.32312651437512	6.18207623642732	6.67467943292802	6.61740836927587	6.02104015631643	6.10276291588876	5.80643050403405	5.97844052330967	6.49366754915169	3.97499786288875	5.39418133680365	5.05593499526722	5.6805574029042
"ESRP1"	6.8770661638621	7.57220250350221	6.81469240360477	6.26222938499849	6.58616609576818	8.77057508510813	2.41638107146627	7.51976170109861	1.99594248649368	1.8972855167924	4.87774272420922	3.26703532441133	7.41984200417962	0.862802944019931	1.99686465156444	4.05553461926367	2.11538611547703	6.44175578761504	1.698661909058	3.88994425972175	2.31092850473295	2.84673046722107	2.75567171621682	5.29043021635714	3.54081300337189	3.9908790479345	5.11243392266895	2.17384853626728	2.03773587688053	1.99968795114398	5.48142140908675	1.64278632242889	1.68731568221977	3.03485467677806	1.93857764370471
"B4GALNT2"	5.69674545500595	4.31460920733521	1.77080222528278	3.73227123565065	5.4808373545932	3.178812360246	6.44296052186052	6.97013492675261	6.01006175885845	2.19891671624837	5.37955757497336	5.68749801206662	5.6198628869854	5.20576696934533	5.85559606750266	5.11426249127362	5.75434529244572	5.67137413580678	3.54896139070354	5.49608258945545	2.72169708419829	5.50725164419988	5.3841558070559	6.03313145862811	5.98558690526898	5.83226520640262	6.8511333437368	5.52114658363799	3.58171403194901	5.33543702001203	2.79759765738682	2.43638520888157	4.87842851055535	2.14862410633079	4.36562070555748
"TRIM29"	7.69201358654477	7.88368563567124	7.72075857780131	8.02721529042096	2.64582774135033	9.68988095662773	6.38157707173335	9.00296021595783	5.98804363385749	2.56363687045842	1.95009476382187	5.77208816250609	3.57194603570029	4.47159763174752	6.02365827799147	2.25836734960966	2.41300491912867	3.44573995964005	2.25981618618193	3.4230292205592	3.44908621769992	5.70514331489791	4.14335409274701	4.71094851543063	4.39244843450922	3.36136532514638	5.387423920954	6.40857034059585	5.88918768745655	5.54043082465073	3.90803963551229	5.51253862630944	2.94400000565816	3.5135079356961	5.64510331725052
"CD164L2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TACSTD2"	10.0537151380045	11.8294150019148	11.9648739214703	12.2812177133846	6.36255187835907	13.2731943230505	6.69153099512835	8.01314748067267	7.62550357650522	6.92397627132911	6.06111478712007	7.36623906334885	9.42643204752716	6.21576479781164	6.20921220453173	6.81667644656621	6.31385971910891	10.2176689863411	7.28575334035472	6.29318925196393	6.63251925242369	6.43300144032959	7.07645599829855	6.60035929867311	7.07792049725272	7.45611509272578	7.34338294849884	6.25906749263203	6.57258212332501	5.3053784890902	7.04039531464223	6.74547836000032	7.2659461780721	7.24487546417019	6.4708208249864
"COL17A1"	5.19919393335555	5.71791000524086	4.93534001756499	3.39848268470533	2.93233153946372	4.97652513776393	3.52772539813403	8.97526542790503	2.42323449464886	2.75067331641742	1.85097143416331	2.24726241605257	2.3331592923619	3.74814213984885	2.36246391013295	2.5591973260786	3.71218215797973	1.90517269906001	3.83523947077455	3.58815748358524	3.64945472914266	2.508637071159	3.45112763087845	3.50880568270819	2.44587630695635	2.20388048988814	3.51457436248059	2.81217768053389	2.29777241728652	2.57018823462234	3.41726423237282	3.17106965037403	2.50594439081159	1.84111379717999	2.03754840301155
"EPN3"	2.81030066524118	5.55231586294531	5.2851491616628	5.65233155889965	3.07055818039779	6.95440618287452	4.69764833125805	8.75410420070552	1.79164782446435	2.25347092252506	2.35234948480008	1.41899592915845	3.22008877863612	2.90755516092972	3.24106948094254	2.03163688536756	2.98402587731901	4.50288451654772	2.5578145906539	2.64699995725137	4.91966347085659	3.31086483912214	5.10626753418373	2.64581258631774	3.51189186235518	2.09951448248777	6.14519819707306	2.61992271195922	5.57212921525331	3.09629092944772	2.37344417544467	4.73076323736635	3.24479255652511	3.09064922821837	3.59025903836637
"PROM2"	5.80837816795614	6.89162845980868	6.57408474303602	6.55801731096974	5.59066169436032	7.25523291646531	6.24644943814457	7.6909596177331	6.49930594237223	4.6966738776531	5.82814573770438	4.01371217437877	3.41067223431234	4.08531828037989	5.39927432603897	5.10871642064773	5.34971141179812	6.55365501083279	6.46194190417227	6.15625124922779	5.61099536118783	6.20610647822478	5.13160713891249	6.07645495153762	5.96671703815989	6.32938788008349	3.64878990735075	6.41208805030485	5.46170642717377	5.89615898950295	5.3206394162775	5.99725184853775	5.90735840801647	4.02021457618683	5.47563061513543
"MYH14"	5.43806191125208	6.01175741864623	3.37869688527294	5.75430972683785	4.85065239457035	4.74859342013999	4.3964726246195	7.29952418878181	5.39413119835016	4.8684011105903	4.48134281246465	3.90369001503903	4.96820510119137	5.31060366487768	4.52882131556368	3.61187644174331	4.68859130215266	3.68277762509947	4.03576717685316	5.73193981973465	4.93590092639998	4.41559263057199	4.02735048411492	3.83458704667634	5.00207053080196	4.99692609233568	6.22361664406281	4.41324317337938	5.60535840643408	5.75879136170648	5.41094451542604	5.29532423991611	5.57873094090171	5.1979851336498	5.5209291650595
"HSD17B2"	3.06357769296566	8.33270532157796	3.81350558983408	5.74852982783481	8.47251769621628	6.70506966726994	3.15845680586075	7.26190954156979	2.75081598660973	1.25816991485534	1.85514491493739	2.29007798598426	2.49058280408114	0.962252326974737	1.45001801365432	2.76127705684712	2.22188780597143	2.38614085845857	3.24566872835183	1.82189885597443	5.64980953866497	1.64614557493529	2.524628322011	2.3776595812727	5.42453471315506	5.18028635131773	2.10605078158078	2.04026682117707	1.08501777538961	2.28037898425275	3.12395854927942	4.55746207929409	2.78098734849731	3.93354519488945	1.15036685183526
"S100A14"	8.04880297183661	7.57648446212319	10.0318096859883	9.38342548833125	7.15843773855718	11.6262361111963	7.0642757585059	6.63810256856666	6.35717069902979	4.0449373418275	3.78214138552008	3.26929011144672	6.73467965376023	4.92553757077259	5.92143425456966	5.69798197466523	6.50434218045794	6.47061109333749	6.20824038961459	5.98627198471655	5.88022563399786	6.3791799604478	6.35768226227461	4.77135109563921	5.68477337953597	4.54541204408787	7.19063171101188	7.08078562364946	6.47676702409088	4.87637357323965	6.35812090664956	6.47760183597374	6.13466087817464	5.71019334540765	5.3601196007096
"CHP2"	4.81115687323373	2.83722266947153	2.68864953354694	3.3871906915418	7.79401365951175	2.8046131052579	2.33204643418072	6.17915733509187	5.71576386170632	2.54594763415564	5.7008986177965	2.97632729190737	2.69014119712995	4.47345083588473	3.28714832525583	3.90040878333095	3.22897804678548	3.06613533048955	3.50159011223251	3.48427120365722	3.12856129733576	2.80795472022533	3.78326570116077	2.76134714206094	1.82106296561913	3.07416948823633	4.21351860463623	2.81487642526061	3.88305781341095	3.06265666596982	2.31346679374333	2.39582729033558	2.99244801101373	3.90423461305091	1.89357811040489
"S100A2"	10.3467200873091	8.45331235800443	12.3447038222966	13.2439442229043	3.0861071155992	14.5823655454905	6.77663665103249	8.1292912594093	6.15085183985727	2.28864942923451	4.68724299612883	5.0051768140119	6.1674527978922	5.20433421449151	4.99671623394327	6.53039527546495	4.15128532212598	7.5798001400459	5.76294487475888	3.87837857013742	6.47653961616337	4.41558419171109	6.69567013851216	5.75661983392908	5.44112487198464	2.14770513633819	6.15960176843179	2.75297431734378	5.853831991408	2.94187315770022	5.89129262584223	3.49195724284015	3.44337708940458	3.36715521524004	3.92987323901394
"LY6D"	8.97957698194045	3.58090037110511	9.06452721564196	9.67229453978486	5.12357460945078	10.4459397536409	3.27161250364781	8.69020881066118	3.82416572906003	3.08966615511874	2.39994642763869	3.53913932840214	1.82137120612176	2.12880580402843	2.6975416801031	3.20419485267537	1.88419546702592	5.03883719983048	3.99031419501309	3.42864642897248	4.02118468180671	2.55652964780852	4.35544754305443	2.81320404897902	3.76503908606694	2.53908011807362	5.16599451638388	2.64602165306425	2.87524939380527	5.69556082694359	3.7456433842683	1.98920014540801	4.11623011468571	2.80473760282622	2.34909973869807
"FERMT1"	5.87379920997011	6.05388496749732	6.39918090627897	6.84502874035942	6.61770699661294	7.72855075213673	5.80069929460513	8.35477011214492	5.28885729794009	5.41041732142795	3.28298245092004	5.23306232724521	5.33696871560095	5.84156908296915	6.07703685600743	4.74569957000617	4.73883573339811	6.1707374097935	5.41708409573101	5.34904269004704	5.95414743206869	5.3120710670143	5.74313470011663	5.34828717855217	5.99681991538015	5.53858358410031	3.58231448431169	5.76985249506329	7.48449747468954	4.32944268367861	5.48198218521545	5.60442406658448	5.49961813611157	5.82280229736556	5.54069638826356
"TMPRSS4"	4.20724984443948	1.67900224134854	7.04775874985061	5.79391777141446	6.00414842268801	8.60249042351604	3.97918223900347	11.1643019961902	2.65089080669609	2.08617738334139	4.84240850583321	4.8476084826287	3.76991118251739	2.72360973489032	4.01520872457041	5.38941966336591	5.90209496253917	4.83658920755528	3.76229877705957	1.9158200173122	3.30180143862961	5.62055493820751	4.60304131218805	4.01368796101895	6.70325066919846	5.92967350833443	7.95339958122099	3.05216478945463	1.92158856462611	4.94167622778714	3.4579219988645	5.49525571611267	2.90852345925216	3.56348219991691	3.49323874773059
"GABRP"	6.02916674633424	6.20735339882795	9.3551920170954	7.05931956287741	4.0557566486133	9.77774747319183	4.66536874408969	5.10001871553566	3.98894760753583	2.01595597139968	2.59548507810588	1.35049342724132	3.9979534711387	0.672713662390745	4.03879351001406	3.67786152102822	3.5922553473241	6.45584888830537	4.43175861053407	5.12015462464821	1.24348984116654	4.87962913860424	5.27452024757004	2.50065476040222	5.43264767806881	1.48343215549516	7.04998960451094	5.23352795382745	4.2215457865632	5.50147551501481	5.02500758235847	4.85497992977283	2.41299766266432	3.80601879022375	2.14804724570231
"KRT23"	8.42297394794841	10.8668019593232	7.36744583859176	2.98218897306795	2.09055707016466	8.73661073712144	3.51770764974187	3.308972880429	1.13942354307925	4.62493576894094	5.10716594225297	2.22818043710083	3.66187042554166	6.59697417000208	4.90888154251553	1.84186108458752	6.75378926192302	6.4832318785992	4.98487146497331	6.18832806155134	2.56790055520413	2.96991623691286	2.03365452871166	4.19923305114247	3.38087595901967	3.46773289549585	6.34200679279436	5.22362866758747	5.16252892174749	5.88034982173369	2.30032950230597	3.48440530457625	3.57263354409854	2.30211893036918	1.88077667133391
"PLA2G4D"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM46B"	6.69307739222537	7.63520931215979	6.68628061036699	7.49037235144812	5.63534765374452	8.32293442628857	6.5249647258926	5.49924914026161	3.82203088475778	2.95173399695	3.31541969521304	4.51373854750736	5.65190056317218	5.08901081142988	5.16724877363399	5.3318933863353	4.10031924382832	6.19696035097024	5.66614884441118	5.27240619199215	6.39473205297127	2.47653551494452	6.41795225894712	2.1281118184846	4.90883273888375	6.6505892929727	7.79424820078883	4.94361354616811	6.52903992415517	3.25963247634305	5.38332522938872	5.58716904501587	3.25000814297618	2.37345367550464	1.44008165074435
"LOC401934"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KRT14"	13.9829537533699	8.41288743480001	11.4821044955111	13.1972703210307	3.73812511481088	14.3377812654609	5.28393245735549	9.93356507676272	4.88563306917256	2.84505065217567	2.6316080365026	5.13617097357968	1.09349217292805	2.69104029532942	4.70303478139155	5.98482586493689	4.44104626669755	3.93823377924537	5.88239277101563	1.77553713006935	5.33304329616684	5.70272472185862	5.38652078317582	5.83195814175262	1.7816671975373	5.61755811984612	5.71428544697708	4.86412254756436	3.36097222235873	1.58881756954038	2.05359147211273	6.14145302548454	4.79297781773744	5.40665416079396	4.62011211131419
