"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A10_841922"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B08_841908"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A03_830756"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C08_830838"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D07_830762"	"MS2010072835"	"MS2010072925"	"MS2010072930"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A12_841926"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B04_841918"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A01_830792"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A07_830800"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A11_830708"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B11_830836"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C07_830734"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C10_830840"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D08_830828"	"MS2010072026"	"MS2010072034"	"MS2010072038"	"MS2010072828"	"MS2010072837"	"MS2010072921"	"MS2010072932"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C03_830686"	"MS2010072001"	"MS2010072004"	"MS2010072036"	"MS2010072805"	"MS2010072813"	"MS2010072831"	"MS2010072902"	"MS2010072917"
"C9orf3"	6.50218695788106	6.77743260744717	6.41010076238431	7.39930002221247	5.31358357732711	7.85056189868394	7.43077613089572	8.24011383773515	6.93936834192995	5.60313075675484	5.79461499244417	6.29342800895963	5.95890896322501	6.16936490344738	5.82178046429011	5.93860338515789	6.53914657839496	6.33106062348915	8.01060262827406	6.9663774690814	8.05076172349317	6.95767352472513	8.2474363103757	6.65794159304759	7.597507417579	7.52248091695461	7.90855164315465	6.56399064974727	7.37336073624888	6.14540643653299	6.45483440166158	5.80962283437635	7.80344588185723	7.36621983068101	6.59326293320472
"SVOPL"	5.22888271678505	5.90605170456796	4.44148680658723	5.12109201102393	1.67155598247948	5.77992696764262	5.53229859660083	4.00249048774642	5.65176074159027	1.98260016165976	3.97348596336992	5.32669467899511	1.10633961262385	2.96695721562913	3.84511403235348	6.08032409756451	3.44337273718249	2.6875132689479	5.66427311946384	3.71463887220572	6.23186512468043	4.78366897785765	6.13092782013117	4.73570669856275	4.29478826419302	3.88143672219936	3.08276770417118	4.22047757817066	5.22283300119229	5.3112715980675	5.03508463856142	6.08934022640378	4.69601308528865	4.55082179750813	5.70496495079952
"MUC13"	4.27937909940626	5.14502664783325	3.38720633543157	5.50431926395335	7.55794439287797	4.79489983263365	5.46775255090156	8.59726813424316	3.51405450532966	5.47079169051474	4.12791032731635	4.32685895408268	4.95643031720318	2.55171751268355	4.71758172807805	3.92755157189524	4.78891236969175	5.11361284822351	3.80454673488696	4.91622556739991	5.18307573661371	5.71681654097805	4.88658071250881	4.68874598201127	5.10028274768066	4.66394567167207	7.05447176865937	3.35917082597913	3.61548689341205	5.1918014999361	4.40538016905617	5.12864245301151	4.78772562064296	4.92205003266409	2.58932642101006
"CTNNBIP1"	7.7658692616347	8.04448215207251	7.26541880689881	7.16941003504832	7.3899231393439	7.91705710913299	6.96821224021132	8.14012968545303	7.88290763555834	7.90234852874175	6.69357372169505	6.66267786811687	6.81255819852564	6.98173416049298	6.75292318495597	7.11654426620511	7.2390124416553	7.34058245582915	7.75203350940077	6.54072171418907	6.64385106864299	7.9133874519176	8.73444945668533	6.48663383148417	7.23300753152893	7.55863918152688	7.0458216637192	7.44086900160386	6.66776916790418	7.4618441055464	7.68863945138163	7.3076685284692	7.7428345191024	8.40571753933351	7.95764160046074
"DSG1"	11.6005233902825	1.21194339257766	5.82141273410668	5.98740205698638	4.09909216196133	6.29917239943435	5.42953289770233	6.21491714973363	1.9121617099043	4.89187102512493	1.38457078086381	1.91809796253294	1.67798825195493	3.47329484528952	2.35428898537134	4.15437220413063	4.02069702781084	2.08172604842334	4.68674873584668	5.03790182462531	3.91080654215591	6.2344753505004	3.484043931549	1.83110492995807	2.64625942428171	4.40372565061589	6.51757772210848	2.15941552244163	4.41783147610094	1.06637718560703	1.72135749892494	3.56048246830665	5.26532817518608	2.99130138172449	4.45560095169171
"EGFR"	5.27078964895323	6.9978417743754	3.57344868561905	6.13788159302575	4.43418860120511	5.72973064320069	3.93870856698301	8.18249712856209	6.21116386375038	5.4476332602932	5.55268688307753	5.52789965003372	5.54968023711636	5.69991488673952	5.52120453489579	5.48304083112491	6.14292894386928	5.3912553050509	5.30804843314507	4.003259888803	3.730841782274	5.48894180084225	6.64772735247548	4.6713453698417	3.70649171220247	6.07026718055791	3.42843762324231	4.99553277633365	4.22301016034785	3.80851430740869	4.53983218658004	4.71694912147278	4.29756033227637	4.75971751003764	4.39987959279544
"FAM3D"	2.8557706775813	9.54616493018258	8.87640044577281	5.16324306613061	8.04097753545176	9.4890165032369	4.47180128560354	8.30885935264631	6.27294646517311	2.77406690677525	2.88230441197441	3.96644309563048	3.51948886816213	2.40490366368106	4.31326963900684	2.42889370194436	3.00537667003618	2.59148633939579	4.30667567206945	3.21824566399145	4.48447161661091	3.33164535085904	4.14778909536279	3.51360962488822	3.65641538397524	4.5542847835357	6.94297095548489	3.98397996617253	3.93698359835236	3.9239782611523	5.47259265633685	3.85164705864797	3.05433366448378	3.67995797419048	3.51046183497276
"SERINC2"	2.05354385761171	6.96249551909898	3.96432282006989	1.87182798789896	3.14896814025511	4.59392679305246	6.89773343055307	8.00471771655866	4.55742430624504	4.23875396473955	4.9739842336424	1.56893568324123	3.14234207555625	2.27358652009921	2.92597707577658	4.97181689060924	2.16012978540767	5.92081571846903	2.42140578212208	3.00529950349326	7.16677698021829	2.43056879176521	3.83754237955343	4.13478007405984	2.39171202415282	4.00576696834342	4.06816647867899	2.88611632779336	2.7623660634568	7.35923401507379	2.46355817049703	2.2807705713624	2.60698424274754	2.20344690406271	4.88923378983735
"NCCRP1"	7.25556716042382	1.92883322636503	8.77001575774643	8.53129283352396	2.1835577027138	10.5177968465684	7.1444039241877	7.89568794645907	4.01223348142291	3.35780610499514	2.55031718846552	4.2308524708498	5.94594305144293	4.81734519941832	5.02985771507716	1.99044806013508	6.16416451389706	3.64006497103137	3.16283403141892	3.47209186507612	9.79682167999115	4.41279763948222	2.64225048310526	2.67027581480914	4.01896247221667	7.05909695717408	5.75277380891285	3.36167919205587	2.98253769520946	6.80917198322177	4.557294443269	6.07261223372273	2.17337026906743	6.27789498789427	2.5853632968979
"TRNP1"	5.38981122941534	6.59798292096832	8.0022760773742	6.98363434612163	5.79218272136406	8.09686180778696	6.69819238516332	8.52849875106136	6.30456901997376	6.508857241873	5.67912567634461	6.28323774522924	4.4796692559035	7.57040781409729	5.34771329719891	6.19123310780849	8.3520609135988	7.2045227027313	6.38911763580642	5.95185931007465	6.78955170025363	6.08765478916212	8.18653206372811	6.22237923022164	5.33178700716153	6.61798256618336	5.34768250893473	6.77832770616395	5.8187834288842	6.01287485304694	6.34697517416352	6.8234057625498	6.08377278486304	5.46841579267169	4.74661006355592
"SELENBP1"	7.06230108954627	8.30135301458436	5.95538207985793	6.44705443383675	7.52767122161989	6.5037361852223	7.78328543448501	9.44265328119364	7.25740086231904	8.2795337950017	6.29032246155407	5.893529039338	7.16498961549851	8.70489766132201	6.12463105025625	6.38578683672372	8.06559497401646	5.8732708374095	6.450362747157	6.89049849519294	6.2597038687868	6.79288002401447	9.15267066154165	6.80135402728668	7.75857808971716	7.91333094987283	7.63962527934142	7.58928206322183	7.12227641347576	7.39671366867193	6.52278472864338	7.25445443859617	6.98041470191962	7.67650130633289	7.16290646368376
"MRAP2"	5.19040916143564	6.49408865409951	4.21616905549589	2.85708857705389	3.08562007774034	5.68482678156679	3.32272138481813	8.54689604684386	4.49286680869542	5.47902498336315	3.3108102031219	5.6811783544436	4.09019211051919	8.57714045073649	2.70801979433525	5.15772956124726	2.67888430096871	2.95374629410011	3.11109362815283	3.33920926144368	2.70617889237483	2.67393932358656	5.69564368950766	4.12453398821403	3.52181984624417	5.00446552545765	3.52537771290282	2.14071840876189	3.22944056990478	5.60942628232813	5.46912786709264	6.07842503292531	2.88041089258255	1.9786709083865	2.49048390437321
"PLLP"	7.08110433795613	7.4237149811541	6.02735428478595	6.97702527795842	6.1528177441824	6.37856327193539	5.1269150411645	8.65788652746337	6.71538644361634	5.07387716149814	5.05613828855107	6.43004567218971	6.07912476413544	7.83075133296061	4.83198696746612	6.57569462561535	7.35847858394857	7.02206020963346	5.54268497794365	6.64562973882042	5.49584630762286	5.85440440669842	6.53178118439719	5.96873283479698	7.07932874680359	6.57176500973819	7.49401025545907	6.44833240348134	6.13825113482291	6.23021837417488	6.00397443100624	6.99764028711014	6.60045533891381	6.3621142582368	6.19270668082483
"ELF3"	6.72004188241033	8.01499886549081	6.17733358249884	6.28104160114377	6.73160812281587	7.70794829954101	5.37852776638698	8.25885219614404	6.47384897287341	5.2008054113927	6.10472578947372	5.97891378884407	6.52694382606718	4.88329019644705	5.76792442371093	6.24700690378146	5.15414876771242	6.92003346592346	6.38034632177078	4.41510310738758	5.58019976505462	5.78187210221975	5.57561646333697	4.48143671183414	5.28391560174293	5.0898555107241	6.18482722516081	6.19141311662192	6.49937226413155	5.99298037363873	5.86683270008031	5.47532926540485	6.35821515903094	5.84939628379542	4.95471600932985
"AHNAK2"	7.19257277071573	7.03509765763195	5.5114049619697	6.90513551395786	4.92404433282283	6.64002668119879	6.1438954192291	6.81957107581438	6.7026188307948	5.60439245429544	3.30674028944586	5.61232150336946	4.78326931081439	5.27073046378068	5.61271709208793	5.54699556298587	5.98784404080836	4.49174991411925	6.46413268092495	5.46510127282598	4.23091841205451	6.38807730412981	7.33409378507796	4.84978546326505	5.63524339443605	5.63060133757725	4.97908741313727	5.16040638228555	6.16810056456174	5.98194285967619	5.59783012447622	5.35119285446867	5.70945474741489	5.65427779404695	5.47659558114463
"TNFRSF19"	5.50189822171546	6.29173123135873	4.83100935469722	3.86538223917528	4.75998565625911	3.18745743365824	4.89595288309554	8.41858445677988	5.38180094559448	5.62411775837998	4.72666744488757	4.80430122807122	5.37080628660987	5.74502361954825	4.94734941123276	4.92660323792749	5.08461009521556	5.89998500267072	5.58334830473771	5.315353940169	5.63403049057264	5.7657824784951	5.9465896644898	2.76892354409579	5.14456143058043	3.29892568026676	4.44144259874175	4.64010390551484	5.94754370147661	5.0249714523903	5.58217439290605	5.00113779574209	3.62381178671739	4.59828845381602	5.20010010978037
"SH3D19"	6.26505023051129	6.93113982930316	5.86715316600135	6.51952989365572	6.37382880594979	6.53797415541576	6.48884856063964	7.39251910968748	7.13783752073931	7.18706282929177	6.44031242344908	5.70675013474147	6.8898401751952	5.49048276082817	7.10691827851618	5.98240782809867	5.97724567844169	7.58904669695313	7.12995684377993	5.8992507063584	6.54325046353948	6.49699972767619	8.56518685004515	5.87739852423339	7.21834962133544	7.33036920670902	7.41800866444257	6.18793584290214	7.11863896719221	6.69021447102992	5.89201898408955	6.0347944909578	6.75767288062842	6.99603412920448	3.77957235329539
"LASS3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PKP3"	4.78659218760382	4.71898677526697	5.39187251984371	4.44383819576608	5.77524505582446	7.50273382055028	4.15027856007911	7.47744111091516	3.60169205496399	4.87057211869999	4.83467050407646	4.6945830425762	6.63073394667914	3.42143742927218	3.2928191789026	5.44571602719952	3.12218317202483	3.20890670015883	4.96842890203081	4.05871177215691	5.96153499934999	3.76442229855671	3.36471050149437	5.96708685573406	4.02090489474314	3.25012940305647	4.30331047578172	5.89509340160724	5.09104785500705	6.34473537951344	6.25578711307115	4.11747726807241	3.70629036805466	5.88334517442085	5.58840849390465
"GRTP1"	2.70024271588307	6.22045395083847	4.67683187078014	3.03904134459501	5.60867959738067	6.09178704655753	3.399589528638	8.52332104027311	2.63820494505958	3.97836088506826	1.93387192270935	2.9173130644115	2.15179968255058	3.10093117288182	2.40921579098734	3.14798569508901	5.70419439111648	4.36275482737973	5.09003486650291	3.88068801557409	3.02531998447451	3.97565976296332	5.95582486370107	3.09961361020352	6.04708381674105	5.42100494744035	3.9728107725747	2.8052185248217	5.21730152075472	4.44417388629085	4.72996781622192	5.14400460779108	4.81804662615189	3.56771209884708	3.76205056574716
"MANSC1"	8.17819552803303	9.46639607569827	8.72527182771081	8.32750252514008	8.41241446723619	9.28217237613226	6.63096836567602	8.84904226011895	9.11840741616372	8.90004552082681	7.98939536911865	6.76885452863437	7.62210414013971	8.95191319546132	7.21494984549857	7.23999092549992	8.8084840669309	9.02755497031742	7.66417679757437	7.09280368572152	6.94108667342112	8.16978807958882	9.86288977136227	6.59292511961267	7.14159417623687	9.32805317656253	8.23185781319228	8.00652938708927	7.748560321876	7.49673655686171	7.7261820824961	7.71834023617625	8.14696695969057	7.37906251186508	7.28412739277634
"PLAC2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PKP1"	6.40927832465086	3.30491709793875	4.98895628974665	6.38975360401227	2.16643776222721	6.88176116052271	3.72103176018008	8.54808238032491	4.87634275232268	2.32402159471202	2.63697619986593	2.7742074199532	2.49714164848887	2.83713204946901	2.60429873235412	3.63045080194769	3.36710558904002	2.53371414399441	3.18014759272649	2.92871237679373	3.03000657073361	3.78933719941756	5.95167142130458	3.44282173582157	2.88755333333741	2.43135656839092	4.09768971621769	2.64868516834203	2.51460311989889	2.79420803578784	3.51529202827401	3.04833982412648	3.20378229418403	3.3266556090393	2.16935921387643
"ZG16"	3.93611289758814	3.32001242293618	3.64457450852361	6.28817540314463	8.82393694449994	5.32136320171558	4.99261628377117	9.6475796731954	5.20000743655682	6.62657164663102	5.79751356706893	5.75262528504653	3.63181902202695	2.26666607715165	4.7708091887684	5.69706887490755	6.32021906013454	2.44521450170034	6.19917837855669	6.20336558212082	3.26847300585864	5.82173326437758	5.259027511039	3.59316954321139	6.08856581150446	5.01901784445104	2.66735781179408	4.84261519450723	3.85925370424143	5.21089438255438	4.76989308542149	5.67874257521452	3.37400040779204	5.33568822167913	3.33695296314354
"CDH3"	6.91658280581915	7.57423975666525	7.49081393750705	8.69213199867644	6.13478059416207	8.65736584455745	2.34048389854549	7.45177471972448	6.62684071434289	7.61248692350927	4.12816722510737	3.84908556889342	7.40918485112045	8.16862298523911	6.24932236014389	3.87095626805991	8.5067212177142	7.97310478531599	3.74013104767977	4.31087150385054	3.54652955800974	4.21657724850803	6.19523398841158	3.9209450671456	4.20186890151356	6.53508775161506	3.58709308583635	3.37486160855565	3.65915178211827	4.69546784496812	6.40245648121066	6.37398689679022	4.5692914914904	8.15528298758823	7.03915792864534
"PCDH20"	3.0552798044836	1.75019626735625	0.905912806236357	1.38727410670745	2.40994029839155	1.70362614595586	2.14144393541202	5.21036140916644	2.05179039932702	1.29618536388066	4.7908387653131	2.63770402280185	5.14881424696675	2.33631226997405	4.26274929624534	1.67404498487477	4.86625083484	4.42836317147581	2.01309721153302	2.03072278188091	6.05889265406414	1.54834800261614	5.90194068096779	5.51819626935199	1.38032270113535	4.76957884940105	3.85495377666588	2.89577001253845	1.19352597309189	1.34044839144826	1.51577359393739	2.08538855045696	1.39625587019134	3.24899163570933	1.43846618784354
"SLC17A8"	2.95430645243625	2.70036861122771	1.79664509134328	2.4824055672642	3.37539295331718	5.435256310161	5.96136585665913	7.29218258183646	2.51780471248848	1.26058041401362	2.03283294140453	1.82892905247732	4.8052897732405	2.15953322074195	1.12659557293695	2.05645629585891	1.19765798715095	4.19801148760243	1.72591902790848	4.17713421850508	5.16663236835036	4.65745699952503	2.94959084420572	4.56683871572045	1.30758984781936	6.13790203433355	3.89499620179518	2.29642791692026	2.5072840366792	1.06560908056472	1.93977396090229	1.42509425963543	2.06953584630008	1.49269453483554	4.65859312942294
"ASS1"	7.56770464898583	9.22988284148626	6.72802973956124	7.30266850057969	8.66159720591739	7.76451289954374	6.56337568688275	3.47709573157709	7.33989139885815	8.22698962883205	7.99755020489114	9.11197553674635	7.97942450248353	6.7264049240075	8.13734907585388	6.82200042705051	7.25940286784061	9.55071887414404	8.62594703473819	9.16865398547001	8.48772320586429	8.31528455901647	8.9223439699897	8.92766644722408	9.93501266600878	8.6495071634076	8.57008597826222	8.09633720900219	8.04237487564967	7.27433268428487	6.73643715091419	7.5166572994133	8.57827517181865	7.82074598185758	6.6242707208505
"DDR1"	7.23857717715858	9.38234134580744	7.73917820163754	8.15605054369328	7.68267408020559	8.56314488812259	7.70486083317079	8.70232338336388	8.18265719157882	7.85807259181202	8.28520300978628	7.84477369167049	8.79282341790282	7.99474108828673	7.68380102004238	7.77103772237256	8.67042460657839	8.75771073544597	7.95138444879332	7.13044312089358	7.53942731334588	7.11329301229268	8.25723112260767	7.66657218587562	7.49415803773483	7.97945283748408	7.79530627138937	7.52455824384842	7.47761063686061	7.14930287094908	8.11514524957763	7.81605563704915	8.72261865382812	7.29056203077885	7.46798066916511
"EFNA1"	7.70254711056745	8.49646574728536	7.62599782817091	8.78914388063885	6.32542766057352	8.24498105550534	7.12214352536981	4.87503244339506	8.73257598961876	7.99344355921066	5.41130022013591	6.39746333749973	8.31883639558843	6.39200490455161	7.50300359563432	7.53967496971049	7.51344764888983	9.00111295226695	7.42510416189175	6.84887362194693	7.90646018684281	8.64270970790242	9.76148170411528	7.17711846913805	7.21563847318009	8.50038690394843	7.49741825365648	6.18265251972008	8.21966432919449	6.3646297198121	7.33296443318017	7.33966941979064	8.03804872367859	7.10377956884332	6.19273040951369
"KRT8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"EPS8L1"	4.83067114387699	6.30812526762364	5.87706944519655	6.58088595356273	5.6819693438121	8.3067589813981	2.68938063403414	7.83679576955815	5.41907022041758	5.74487971214211	5.53494658672416	5.46648279974742	6.16615684903781	3.54663449193795	5.4617032237365	4.68423805200227	3.50460210685652	6.04891605304937	4.77808379369858	4.44202797483865	6.07271338879539	4.13021197190917	5.68223221432501	5.98326336066912	6.14520185781607	3.81628980472478	6.2521776603433	5.16512101152434	4.25448127613025	3.44491940682714	4.01992083556024	5.06264309971863	4.40184999847482	4.40298378239222	5.51786809163595
"LOC202451"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ID4"	8.77916420352594	7.50802164690247	7.23226654117385	7.93809672061021	7.10784864067409	7.40381245165088	6.42954225165594	7.41383838919999	7.74302465847475	7.7450712882317	6.54534221573962	6.24092720327187	6.74342394991542	7.61185655967383	7.03133954507078	6.62688928695224	8.78686130108162	8.5159777988021	5.3682119796033	6.20489506305756	8.35973995622678	8.04698442935337	9.71653920803273	6.3058353016904	7.24445783737427	7.51263671582379	7.73513177722963	6.68347649118963	8.07599759904113	7.58746248626143	5.74122852430807	10.2986595692045	6.648546412783	7.03442502497825	5.82624656986244
"CCDC129"	2.71922661084386	4.3386380492335	4.91361392912525	5.48301241749368	2.75969758435499	4.49114347215492	5.42948864361208	9.96094309191244	2.83370615525562	1.9920216328087	3.1762170556771	3.37101574223347	5.02719277485368	5.3621657615615	2.61934204749801	5.35215029799385	5.70581136664797	4.54953740626873	2.39829321689757	3.19861840535652	4.76950886634044	4.93928133607367	4.75525172556354	5.52278860654655	2.50938381127339	5.07505684208259	3.31340745940892	3.19264381831153	1.65162110395665	4.01006731412998	2.91300804375463	1.9514385710552	3.42736209495175	2.95530157155018	5.63211111234029
"KCNS3"	7.72695349003982	9.96076784406854	7.06900715532555	7.48142108915788	5.38779199466399	7.84230523827078	5.69411850472634	10.0675494245932	6.98752772096694	7.15918740282256	5.68049006440397	5.78259758436779	7.76288735008867	5.17297394508325	6.69974551127755	7.01936531142031	5.20150351492832	6.99921624534431	8.05337872994215	5.45403937945254	7.06196835369226	6.61869541948751	7.17875195876773	5.91286786037505	7.30021754444232	5.94438987929843	5.63566956981358	5.62485369614546	5.70245085752001	5.74934185810989	5.61456493093306	6.54090431260568	6.52826324912744	6.38175698199464	5.46113016480784
"RAPGEFL1"	2.77513040140288	4.90340429958327	2.60448947093822	3.25876370506338	4.54788749617723	5.58339390147276	4.17711638309082	8.5703681200398	3.1619477224145	3.63851302802576	4.31992868404416	3.08382076809816	3.46857309894341	2.6764809891122	2.60096663816942	2.27285595108565	3.69979626660218	2.95827732969621	3.32315077398266	2.95608730041873	2.80994124835266	3.1573125746689	3.36516101601002	2.62233653238157	3.32307829060524	3.43624369987391	3.61874945165372	3.12792630874225	3.48580832077686	5.09497668776631	3.21125066910075	3.68832061424983	4.06144565089498	3.26798127685409	3.88512281277594
"TM4SF1"	9.68530767298011	9.46733252338079	9.633240678725	10.6915361374992	8.35178179276643	10.9023242430652	8.01050521984262	8.27579803251857	10.4327287751124	9.61288618241917	9.01174204270884	7.66247205114333	9.32484160741604	10.4696417181822	9.57788025781313	9.03649025488057	10.6878064907709	9.20509046295647	9.22334295765952	8.22259356681965	10.4060411311894	9.84737429852477	11.2044286418023	8.88046547685127	9.22483993836676	9.3898184636166	9.03383904078391	8.672077145762	9.53397449316221	8.59814008567131	8.89944306979489	11.4076935823668	8.95311741438796	9.23794755146261	7.95169693204189
"MS4A2"	5.66182358994792	3.45701717346176	5.62234783548142	3.86283712368202	5.22991109257396	2.80319381427341	4.87648580389162	7.83927766276122	5.52388452047397	5.42970217707222	4.19519167023527	1.15557206168074	4.5725139086102	1.67264877554833	5.88329167718165	5.11087454151931	3.10844533134718	4.47001610054522	4.641616808555	4.70319233568302	4.65886545083921	1.6526575646456	6.64944648089285	5.42143737131193	4.39422601190464	4.67803467831837	3.68794786783291	6.01357760280926	5.61374905839404	3.48348001469287	4.5226029584338	4.99481806562346	2.39559278299799	4.88976422881376	3.44573768582706
"ECM1"	8.02570218365731	8.77943189004746	8.80971651084903	8.6026736250673	6.39661751615158	9.42400396811074	7.76620999526315	8.63417447986125	8.28160851721359	8.26506578011248	6.36580741449648	7.3406807627058	7.33760905171494	6.78202070157761	8.64231294102056	7.26716039019313	7.44791385005038	7.78296730097601	8.96640056567864	6.26740837951357	7.7791033477317	7.42476567417327	8.98624438998239	6.99641207058142	8.15961316130874	7.35657724215983	6.99666936654524	6.58944365705253	6.80194764430314	6.37925686649652	6.61105954085523	6.44640103770298	7.35545803347165	7.21448890429311	7.12526199162203
"FAM83C"	5.63657805043336	3.41383484997202	5.04528303385623	5.02653019712869	2.40156033058722	6.43911327565241	2.9441761515474	7.70950106421788	2.4027383075483	2.17882340270392	4.85447019263861	3.18627867163782	3.61769150474953	2.09484813325146	1.79582514102618	4.4680583388006	4.91411499134132	4.69172208848965	3.03148348332604	5.47439511460959	3.42721910831175	2.93752905175095	5.26306653074682	3.28175181765156	2.94674853424389	3.95087908930885	3.2105874460809	3.51999570073151	2.81392142923484	4.74300705461802	3.18048266689749	5.66440583399393	3.66092597677126	4.44965400045476	3.06570385783584
"S100A16"	11.8115470943466	10.534509777281	10.4843857238008	11.1088747647765	9.05844085611077	12.0841748578854	9.36787530791773	9.31442160464447	10.6942532767116	10.4677343714828	9.16689248151843	8.71440317383227	9.50816150205456	9.39285888878763	9.68086101080219	9.64480067859697	10.2172926090186	9.58878549197816	10.2408016022325	8.95357733156955	10.1299120272541	9.56561151230474	11.1063361072636	9.08274780208351	10.5313755534026	9.95680850928639	9.14593116742758	9.159505436937	9.48144613963436	9.30773722892955	8.92378731494164	10.6806131245135	9.77200664987607	9.6885639505227	8.59484278466469
"FLJ41562"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TPPP3"	7.00353357091375	5.38627515473988	4.71363098865444	6.35937495612397	4.16029280761567	7.63970148819131	4.78050780418938	8.49047499837359	7.37216013165693	3.6449041461711	4.67051080508292	5.60693261578632	3.19360624922757	5.40287320887318	5.49544726189044	2.09517386961303	3.54682196346694	3.88916010908732	7.04163244130874	3.70585841701922	3.92805747340062	6.81975019293351	7.92510536863297	6.56073990309086	6.48853832820643	6.16729830506246	6.1348021795463	4.65017554340309	6.50242055021941	3.37896665373729	5.04037477039473	6.84673997885205	4.63262113985786	6.91931903878849	4.10105978164126
"CALML5"	10.8140054824217	9.61864398490976	5.83063199384262	2.89059442402628	5.64466159425619	8.00395195536274	5.79488856660725	7.23653663532672	5.14100243377858	4.80966194580123	5.22298762933157	5.64124761114089	5.37679681005022	4.58353031354365	5.20783925951801	2.38207539093658	5.60297794324454	5.98788852290996	6.28465782948075	6.30616818395681	3.86543626646073	6.22040764046264	6.24665626898288	5.63028564369283	5.2984053479271	2.17664322313737	4.11103468817886	1.43843966675933	6.08635786664867	3.45396884106526	4.68531845804925	6.17581950879285	3.63002475519776	5.5744904276504	5.26982147325489
"GULP1"	7.38169187989498	7.93679137375654	7.83426569295743	7.73132998395403	6.83768397104211	7.64343164920373	6.16219543744315	7.75750467022255	7.94066104919307	8.37611779363139	5.82137108730451	5.23981593387919	6.63546790444223	7.95760047086984	8.41340994206959	6.97796267697321	8.13311394157814	7.8927665627479	8.10338277364383	5.52741879980427	7.36690355912244	7.71939486810559	8.98969464144356	6.28472900652677	8.01327474222546	7.76318748879094	6.73910258690385	6.57339535461195	7.31025040551589	5.68860291583242	6.59907850000099	8.67958348165386	6.87124703240281	7.79817439069087	5.84079617243632
"THSD4"	6.12630715760909	6.09953936841715	5.50740731379957	6.55789227368894	6.43989071670881	6.52950004664461	6.40264612870623	7.3748013049677	6.5665612353272	5.83367774666466	5.77917952788751	6.47257011716301	6.12236602171269	4.68696261996021	5.29036428633688	6.29903722048534	6.15343183868642	7.13805375108977	6.2651886424803	6.16703300842937	5.44475682231941	6.0923378210219	6.69928118109406	6.09242827664218	5.83746551938043	5.74011009453903	5.25424113583179	3.68294384967312	5.87364940338789	6.58056611802058	5.54931745799005	6.13042266355402	6.50591960554518	5.70034273573382	5.69837648916515
"EHF"	5.68782207976669	7.38801173095691	6.45645026537392	5.53703340883876	5.58483093358012	8.50320209298362	4.9354326993932	8.13350519823624	5.36435420047817	4.82810988892307	3.38871868270913	5.6900020776969	5.10751764210885	4.32025396541499	4.77357944753993	4.60797747742748	3.06612794439898	5.9439249528993	4.65882229329713	5.67827936456718	5.94580627586685	5.71376867569609	5.98534504073595	2.81393630937874	6.22595881137377	5.82007501325874	6.54060127972321	5.61465849947016	5.01877281959426	5.57943203914362	5.05065235205037	5.25686756963802	4.7449186371104	4.81773970536374	4.85678372671956
"EFS"	6.38493700376885	7.20848341337133	6.63662209868381	7.46652144428243	5.75844807928935	7.36565628144518	5.65685150174827	7.88372734549748	6.58108074281867	7.24464214906965	6.33249127553162	7.04872920017304	6.52481385391051	6.32026523390011	7.2124779612385	6.27144170578614	6.96902576357241	7.60020793902106	6.44733194244775	6.37701781530404	6.3216064102161	6.5610498671849	7.79294610880488	6.30005325181166	7.13137433827309	7.11098696868039	7.14977448760004	5.91174047458172	6.28289418853604	5.86133262420012	6.2806306793897	6.74934983277157	6.11116966696407	7.07694307802373	6.41020795606051
