"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"	"IS15"	"IS16"	"State"	"MaxFC"	"InitialState"
"AC009060.2"	"AC009060.2"	0.936132312927496	-0.70726885640326	1.41355787610529	-0.727815494735481	-0.436154836500165	0.950530970369375	-0.339547214884581	0.54113888552928	-0.473828544176972	-1.03657333857879	0.211763015206214	-0.808988174464934	0.927404013550609	0.0357997098595353	-0.564443358534761	-0.186681686686932	"S01"	1.41355787610529	"IS03"
"RFC4"	"RFC4"	0.746272787633597	-1.05815653109246	1.4100875434511	-0.920776046956834	-0.741458205744306	0.482604858072088	-0.267666886844015	0.953683286819435	0.0207874200409687	-1.36533397189366	0.225239343454312	-0.429437909176801	1.18558383188586	1.24718656518833	-0.598956057562203	0.352592817615379	"S01"	1.4100875434511	"IS03"
"LRRC4"	"LRRC4"	0.775297430108807	-0.417897674857721	1.40391788001507	-0.698102568736615	-0.730351993481558	0.764761628179225	0.521634550992994	-0.908360362308618	-0.945515792451118	0.629806740697882	-0.979702262769374	-0.434121493459842	0.444176455574799	-0.598387402077465	-0.215584855237529	1.05906644285663	"S01"	1.40391788001507	"IS03"
"AMDHD1"	"AMDHD1"	0.765402478229623	-0.525054760064956	1.39383987640824	-0.807191164134711	-0.781936378682595	1.02483619977066	-0.341511274116904	0.563209790207302	-0.191698448062768	-1.09979340513549	0.313223067513474	-0.38732267420146	0.774098376039727	-0.33105478797813	-0.656340171819577	0.534917215118681	"S01"	1.39383987640824	"IS03"
"FBXO27"	"FBXO27"	1.04101674113714	-0.760466502793833	1.39354150422272	-0.943691071815393	-0.851256178039479	0.96846574667671	-0.134908255596788	0.678617305633816	-0.0590528986179037	-0.768715334072774	0.340236375188927	-1.01930703015625	1.16013913307076	-0.373978981339387	-0.791224846394393	1.38891284225421	"S01"	1.39354150422272	"IS03"
"CYP2S1"	"CYP2S1"	1.30779785135978	-0.534066683658769	1.3900462900091	-1.06625370526757	-1.22658493908994	1.10393635072542	-0.117099524189647	-0.0800751336776885	-0.385199648782803	-0.38868805734736	-0.205941327837096	-0.362923197137112	1.02601570574336	-1.12701576553603	0.28494194459852	1.31807770247758	"S01"	1.3900462900091	"IS03"
"FZD7"	"FZD7"	0.248410620112046	-0.869435220508142	1.36802952053262	-0.624603313880345	-0.899937106995022	0.772640784417763	0.396872444827544	1.07689192535246	-0.978843574359021	-0.0320701692283044	-0.449782617460257	-0.833937037898174	1.20147935526677	-0.554502248671725	-0.399549226294976	0.974072729438561	"S01"	1.36802952053262	"IS03"
"GSTM2"	"GSTM2"	0.744611518359154	-0.0654576349803211	1.36147889585256	-0.794687639397235	-0.604662324233873	0.16574399433728	-0.219821667036363	0.214818707610525	-0.77019638185442	-0.195373312082057	-1.10046293767833	-0.371500693072913	1.09626068070927	-0.320487925204885	0.03588107498537	0.742140038032768	"S01"	1.36147889585256	"IS03"
"BICD2"	"BICD2"	0.458928763358479	-0.782784644643373	1.35802630049611	-1.26932878720985	-0.702093147405085	1.16669951077768	0.0785893238736084	0.508685570898611	-1.40581704816772	-0.00952436928776831	0.46793511728293	-0.627684739660763	1.0864936332517	-0.668302240435899	-1.00302218859107	1.22255682550988	"S01"	1.35802630049611	"IS03"
"WNK2"	"WNK2"	0.47014672376211	-0.643319939590411	1.35729574740252	-0.274753486299092	0.164779048033419	0.212676500425516	-0.136226625608819	1.03619805736114	-1.14262760689319	-1.11728936866501	-0.531374138840553	-0.863394605549942	0.897207930466217	0.955528867966309	-0.723452353968386	0.946010764986072	"S01"	1.35729574740252	"IS03"
"XXYLT1"	"XXYLT1"	0.899535059537336	-1.0175074219242	1.34922620694527	-1.16474946486135	-0.773480979557875	0.87535305801842	0.0599238047211108	1.12835249775636	-0.556524237155415	-1.10757088363853	0.248394742810098	-0.638555536413093	1.0800968732718	0.443521878426177	-0.494101451994985	0.699263377372229	"S01"	1.34922620694527	"IS03"
"AC017081.1"	"AC017081.1"	0.757648249049951	-0.426128393602685	1.33623510195679	-0.224625123135368	-0.294547177719663	0.741084522849654	-0.40535313914029	0.503039441201771	-0.58747668434179	-1.13884246283237	0.0535443241717404	-0.69017544853323	0.656178337625859	-0.116043566984613	-0.590526163640109	-0.544372598138287	"S01"	1.33623510195679	"IS03"
"GPX2"	"GPX2"	0.89974497888351	-0.936824676468668	1.33455653990408	0.694802313616448	-0.326403887881103	0.471256418446268	-0.636741765691598	-0.599143075558568	0.12689522401947	-1.14403546203218	-0.339501565146389	-0.783026198119288	1.29374315970359	0.488830300136695	0.716393136074591	0.504392582740525	"S01"	1.33455653990408	"IS03"
"HEY1"	"HEY1"	0.625543000761997	-0.691674795906368	1.32881013530363	-0.833454414403396	-0.365509372464894	0.645221019485869	-0.152711111900601	0.211094573646934	-0.900655757807048	0.121069252198414	-0.240323248140104	-0.981558968143279	0.973618107441087	0.343935043637307	-1.03535761428882	0.55754036406992	"S01"	1.32881013530363	"IS03"
"AC026248.1"	"AC026248.1"	0.636269769014632	-0.160072911931565	1.32614524240909	-0.97259915775796	-0.176850486688055	0.738010828260203	-0.619299378288656	0.409713502739492	-0.830152213298202	-0.880416462662614	-0.00849034024435179	0.100961632490676	0.707850756696847	-0.614661878767277	-0.940694623645769	0.118779137580487	"S01"	1.32614524240909	"IS03"
"NPL"	"NPL"	0.406053087208736	-0.75324558109106	1.31804036786746	-0.572255190464662	-0.866700616153726	0.879512442614093	0.266971268028401	0.31550703999274	-0.140782701073986	-0.0928784603256492	-0.546263213905371	-0.10492331464972	0.350131363105881	-0.765051303711165	0.0195120534466515	0.378610340108779	"S01"	1.31804036786746	"IS03"
"AF111168.2"	"AF111168.2"	0.521070668438754	-0.113477142818965	1.31523128485744	-0.378177664928208	-0.0882917158292322	0.658163204262196	-0.467989130898117	0.376857699164381	-0.767464846612244	-1.11661950570482	-0.204796761184591	-0.157853603848388	0.85911760960312	-0.773918069644276	-0.503092004914263	-0.192945865469365	"S01"	1.31523128485744	"IS03"
"MFI2"	"MFI2"	0.0765178685595793	-0.832694227850785	1.31150840183675	-1.08313985372333	-0.906439947864641	0.282288639990526	-0.113050364557141	0.983775880498972	-0.615635256322148	-1.3434440624335	0.446172961490046	0.447652460429989	1.11756872634663	0.457216414780946	0.829509814302253	0.244114825614665	"S01"	1.31150840183675	"IS03"
"COCH"	"COCH"	-0.110305250052486	-0.634833861258098	1.28567800390482	-0.962325738536993	0.568058717001451	0.207572221716177	0.152243351583178	0.10008441254855	0.529047562705815	-1.2397285013716	-0.375555898247203	0.331565994559622	0.573659150470348	0.962949633829098	-0.268272922196756	0.057948675496961	"S01"	1.28567800390482	"IS03"
"FAM84A"	"FAM84A"	1.08100749500674	-0.923253858382512	1.28184474166118	-0.709028363058674	0.471691283164832	1.00200124922658	0.145295041658846	0.400280978888238	-0.67434818369442	-0.86967162583342	-0.00974198465748139	-0.980260835167568	0.636451610020058	-0.301573938072493	-0.981409801442147	1.08497667301675	"S01"	1.28184474166118	"IS03"
"S1PR5"	"S1PR5"	1.09352035089103	-1.22661776553372	1.28110490469132	-1.24368360522173	-1.08631620734168	0.898251413034589	-0.0604628873547292	0.925205064063326	-0.587022847459061	-0.122149344040922	0.775053142844043	-1.06445534694143	1.22208391215356	-0.450239125733999	-0.452521674305812	0.446739420933162	"S01"	1.28110490469132	"IS03"
"GPC3"	"GPC3"	0.929885867906557	-0.36808772596332	1.26671578883223	-0.68221059162046	-0.739619990542524	0.281347461502653	0.394400511928305	-0.484120470701612	-0.396876470866997	1.00521097874625	-1.177964724533	-1.07575663516108	0.327551309721174	-0.269110666852367	0.0568002942412541	0.986108246793211	"S01"	1.26671578883223	"IS03"
"TPRG1"	"TPRG1"	1.00390034516723	-0.688844702456454	1.26601986608	-1.21673883951993	-1.06217733050767	0.366499419022461	-0.332528103972019	0.447606227480356	-0.392793458880032	0.859889216375986	-0.331004832845127	-0.810324085436872	0.772412157226597	-0.870481992315375	0.41838010240644	0.217816854653544	"S01"	1.26601986608	"IS03"
"FGFR2"	"FGFR2"	1.13407560972239	-0.38552000026857	1.26409245071842	-0.985729674619578	-0.910060735346352	0.695654051503481	0.281353622497422	0.509256144313208	-1.05195130715635	0.711970075837271	-0.69414966939855	-1.21512966497623	0.674685748878453	-1.31673642186776	-0.332341196032301	1.25312853230378	"S01"	1.26409245071842	"IS03"
"C12orf75"	"C12orf75"	-0.0859284525049067	-0.813577084708094	1.26208804450943	-0.664713320937017	-0.0381490288320232	0.443426357047805	-0.101132736176036	0.530484723789684	-0.340167154007681	-0.364477252874835	-0.435859292500649	-0.737527041643784	0.857539980840725	0.552416475273241	1.08869024367671	0.409352747739298	"S01"	1.26208804450943	"IS03"
"DCUN1D1"	"DCUN1D1"	0.776494274118445	-0.964567464593639	1.26082320907625	-0.881216954759032	-0.778641382124623	1.05085062080779	0.213530054484528	0.618113216140092	0.281861241377334	-0.919851813383664	-0.142046149543619	-0.786573786253296	1.16976499572761	0.418728821790085	-0.411491251328954	0.587571324290308	"S01"	1.26082320907625	"IS03"
"ST6GALNAC2"	"ST6GALNAC2"	1.06131981839942	-0.611832831706113	1.25935116647818	-1.3362083285246	-1.3902528962411	0.786393241389729	0.0801715385481755	0.473057162839879	-0.957239575381613	0.25601799724277	0.438206283486697	-0.698342036423248	1.04116723573428	-1.18351785908372	-0.370228103488382	1.02564587654288	"S01"	1.25935116647818	"IS03"
"BMP7"	"BMP7"	1.09863844010167	-0.617622152892341	1.25518127372726	-0.988453188983406	-1.0797330222398	1.22123239525405	-0.298257061607874	0.72953948456302	-0.538661131588786	-0.796594101272437	0.164927481091721	-0.929481034351543	0.942162846746603	-0.206236606753646	0.0730945646833214	1.03991546536392	"S01"	1.25518127372726	"IS03"
"EIF5A2"	"EIF5A2"	0.426311914710068	-1.0765612295338	1.23739747648232	-1.35112046179799	-0.485459268180855	0.86775472159861	0.00774639083659154	0.902328333903366	0.688449950589523	-0.991384651116355	0.250262630202407	-0.412838292174212	1.05031227387633	0.394523246966399	-0.0119567385776956	0.904232425536299	"S01"	1.23739747648232	"IS03"
"ECT2"	"ECT2"	0.612287448124663	-1.12156067293911	1.23417457227206	-0.465254423998431	0.0601105573713829	0.385809424535072	-0.247459826533684	0.734827029405654	0.122598687663798	-1.51778733194947	0.183494070038592	-0.508333586307642	0.93097589189547	1.15684860928776	-0.281035432303024	0.480420998534425	"S01"	1.23417457227206	"IS03"
"DGKA"	"DGKA"	1.12642343875407	-0.430109346547058	1.22652755237071	-0.737211552036066	-0.534247631003097	1.07802445533918	-0.088295425747295	0.19846971898936	-1.26083832021574	-1.15549532719603	0.644900892138447	-0.386778235597619	0.535479049267892	-1.11084444293816	0.359507807853512	0.442137452370495	"S01"	1.22652755237071	"IS03"
"EFS"	"EFS"	0.848104290811099	-0.476149961620148	1.18526692582398	-1.40427203017672	-0.604575905774928	0.839531834098942	0.21119017420585	0.812561533351977	-1.04278928941959	-0.38924987244497	-0.0502062777439043	-0.572748735010056	0.838869248687278	-0.498347616881265	-0.526312575430806	0.805571540633496	"S01"	1.18526692582398	"IS03"
"FAM83D"	"FAM83D"	1.00514999543869	-1.35907836117801	1.17756237776418	-0.884937847522815	-0.169998454829805	0.861068129866535	0.107338955985733	0.581183102802821	-0.400843869387916	-1.4807318109225	0.473598070507306	-0.229172227737952	1.04842356608491	0.718587806427415	-0.693665718506475	0.928112641434403	"S01"	1.17756237776418	"IS03"
"AC073333.1"	"AC073333.1"	0.780311087178793	-0.647260975410878	1.16450861687412	-0.388659105631292	0.0469398238555802	1.01245985692177	-0.181536184368512	0.319491871719453	-0.769435802428938	-1.08439957065976	0.169570955563674	-0.521414991702436	0.675820359874643	-0.12022923316538	-0.826453481330078	-1.23089185550982	"S01"	1.16450861687412	"IS03"
"PRAME"	"PRAME"	0.454318441396584	-0.938186332012308	1.16427947303701	-0.37756433101749	-0.271347444560461	0.404102279539313	-0.133833135332585	0.862792626361174	0.226061857071052	-1.2716463007014	-0.0800380703709682	-0.389776595152885	0.951762522524752	0.939827475684648	-0.790818025700751	0.700545100436926	"S01"	1.16427947303701	"IS03"
"ADA"	"ADA"	0.0777391499875582	-1.25165212998279	1.15721507383245	-0.691938478419126	-0.445163204155562	0.880573161742125	-0.0593941252223543	0.806332589518492	0.0749241208000405	-0.985668549588155	0.646360373583411	-0.00576794143256451	0.572335507085541	0.388230045100341	-0.361473274626039	0.677489232574954	"S01"	1.15721507383245	"IS03"
"CKMT1B"	"CKMT1B"	1.02534548629808	-0.688792833364635	1.11611134745458	0.323619701582528	-0.232183280340534	0.86685451401795	-0.146362112471694	-0.43688973073443	-0.598204894061579	-1.32849089393346	0.410079138469001	-1.15774946393915	0.986916294265643	0.245762617145738	0.142657903148411	1.02148919999745	"S01"	1.11611134745458	"IS03"
"APOBEC3B"	"APOBEC3B"	0.769007369345833	-0.730324605956041	1.11476338866342	-1.0714789009469	-1.09640517545704	0.957957836323809	0.125122933487143	0.812315401237371	0.672064038401312	-1.32127563054562	0.0772147181960465	0.0313678935485217	0.857351237316723	0.079461025176235	-0.272833161817078	0.172649963904954	"S01"	1.11476338866342	"IS03"
"TROAP"	"TROAP"	0.70279137556475	-1.20068802457995	1.09804198122539	-0.608392373078912	-0.214451216658427	0.28361354375354	-0.317407351834903	0.96944115505813	0.437505183041987	-1.69047707383351	0.547000922337405	-0.0757328877138983	0.908963732928638	1.08323036713779	-0.588976231258402	0.418340898423724	"S01"	1.09804198122539	"IS03"
"COPZ2"	"COPZ2"	0.285716806374736	-0.667362439141018	1.09098140041552	-1.23644195707419	-0.334451798848485	0.9658188926376	0.608037077509462	0.154699296389506	0.0612641634875187	-0.0704499181497324	-0.00483288500860323	-0.122404574896414	0.851776371286841	-1.22443448026121	-0.572474365351086	0.740177427178753	"S01"	1.09098140041552	"IS03"
"ALDH1A1"	"ALDH1A1"	0.81126067726056	-0.425209814649244	1.08188050065189	-0.69856114878248	-0.283411375166964	-0.0924828416059201	-0.322445290842271	-0.10576051648061	0.0803898272758943	0.793773910754568	-1.36879857242235	-0.860438225056367	0.858418726811586	0.13370187275764	0.328357992774915	0.121050658946344	"S01"	1.08188050065189	"IS03"
"SGK1"	"SGK1"	1.00378809765341	-0.620739416594605	1.06855734815319	-0.921576170689911	-1.09407829526891	0.730232491460398	0.298362937849115	0.545404310096855	-0.12504004248489	0.525626953485362	-0.356321283778467	-0.858778729849165	0.197665414347365	-0.736468178878446	-0.524233907853845	0.724143740571163	"S01"	1.06855734815319	"IS03"
"IGSF9"	"IGSF9"	0.697347773248785	-0.586122211892943	1.06510538381649	-0.705895115155705	0.0282169141764678	0.554229929053917	0.0823636486851044	1.04033411841161	-1.19243475953476	-1.75824470636352	0.109128643149196	-0.172904591497525	0.649275405779641	0.52240737925298	-0.257941262746693	0.782266670953415	"S01"	1.06510538381649	"IS03"
"SDK1"	"SDK1"	0.32856765616837	-0.535806346950341	1.0637054682278	-0.339948348427311	0.906059933392995	0.463340726971369	0.0864435792399626	0.636059685360828	-1.15328299999342	-0.887329424304086	-0.671711574324826	-0.684793550150747	0.872287203039832	0.135706088436332	-0.546497942522097	0.310454536321787	"S01"	1.0637054682278	"IS03"
"GABRE"	"GABRE"	0.680348994361801	0.423054385389961	0.994306758059128	-1.0496558688795	-1.10725396522774	0.649496387236517	-0.318743754467686	0.0636856505070502	-0.7885900441469	-0.660674375674922	0.179721484529537	-0.128322704862093	0.836903539382254	-0.819475591433018	0.125157137555481	0.807101554446217	"S01"	0.994306758059128	"IS03"
"COL4A5"	"COL4A5"	0.788912821002787	-0.961655223601003	0.968941085697237	-0.806765144224363	-0.718727345179945	0.900890652348418	0.25964568552465	0.754205856836999	-0.942778301442961	-0.0221772210678436	0.603687093357306	-1.18692356260251	0.696662607246238	-0.275654576917163	-0.487510862359831	0.749106946022424	"S01"	0.968941085697237	"IS03"
"RYR1"	"RYR1"	0.693286909520441	0.148204669188927	0.957792009572921	-1.15577904029554	-1.47910102335701	0.752806944905065	0.385767509190674	0.508690077631912	-0.139601250652667	-0.397305784699744	-0.112117804119494	-0.563097565334226	0.506370451974613	-0.368806682263647	-0.0512636943693815	0.0521208945476146	"S01"	0.957792009572921	"IS03"
"KCNE3"	"KCNE3"	0.469775350552562	-0.951003641452928	0.947627686572586	0.816207927334191	0.0930243729898033	-0.0879277987537899	0.211464349300331	-0.632757982278845	-0.06406276499261	0.146125087718911	-1.25266556895446	-0.125587586732725	0.416859048629995	-0.214386064734047	0.63966239710558	-0.749925159107203	"S01"	0.947627686572586	"IS03"
"CPXM2"	"CPXM2"	-0.0597965378812117	-0.270697873220649	0.885981283121453	-0.820096705764952	-0.253974141256873	0.362136824456904	0.785426475081088	0.532540910056385	-0.38511711144134	-0.244682534638669	-0.707585473340142	0.0141670770726369	0.393423715360638	-0.24527837949706	0.0417850232543169	-1.15333398713594	"S01"	0.885981283121453	"IS03"
"DUSP2"	"DUSP2"	0.182162550900039	-0.351559615292399	0.750436780456578	-0.952886542676058	-1.02032744983353	0.132858584095806	-0.231506888418037	0.630518614636913	0.40312118295094	-0.0394113296307644	0.390953922730297	0.348602068337934	-0.471309717309787	0.149828277736269	0.0348152505483849	-0.209672016996156	"S01"	0.750436780456578	"IS03"
"KRT4"	"KRT4"	1.49040209359893	-0.088115656749751	-0.256034579826166	-0.788002746448756	-0.862239793538004	0.44337252903273	-0.0476112151060589	-0.524075228682128	0.315030166421665	1.14798539957621	-0.546018257986716	-0.47578941234377	-0.00281688178963498	-0.410885941510993	0.616620702927041	-0.863288128180588	"S02"	1.49040209359893	"IS01"
"FGFR3"	"FGFR3"	1.39467659466451	0.11728469363334	0.179765519014515	-0.287294253697295	-1.21000919703877	0.809281403437005	0.131961624839622	0.512101130183454	-0.697649059825548	-0.212467299197801	0.24780721346117	-1.09790849995002	0.426774733352308	-0.995356358457307	-0.144335030045786	0.709458193360573	"S02"	1.39467659466451	"IS01"
"TMPRSS4"	"TMPRSS4"	1.33034400557981	0.0718933219780556	0.79395757450342	-0.136390078528209	-0.128680702820301	1.15251770423921	0.118225166704863	-0.638972695475232	-0.49026117145858	-1.48186384498533	0.00710664312537267	-0.712839492930571	0.663074785078751	-0.940897809652628	0.64282940259486	0.722830729315662	"S02"	1.33034400557981	"IS01"
"SERPINB3"	"SERPINB3"	1.31890842238342	-0.850235889336672	0.549971073396261	-0.840759900115539	-0.232521989374117	1.29307723328333	0.210565892275185	-0.0184666766931571	-0.267013804799843	-0.781496105800107	0.719966702700041	-0.690083961498243	0.598045437184541	-0.384573205537499	-0.058114394175496	0.378156985479112	"S02"	1.31890842238342	"IS01"
"KRT19"	"KRT19"	1.31666781324437	-0.585589799607509	0.838847939941421	-0.60431498615342	-0.979535436675915	0.844980747651262	0.255847977980806	0.0553564157036839	-0.0367218212583994	-1.1493891518349	0.433607247736387	0.0348509662893678	0.449999640284375	-0.887927611617429	0.862353603799454	-1.50757248491977	"S02"	1.31666781324437	"IS01"
"VTCN1"	"VTCN1"	1.30728800830015	-0.286419350283137	0.422770691525527	-0.754591437491941	-0.424455573895341	0.490923848668001	0.863945016658622	0.241355916036378	-0.057470404377807	-0.78231895165738	-0.321190111566412	-0.347537769545905	0.144628102427419	-0.475502877419272	0.88697616479452	-1.17991054060502	"S02"	1.30728800830015	"IS01"
"FXYD3"	"FXYD3"	1.26779702486543	-0.746259226279606	0.777425468953551	-0.172751581013967	-0.550317611451769	1.14497502052745	-0.288147707697574	-0.040105977970528	-0.0139222541331744	-0.402603159996213	0.493550405071503	-1.41154986676076	1.25439685001745	-1.08594074075839	0.531395974607687	-0.611362298491148	"S02"	1.26779702486543	"IS01"
"RHOV"	"RHOV"	1.25275231949992	-0.860546752154575	0.478937886806756	-0.173296988895627	-0.48104981712785	1.03735901902527	0.251983356125334	-0.00507340271994063	-0.436053500979678	-1.31408900517075	0.836125875150187	-0.226199527214398	0.596911240694448	-0.548867811396691	0.245047766210713	1.15810720778782	"S02"	1.25275231949992	"IS01"
"A4GALT"	"A4GALT"	1.24985165141926	-1.08344785557533	1.1139822455803	-1.03625807942649	-0.326987291819743	0.997999311522559	0.471134963709493	0.0749574566086278	-0.925495587100383	-0.414474926339659	0.307853114276946	-0.334657247450125	0.568778248408642	-0.81277625417576	-0.2220941914075	0.63981312097661	"S02"	1.24985165141926	"IS01"
"CSTA"	"CSTA"	1.22290016613283	-1.05853177822555	0.925543143135826	-1.07970226192735	-1.20246738753685	1.1349816676423	-0.107885379308491	0.800751079459928	-0.0297559824665678	0.234584002961678	0.595015009148382	-1.03961798127628	0.929722622184718	-1.17852988495771	-0.312143451666142	1.18162519786421	"S02"	1.22290016613283	"IS01"
"GSTA1"	"GSTA1"	1.19199755995477	-0.413376084617842	1.17993406223439	0.454047207017025	0.309818183830316	-0.103919850922637	-0.420026781711422	-0.867535515842077	-0.648435541000322	0.0284208778817747	-1.0211858723762	-0.721245549740683	0.513545525436616	-0.437060571095423	0.188231846244996	0.147976713969298	"S02"	1.19199755995477	"IS01"
"EYA2"	"EYA2"	1.15420324439104	-0.768691366380344	0.36268692293493	-1.43418709601863	-0.177839181622778	0.869753851002962	0.526074290615439	0.978349730928561	-0.34488392587029	-0.737682009701832	0.0274386861137026	-0.6041574343138	0.434935881809951	0.527926073041104	0.260595541983275	-0.418151352037601	"S02"	1.15420324439104	"IS01"
"IL20RB"	"IL20RB"	1.14846742658933	-0.750169437430376	0.260436754696898	-0.380159431627078	-0.832703079747016	1.08000944343269	-0.238199506198553	0.296243174635204	-0.102596512403375	-1.11981712573092	1.0837511755943	0.0188380376796437	0.817740576903471	-0.728906882025879	0.0571265007095859	0.759440392581608	"S02"	1.14846742658933	"IS01"
"CENPW"	"CENPW"	1.13656307959506	-1.28907192539773	0.690797522252393	-0.879398505581589	-0.759190422643031	0.859778722810449	-0.120264507276532	0.935494671085176	0.471915541212462	-1.40204626355399	0.894876747030931	-0.332155196491536	0.752801340734348	1.05465624975132	-0.454766061073556	-0.287205063081947	"S02"	1.13656307959506	"IS01"
"FGF11"	"FGF11"	1.05996426280144	-0.564438795878855	0.306432143388852	-0.458974662867681	-0.188071127166983	1.03232761051563	0.499876590697003	0.791707028490286	-0.0633906562300539	-1.68686956914943	0.509975258461475	-0.0844903059376777	0.533067909046377	-0.491740491954703	-0.621343033249113	0.0750785879607416	"S02"	1.05996426280144	"IS01"
"CLDN1"	"CLDN1"	1.04573437078824	0.0121720939810608	0.763297227637039	-1.56035521950909	-1.1126553355561	0.845424290715859	0.596092787027066	0.796505831303751	-0.299415384800333	-1.02656427637191	0.565667759882238	-0.346846905676923	0.735647741695461	-1.11334364819159	0.0822571167429453	1.00322621841766	"S02"	1.04573437078824	"IS01"
