"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"	"IS15"	"IS16"	"State"	"MaxFC"	"InitialState"
"GPRC5A"	"GPRC5A"	-0.457836843695656	0.431350375344675	-1.1448556352211	0.852439255041053	0.26812198963275	-0.134110173791373	0.529129256748904	-1.29089639730515	-0.396663725574847	1.53138164632886	-0.253057195234707	0.36167978309905	-0.938833375223324	-1.00625089477658	1.12402590757979	0.442124952188292	"S04"	1.53138164632886	"IS10"
"CARD16"	"CARD16"	-0.420635887532653	0.223107409206272	-0.11689634444782	-0.709354219556363	-0.714827959474618	0.256999689544277	0.324529981219802	-0.161999589873358	-0.0830832258699	1.53126424837992	-0.446604787115911	0.507147164215442	-0.6935465733418	-1.08468322450246	1.11486736817419	-1.38610653166544	"S04"	1.53126424837992	"IS10"
"SULT1A1"	"SULT1A1"	-0.413392716702997	0.878752716287687	-0.739547162598039	0.499819181223338	-0.344388212476096	-0.871567087643662	-0.00678731620608242	-0.920375755461278	-0.613155088354503	1.5269327660585	-0.749275099272208	-0.0611688775301609	0.171712998742166	0.284869357803883	0.655685095257828	-1.1263315707199	"S04"	1.5269327660585	"IS10"
"MFSD2A"	"MFSD2A"	-0.0993669602416883	0.916573120581462	-0.489481840415775	-0.182483729140142	0.605787815486645	-0.136145018452391	0.239449486668821	-1.23113485187313	-1.50619911161712	1.52450907374481	-0.626921195290307	-0.427075001926807	-0.366135321928598	-0.126055013933576	0.215040447201626	-0.898611612389969	"S04"	1.52450907374481	"IS10"
"TACC1"	"TACC1"	0.560097363221129	0.0876395496992926	-0.150550979021583	-0.374479479736953	-0.289507943395951	0.339484739218216	0.681511863834519	-0.0784306128533233	-1.36877085976804	1.52326993791453	-1.07485455392204	-0.671259242046915	-0.379043488203296	-0.681911856692236	0.529000560239951	0.187785132244118	"S04"	1.52326993791453	"IS10"
"CPAMD8"	"CPAMD8"	-0.420979318936225	1.05346084770973	-0.959466100181087	0.37465880938334	-0.310992015846932	-0.53952330293674	0.610804913319935	0.0932959735590741	-0.811697308921299	1.51369381861462	-0.60671599824332	-0.365138668767158	-0.97790422441411	-0.63408330740231	0.90050104803779	-1.22852750348878	"S04"	1.51369381861462	"IS10"
"LMO7"	"LMO7"	-0.757614453037074	0.99025749444367	-0.612317394836964	0.832806847604632	-0.0134085420610392	-0.60034458448253	0.440600061930471	-0.952189427148874	-0.997381062867759	1.50941293651056	-0.914497350288868	0.580295251929858	-1.41767041764287	-0.795151852682376	1.2663953827927	-1.22082263802141	"S04"	1.50941293651056	"IS10"
"GPD1L"	"GPD1L"	-0.124363125953207	1.32040806443908	-0.86303829452935	0.564842026639674	0.312964501053916	-0.915535537430827	0.354158410290878	-0.987975000232033	-0.935164443618003	1.48232732285504	-1.02351964361368	0.41897569118949	-1.08033143827738	-0.954767844430887	0.492336915980254	-1.3306397874612	"S04"	1.48232732285504	"IS10"
"RRAS"	"RRAS"	-0.302222602756441	-0.0285976919548068	-1.23587513100643	-0.296187845974809	-0.847175766163906	0.365812588862625	0.397123000225107	-0.0143219718516288	0.485598971324022	1.4783796669762	0.788560966080828	0.747067764087697	-1.0385193317916	-1.33806086276901	1.1333206244899	-1.01791098743834	"S04"	1.4783796669762	"IS10"
"IFT57"	"IFT57"	-0.713574531825785	1.22035295543246	-0.410999777327772	-0.408683474064118	-0.94942850883071	-0.20193303359855	0.434638858355762	-0.235073248966134	0.101850654130485	1.47806083122883	-0.832191552227642	0.375055023491168	-0.932681042553156	-0.542726437581421	0.495548483674502	-1.20111367379288	"S04"	1.47806083122883	"IS10"
"LIMCH1"	"LIMCH1"	-1.1644647842344	0.776070999130799	-0.987779846321024	0.713882374240788	0.997803987932992	-0.70724006120624	0.49659533931915	-0.995841820598145	-0.798082385753132	1.47606069214324	-0.911776397746241	0.757338217323872	-0.483420175241975	-0.582703925386398	0.312441430360574	-0.908170421649671	"S04"	1.47606069214324	"IS10"
"CXCL16"	"CXCL16"	-0.605342194395457	0.7039028153709	-0.616533387302907	0.668148479718698	-0.448147163690349	0.0450390242468671	0.577957786777262	-0.847716339225486	-0.594721102030126	1.47037313835935	-0.610393505543902	0.372443856259987	-0.896251229691736	-1.37963567499597	1.20574958559085	-1.46192426822902	"S04"	1.47037313835935	"IS10"
"MAOB"	"MAOB"	-0.589498893776325	0.472494371665368	-0.412422725349146	-0.276183158528856	-0.184765680718818	-0.116217830816256	0.5465332263699	0.188991553913627	-0.980978133458388	1.4529026498497	-1.02054585296089	-0.41462462030108	-0.226813826452612	0.000914410425349218	1.25283881044661	-1.15675798591192	"S04"	1.4529026498497	"IS10"
"NEDD9"	"NEDD9"	-0.415237546407349	0.277277765831491	-0.333560141056139	0.304492138548668	0.198118126073629	0.0813749360908536	0.714322429045213	-0.0621508905534275	-0.945859979600567	1.45112747543639	-0.865389828771028	-0.207139394279762	-0.853246069820831	-1.03544280728749	0.476194923008429	-1.25711269809256	"S04"	1.45112747543639	"IS10"
"FAM105A"	"FAM105A"	-1.00251832852515	0.332898846870414	-0.915408767204948	0.619154563893565	0.720247929384756	-0.608391126348378	0.673899374029649	-0.364785588295927	0.00473829319526907	1.45013996162632	-1.11000485641032	0.359582411319546	-1.30993067603276	0.473373944222911	0.563042570079105	-1.25732301836076	"S04"	1.45013996162632	"IS10"
"DPYSL2"	"DPYSL2"	-1.25528664154031	0.97263045053777	-0.996886975219768	0.144378596724997	0.282535269792536	-0.330627854359414	0.929316010461665	0.105041419900973	-1.21564467632149	1.44890869826705	-1.08648601467832	0.342979655790863	-1.1349526371712	-0.128546189737846	0.897799818836547	-0.718351484704963	"S04"	1.44890869826705	"IS10"
"VSIG2"	"VSIG2"	0.00689171014055763	0.733867267148542	-1.04459829138064	0.714407161211	0.27574350655863	-0.238786139544833	0.526773555828553	-0.976390347528153	-0.840101279717185	1.44478063571705	-0.899162675067501	0.0500475055338488	-1.16187538996429	-0.770778974228645	1.39708513060091	-0.950722517610359	"S04"	1.44478063571705	"IS10"
"RAB11FIP1"	"RAB11FIP1"	-0.0387686557586999	0.59048133535937	-0.482390940403859	-0.155232069255372	-0.0997748688719733	0.125673018425958	0.447101271556912	-0.724001627217819	-1.35398222238334	1.43658909229349	-1.35086897677094	0.229667373704571	-0.504087308997107	-0.160961683081669	0.556691967408887	0.588993608495101	"S04"	1.43658909229349	"IS10"
"NPNT"	"NPNT"	0.0747843672900948	0.0717267477895001	0.152124451615449	0.485343627225988	-0.692513998172648	-0.240834240027736	0.280160099784316	-0.391030585700835	-0.80675013686514	1.42719742012262	-0.657326321162575	-0.198023752093328	-0.562963593034225	-0.748065429649162	0.504588347401976	-1.38319727898187	"S04"	1.42719742012262	"IS10"
"CLIC3"	"CLIC3"	-0.428224389386913	0.451322771376156	-1.05245283357007	0.621357788137268	-0.481947715095307	0.298293128225884	0.481580156548659	-0.86082388479484	-0.176188631704512	1.42503002615611	-0.0812309856957845	0.543995774336174	-1.27511634758353	-1.00442499165077	1.00856407782034	-1.39106738076058	"S04"	1.42503002615611	"IS10"
"SEPP1"	"SEPP1"	0.259212715923884	0.431212011695797	-0.685221656030522	-0.0600881384140328	-0.640174173202839	0.0855735232321053	0.614150236015195	-0.631222676964185	0.578389680718745	1.41935635313285	-0.690028457829394	-0.467773591504853	-0.642549937746823	0.0409091273666152	0.444233101936926	-1.54111534938156	"S04"	1.41935635313285	"IS10"
"ATP13A4"	"ATP13A4"	0.354215918881714	1.30647886862492	-0.546571043895305	-0.125081892131264	-0.795858795590702	-0.291766381064343	0.49642522725277	-1.10361601565348	-0.836076135532567	1.41380703250941	-1.13483629243736	0.425705384686338	-0.781847446181258	-1.01877797182692	0.885835588395094	-0.631044553144852	"S04"	1.41380703250941	"IS10"
"ALDH2"	"ALDH2"	-0.770435600027384	0.910489969205539	-0.825699110706722	1.07400101952858	-0.0634036652476238	-0.765066489384353	0.101362007169375	0.168687324784714	-0.770351624850994	1.41081039383233	-0.831203298569882	-0.00367061402010454	-0.569177608241058	-1.15174069263926	0.96216356736986	-1.52356092900562	"S04"	1.41081039383233	"IS10"
"KLF4"	"KLF4"	0.506634015607709	-1.09367183292223	0.538482511261483	-0.424216821446219	-0.862970253524798	0.77172290178266	-0.054200660105992	0.138692369819632	-0.199487873822213	1.404791193496	-0.175085324884749	-0.807370970022623	-0.397768560766341	-0.0201195526784058	0.565558860970191	0.424437831484078	"S04"	1.404791193496	"IS10"
"CSF3R"	"CSF3R"	0.0669515544046309	0.474444795889501	-0.916013070495233	-0.0094380089357366	0.541961768799958	0.411609711691195	0.49477254804046	-1.0330104876777	-0.660024201939587	1.40205576348258	-0.669194335866973	0.252873989483921	-1.30310434485714	-0.678078681764362	0.793614279538035	-1.30398793877144	"S04"	1.40205576348258	"IS10"
"TSPAN13"	"TSPAN13"	-0.227477239044273	0.724594981663201	-1.08703004855387	0.424872118683844	0.38352820967137	-0.753585147600492	0.676507810421876	-0.999002008148266	0.223836661604765	1.39882755490382	-0.74755672401238	0.182772902729984	-0.343535345174448	-0.506432323993784	0.352444856604265	-1.084953997471	"S04"	1.39882755490382	"IS10"
"HSPB8"	"HSPB8"	-0.202139585194056	0.146928607302905	-0.610308815704221	-0.440122351680549	-0.60468020685513	0.475753858669561	0.621622209783204	-0.335775403558252	-0.446331344965622	1.39842311055452	0.146988400901476	0.147078841780489	-1.31201916794416	-0.14879940611536	0.524366793979157	-0.749839585469998	"S04"	1.39842311055452	"IS10"
"TSPAN12"	"TSPAN12"	-0.398504008752641	0.474500857617645	-1.00752120934477	0.519716081456969	0.745397299610808	-0.788090581355637	0.479960752210492	-1.22741208480649	0.0228995646517352	1.39651633866445	-1.35491557159539	0.610096638972986	-0.742380777453119	0.654360314378627	0.557131834897365	-1.52347442130598	"S04"	1.39651633866445	"IS10"
"ARHGAP29"	"ARHGAP29"	-0.606418225061973	0.580590880059311	-1.39244403259218	-0.0322947610416627	0.101409679872416	-0.4377999867326	0.931187086356918	0.015769519799214	0.102704274332151	1.391853415254	-0.528522896248032	0.802667533548035	-1.06028493598157	-0.594283905253226	0.447182791806203	-1.4374026672064	"S04"	1.391853415254	"IS10"
"ASAH1"	"ASAH1"	-0.871001094801013	0.774177018511044	-0.95767552825303	1.04546533020728	1.04851887786272	-0.341497929762938	0.724137479709227	-0.860601508455066	-0.421512587991067	1.38560366906161	-1.2821868056963	0.114878485113631	-1.26850751326287	-0.43791196419326	0.506296204145304	-1.23486849669403	"S04"	1.38560366906161	"IS10"
"HSD17B11"	"HSD17B11"	-0.757552874778907	0.731032511031919	-1.05712942921933	0.693612255651058	0.74801727207274	-0.90873277512211	0.276468964333328	-0.976007884214528	0.160976520072617	1.37896005346572	-0.873794317041682	0.490272158464257	-0.832075371307587	-0.00482574500102732	0.830279284808604	-1.47739504077655	"S04"	1.37896005346572	"IS10"
"METTL7A"	"METTL7A"	0.196132959791269	0.246583317465385	-0.335010611248498	0.150229787234293	-0.145389703650145	-0.235610024561115	0.595563677895067	-0.36464412801702	-0.446764752064938	1.37767699091518	-1.04102927209995	-0.27309356529398	-1.11225976800314	-0.0144258872023855	0.880463801960352	-1.89174398160186	"S04"	1.37767699091518	"IS10"
"ADGRD1"	"ADGRD1"	-1.08586021949355	0.952110397677052	-0.892944450618602	0.921792314604027	1.1737508506095	-0.773358821769494	0.278771856471196	-0.388750074676955	-1.02337541969594	1.36839913814722	-1.01087287550407	0.113832076162613	-1.17207525952334	-0.205335096854812	0.343331501900811	-1.12500396396015	"S04"	1.36839913814722	"IS10"
"COX7A1"	"COX7A1"	-0.718199191970917	0.19892805632334	-0.522255812305009	-0.365211085876622	-0.20333354871468	0.287526969549481	0.708860571758541	0.00711676444285899	0.15037316690669	1.36540470512101	-0.535527927599679	0.488706675542482	-0.787015739345392	-0.858533464507091	0.517844537959451	-1.38485797049153	"S04"	1.36540470512101	"IS10"
"RNASE4"	"RNASE4"	-0.729707382628558	0.668866865621873	-1.17057175471417	0.337640189639008	0.860343017422435	-0.445726485595515	0.655163905547935	-0.647995422938904	0.0696863252938483	1.36441082856866	-1.03215671356359	0.290647706111265	-0.99916088694158	-0.168465361618161	1.17775268723107	-1.52583830828634	"S04"	1.36441082856866	"IS10"
"ARRB1"	"ARRB1"	-0.981445964877736	0.874026977966166	-1.28714932600638	0.858067971444241	0.941411914232676	-0.673106551795508	0.48464188272863	-0.614645112535281	-0.38661873296642	1.36375815119032	-0.964706898544789	0.633947393752428	-1.16908864428476	-0.447170651290131	0.681845538252575	-1.43806282228971	"S04"	1.36375815119032	"IS10"
"CTSH"	"CTSH"	-0.448091990381882	1.13193264602489	-0.973020700464764	0.277832880830046	-0.064559799483299	0.0762075383414232	0.329951820757129	-0.85061617375327	-0.454104745188577	1.36280892345978	-0.148400932593256	0.138299564393411	-1.14496338831188	-1.02440119845115	0.633512906424444	-2.00520461089643	"S04"	1.36280892345978	"IS10"
"SLPI"	"SLPI"	0.269396836580808	0.0565471257737355	-0.832575039473955	0.722109239968978	-0.653671950365567	0.452676359630242	0.258528209044208	-0.833790670538749	0.0254214040683163	1.3607970001618	0.313533116268098	-0.656793292292132	-0.377632391938946	-0.916162411886278	0.573332446283951	-0.143191444085947	"S04"	1.3607970001618	"IS10"
"ANG"	"ANG"	-0.617738605875387	0.59138847049071	-0.999909894821826	0.421911126518267	0.889940742901376	-0.461237066882209	0.254936443291845	-0.862207276190065	0.104612107321349	1.35650595508954	-0.748758898909752	0.239584292813292	-0.913421086032825	-0.319559221654742	1.06660955916093	-0.690270670195013	"S04"	1.35650595508954	"IS10"
"FLRT3"	"FLRT3"	-0.274615874452567	0.507664232715179	-1.31635043421452	0.573372006554366	0.331516844633458	0.134254145115922	0.634926144501307	-0.61636333499276	-0.66311331652162	1.35425499099508	-0.466362171729491	-0.0318181741768609	-0.757623545693346	-0.735941251448337	0.823806067187613	-0.230431701705528	"S04"	1.35425499099508	"IS10"
"CD302"	"CD302"	-0.942546419346915	0.927405350674487	-0.937811607687589	0.38336046820842	0.591514176083652	-0.415997174990996	0.864728263578931	-0.367896022777518	0.00525346605717385	1.35335761150381	-1.36280122871404	0.27009866347278	-0.982993010091694	-0.502146798512638	0.524727828689646	-0.326256890437538	"S04"	1.35335761150381	"IS10"
"SPNS2"	"SPNS2"	-0.523296072047476	0.892077756587831	-0.869617785073465	0.224642809735593	0.186509160087663	0.20563798112497	0.791005734305597	-0.884627827634789	-0.591269252833774	1.34002776344965	-0.996105216715026	0.0915998215923087	-1.17464571415511	-0.306255957506061	0.795652567125164	-0.637694295249907	"S04"	1.34002776344965	"IS10"
"MT.ND6"	"MT.ND6"	-0.054331095801181	0.587552173291582	-0.828837114706573	0.192524549000023	0.708190803452578	-0.183199627654096	0.572406341042266	-1.02001989730481	-1.35324665768463	1.33940032057353	-0.634050426754823	0.161678203602785	-0.953470969626834	-0.616913171784783	0.953855327108778	-0.68078184695385	"S04"	1.33940032057353	"IS10"
"ACSL4"	"ACSL4"	-0.566135242733565	-0.0537912846846934	-0.871323495077316	0.21778626100244	-0.307116389480708	-0.163635309007557	0.980685724231549	0.0613726361337404	-0.0285753580079441	1.33816698677185	-0.195213874197509	0.168409714826014	-0.485704282837789	-0.495192303518912	0.450734785718528	-0.736077202121743	"S04"	1.33816698677185	"IS10"
"CLDN11"	"CLDN11"	-0.0616949501457455	-0.379613356803733	0.0345155936669129	-0.764544653674118	0.231945864906052	-0.0286922545917605	0.36276000071622	0.0628985039193068	0.26240939584785	1.33628451543621	-1.02977491690416	-0.309227236265621	-1.00606857341346	1.2381243118427	0.350698143981172	-1.20271589846453	"S04"	1.33628451543621	"IS10"
"NINJ2"	"NINJ2"	-0.39811090850637	1.17908344107591	-1.21611717721024	0.246185410104895	0.468200595263305	-0.367008431999028	0.346364232114315	-0.792486544640989	-0.349563577606038	1.33284454882193	-0.853748767128149	0.474909759311207	-1.29507983012408	-0.110938785412938	0.153438679306096	-1.6820275447464	"S04"	1.33284454882193	"IS10"
"LTBP4"	"LTBP4"	0.621471403024978	-0.116776912093381	-0.0391124114377381	-0.687465383474304	-0.991537542778475	0.231768067324973	-0.0772393707066497	0.332034900554015	-1.31021660473903	1.33118840904138	-0.116789130517634	0.149995019863078	-0.460253512911784	-0.939341244434058	0.736656124762784	-1.41996625297267	"S04"	1.33118840904138	"IS10"
"C11orf96"	"C11orf96"	-0.927692326426756	0.373569850025074	-0.803003711137299	0.480266338496732	0.305376518830543	0.000123851519801164	0.662391985562882	-0.426265494400448	0.229143269585461	1.31713224977933	-0.522567757924965	0.137011060842573	-1.01620465146939	-0.722450760466428	0.878467936439912	-0.177807582746907	"S04"	1.31713224977933	"IS10"
"NDRG2"	"NDRG2"	0.677396480043478	-0.122959040417465	0.263554988900432	-1.05646066719925	-1.18489668619728	0.860335166796364	0.407364632134155	-0.00940608120412439	-0.113286056783239	1.31648942314578	-0.700914789552854	-0.532175525686853	-0.201438198056373	-0.480642272774046	0.322937781702924	-0.792063185893842	"S04"	1.31648942314578	"IS10"
"ROS1"	"ROS1"	-0.528422439447438	1.28464938456294	-0.989329016518909	0.094533192178243	-0.513559326572539	-0.181888518867234	0.826220672280561	-0.972145743693177	-1.03536514608513	1.31636129335141	-0.604048019032387	0.782513709210491	-0.7121847517398	-1.04745877194325	0.655675903384958	0.277125649948486	"S04"	1.31636129335141	"IS10"
"B3GNT7"	"B3GNT7"	-0.506453152280713	1.01918881017703	-0.972073856830021	-0.043518185165035	0.517332186969738	-0.542796746874203	0.707568644438153	-1.27795985552692	-0.0140749805447862	1.31540917484631	-0.725481870623847	0.82262355377748	-0.98421848261019	-0.740481547417399	0.919041221308768	-1.38814075219872	"S04"	1.31540917484631	"IS10"
"RP11.903H12.5"	"RP11.903H12.5"	-0.814604927935339	0.561309511309319	-1.24617614030594	0.354105920591001	0.806896463535358	-0.400149546899387	0.667081315029704	-0.462292071225827	0.0949556721978607	1.31348915735822	-0.863754585591439	0.359769900709708	-0.632741949968155	-0.447625090419849	0.979472768851762	-1.19327066603427	"S04"	1.31348915735822	"IS10"
"ADIRF"	"ADIRF"	0.308943855656427	-0.043707498737425	-0.228399537342868	0.0782681361567466	-1.17643044401449	0.273866268862892	0.290578626677449	-0.338439609908339	-0.853085307494124	1.31329891760081	0.281618441025689	0.0876232406804592	-0.469756457147252	-1.32017319890233	0.793764014398495	-1.5818507315726	"S04"	1.31329891760081	"IS10"
"RCAN2"	"RCAN2"	-0.935781513509295	0.543484897121791	-1.03879132436488	0.608398363454876	-0.0576111490406601	0.185814783254089	1.13959320281212	0.0129593813332971	-0.486470476325511	1.31153224593175	-1.04704475908682	-0.0429745265331006	-1.00860626966807	-0.171819451012311	0.644700757550771	-1.22350912223149	"S04"	1.31153224593175	"IS10"
"SOCS2"	"SOCS2"	-0.186763406807191	-0.557490871410271	0.672663647884091	-0.326556591294008	0.398763386546641	0.482665663645756	0.358769079426192	-0.761101818883813	-0.56589744745968	1.30938361507303	-0.0521530279789478	-0.289161954672935	-0.283729471010751	-1.09989737005541	-0.249112091088156	-0.356855009947023	"S04"	1.30938361507303	"IS10"
"NFIX"	"NFIX"	-0.0936430949207905	0.564841824793032	-0.0196357832223257	-0.608253619730397	-0.800584628357948	0.0369249303773671	0.576020809593034	0.69644897716217	-1.85866060808522	1.30715289578741	-0.627903490622248	-0.562162756772785	-0.429126088637053	-0.418257523771118	0.305768831278969	0.122373821203393	"S04"	1.30715289578741	"IS10"
"SCEL"	"SCEL"	-0.548130744683913	0.650008592927261	-0.70530726927291	0.643585373945406	0.0318704487335672	0.536017335157601	0.409088766244069	-1.1789170866815	-0.0845945651801887	1.30596138919533	-0.679902105216195	0.490213951190228	-1.24684911765015	-1.24130173965644	0.760928748532474	-1.24012691237207	"S04"	1.30596138919533	"IS10"
"IL6ST"	"IL6ST"	-0.988006989682295	1.04436491445114	-1.19296616887021	0.391161570235703	0.577814532111387	-0.346355776151192	0.872076753894801	-0.13703396348816	-0.631388936589529	1.30448543740753	-0.728961700437826	0.318579103299236	-1.21809867117857	-0.806087890966279	0.493472755713991	-0.822951321043541	"S04"	1.30448543740753	"IS10"
"ATP8A1"	"ATP8A1"	-0.98450362770561	1.06430764776534	-0.693680524949054	0.714106448226124	1.08489398607894	-0.822895071626472	0.420314061788268	-0.982919872348292	-1.07843440170119	1.29781335515722	-1.29161486466884	0.556524327343022	-0.645446346149135	-0.622016243923471	0.523852994077597	-0.816851486068629	"S04"	1.29781335515722	"IS10"
"TSC22D3"	"TSC22D3"	-0.775057601058311	0.552737011170547	-0.636956748165654	0.0904071802203184	-0.0738855702752906	-0.391807852863696	0.839379771154305	-0.475519118843135	0.131934822650492	1.29522361652718	-0.232775667305033	0.487210617025997	-1.26834037004211	-0.675687292606162	0.56402559293417	-0.279647396613302	"S04"	1.29522361652718	"IS10"
"NES"	"NES"	-1.22831004221511	-0.546724586801626	-0.130761015925886	-0.0529256184999692	0.050395257808163	-0.0277716544735717	0.579700595342058	0.0248212148425407	-1.37895468750666	1.29400542889921	-0.210388881554544	0.728016689079046	-0.54820579996894	0.392435593083127	0.648024719960115	-1.57026491468824	"S04"	1.29400542889921	"IS10"
"PKIG"	"PKIG"	-0.989277753132315	-0.198472440917267	-0.426937571813671	-0.668207044927563	0.424624864561454	-0.0171378816122219	0.790232512618326	0.394397676101208	0.0462207458704831	1.29195686234081	-0.696496855136592	0.472643866585519	-0.963900171049645	0.231851699150433	0.756832186461658	-1.80066816785128	"S04"	1.29195686234081	"IS10"
"PROS1"	"PROS1"	-0.249931754116958	0.107606679803593	-0.302329685340283	-0.422500425280704	0.32759233193363	0.450376829383009	0.901422526568241	-0.96895245798798	0.0371892211786364	1.29030397425404	-0.553303204010349	0.172683798277781	-0.713842975172841	-0.942906257112833	0.435048884633305	0.614717229018282	"S04"	1.29030397425404	"IS10"
"CTSW"	"CTSW"	-0.582345817481801	0.0774955924016824	-0.30276099636493	-0.0740205874927554	-0.115196567359615	-0.324828302314407	0.172702730778512	0.011029519043611	-0.00348130867212997	1.28986052139117	-0.417576012149498	0.648572808584078	-0.939686477134924	-0.748827401079713	1.04000092418442	-1.25481336389422	"S04"	1.28986052139117	"IS10"
"CYBRD1"	"CYBRD1"	-0.68393980050093	0.521503692959454	0.0479086281762557	-0.0849617560736819	-0.406102998391877	0.123410025234816	0.806724096340199	0.0136223744285416	-0.384832852850793	1.28951737320247	-0.953362537078791	-0.0845627408128337	-0.440363055282249	-1.34424441992086	0.472539354763461	0.0448793125697844	"S04"	1.28951737320247	"IS10"
"AHCYL2"	"AHCYL2"	-0.641992688952851	0.873233901265099	-1.04951858046731	1.20762710960768	1.1130530775409	-0.588348545025949	0.372011208971043	-0.835683002856026	-0.966768066830754	1.28848900528931	-1.11409101928894	0.477721493597342	-1.07976202499203	-1.05039054386074	0.49411989281781	-0.690346593007483	"S04"	1.28848900528931	"IS10"
"RPS6KA2"	"RPS6KA2"	-0.803695834502252	0.962898855032707	-1.15383846491804	0.796480690782022	0.530373960829091	-0.271616160338842	0.771302705229286	-0.822014715161487	-1.34357928334371	1.28640642790806	-0.666031172242015	0.729513306855784	-1.32350798541606	-0.858334308877554	0.60046803983967	-1.39023295527818	"S04"	1.28640642790806	"IS10"
"DUOXA1"	"DUOXA1"	0.456087378109998	0.0305646765615254	0.555652539615957	-0.193881657513146	-1.07044586831731	0.990271599316062	0.0448528692117401	-0.548078866819866	-0.968400581176443	1.28556151732245	-0.158791149359713	-0.952301041770396	-0.246717292615165	-1.26472576954566	0.471392425358048	1.07636317557383	"S04"	1.28556151732245	"IS10"
"TMEM125"	"TMEM125"	-0.748443073938409	1.24130517568188	-1.14849665076109	0.92193702945313	0.892738482360374	-0.78469634476666	0.287810025092176	-1.30786076467237	-0.203518526270547	1.2833076290514	-1.1809610168625	0.476173070032817	-1.09476646605399	-0.120902810595326	0.688513802473035	-0.9983378879214	"S04"	1.2833076290514	"IS10"
"DRAM1"	"DRAM1"	-0.939500584776361	0.907881188243809	-0.985830542061919	0.511799353531322	0.372555496135536	-0.0729052002458764	0.698610953668176	-0.413008206504605	-0.191817428995502	1.28143349252078	-0.698229515972004	0.373329621739606	-1.36812401940181	-0.950613907762891	0.756230570927881	-1.62743395980041	"S04"	1.28143349252078	"IS10"
"UNC13B"	"UNC13B"	-0.615297477318336	0.788001726427915	-0.155338896274469	0.912460412077919	1.11028389200635	-0.706822975093178	0.147870663744304	-0.7856798807487	-1.19483061499064	1.28118503765849	-1.38425160234348	-0.00454942483299689	-1.20850504274728	-0.329074053143218	0.0468818723610654	-0.0613777986174403	"S04"	1.28118503765849	"IS10"
"PHYHD1"	"PHYHD1"	-0.202613636271319	0.801389190320726	-0.760857967630645	-0.0748816832287889	0.112955709990846	-0.323067945643684	0.499685592410998	-0.625186663478888	-0.874391006510433	1.277674487501	-0.438079744403133	0.47698586630006	-1.24337785988428	-0.660528242770373	0.737316559876512	-0.31163654315773	"S04"	1.277674487501	"IS10"
"SLC22A3"	"SLC22A3"	-0.781670422269721	1.14624657737935	-1.06502607459337	0.864326946657388	0.190885529707816	-0.276663174956684	0.657387181786107	-0.49661148793538	-0.421729937866616	1.27651069870649	-0.707211474326322	0.063267932139109	-1.10563536613545	-1.1582408151339	0.796284641346135	-0.742260236473056	"S04"	1.27651069870649	"IS10"
"RNF144B"	"RNF144B"	0.378659971141348	-0.229094477301005	-0.454633117908919	-0.408298185592337	-1.1548107662813	0.702885764223776	0.7016565965711	0.644637620153465	-0.356933524520305	1.27438139078406	0.118062761463354	-0.391102784859916	-0.824564187286079	-0.892758089118023	0.076340000590426	0.290655699138915	"S04"	1.27438139078406	"IS10"
"ANXA5"	"ANXA5"	-1.07870882016678	0.164194657726386	-1.11975267646769	-0.171995516941898	-0.262427697430085	-0.159199682715326	0.756255466088512	0.0616673675888066	0.13231728218722	1.27298943256689	-0.135532284042354	0.922151488103992	-0.523260173702871	-0.281584025635852	0.963714588985976	-1.51818392253515	"S04"	1.27298943256689	"IS10"
"ADGRL2"	"ADGRL2"	0.0376602199078514	-0.590544257545035	-0.569258902529013	-0.161116078695676	-0.282625063706014	0.730740166147473	0.753910131621012	0.770498476192304	-0.606995558834925	1.27068694159843	-0.432619072612093	-0.128820274805236	-0.75857483835083	-0.891265892709412	0.423737542659176	0.663252522034765	"S04"	1.27068694159843	"IS10"
"SYNE1"	"SYNE1"	-1.0942030457209	0.878000343818175	-0.934500474854393	0.643721539838658	0.525353883170751	-0.221223270159145	0.627447519978215	-0.187429194595936	-0.931578086262895	1.2588695180375	-1.10876628005415	0.65317714572848	-1.58018795737887	-0.519323308509734	0.899105049760624	-1.83497590526094	"S04"	1.2588695180375	"IS10"
"CAV2"	"CAV2"	0.207889277093171	-0.593304537855298	0.260882682193995	-0.635918918492575	-1.71697006962064	0.616169747264403	0.350308620944863	-0.47677522060061	0.765900233076647	1.25736594854395	0.597005305066019	0.332570975249491	0.521039948964431	-1.84914233661877	0.349271608774976	0.204362370022974	"S04"	1.25736594854395	"IS10"
"TXNIP"	"TXNIP"	-0.675636965139562	0.857184215564528	-0.310142481667785	-0.101686787853193	0.00225415329985456	-0.441676624023184	0.743778848935009	-0.726733989458062	-0.304347635840005	1.2572652889988	-0.850723677765647	0.650371526332812	-1.21294393530536	-0.799614568824641	1.13432320405427	-1.67888523687575	"S04"	1.2572652889988	"IS10"
"SOD3"	"SOD3"	-0.839589311427814	0.53311236748028	-1.04069072075694	0.644772662177102	0.106505385834907	0.237524246351148	0.933758331953775	-0.80430749374306	-0.731506039802902	1.2551093839352	-0.860911819559019	0.800554346016305	-1.27893375047157	-0.4885515372134	0.884744914981341	-1.48399747806683	"S04"	1.2551093839352	"IS10"
