Mixture	Fibroblasts	Endothelial.cells	Epithelial.cells	B.cells	CD4.T.cells	CD8.T.cells	Dendritic.cells	Mast.cells	Monocytes.and.Macrophages	NK.cells	PCs	PMNs
TCGA.22.4593.11A.01R.1820.07	0.0529928404861564	0.0876293544368823	0.272095849560889	0.00703107603357256	0.0947157331882853	0.0409915820526986	0.0251272530116568	0.0251946575262941	0.336379546903114	0.00910457519033108	0.0197954314681609	0.028942100141959
TCGA.22.4595.01A.01R.1201.07	0.201262588353862	0.0027794137254102	0.49925491035914	0.00309377243972355	0.0494574785115062	0.0243652059220408	0.00237670289738625	0.00837071305101495	0.144947747856311	0.0146475947145965	0.0394208280072918	0.0100230441617171
TCGA.22.4596.01A.01R.1201.07	0.112806198907352	0.0232490335401204	0.418366271517704	0.0121124146859701	0.114669213656812	0.0229538941628272	0.0370341875379373	0.0240325611642568	0.1939804348288	0.00971029925330274	0.0276007091737781	0.0034847815711402
TCGA.22.4613.01A.01R.1443.07	0.049081158928258	0.0085088439233275	0.536791612144161	0.0125325104001449	0.0731941499529278	0.0415807870280047	0.00714534050611974	0.00316944092715221	0.193389449950734	0.0118287825993955	0.0588831740372688	0.00389474960250526
TCGA.22.5471.01A.01R.1635.07	0.101290490119707	0.014689333821274	0.529623469724178	0.00474495105726254	0.0453628879744834	0.097959389075653	0.00985414953739426	0.00749226903105688	0.137097066942005	0.0301263931404242	0.0214829793429943	0.000276620233567969
TCGA.22.5473.01A.01R.1635.07	0.0884569628426361	0.0069571348026131	0.787799400197731	0.00563009217362806	0.0125104981519572	0.012130102540718	0.00322569761015874	0.00561360005296461	0.0625408652188966	0.0037753500361401	0.0107833650981957	0.000576931274361032
TCGA.22.5478.11A.11R.1635.07	0.0138155068436862	0.101982655825191	0.312251811141217	0.00367416469432559	0.115561628941819	0.0316889548650971	0.0150315631307824	0.0228508711852453	0.316210042233108	0.0481296043044368	0.00665714720651623	0.0121460496285756
TCGA.22.5481.11A.01R.1949.07	0.0171460444719418	0.0908888178925272	0.455744482426996	0.00281825255004464	0.085174573272953	0.0455201816371318	0.00410382284776302	0.0537295416099748	0.195123311528313	0.0279065889032168	0.0204402727790274	0.00140411008011111
TCGA.22.5483.01A.01R.1820.07	0.169316927479879	0.0128360792236481	0.516927007201488	0.00406281998302563	0.0390687447705919	0.023647162608229	0	0.00366261529452562	0.196513335037826	0.00690685545201808	0.0255707573604097	0.00148769558835912
TCGA.22.5489.01A.01R.1635.07	0.162618200642665	0.0412985436683707	0.351810185929372	0.015019789461782	0.0855935140273817	0.037450891038813	0.00282185784795462	0.00625819019601636	0.218930817789781	0.0146575217059687	0.0628001045021834	0.000740383189711889
TCGA.33.4533.01A.01R.1201.07	0.269991993934421	0.0147878010386468	0.523376633593776	0.00925939373297269	0.0338008294840582	0.0196411107796597	0.0215288503642211	0.00900887632865685	0.0771642674953194	0.0032552209868863	0.0174817696509596	0.000703252610423174
TCGA.33.4547.01A.01R.1201.07	0.169620075542594	0.00538996083820518	0.6319278666944	0.00261968213784301	0.0309646834955682	0.00697806744847232	0.0135672218306489	0.0192582559303302	0.0753347904608511	0.00731469298591565	0.0327565325807071	0.00426817005446489
TCGA.33.4566.01A.01R.1443.07	0.0630715802477764	0.0189874350652141	0.528117338022729	0.00473920858989081	0.0512366148225828	0.0659622800245376	0.00874902351687298	0.00950886593222126	0.201026529131181	0.0284616593496566	0.0178149435647064	0.00232452173263088
TCGA.33.4586.01A.01R.1443.07	0.107463234158566	0.0107104957734676	0.763466496194575	0.00139331656774979	0.0192433095926604	0.00587461632323924	0.0122193292415013	0.00548236556760271	0.0585596120509989	0.00655871564655023	0.00880983122873738	0.000218677654351138
TCGA.33.6738.01A.11R.1949.07	0.0296407118694983	0.0166597428002082	0.822322068120039	0.00885018663448106	0.0246228288388997	0.0125886504647963	0.00198664266773198	0.00392341395721492	0.0531521595928953	0.00173331303533239	0.0245202820189023	0
TCGA.34.5239.01A.21R.1820.07	0.25853373416984	0.0248506295655808	0.290943724982608	0.00432275235326732	0.0762846652462638	0.0705535975059983	0.0147577829051574	0.0350122589313278	0.169454100251621	0.0226505977433617	0.0306554449343827	0.00198071141059049
TCGA.34.5240.01A.01R.1443.07	0.070216588285333	0.0154989529051986	0.631177321678119	0.00530318750307868	0.0399265570495675	0.0293747148490939	0.00443883185751412	0.0165635772394579	0.162166872811633	0.000364364154194544	0.0224347224295096	0.0025343092372998
TCGA.34.5241.01A.01R.1443.07	0.119300508479922	0.0361874388638788	0.449701941792822	0.0138776744275566	0.0895583756357209	0.0432693075901864	0.0271376663307678	0.0315831272648921	0.149008759411686	0.0152543895153789	0.0144198444368949	0.0107009662502938
TCGA.34.8456.01A.21R.2326.07	0.0721193187812136	0.0553206092103818	0.619092928547826	0.0113468777118731	0.04218406504785	0.0209763683660794	0.00455428528027207	0.00828914510956425	0.115541058728453	0.0110741279129798	0.0391700061543303	0.00033120914917725
TCGA.35.4122.01A.01R.1107.07	0.034418309969468	0.0117329258368561	0.519881821774933	0.00445422043297047	0.0537492865544542	0.0486115986996769	0.0198392682538908	0.0109018407736809	0.212692104908624	0.0184650438839639	0.0605668919162782	0.00468668699520368
TCGA.37.4132.01A.01R.1100.07	0.0466957023509035	0.0186329504943502	0.455371380902377	0.00813253164685061	0.090132028722828	0.0675708756332004	0.0107018141630478	0.00939459545830837	0.163756380666061	0.026410457487418	0.101424015769344	0.00177726670531165
TCGA.37.4133.01A.01R.1100.07	0.0186872249168143	0.00309779683543877	0.770972509613171	0.00456402743526751	0.0358405049241839	0.0197224693934179	0.00939355734297067	0.00484245412658629	0.0728418371578459	0.00694038383395121	0.04953145708741	0.00356577733294301
