"TCGA.05.4410.01A.21R.1858.07"	"TCGA.43.A475.01A.11R.A24H.07"	"TCGA.44.3396.01A.01R.1206.07"	"TCGA.50.6590.01A.12R.1858.07"	"TCGA.55.6971.01A.11R.1949.07"	"TCGA.55.8085.01A.11R.2241.07"	"TCGA.55.8092.01A.11R.2241.07"	"TCGA.55.8301.01A.11R.2287.07"	"TCGA.58.8393.01A.11R.2326.07"	"TCGA.60.2721.01A.01R.0851.07"	"TCGA.63.6202.01A.11R.1820.07"	"TCGA.66.2767.01A.01R.0851.07"	"TCGA.69.7978.01A.11R.2187.07"	"TCGA.85.7699.01A.11R.2125.07"	"TCGA.86.6851.01A.11R.1949.07"	"TCGA.98.7454.01A.11R.2045.07"	"TCGA.MP.A4SV.01A.11R.A24X.07"	"TCGA.MP.A4T4.01A.11R.A262.07"	"TCGA.21.1076.01A.01R.0692.07"	"TCGA.22.4596.01A.01R.1201.07"	"TCGA.38.7271.01A.11R.2039.07"	"TCGA.44.5645.01A.01R.1628.07"	"TCGA.46.3766.01A.01R.0980.07"	"TCGA.46.3767.01A.01R.0980.07"	"TCGA.50.5049.01A.01R.1628.07"	"TCGA.55.6983.01A.11R.1949.07"	"TCGA.55.8619.01A.11R.2403.07"	"TCGA.60.2712.01A.01R.0851.07"	"TCGA.73.4662.01A.01R.1206.07"	"TCGA.77.8133.01A.12R.2247.07"	"TCGA.77.8156.01A.11R.2247.07"	"TCGA.85.8287.01A.11R.2296.07"	"TCGA.85.A513.01A.12R.A26W.07"	"TCGA.86.7701.01A.11R.2170.07"	"TCGA.93.7347.01A.11R.2187.07"	"TCGA.97.A4LX.01A.11R.A24X.07"	"TCGA.MP.A4TJ.01A.51R.A262.07"	"TCGA.MP.A4TK.01A.11R.A24X.07"	"TCGA.NJ.A55A.01A.11R.A262.07"	"TCGA.55.8620.01A.11R.2403.07"	"TCGA.NJ.A4YI.01A.11R.A262.07"	"TCGA.O2.A52S.01A.11R.A262.07"	"TCGA.22.4593.11A.01R.1820.07"	"TCGA.22.5478.11A.11R.1635.07"	"TCGA.22.5481.11A.01R.1949.07"	"TCGA.43.3394.11A.01R.1758.07"	"TCGA.43.6647.11A.01R.1820.07"	"TCGA.44.5645.11A.01R.1628.07"	"TCGA.44.6776.11A.01R.1858.07"	"TCGA.44.6777.11A.01R.1858.07"	"TCGA.44.6778.11A.01R.1858.07"	"TCGA.50.5931.11A.01R.1858.07"	"TCGA.50.5935.11A.01R.1858.07"	"TCGA.51.4081.11A.01R.1758.07"	"TCGA.55.6971.11A.01R.1949.07"	"TCGA.55.6983.11A.01R.1949.07"	"TCGA.56.7582.11A.01R.2045.07"	"TCGA.56.8309.11A.01R.2296.07"	"TCGA.77.7138.11A.01R.2045.07"	"TCGA.77.7335.11A.01R.2045.07"	"TCGA.77.7337.11A.01R.2045.07"	"TCGA.91.6836.11A.01R.1858.07"	"TCGA.91.6849.11A.01R.1949.07"	"TCGA.97.7553.01A.21R.2039.07"	"TCGA.18.3410.01A.01R.0980.07"	"TCGA.22.5489.01A.01R.1635.07"	"TCGA.33.4533.01A.01R.1201.07"	"TCGA.34.5239.01A.21R.1820.07"	"TCGA.56.A5DS.01A.11R.A27Q.07"	"TCGA.77.7465.01A.11R.2045.07"	"TCGA.85.7950.01A.11R.2187.07"	"TCGA.85.8288.01A.11R.2296.07"	"TCGA.90.7767.01A.11R.2125.07"	"TCGA.22.4595.01A.01R.1201.07"	"TCGA.34.8456.01A.21R.2326.07"	"TCGA.55.7570.01A.11R.2039.07"	"TCGA.60.2703.01A.11R.2045.07"	"TCGA.63.A5MW.01A.11R.A26W.07"	"TCGA.75.6211.01A.11R.1755.07"	"TCGA.77.8139.01A.11R.2247.07"	"TCGA.86.8358.01A.11R.2326.07"	"TCGA.37.A5EN.01A.21R.A26W.07"	"TCGA.44.7659.01A.11R.2066.07"	"TCGA.63.A5ML.01A.31R.A27Q.07"	"TCGA.95.A4VK.01A.11R.A262.07"	"TCGA.MP.A4T6.01A.32R.A262.07"	"TCGA.NC.A5HL.01A.11R.A26W.07"
"PYHIN1"	2.38654920496815	3.56966270699946	2.27156678414366	2.16423358223315	3.14079759393782	2.25833773327593	2.78051558077989	2.94826327553	2.62752553781896	2.1961975773644	2.03458615352364	2.90054636100368	3.12366971064616	2.76585123130975	3.31950211012722	3.17706116264063	3.03731679816908	3.32267896068718	2.59090876812271	2.23510124657521	3.56190160667714	2.6677229574255	2.07229862330896	2.08747866668681	3.28913074823041	2.52284401378804	2.18223879541657	2.4106518753115	2.3937482298274	2.85469991029093	3.11411613831345	2.83347220983385	2.85590960441591	3.11376212493593	2.9506773511029	3.34494391428478	4.14341965494576	1.94859278168253	2.81792639489941	1.90559182012471	1.27168684862005	2.01924271382226	1.83032561921715	2.24161373555562	2.1572503412795	1.75245165173604	2.15010893836846	2.33226723397862	2.41164369588536	2.37867626846283	2.92763034776382	2.02702293469209	2.33790678813409	2.8532786928397	2.15572751016417	1.87199739738963	2.34637290419002	2.14641515473707	2.64858819881092	2.63062876113253	3.36339689632221	2.36487738530346	1.90024523657746	2.64473900393126	2.12221202787992	2.06079887032714	0.596470911126398	2.28512200850524	1.64761920723592	2.14900723987624	2.44271684687427	1.31586321288233	2.0512100265046	1.6183026275303	1.05780659509822	1.05000654266203	0.809108497612014	1.08339622208495	1.30979321319835	1.17553833519736	1.6782521454911	1.35401945365256	1.98568490752499	1.72115989183027	2.42043846589706	2.26190395596467	2.26606904431147
"IKZF1"	3.78859312281954	3.91743254339609	3.49521334407841	3.59809389623545	4.35001217099941	2.89568045882572	3.49721978017583	3.72847510615532	3.79181019329935	3.27330015211846	3.34045801206387	3.58300806511528	4.08090939079175	3.70199077560353	4.50468712478798	4.07806038866754	3.37168825484304	3.57715573744962	4.07516944011922	3.92033251070902	5.28496026641444	4.04067962060534	3.8057160438648	3.58676734291792	4.08722772393102	3.63906872060859	3.78142372564829	3.88223313216988	3.5482146257545	4.14106603323968	3.4788831713855	3.80813567981999	3.35702487324033	4.22202348999621	4.17487635938623	4.5286960401775	4.61088698489606	3.0978916274525	3.93101277488022	2.8658616211333	2.34922541165343	2.47894450430871	3.63357977758778	4.20062018383543	3.52665645729202	3.3943876832856	3.86040132650183	3.33416306752739	2.89123669071673	3.88142640618845	3.75124832253191	2.73509687544406	3.42296268541449	4.0474798948653	3.35717944120505	3.48218379573601	3.57595457912804	3.36984533645653	3.43695549130869	3.30031674936816	3.9779109436923	3.64990397617268	2.77041075312882	4.28953768151617	3.83806016263481	3.8857334906746	2.77834187723816	3.18008564396269	2.73274069733844	2.92592681809195	4.28103292129112	2.25553513076702	2.88962782948522	2.8701958132316	2.17908629395451	1.65162975579322	1.97132270985518	1.55031591784006	2.39573935539621	1.67559478178932	2.25155682267693	1.83772734018529	3.215624821589	2.80135607508041	3.06179978114112	2.53961056545118	2.49033285347778
"UBASH3A"	1.8231693143997	2.92704514759625	1.31714749148157	1.65187474074134	2.82934944159984	1.57811337438931	2.05737226289578	2.39646080058314	2.04495985928299	1.98157822372201	1.66920548676774	2.18010499766483	2.36193311907911	2.46304114902287	3.11449684705308	1.59790125316453	2.15342016168679	2.52098676963545	1.68188460693751	2.07802421603204	2.2200266489176	2.41806651536193	1.6026816564707	1.68304337674505	2.35340338836843	1.56822245780437	2.04982758211683	2.2987112827801	1.55029447530304	1.90629430777269	2.32388663519385	2.06713287773624	1.84267720008242	2.49756754466505	2.85345333255616	3.03812366124019	2.96077588838452	1.3408675244252	2.33564246669991	1.35737459888868	0.579511707851	1.28081966732426	1.25594905703867	1.50768065722712	1.68350132277607	0.853698452955729	0.889497758595229	1.15583511046204	0.699804752993705	1.21226723775972	1.58253547006881	0.739467396480038	0.950258823188177	1.84657414678691	1.3777017747599	1.06539621407905	1.53234567366573	1.09920419410516	0.774935102664437	1.62833594332415	1.62139407217575	1.2782998536438	0.764038228265657	1.95939934546402	2.56227508014877	1.80447771795139	0.42844765121044	1.89982549077292	1.63692542899901	1.40382125867811	3.93601478370815	1.15246348048983	2.40765015691455	0.8760781182002	0.57091140368249	0.430857415747254	0.349613864665942	0.816688163937623	0.919060794759334	0.578786799819375	1.06526737144516	0.643762023863854	1.13023467951995	0.676248420832431	1.71465182664051	1.4921544765143	1.45711164080895
"CD247"	3.24942793194174	4.26919501789884	3.53270641749142	3.18238079894332	4.23599974226724	3.41150142286992	3.72021804985881	4.5185325638576	4.29939163962135	3.66010942450572	3.56964287499118	4.19653319229086	4.11731099228975	4.02796099888701	4.73552949503094	3.58314725575538	3.71085450334276	4.20384652906543	3.85428918111531	4.1356615061412	4.69345297655529	3.89684528495665	3.64637625916533	3.19413916067913	4.45422859747868	3.38015171560043	3.75992479431362	3.83745665962312	3.37376172074655	3.8783510920726	4.1272364774002	3.95913058557037	4.10896519033555	3.92728604410513	4.43308391781584	4.75639037604634	4.74684477261514	3.19386554775837	3.67540719265746	2.95803990415379	1.78656536808427	3.52101595356722	3.27031758796438	4.27738951649175	3.77800884908593	3.08361025724793	3.84613398997909	4.02078618422884	3.2527757852452	4.1406858969208	3.59838485841076	3.52503090657518	3.77892975256714	3.68198131519413	3.04454996081148	3.22038025340865	3.45683688795195	3.01683004461862	4.09714163537361	3.55069581795321	4.34054112463519	3.5962874444863	3.59649892732498	3.79017860572768	3.22750554288192	3.45399579441743	1.72023415049013	3.87052067031093	2.84034829078674	3.21786332557293	3.74951974168607	2.80427434054911	3.5591929897629	3.13880605177149	2.06597007535293	1.67238873639097	1.20321088485085	1.87493606005241	2.72166705259416	1.94714549006794	2.97203239766386	2.68518374431001	2.40136356619801	3.24479879464016	3.19858536332468	3.04708226072858	3.1224111583566
"PPP1R16B"	3.08474475115697	2.72625614632971	2.58972419648848	2.78001002613351	3.51750767748324	2.21663607079313	1.9608581710628	2.43557853472296	3.12030027630846	2.03418534914863	2.75574367918086	2.21059303139258	2.85273069269188	2.61192442684167	4.2163043854743	2.67997440953869	2.22674607269597	2.48009089220043	2.51452683636081	3.32519869123879	4.23090599097665	3.3343432505295	3.19512957283214	3.23583845206613	3.22467056294325	2.79105548983606	3.12778112457126	3.26040022170352	2.7130535364015	3.15362056115133	2.60313956332385	2.88854844522007	2.60312099314983	3.33628348392228	3.27447689819397	3.96120659662098	4.02598237991516	2.20740091595648	3.4801642818718	2.44245740633954	0.595698673167332	1.93398458498831	3.41465044734992	3.65225217258096	2.77404538086929	2.3723234137609	3.55910800198254	3.23377884888731	2.84109613820772	3.05478269074139	3.8893376661711	2.72391729430409	3.5591224435112	3.27525372960825	2.70649045873729	2.4350591607251	4.06879514571494	1.83409915657258	2.73149206378798	1.54349845890452	2.55476967196718	2.94188363913771	3.71526195214779	3.35680348367872	1.59576694726583	2.53494580275486	0.856213862661775	1.93640320038231	2.46139234031245	1.85130434141449	1.66634379711883	1.39279577416029	1.13715610262987	1.86506290161212	1.99020814200185	2.6583707003384	1.25326357815884	1.05093811296713	1.90430870994565	1.22239745340088	2.24344612720534	1.25817562783276	1.8447963151015	1.5109087705834	2.78780009419161	2.03833564737162	1.87521084682967
"KLRB1"	3.32251815163967	2.72849619422378	2.39121362649583	2.75624707786463	3.95182691011681	3.03491389808765	3.02517270549916	2.80357531179518	3.25638572919712	2.1877509447265	3.03940824304387	3.26789406587352	3.50957314584469	3.62273382215432	3.58328766264089	3.17312031334997	2.24353251475655	2.82904832747763	3.58559323872671	4.09199057207465	4.85233447049067	4.21477980054227	3.62477388341339	3.64743242205999	4.35994598387091	4.2009734497476	3.24997200175927	2.9263013177506	3.23626757302155	2.44972096251856	2.88666305506161	2.98383402916819	3.29581814570673	4.98299099518426	3.78622600636839	4.23902311298543	4.82809313651394	3.32710379776828	3.18181277991418	1.80969879751252	1.23124097826452	2.12173965907695	3.30729802336907	3.39570595028384	3.0194714356381	2.83245746239224	3.24026524586436	3.475344138052	3.20429934696107	3.29557616456635	2.90840493342546	3.4502504359772	3.03516754533235	3.46800754066081	2.79291801524272	3.3451780883688	3.31823369249115	2.18607412599074	2.79718250796889	4.32336818819792	4.53267460201542	3.38417529966791	2.43070668287133	3.59961983284163	1.7750276164907	2.14865357385204	0.665847304751356	2.73299601287912	2.25206372842624	3.13820493401582	1.17932813342587	1.42706053104566	2.13978772937229	2.16644137669334	1.57030365494925	1.27205006811047	1.1367867222264	0.862685088750834	2.93970452973271	1.0403792081751	1.88916589870944	1.87351569115007	1.58682447742292	2.00840627039992	2.85723123049987	2.98175217166308	2.26573318910055
"TIGIT"	2.98180298269906	4.07141406785651	3.36206510020265	3.89760342707918	4.76313872398807	3.76031868954236	3.83604822089331	3.82895626703979	3.81037705445367	3.94175515440506	3.59907972641827	3.9039061479321	4.37376265723857	3.82478700446709	4.64464889205932	3.98729487991334	4.05582961843605	4.5902942324678	4.00377612387326	3.48930347956257	4.5481714414405	3.99948252607492	3.5184544180773	3.05449971470288	3.8280450078272	3.17820832273717	3.07067495689175	3.16608025471502	3.19921251784817	4.04560295556254	4.51538253933118	4.34267405954988	3.60008530304482	4.06305343293083	3.92036330242368	4.58211729813545	5.08485947400044	2.9298588410468	3.49903656925395	2.76021202301602	1.66206436467092	2.99869905214075	1.90494237062136	1.96124872262001	1.67693539091696	1.00766350137956	1.69597292298735	1.45998525103831	0.920670872273591	2.1679647635348	2.50925928833354	0.903650153291469	1.7485415797951	3.36495999635235	2.01425994149248	2.22429729748293	2.13550267385639	2.10280348948377	1.95964683675435	1.81876285189124	2.1714126110965	2.17660906777141	1.24403198207922	2.99457633882412	3.4620900717073	3.91894894729956	1.53135961697454	3.53472707745537	2.85166174873232	3.52563777518273	4.41815468429539	2.69940371167167	3.15891512586888	2.73634493908497	2.43787401423353	2.36454714228387	1.71997513428516	2.89431815893653	2.06847723278773	2.10079820529265	3.28941055267364	2.61542337612698	1.76631267169028	2.10111829621418	3.30140171858349	2.75743018980059	3.1054486717154
"CD3G"	3.52650660356566	3.66324462700724	3.04315642204714	2.82003606089633	4.17428772324086	2.52159367471104	3.13416338611751	3.34410514508032	3.28648073132103	3.52835014766822	3.30601311835617	3.58836853053623	3.76226252865373	3.78410253425602	4.20381742177718	3.62286341331985	3.10487762112314	3.54021343307679	3.22705558227754	3.44806537944272	4.48198672176504	3.68709411383536	3.39995174591601	3.1768282253519	4.18641330562042	2.97248747914513	2.72006721827235	3.4313829724511	3.03181534221153	2.89463171459012	3.09951450313369	3.20665168246354	2.69769835045649	3.83409504983413	4.18429184466383	3.98401126868512	3.82187657808843	2.4734859801365	2.84859165161655	2.35377741944586	1.52845984005895	2.19355729240023	2.75995588562795	3.30288951155218	2.53103026972382	1.87417009901415	2.2648110334878	2.16586127164395	2.02537334288493	2.33173191858975	3.13990301394481	1.42916957140105	2.51837647296349	3.14634977631974	2.28202515605652	2.7376200406571	2.66086939588611	2.08950814715034	2.48382607280963	3.61817693337532	3.24688480180408	2.83675970431767	1.7968264515371	3.7938605013643	3.03366476835125	3.14826515184355	1.16821596130376	3.61597942888792	2.11742262937902	2.99466327477945	3.3210306010479	2.03496854523081	3.3020672402331	2.247150280563	1.32682256168135	1.52384741845769	1.28036377458824	1.2832687986886	2.64590349056307	1.38509539222277	2.17935099335404	1.43000305875962	1.88826184344974	2.12203051602295	2.40213380116965	2.34910311158872	2.09138660183316
"SIRPG"	2.99510232890398	4.04377517006562	2.88317274504887	3.221389579719	3.7604488035693	3.0009592963699	3.40091276108021	3.86988907676744	3.41140864804628	3.43226583695365	3.38030215174095	3.68430529542715	3.83902992309224	3.56630671883157	4.2962233813184	2.77562308319656	3.29425442563997	4.08045096793406	3.65665198247443	3.24390771784049	4.05580447713069	3.47990543146826	2.63040798200014	2.21352027752421	3.74224471665245	2.5010163980901	2.59978992755884	3.09892182967554	2.66215189461909	3.51332417854443	3.62237828810172	3.43095465749285	3.3211816900323	3.74552530356673	3.64421118950872	4.21382232949376	4.179992725801	2.86737128573847	2.833671746142	2.70724473291091	1.06424329747551	2.1024145410753	1.46391871300276	1.00309081428521	1.59129537730237	1.299214297216	1.18111984379624	1.18384765263339	0.767659034433216	1.9315091417178	1.68667582877507	0.659503357859893	0.789903346913837	2.32728481798365	1.33913532074517	1.4856093065908	1.08636598457788	1.17920874581585	0.719809066278774	1.48716931165505	1.51662718987657	1.40398523499685	0.904341847017617	2.44193693554068	2.62262737347809	3.14011000831402	0.916803686053799	3.10896113568517	1.86721835925652	3.30182233035564	2.91374324097287	1.97073663214034	2.57222001380587	1.94256862279704	1.90154766584013	1.37162296248057	0.486955659925147	1.35571060697258	2.03285440839685	1.86568437923474	1.79277363445666	2.09123422339983	1.60203662108813	2.40480485376255	2.59348261929338	2.41696514768026	2.90019785525348
"RGL4"	1.77416254660487	2.48878078205756	1.77072385805458	0.862751346459575	2.21878072110846	1.39879585381818	1.94785932888453	2.10203099703199	1.67529600577491	1.7591956250906	0.866354473594115	1.87190523604193	1.69978018835655	1.82510030066567	2.61005721322837	1.46794766489087	2.00314208915396	1.92232381901877	1.53588699378127	1.80985126517609	2.42517464403228	1.89631052042006	1.44024358149484	1.03077463263686	2.43914935162044	1.59486077255544	1.57098197329707	1.90180509468742	1.40108869361627	1.78911225800981	2.04439082679791	1.81768222623502	1.97989067040149	1.71422324452355	2.13831888811965	2.4121054880923	3.11543931683901	1.1717123544548	2.00072699022662	0.924359546265986	0.440067841219365	1.16459304275632	1.95511351708191	1.39828271481712	1.4143818983837	1.17076575812253	3.16737424083638	0.928537778800089	0.671548474578468	1.0263398371257	2.09273619801463	1.30176975474417	0.859961874196835	2.28252180206905	1.62026812737591	1.54533524213288	1.68075822661088	1.07443781008524	1.53289044746708	1.04906189124254	1.33484327458082	1.23553125089101	1.1730129614817	1.78043386156778	1.33187200836836	1.14158008773403	0.672439642555591	1.80922656198859	1.87984045811338	1.29903694932324	1.42838187366075	1.03728718968422	1.5465764087941	1.25000161707173	0.871059318033622	0.644083290494695	1.18490513601791	1.67159123558988	0.744728883531039	0.427598921236534	1.25108573707411	1.28960935670528	1.35325104173974	1.25469528294259	2.10054509168386	1.77190837208417	1.70642936854003
"ARRDC5"	0.389338846551594	0.757889863176544	0.691813250573174	0.443816852763595	0.81863962246707	0.46425147085308	0.80117129688956	0.509554926226418	0.607736832005502	0.59268584749657	0.283119542830605	0.808613902768658	0.722437360700915	0.354255592783693	1.1207310294462	0.844641862330641	0.499598766848817	1.18840779067206	1.03674320390039	0.452407584924091	0.583583430963577	0.358889304291371	0.168638936613221	0.441735238331841	0.44938387088388	0.334085160780699	0.840211179572227	0.82276217346519	0.458320897884529	0.649633433280963	0.920275975525573	0.507143181640208	0.893404870386726	0.314545304894065	0.744574229691039	0.720922765982984	0.714117677287693	0.626098690695554	0.37263489218021	0.35955529694819	0.572611939612447	0.274080621235061	0.271247138964747	0.335589830525415	0.485604689234293	0.254070113652866	0.352184749689009	0.249338705000424	0.318412844320202	0.117197065184674	0.242141989423471	0.178038907072624	0.160708068531392	1.10947076441166	0.460750717875515	0.419534183112231	0.521647374209133	0.573064313275311	0.284872977460557	0.0918838490237387	0.431950313276463	0.526193192245452	0.423592811912199	0.483547552174364	0.249457294928033	0.374833896020189	0.140424466926877	0.445142918504742	0.424723913967556	0.127563726849997	0.451523512994851	0.254002334413679	0.139327860481252	0.30483862338113	0.105704044219062	0.124061248016786	0.272215015263806	0.182672186927226	0.404449511372649	0.126478764472706	0.430814663820233	0.181342063822311	0.640496036629538	0.315393144515536	0.537684334073468	0.643854352894336	0.356808267658047
"CD69"	3.58306780570484	4.63462457744097	4.83179817359888	3.03222373732451	4.2517372222145	2.94809384241965	4.06781904437466	3.83187603723019	3.62707940567413	3.02128207305818	3.29552524315592	4.55947866552775	3.75185836880102	3.805812163096	4.25138258620311	4.87796196755111	3.88963853843402	3.96815532648486	3.88339248506449	4.21874099804925	5.87076996159075	3.88031272702561	3.91619119821584	4.35693205590462	5.66195179291051	4.9795163657758	3.83658086043696	4.21595553754461	5.410956789976	3.99166226770857	3.44472663197624	4.30294629529164	5.03107434742137	3.97271309589345	4.02806695456456	4.30564767331906	5.60728876817322	3.97229111720968	4.59777458700428	1.9444852032919	2.71606424977901	2.13908803104114	4.23656104500573	4.82312223443538	4.26216662346043	4.62020186701074	3.8666664462439	3.47269511802721	4.43255368034674	4.33986388870358	6.42176300705099	3.46357478864828	3.50500240370318	6.01431308728125	3.86571689920139	3.77118775484106	4.2958453607362	4.66078464802009	4.94087700646379	5.51595090695115	5.61598448692971	4.51575328121208	4.53955664953617	5.03852406608114	3.07510022446539	3.76313572684428	2.64830034987327	3.52846402756455	2.67412702630714	3.6425747452579	4.09802387365815	3.0253507659066	3.25174813572261	2.28074177168812	1.8885890189382	2.14874293320622	2.56281650843451	2.59582811434274	1.88146388651703	1.90525381810321	2.75021418935382	2.51714989500165	2.70593042107738	2.21942627391055	3.72198515755472	2.52938490220569	3.59537648544658
"THEMIS"	2.03759428968997	2.27798957074496	1.64798319093129	1.22861690404229	2.58471558858713	1.06003934711628	2.18515983986317	1.98790432056427	1.95291335663122	1.52376848377282	1.66109912885257	2.21534930984717	2.20815248612392	2.38559489062369	2.04667734654785	2.68654065887276	1.87280856981721	1.52402158170812	1.85891123111657	1.7759173439959	2.78350459856413	2.19752363219744	1.97639646085937	1.93370990981139	3.06023466433295	1.88947289831533	1.54546703034347	1.81662136651058	1.79292228912028	1.13035982428342	2.62071343085774	1.7810092832878	0.922414795923169	2.3706332705805	2.58220299337466	2.04267406273484	2.35067817643181	0.924270593747255	2.0603522315787	1.16750602993003	0.348302317357746	0.916333648478819	1.52884471255228	1.63537242002266	1.51805353364928	1.28184208884189	1.2985943698654	1.1337964924533	1.07514885621051	1.49587104596443	2.35146639517291	0.41513358017705	1.29168842849814	1.99392439699939	1.37446641936867	1.42614388305737	1.63689727168255	1.16182207017133	0.874998873066556	3.21151155027708	2.59963331405975	1.75856056748009	0.549022371432038	1.99890874774699	1.77651203051622	1.53408230015111	0.947230779014432	1.96891516337065	0.936856983459643	1.64179516497097	1.95960806066098	0.756302935019934	1.67465684092006	1.09880196930944	1.33320924561351	0.536391376265689	0.600699215863379	0.452617441042393	0.860777145406534	0.678544459624122	0.87942643272688	0.690420452732505	0.741155484907883	0.802157393787583	0.981907198248578	0.946074546369047	1.30840182814945
"GPR171"	3.60211636726201	4.18161685905826	3.04133216467946	2.4145835672673	4.46402636176324	3.35116644964847	3.59168063334878	2.7884403454709	3.49661482265669	2.81694658372326	2.8736765236351	2.34423392501234	3.32018172340321	3.55391929811412	4.37766215134128	3.76181250160791	4.32681756721218	2.80070040589819	4.1090079292517	3.29043594197338	6.61544847754669	2.5627650002751	2.63984467766066	2.67641680101886	4.78303984620663	1.75606607414207	2.41119441677755	2.93402669008273	4.75430833786506	1.73798951754823	2.62915814325721	3.00689831654531	3.49695205902133	4.10980069646226	3.33094995325936	3.37375406223469	5.07330512337932	2.89670691570325	6.26221654280223	1.47144729717821	0.557758722747516	2.17877732999926	2.74118561749392	2.71400939723029	2.6926404038645	2.22459403456924	2.51620020180456	1.23945235197685	2.40235622828841	1.80209563891398	3.3836063530811	1.85091323802416	1.4160851884939	4.1954407999968	2.96536388488511	2.80404503062051	2.49472436611202	3.31364807419174	1.25906382092378	3.50556377535625	3.41683737848566	3.20166835885632	1.93173352737203	5.615373027429	2.03093692613349	1.86627328263209	1.14892095587874	2.3032246907759	1.76486677478816	2.68135043299531	3.23547597309331	1.93274309186685	2.67213105016216	1.36297235114397	1.64041384835331	1.63652518774954	1.51576321826992	2.01919308407781	1.85342803010036	1.48448847177472	1.40269136035184	1.34739091156274	1.88438258012185	1.68879823486422	2.59060855002533	2.45941023424921	3.12728862675156
"ICOS"	1.58258678339876	2.05311095490631	1.91891211097326	1.97954589217681	2.1725298197261	1.60768915657539	1.15143913858486	1.75785152335892	1.77144107119129	1.68444640097092	1.90558364451737	2.70451594609042	2.25096745715972	2.56870222724972	2.50324403930411	2.54663364847593	2.15244003049495	2.34203891476331	2.78313254995889	3.1449070863819	1.69938132132141	2.64275989724421	2.46800199773656	1.63711204686102	2.6684047056309	1.27080257824043	1.82676063478059	2.16785941217742	1.94646002077061	1.98903279827806	1.80177369474538	1.88533380441475	1.86918500889586	2.10276451169276	2.62267211497477	2.92402250538252	3.37772858021986	1.34781377185515	1.28627373251781	1.68726107547197	0.941185378232223	1.39516767496063	1.32580293644032	1.89804408028415	1.59839543521326	2.05079918836081	2.21862911501132	2.55066016987291	1.59976058826325	1.77592664027511	2.65029745372896	1.70886934680208	1.88737014894882	2.46996049433254	1.77684084497394	2.52115743390999	1.41119845173267	1.85283226140331	0.759262057884366	2.06288058280647	1.49626420480546	1.89316340678554	1.42826009439195	2.04439436310262	2.33512244143327	2.50884293417552	0.616376211297939	1.53948665466409	1.13347587017137	1.94541601900994	2.44471915688184	1.54434486075592	2.02618746265359	1.13182284909786	1.17166583775615	0.645588297009874	0.387845679784698	0.851733657259675	0.996711883784925	0.725298567451077	1.38151177089813	0.720683775996655	0.777867910628696	0.982118405660993	1.28558117183271	1.54912213535084	1.29599724717737
"TAGAP"	3.35270692015788	3.33334213133189	3.7559267712088	3.37750754296674	4.24032021148535	2.94696434678239	3.69292378216069	3.48075062505666	3.90604337019207	2.89558004485004	3.25984768642458	3.4039775088512	3.66767637053943	3.4033226725288	4.67018046389739	3.74940098672151	3.06781269022526	3.43077277734688	3.70621263253714	3.72615914058679	4.52759748535237	3.45506672627467	3.37197472619763	3.11781049590196	4.27581435627071	3.1646425137753	3.27167683759421	4.18095210105779	3.53118847434974	3.07568429185282	2.90574679196387	3.9234303668526	3.46126091421573	3.72276620028972	3.38946965688982	3.97956636584864	4.48381941033252	2.65756747306948	3.20032325788843	2.54608754120044	1.6471967744113	2.08452173776037	3.38880688652267	4.42319621797705	2.99815398431756	3.16585869782683	3.10645091791063	2.92425867282413	2.6649585760445	3.42894596687004	4.28610537558041	1.93102616615162	2.67200026389701	4.05269311592257	2.91831154206721	3.35217794584296	3.40044216751438	3.35750122387342	3.29395757420097	3.13768049908764	3.9241357265938	3.55923990110422	2.48111999344418	4.10963383365066	2.62211892578274	3.57529733931516	1.24994006231195	2.96311425548909	2.47885316997415	2.2837383939037	2.7091260616869	2.1294295635106	2.08147307299835	2.52491875949477	1.84945719539055	1.33363037020467	2.15934074924736	0.863897671657265	2.31373865895896	2.30913593724932	2.48376538424105	1.45019443877963	2.16036920191711	1.91387044150278	2.38064581103095	2.11729939815785	2.17470803555155
