"ID"	"State"
"CTSP.ACYJ"	"IS01"
"CTSP.ACYM"	"IS01"
"CTSP.ACYP"	"IS01"
"CTSP.ACYS"	"IS01"
"CTSP.ACYX"	"IS01"
"CTSP.ACZC"	"IS01"
"CTSP.ACZS"	"IS01"
"CTSP.ACZT"	"IS01"
"CTSP.AD1R"	"IS01"
"CTSP.AD1Z"	"IS01"
"CTSP.AD28"	"IS01"
"CTSP.AD4C"	"IS01"
"CTSP.AD4F"	"IS01"
"CTSP.AD4V"	"IS01"
"CTSP.B02H"	"IS01"
"DLBCL10450"	"IS01"
"DLBCL10451"	"IS01"
"DLBCL10452"	"IS01"
"DLBCL10453"	"IS01"
"DLBCL10454"	"IS01"
"DLBCL10457"	"IS01"
"DLBCL10460"	"IS01"
"DLBCL10461"	"IS01"
"DLBCL10462"	"IS01"
"DLBCL10463"	"IS01"
"DLBCL10469"	"IS01"
"DLBCL10470"	"IS01"
"DLBCL10473"	"IS01"
"DLBCL10475"	"IS01"
"DLBCL10476"	"IS01"
"DLBCL10477"	"IS01"
"DLBCL10480"	"IS01"
"DLBCL10482"	"IS01"
"DLBCL10483"	"IS01"
"DLBCL10489"	"IS01"
"DLBCL10491"	"IS01"
"DLBCL10492"	"IS01"
"DLBCL10493"	"IS01"
"DLBCL10494"	"IS01"
"DLBCL10495"	"IS01"
"DLBCL10497"	"IS01"
"DLBCL10499"	"IS01"
"DLBCL10501"	"IS01"
"DLBCL10502"	"IS01"
"DLBCL10506"	"IS01"
"DLBCL10510"	"IS01"
"DLBCL10515"	"IS01"
"DLBCL10518"	"IS01"
"DLBCL10520"	"IS01"
"DLBCL10530"	"IS01"
"DLBCL10531"	"IS01"
"DLBCL10541"	"IS01"
"DLBCL10542"	"IS01"
"DLBCL10546"	"IS01"
"DLBCL10547"	"IS01"
"DLBCL10549"	"IS01"
"DLBCL10564"	"IS01"
"DLBCL10565"	"IS01"
"DLBCL10566"	"IS01"
"DLBCL10846"	"IS01"
"DLBCL10863"	"IS01"
"DLBCL10906"	"IS01"
"DLBCL10926"	"IS01"
"DLBCL10928"	"IS01"
"DLBCL10930"	"IS01"
"DLBCL10933"	"IS01"
"DLBCL10935"	"IS01"
"DLBCL10937"	"IS01"
"DLBCL10940"	"IS01"
"DLBCL10945"	"IS01"
"DLBCL10949"	"IS01"
"DLBCL10950"	"IS01"
"DLBCL10951"	"IS01"
"DLBCL10953"	"IS01"
"DLBCL10962"	"IS01"
"DLBCL10967"	"IS01"
"DLBCL10986"	"IS01"
"DLBCL10988"	"IS01"
"DLBCL10997"	"IS01"
"DLBCL10998"	"IS01"
"DLBCL10999"	"IS01"
"DLBCL11001"	"IS01"
"DLBCL11002"	"IS01"
"DLBCL11005"	"IS01"
"DLBCL11188"	"IS01"
"DLBCL11191"	"IS01"
"DLBCL11193"	"IS01"
"DLBCL11197"	"IS01"
"DLBCL11203"	"IS01"
"DLBCL11209"	"IS01"
"DLBCL11213"	"IS01"
"DLBCL11242"	"IS01"
"DLBCL11255"	"IS01"
"DLBCL11259"	"IS01"
"DLBCL11300"	"IS01"
"DLBCL11346"	"IS01"
"DLBCL11353"	"IS01"
"DLBCL11443"	"IS01"
"DLBCL11449"	"IS01"
"DLBCL11484"	"IS01"
"DLBCL11493"	"IS01"
"DLBCL11515"	"IS01"
"DLBCL11523"	"IS01"
"DLBCL11526"	"IS01"
"DLBCL11527"	"IS01"
"DLBCL11528"	"IS01"
"DLBCL11530"	"IS01"
"DLBCL11533"	"IS01"
"DLBCL11542"	"IS01"
"DLBCL11563"	"IS01"
"DLBCL11564"	"IS01"
"DLBCL11565"	"IS01"
"DLBCL11566"	"IS01"
"DLBCL11572"	"IS01"
"DLBCL11575"	"IS01"
"DLBCL11579"	"IS01"
"DLBCL11584"	"IS01"
"DLBCL11586"	"IS01"
"DLBCL11659"	"IS01"
"DLBCL11662"	"IS01"
"DLBCL11664"	"IS01"
"DLBCL11665"	"IS01"
"DLBCL11666"	"IS01"
"DLBCL11667"	"IS01"
"DLBCL11670"	"IS01"
"DLBCL11680"	"IS01"
"DLBCL11685"	"IS01"
"CTSP.ACY8"	"IS02"
"CTSP.ACYH"	"IS02"
"CTSP.ACYV"	"IS02"
