"IS01"	"IS02"	"IS03"	"IS04"
"IL1B__pos"	0.00780634537182955	0.35625903920371	11.7326897237061	11.5734292719329
"C19orf59__pos"	0.771159657633999	2.22044604925031e-16	6.92506853105265	14.3499234527482
"PROX1__pos"	2.8513648788536	9.67876165679653	2.1627406925668	8.85914497784648
"CHRM4__pos"	2.22044604925031e-16	4.83245295224097	0.234152527512324	13.0827630212118
"EDNRA__pos"	1.85151340692954	2.40515745539812	3.32004764646567	13.205620912895
"CLEC4D__pos"	2.22044604925031e-16	2.22044604925031e-16	19.2842266259261	2.65053468446698
"ITGA9__pos"	2.22044604925031e-16	0.156450298001881	6.39042860591817	14.5979901743514
"TDGF1__pos"	4.40149294063812	2.10444447786941	1.54082064282094	13.4782768701605
"VMO1__pos"	0.0879187925987821	2.22044604925031e-16	14.0680360189897	6.88580577977587
"DACH1__pos"	0.339661429823999	2.22044604925031e-16	3.83717594068127e-07	20.0623432863584
"UPB1__pos"	1.10214195015305	8.46373244673895	5.33707061278759	8.84503836640734
"LOC441601__pos"	7.64232751403571	5.55862688030405	0.537980266243374	7.99251384020131
"EPHA7__pos"	2.38513320498175	1.37731596392157	0.163201522065378	16.8668699676918
"CASP1__pos"	2.14241325748681	2.46460482994756	12.8373547066188	2.59827094340805
"LOC100288575__pos"	17.2602859990337	2.22044604925031e-16	3.31471831939947	1.39289865241506
"OPRM1__pos"	0.10077348433031	9.8590912517122	3.07888840455219	7.14394715274559
"LOC93432__pos"	0.600000889820617	4.85145264483654	5.8526266713128	9.56925044568577
"TREML2P__pos"	11.533146190493	2.65298101029001e-05	3.44312087062148	4.9139034232279
"LOC100287739__pos"	2.22044604925031e-16	10.1741979375602	6.16279428833625	5.00511541554762
"IL28B__pos"	9.91978663908852	2.24346612481617	2.56139081675855	6.11550491158031
"PABPC1L2B__pos"	2.22044604925031e-16	5.84088754360506	2.22044604925031e-16	10.5728920972554
"LOC388931__pos"	2.22044604925031e-16	8.08962705658183	2.22044604925031e-16	9.58017972017844
"C2orf80__pos"	2.22044604925031e-16	14.0065286945385	3.60754586979918	4.01910683554161
"ANKRD33__pos"	2.22044604925031e-16	14.5273371660566	2.14588175758854	5.98894401445716
"ZP1__pos"	1.97906800906356	5.67744421466634	0.154686531707852	10.4919986703524
"FAM157B__pos"	2.22044604925031e-16	9.29404486455315	4.79047503182323	6.31325819569678
"HAS2__pos"	2.22044604925031e-16	0.991337255189129	9.28014906076629	15.1839675479298
"HIGD1A__pos"	10.7415926542813	3.50568011415712	3.38041236117753	3.14428071806466
"LOC100288388__pos"	2.75621110821136	3.06365010974719	2.48535044648436	12.2916582112708
"AQP9__pos"	2.22044604925031e-16	2.22044604925031e-16	20.1382429740671	4.0513069509502
"TM4SF18__pos"	2.42443916264684	1.03777355699977	3.72208993092431	13.0802387743624
"CEBPD__pos"	0.620831259202925	2.22044604925031e-16	9.79525734832706	12.290748336978
"FAM13A__pos"	11.3553217259005	6.33274521492451	2.08612795636283	0.12865922114923
"RALB__pos"	7.92849765730404	6.57009392749019	3.23805634745544	2.37650369875536
"CD244__pos"	2.70047458827453	5.58002884143986	10.4881304450288	3.25258398452816
"RPS27L__pos"	10.8660876598567	1.61948656686415	5.74617708729891	4.3416699534683
"LOC100132146__pos"	2.22044604925031e-16	12.3274510896966	3.19875704045982	6.30425804508091
"CYP19A1__pos"	0.838075332409445	2.22044604925031e-16	6.47058114099179	14.2863177648272
"PECR__pos"	7.49528171036796	5.19124035317656	3.5534427076056	4.49171223476276
"TRIM40__pos"	2.22044604925031e-16	2.22044604925031e-16	0.395522482993498	15.4008398499718
"DOCK4__pos"	2.22044604925031e-16	2.58425147898459	12.4024217934714	9.04007131460255
"LIN7A__pos"	4.66592426150007	4.31577333883541	4.4208548456998	7.91397559585777
"REG1B__pos"	0.544798476479871	3.05614295069842	2.22044604925031e-16	11.9538678367064
"GPR27__pos"	2.22044604925031e-16	2.22044604925031e-16	6.80823103359098	11.737571332699
"SLC35D3__pos"	1.3692873994825	6.36849754181049	3.54647753735365	6.57867044094755
"RNASE3__pos"	0.90273424344984	0.861910720123294	9.64387254820038	10.6375552424612
"IFNG__pos"	1.043524673414	0.974787548854616	22.5155458597033	0.468897584752177
"PLSCR1__pos"	5.73867467616694	5.31348814198522	3.27676972231375	3.11228510711524
"ZNF503__pos"	2.22044604925031e-16	0.872041180962876	3.45275432340749	18.0349304325979
"DCUN1D3__pos"	4.14954959550779	5.97772978365281	6.55462879938623	5.7773852418959
"CNIH4__pos"	4.61112830845048	10.8980773370868	1.6875790117229	1.97513768155861
"MSRB3__pos"	1.33682400954152	2.22044604925031e-16	0.04309250112139	21.3303863711513
"TMBIM1__pos"	7.49673140276969	7.0673053503662	1.53219158404971	2.37420585448566
"SLC26A8__pos"	1.11616285481247	7.80303227954819	6.22939758705547	9.1172867246011
"MPO__pos"	0.348416157382456	1.84515430092107	13.6366756181453	8.11230728548152
"LEMD1__pos"	0.290597809532733	6.17179000498798	9.50606207874997	5.52568652449709
"C1orf88__pos"	5.74346039327071	7.00590875057088	3.50586697920403	6.76992257679717
"SEP15__pos"	4.1747431179646	5.20121993060804	5.28463690487995	4.67952134219551
"PF4V1__pos"	2.22044604925031e-16	12.9574122282654	2.40291132064772	5.31844008741595
"C1orf138__pos"	1.94793049846534	9.63014151432746	7.904842343041	3.40158068578171
"LIMK2__pos"	0.302974492547875	9.56222455170683	6.87494560964081	4.91630878830062
"RNF149__pos"	5.59734637987048	5.55420146473685	5.41272467644329	5.54464532947396
"LOC100287221__pos"	2.22044604925031e-16	1.00110637270932	0.684743986688024	18.2645581441525
"SOCS3__pos"	3.69715052601366	6.79634035210149	8.07001214732989	3.6644331392387
"CPNE8__pos"	1.2535709186106	0.168448205739589	9.08138313211319	8.81805561174281
"RNASE2__pos"	2.22044604925031e-16	2.22044604925031e-16	13.5593907353409	5.96328861881515
"SLC2A14__pos"	0.681282206707356	4.71091913265074	5.1006082203023	9.80984866112122
"PHC2__pos"	0.722286013862956	11.031313709327	5.53450440925999	3.86441896757407
"VAMP5__pos"	4.76193515254289	0.659623195608994	14.9680664010702	2.66865130869926
"ARMCX1__pos"	2.79192348336738	2.59717426945231	8.05800523361203	8.53252088250433
"BEST1__pos"	0.124691764117861	2.22721676678635	10.3839835151801	9.44417245765097
"C1orf52__pos"	5.59101962292417	8.20255655500654	4.50212092521659	2.32912251364018
"C2orf62__pos"	5.16730016068392	5.59897695716036	7.03918178942562e-10	7.07612578878661
"LOC100129417__pos"	2.22044604925031e-16	13.1744203850135	1.30928528038657	7.7146854210654
"LOC100130938__pos"	3.80348969098034	2.35800596848062	3.76092258879485	11.9854635531595
"TMEM140__pos"	0.58956268203945	4.89453009627011	12.4135881816072	3.1704543592712
"LOC441864__pos"	2.22044604925031e-16	14.5372444635613	2.10675437660947	4.25947941311753
"IFNAR1__pos"	2.97342247289429	4.36462469182377	9.22895625472459	4.19006782565327
"ADRB3__pos"	2.22044604925031e-16	5.16863474842383	10.9580139228004	7.04438399954159
"GDPD1__pos"	4.54876841770065	8.06976231791372	4.93854515447522	4.21626900468179
"C10orf27__pos"	1.00750488747463e-09	3.66399099060249	1.90788378027995	11.2659184822482
"LOC643332__pos"	0.0521119731311092	0.46271927265465	8.62355423938014	12.1783582141008
"CCDC103__pos"	3.54582350397736	5.48577971422683	3.09332391379977	8.06941237578137
"CLDN12__pos"	4.34628719489502	3.73385323455842	1.7889323654345	12.1012906053891
"DYNLT1__pos"	6.62176041740292	8.56795646007096	3.66422288441257	2.8349946333222
"SNAI2__pos"	2.56347609858149	0.292520445954046	2.22044604925031e-16	18.4531734698272
"CCL23__pos"	1.74009855476393	2.22044604925031e-16	13.3088953289513	7.76259565741844
"PLS3__pos"	0.989721885935651	0.274086225182887	4.48269171361234	18.5274480295191
"MPP4__pos"	5.66035588643129	6.92937177875366	3.99259463127258e-12	7.65261495073533
"SLC31A1__pos"	1.23455826999873	9.59751155621794	2.72257806813245	0.91969920267857
"HMGA2__pos"	1.62429306963593	4.53322795887281	1.51150912771701	11.8343169115346
"RND3__pos"	2.22044604925031e-16	6.11340419446079	2.55089881574373	3.41434222002415
"GYPA__pos"	0.759895089082368	2.90817487251507	0.808825484437139	11.1005336894949
"PPEF1__pos"	3.79915990898926	4.39696544020167	1.14469190111324	11.7840172496238
"PGLYRP1__pos"	2.22044604925031e-16	15.5757710347943	0.243557797563832	6.54567542513272
"KCNK13__pos"	2.22044604925031e-16	2.22044604925031e-16	16.0013690046269	8.3285145047695
"NME5__pos"	5.09458019534803	5.22524776596048	0.629375609450294	10.8752643183146
"CLEC4A__pos"	4.73152109558883	1.11897728173119	13.1168130293556	3.74562607161653
"DKK3__pos"	2.22044604925031e-16	2.22044604925031e-16	2.2615073790146	20.9398431969978
"EMR3__pos"	0.538587512091593	10.9857287616057	2.27907811506223	8.54582292560227
"ACSL1__pos"	0.223805509112194	4.17912011906763	8.76225385968834	5.05854240466918
"TMEM37__pos"	0.873018040337368	0.906397721038357	13.2747018077459	6.74836115433068
"LOC729127__pos"	0.175575668491297	2.11090095000083	10.3640027026845	5.72272651785763
"ZDHHC19__pos"	1.61681728476962	5.53802021230673	6.35432671514208	9.52219295419689
"IFIT1L__pos"	2.22044604925031e-16	13.0283817439337	1.80650649330123	6.80827245646863
"TREML3__pos"	0.268772477126616	6.72157043939484	7.49053794807952	7.81943957592498
"LILRA6__pos"	2.22044604925031e-16	3.46046362468135	18.2891706253343	2.02615738656358
"VEPH1__pos"	0.370340388080363	3.71329534070294	2.22044604925031e-16	14.3375421020383
"VSTM1__pos"	1.33478640280852	1.1073885869533	7.96794810738141	11.1505528762586
"LOC399715__pos"	0.169414954426332	7.12493526959322	3.85869923002238	8.94329088062771
"TSPAN15__pos"	2.21543224118616	6.47327779289769	0.59188220842338	10.3761933022711
"IL1RL1__pos"	0.0106271362592957	2.22044604925031e-16	8.43858046267439	13.0188039886348
"GALNT8__pos"	1.25776834195635e-11	10.2802494186451	3.42164181226877	7.73434540091723
"C19orf35__pos"	2.22044604925031e-16	0.8805755582527	13.4964908202886	7.22493012071892
"DEFA3__pos"	2.50098474880455	1.45004231804041	0.22823402031941	11.5904623601413
"MSR1__pos"	1.91231883459898	2.22044604925031e-16	13.7679438221925	9.03443679080046
"LOC388210__pos"	2.22044604925031e-16	8.93737793566975	3.03872168835491	7.549166890061
"CD300LF__pos"	0.967957157729084	1.78176625015881	17.1236827815992	4.7888624256848
"UNC13C__pos"	5.71360519776395	2.27103629168949	1.39534422176719	10.3057256781321
"NBEAL1__pos"	3.90272146737145	7.62559642514574	3.45520826339816	6.95279624874153
"LOC100289646__pos"	1.4810116357621	1.80265198699073	9.51266105589031	10.0323018122619
"SPIC__pos"	4.67392357476844	4.13203091400926	3.52274280576098	6.36822121486447
"LOC100289645__pos"	2.10147728928838	5.79402618763867	6.29771223918315	7.88986031037166
"SLC22A4__pos"	0.801338347628507	2.25368228796174	7.3643379452247	11.4805681293029
"GPR35__pos"	0.51022777579474	6.76101713242114	5.83462672123609	7.88675659843856
"G0S2__pos"	0.0582295647785087	2.22044604925031e-16	2.49405704008085	15.5005869156809
"PNPLA1__pos"	0.718986312889241	6.60428402886288	7.37725455002677	8.37736722087185
"LPHN2__pos"	2.22044604925031e-16	1.31978034238155	1.90113689696531	20.2826321604736
"STMN2__pos"	1.87232415322197	2.22044604925031e-16	2.22044604925031e-16	15.5871847900176
"CATSPER1__pos"	1.54113092260849	2.22044604925031e-16	11.7819188783535	12.1857748155681
"B3GNT8__pos"	1.0275264804951	1.5549821490555	10.7597764023845	9.27109218411312
"LOC100288897__pos"	1.55156224603112	8.92027371300556	2.22044604925031e-16	5.33540930849693
"FAM26F__pos"	2.00293560587742	1.65227546317386	20.3240349316525	6.98836018818813e-10
"KCNE3__pos"	2.99635594491679	2.49775128030064	9.39229371650683	6.53002600610092
"KCNJ15__pos"	2.22044604925031e-16	2.22044604925031e-16	8.58398860373146	11.556233899383
"KCNJ2__pos"	2.22044604925031e-16	0.842390676990469	19.4646286563889	3.0270171438882
"LOC100130454__pos"	2.22044604925031e-16	3.91357627009033	2.66468513011876	15.1315051441936
"HLA.G__pos"	1.90442244935274	3.98306908670423	7.35899186024458	9.06029229624776
"LOC400499__pos"	2.22044604925031e-16	9.98565269271096	1.81929269639703	8.4737188080312
"FPR2__pos"	2.22044604925031e-16	2.22044604925031e-16	23.1576495729606	0.904064269951265
"SLC25A37__pos"	2.76461690919374	9.62042885559124	2.3293860896499	7.17812972805832
"OTP__pos"	3.75887781629093	9.27745673630334	0.543098870300769	7.46606283846839
"OSM__pos"	0.261226187166354	2.22044604925031e-16	4.41861063114507	15.203413226176
"CAMK1G__pos"	2.22044604925031e-16	0.0645764922209773	4.92948723872033	14.7487427894891
"ELANE__pos"	2.22044604925031e-16	1.52896874531636	2.7358210153073	15.4286836717165
"USP18__pos"	1.95748026637867	4.99243064697069	11.4624552240398	4.39457343811175
"LOC100129836__pos"	0.251525216008753	7.08434437500821	3.65805170637646	6.16179985826674
"NRXN3__pos"	0.578806253336577	3.63444262971917	3.45781002595741	12.8070847792115
"TMEM26__pos"	0.292474647854576	2.56996417043366	4.41323838662248	12.3865595616898
"LOC643802__pos"	3.34457115727538	2.18362756174481	3.14361853829077	12.3081561148988
"SAT1__pos"	2.66293085016953	3.21884494520073	11.6538771015938	4.53411735692039
"LOC647055__pos"	0.152149851239053	1.72561976609258	2.22044604925031e-16	15.3901510061707
"CYP7B1__pos"	2.50192600865087	1.29774765275314	3.10119841243	15.0680080564528
"TNFSF4__pos"	5.49814951572315	5.9326269027833	7.64045534375348	4.24619697327934
"FAM124A__pos"	2.22044604925031e-16	1.96393387739245	11.3657607960209	10.6544941032917
"DNAI2__pos"	2.22044604925031e-16	4.07834106867916	1.38256167738556	15.9791515440826
"IL1R1__pos"	2.22044604925031e-16	0.672301308065379	6.21552273931409	16.5332374316911
"IDH1__pos"	5.67626871752893	3.46662396701716	10.0442395629377	4.41511592340924
"CD14__pos"	2.22044604925031e-16	2.22044604925031e-16	20.0087049411739	1.12598424011925
"C19orf41__pos"	0.134488825891567	6.30776704624836	0.382291011951239	11.8484433996773
"NEURL3__pos"	2.22044604925031e-16	2.09758443867159	8.72164246867544	8.0587196229688
"LOC100288077__pos"	0.881880087428049	4.10439574013851	1.39486267695395	12.7062798313291
"FAM153B__pos"	3.04404051140656	7.59728654345885	0.773730113564483	8.1899242180153
"LOC100133669__pos"	1.75531486538345	5.87556881303244	4.92731115158147	8.01231360781229
"GNG12__pos"	2.09927258656856	0.426047062341612	2.1744055957796	18.7407810284278
"C6orf25__pos"	2.22044604925031e-16	10.8655265585056	0.945757450371406	8.83017903137049
"GATA1__pos"	2.22044604925031e-16	10.1456442885817	2.22044604925031e-16	9.02230415555727
"SGIP1__pos"	0.0544337846647299	1.54811758083681	0.929281381352065	17.9580638337108
"GRIN2A__pos"	2.2405448647582	6.53728044718546	0.37650372731231	9.78985900310057
"CCL2__pos"	2.81716323887871	3.10534103879825	10.6165708754729	7.65510576363405
"EFCAB6__pos"	0.440164014409697	5.59362619225366	4.18161493094054	10.8280548097972
"LOC100288608__pos"	2.09774939679269	6.08536695851098	2.91031966791731	13.6341147933773
"IL17B__pos"	0.336527765963748	11.2032974072031	0.230208085844979	8.01237592841524
"PF4__pos"	1.83892861332666	1.9804721818884	0.0287371370150264	16.0193631784854
"MS4A7__pos"	1.13830649319487	0.0270230578086195	16.083144508888	3.94879066208276
"LOC100288781__pos"	8.05521948825224	6.33310110767013	1.72903213823511	4.51457726197194
