"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"State"	"MaxFC"
"SCG3"	"SCG3"	-0.558714629254328	-0.561230505765235	1.29133979447033	0.203532532227174	"IS03"	1.29133979447033
"C3AR1"	"C3AR1"	-0.369119123526856	-0.623084476905754	1.27127364142653	0.104372786394788	"IS03"	1.27127364142653
"SIGLEC7"	"SIGLEC7"	-0.391804461096111	-0.436421417373176	1.27009226559649	-0.0990418203584541	"IS03"	1.27009226559649
"APOBEC3A"	"APOBEC3A"	-0.567591145127887	-0.643995708409059	1.26535259594161	0.334138679424355	"IS03"	1.26535259594161
"CLEC4D"	"CLEC4D"	-0.414675902576867	-0.679567641816345	1.26037187196254	0.227707242048848	"IS03"	1.26037187196254
"CD300E"	"CD300E"	-0.772061893099777	-0.65762169165785	1.25486369554453	0.564752402880503	"IS03"	1.25486369554453
"IFNG"	"IFNG"	-0.31407294498389	-0.443172554909288	1.21802839875694	-0.126996068959552	"IS03"	1.21802839875694
"LILRA3"	"LILRA3"	-0.41794392104227	-0.361906474835223	1.20292709284582	-0.109292033748573	"IS03"	1.20292709284582
"LILRA5"	"LILRA5"	-0.38534739947702	-0.673412997424442	1.19613564751763	0.242524995840039	"IS03"	1.19613564751763
"MT1L"	"MT1L"	-0.438838434638145	-0.65210374159656	1.18828964201439	0.276696747325452	"IS03"	1.18828964201439
"KCTD14"	"KCTD14"	-0.599137243232252	-0.667339223002805	1.17952240077581	0.463470997586558	"IS03"	1.17952240077581
"SMPDL3A"	"SMPDL3A"	-0.275193114563132	-0.476074274586912	1.1753864825187	-0.0916601741290444	"IS03"	1.1753864825187
"STOM"	"STOM"	-0.529460095182936	-0.604677934671906	1.14929693791866	0.341528756843433	"IS03"	1.14929693791866
"LILRA6"	"LILRA6"	-0.70338074308983	-0.178913196735428	1.11210244899679	0.0282085361716656	"IS03"	1.11210244899679
"MARCO"	"MARCO"	-0.742668687945757	-0.491532222107219	1.11119382008272	0.448908111846478	"IS03"	1.11119382008272
"CD300A"	"CD300A"	-0.45008102438029	-0.386466123302763	1.06866187697493	0.0611685363785125	"IS03"	1.06866187697493
"CSF3R"	"CSF3R"	-0.903716547616862	-0.5256637701047	1.05199205403151	0.700098780122898	"IS03"	1.05199205403151
"CD300LF"	"CD300LF"	-0.415293173419423	-0.449385380161147	1.0473932423126	0.11991711420055	"IS03"	1.0473932423126
"VAMP5"	"VAMP5"	-0.104012629895175	-0.505810346117744	1.03843781148605	-0.117149735149418	"IS03"	1.03843781148605
"LILRA1"	"LILRA1"	-0.434632218055374	-0.353311483960934	1.0318902884497	0.0349357663413373	"IS03"	1.0318902884497
"SCARB2"	"SCARB2"	-0.701286564056302	-0.524746417497735	1.02955437682711	0.513552890009739	"IS03"	1.02955437682711
"LOC100130520"	"LOC100130520"	-0.470695206656159	-0.680731196142677	1.02041173815247	0.478928609073273	"IS03"	1.02041173815247
"TMEM140"	"TMEM140"	-0.561527101865484	-0.249472942014366	1.00417182036802	0.0584898747766987	"IS03"	1.00417182036802
"VMO1"	"VMO1"	-0.501838144028199	-0.722405760027742	0.996187989129354	0.580490722587122	"IS03"	0.996187989129354
"CCL7"	"CCL7"	-0.41343046916437	-0.620863174771647	0.991116126912752	0.372115435218956	"IS03"	0.991116126912752
"KCNK13"	"KCNK13"	-0.597772098953937	-0.628449160829679	0.990010212382684	0.567574991398637	"IS03"	0.990010212382684
"SCARF1"	"SCARF1"	-1.07512961787039	-0.348077280009148	0.964868180220057	0.726557108433747	"IS03"	0.964868180220057
"RNASE2"	"RNASE2"	-0.445633230236124	-0.656188704963754	0.962632030633465	0.470451303657078	"IS03"	0.962632030633465
"SLC22A18AS"	"SLC22A18AS"	-0.320114158445854	-0.362815400859118	0.955307482129396	-0.0068830897351214	"IS03"	0.955307482129396
"MS4A7"	"MS4A7"	-0.40802941768946	-0.560170526972363	0.951746610010095	0.324564722119255	"IS03"	0.951746610010095
"EMR1"	"EMR1"	-0.76382978070291	-0.168070059367793	0.941721695232205	0.213167950566952	"IS03"	0.941721695232205
"MPO"	"MPO"	-0.715971914569294	-0.484448880830932	0.934293579528077	0.55608445749666	"IS03"	0.934293579528077
"DOCK5"	"DOCK5"	-1.07450161490194	-0.357725789180989	0.929168550563011	0.766453481908781	"IS03"	0.929168550563011
"NIACR2"	"NIACR2"	-0.721824740950465	-0.545319489349116	0.893989884355916	0.668547841372012	"IS03"	0.893989884355916
"C19orf35"	"C19orf35"	-0.762258248818073	-0.362574586577896	0.88082095981271	0.497411374994316	"IS03"	0.88082095981271
"IFI6"	"IFI6"	-0.121373321664194	-0.464693020308854	0.876878062220334	-0.0194681309064657	"IS03"	0.876878062220334
"GLIPR2"	"GLIPR2"	-0.182483428546576	-0.400456767670579	0.861707506183963	-0.0239738251354474	"IS03"	0.861707506183963
"DOCK4"	"DOCK4"	-0.762019161925649	-0.456376134249354	0.859103612305626	0.628841499920079	"IS03"	0.859103612305626
"SIGLEC9"	"SIGLEC9"	-0.690953749706888	-0.210536729719576	0.856416969275838	0.260364964292965	"IS03"	0.856416969275838
"RSAD2"	"RSAD2"	-0.383163152096522	-0.571474541973896	0.854581807191724	0.391667384546846	"IS03"	0.854581807191724
"CCL1"	"CCL1"	-0.452696430225843	-0.319341449989542	0.833269264218864	0.171906303808742	"IS03"	0.833269264218864
"GLDN"	"GLDN"	-0.672949603747513	-0.50440646238357	0.829168241334115	0.6218835701235	"IS03"	0.829168241334115
"ELOVL3"	"ELOVL3"	-0.555632017426408	-0.504631786666973	0.817606200913363	0.513530397715274	"IS03"	0.817606200913363
"CEACAM3"	"CEACAM3"	-0.395226305465484	-0.502509762738082	0.816322896716448	0.350712084641051	"IS03"	0.816322896716448
"IDH1"	"IDH1"	-0.141414872942822	-0.439387588604559	0.813705077594899	0.0208214233082927	"IS03"	0.813705077594899
"ITLN1"	"ITLN1"	-0.147849697754445	-0.484565376276054	0.800348284385222	0.0930435382561499	"IS03"	0.800348284385222
"CATSPER1"	"CATSPER1"	-0.288323062678518	-0.947960559250776	0.800262213420474	0.798310125650126	"IS03"	0.800262213420474
"CLEC2B"	"CLEC2B"	-0.0128178822778575	-0.705968385150834	0.800235111214937	0.226829410340584	"IS03"	0.800235111214937
"PYGL"	"PYGL"	-0.633855828093465	-0.389899484429952	0.793884519186769	0.471670310894569	"IS03"	0.793884519186769
"TMEM37"	"TMEM37"	-0.401662791537802	-0.49436215634292	0.79180503004283	0.367036554287608	"IS03"	0.79180503004283
"IL1B"	"IL1B"	-0.678144061257877	-0.538257880630875	0.787440890572852	0.701949749975636	"IS03"	0.787440890572852
"STARD8"	"STARD8"	-0.6254884704209	-0.309660227253012	0.776887216481838	0.379309361975034	"IS03"	0.776887216481838
"CCL23"	"CCL23"	-0.266755354500818	-0.669650741561491	0.776441913719289	0.457121063153372	"IS03"	0.776441913719289
"NIACR1"	"NIACR1"	-0.758817516327346	-0.487204531794713	0.774361186530586	0.731470992530398	"IS03"	0.774361186530586
"HERC5"	"HERC5"	-0.568261712366659	-0.263413810035872	0.756699624414585	0.281768340665669	"IS03"	0.756699624414585
"IFIT5"	"IFIT5"	-0.124508131392222	-0.4483497009589	0.749869304256174	0.0662025844393455	"IS03"	0.749869304256174
"CEBPD"	"CEBPD"	-0.592557263814953	-0.609314836701008	0.746984720668974	0.735000587541921	"IS03"	0.746984720668974
"C15orf48"	"C15orf48"	-0.176526395097147	-0.87030649919639	0.73136186230056	0.646958840982704	"IS03"	0.73136186230056
"CLEC4A"	"CLEC4A"	0.0249530733332892	-0.539239954273428	0.710740637278986	0.0581020117941581	"IS03"	0.710740637278986
"SLC8A1"	"SLC8A1"	-0.460837304077485	-0.338255822522673	0.709156755564291	0.303184495588298	"IS03"	0.709156755564291
"CCL2"	"CCL2"	-0.333374551020462	-0.440177262585861	0.692470635593151	0.312530463589952	"IS03"	0.692470635593151
"S100A12"	"S100A12"	-0.318977579235585	-0.692968547306397	0.689842468324844	0.607829948530723	"IS03"	0.689842468324844
"SAT1"	"SAT1"	-0.169266901411149	-0.413019012310055	0.683812451421209	0.121466872820273	"IS03"	0.683812451421209
"SULT1B1"	"SULT1B1"	-0.621710801289067	-0.346845689117766	0.682660155329234	0.496744096703877	"IS03"	0.682660155329234
"CASP1"	"CASP1"	-0.145013707320041	-0.314966217640857	0.675005868510393	-0.0151495091381927	"IS03"	0.675005868510393
"CSF2"	"CSF2"	-0.393824336082757	-0.222615370126972	0.674337077662176	0.123147884841414	"IS03"	0.674337077662176
"TNFSF13B"	"TNFSF13B"	-0.224390365885181	-0.32459221820643	0.666476119074496	0.0832479143139823	"IS03"	0.666476119074496
"B3GNT8"	"B3GNT8"	-0.418943483327755	-0.475223256952408	0.65588976974212	0.470708571895679	"IS03"	0.65588976974212
"MSR1"	"MSR1"	-0.211887262907249	-0.616963710046449	0.646251066384393	0.442810504520119	"IS03"	0.646251066384393
"PLB1"	"PLB1"	-0.594526403683662	-0.161039923032737	0.640647916862334	0.277156873812499	"IS03"	0.640647916862334
"ISG15"	"ISG15"	0.0587175448129351	-0.43357162099343	0.638903946771697	-0.0465230186234114	"IS03"	0.638903946771697
"FAM157C"	"FAM157C"	-0.893142602449186	0.0594565650796947	0.631875760598294	0.316104961059171	"IS03"	0.631875760598294
"KCNE3"	"KCNE3"	-0.255899354657812	-0.444481985738097	0.631537476394093	0.289008015874378	"IS03"	0.631537476394093
"KLF1"	"KLF1"	-0.124856783449148	-0.172606735692778	0.630798692717687	-0.173026062985961	"IS03"	0.630798692717687
"CPNE8"	"CPNE8"	-0.353049055126788	-0.405297365108339	0.618314277265489	0.349654648542849	"IS03"	0.618314277265489
"DDX58"	"DDX58"	-0.35410518334623	-0.266914743393856	0.617414168530903	0.1830262443246	"IS03"	0.617414168530903
"C21orf109"	"C21orf109"	-0.179371534389033	-0.195008570736722	0.617399765302082	-0.0801498893101661	"IS03"	0.617399765302082
"GK"	"GK"	-0.134631219655366	-0.278580100288106	0.616487262983536	-0.0226864646534182	"IS03"	0.616487262983536
"MMP12"	"MMP12"	-0.1864085868495	-0.188160821598505	0.614929645784658	-0.0794171247862354	"IS03"	0.614929645784658
"CDKN1A"	"CDKN1A"	-0.314244972392116	-0.417921067351296	0.607938183220398	0.334371229510079	"IS03"	0.607938183220398
"LOC100286936"	"LOC100286936"	-0.733338279673782	0.0632271503047987	0.584363878469375	0.189159823212211	"IS03"	0.584363878469375
"USP18"	"USP18"	-0.286619951450178	-0.213605672861792	0.581887150543139	0.0789444145498429	"IS03"	0.581887150543139
"IL10"	"IL10"	-0.168272851533237	-0.172311047778819	0.572227618577276	-0.0825089301159884	"IS03"	0.572227618577276
"EPHA8"	"EPHA8"	-1.05895479336386	0.308066093215204	0.547263802698511	0.248469544421165	"IS03"	0.547263802698511
"SLITRK2"	"SLITRK2"	-0.796183588935819	-0.0342397603505318	0.545519216969118	0.4022853545204	"IS03"	0.545519216969118
"LOC729127"	"LOC729127"	-0.479766176786615	-0.235173575648814	0.54307976970687	0.330671804251402	"IS03"	0.54307976970687
"P2RY1"	"P2RY1"	-0.685973955103927	-0.187155105365381	0.526072710535633	0.493264388745223	"IS03"	0.526072710535633
"ADRB3"	"ADRB3"	-0.476747401907516	-0.220134290566293	0.518325366092242	0.329293371867597	"IS03"	0.518325366092242
"CD244"	"CD244"	-0.246354810268109	-0.166320857182193	0.517076711794011	0.0331728563530494	"IS03"	0.517076711794011
"NAMPT"	"NAMPT"	-0.152848955346814	-0.436796456690103	0.501424453405521	0.280960879991752	"IS03"	0.501424453405521
"ACSL1"	"ACSL1"	-0.485246865919166	-0.148246914492739	0.497626265443935	0.267039502165829	"IS03"	0.497626265443935
"NEURL3"	"NEURL3"	-0.492910931209113	-0.299463253996157	0.494396670781139	0.461384000804774	"IS03"	0.494396670781139
"SH2D1B"	"SH2D1B"	-0.310661886978081	-0.380974238518464	0.487541227469177	0.382881504143603	"IS03"	0.487541227469177
"EIF4E3"	"EIF4E3"	-0.10886689013121	-0.41676418099567	0.478748154561376	0.2306460774427	"IS03"	0.478748154561376
"TREML3"	"TREML3"	-1.08242617982989	0.220917805691598	0.471342586611877	0.439346252524754	"IS03"	0.471342586611877
"PPT1"	"PPT1"	-0.0487500531533749	-0.184322717949096	0.465464511633041	-0.101972598367055	"IS03"	0.465464511633041
"SOCS3"	"SOCS3"	-0.525004040383894	-0.0400284636109563	0.450325916869614	0.213444842294674	"IS03"	0.450325916869614
"C6orf100"	"C6orf100"	-0.149841683445013	-0.159316639166743	0.44162369004672	-0.0115458821256233	"IS03"	0.44162369004672
"MS4A6E"	"MS4A6E"	-0.16944544565504	-0.365572814092381	0.423600450707655	0.273716261507426	"IS03"	0.423600450707655
"LEMD1"	"LEMD1"	-0.71391907110567	0.194188443828489	0.42250062635894	0.140765026271806	"IS03"	0.42250062635894
"MARCH2"	"MARCH2"	-0.227232156295707	-0.333065976162488	0.407758701586303	0.305026143194266	"IS03"	0.407758701586303
"CR1"	"CR1"	-0.475878693639884	-0.0926983275651485	0.404623900763542	0.265005848811921	"IS03"	0.404623900763542
"S100B"	"S100B"	-0.128123857909945	-0.23669373475384	0.403863241581273	0.0912364606317445	"IS03"	0.403863241581273
"RBM47"	"RBM47"	-0.371423675233685	-0.22941336364084	0.387448042162351	0.340223375479239	"IS03"	0.387448042162351
"ADM"	"ADM"	-0.238318464125902	-0.193616876605664	0.364034931920656	0.181713508171457	"IS03"	0.364034931920656
"IFNAR1"	"IFNAR1"	-0.0123588569285679	-0.17867464999482	0.318706841313549	-0.0271006385475719	"IS03"	0.318706841313549
"C1orf138"	"C1orf138"	-0.522607804573121	0.230160161026961	0.307080706116269	-0.00229129049265119	"IS03"	0.307080706116269
"DCUN1D3"	"DCUN1D3"	-0.0468563483446472	-0.287822911796456	0.306250104014076	0.150463781642912	"IS03"	0.306250104014076
"TRIM69"	"TRIM69"	-0.293536693617463	0.256181903246546	0.30450048786997	-0.262186176593536	"IS03"	0.30450048786997
"LOC100288856"	"LOC100288856"	-0.361168184011774	0.0686794832898439	0.304448317955615	0.0340483325353656	"IS03"	0.304448317955615
"IL23R"	"IL23R"	-0.00511422199878919	-0.334762824973196	0.304416972042036	0.167102049740889	"IS03"	0.304416972042036
"NAIP"	"NAIP"	-0.0115548580413761	-0.154247569970916	0.298338135831239	-0.0412138596407103	"IS03"	0.298338135831239
"CD5L"	"CD5L"	-0.192762780418588	0.120357343811957	0.267912727607369	-0.16869928812695	"IS03"	0.267912727607369
"LOC100288058"	"LOC100288058"	-0.156844197763488	0.00154164830236856	0.235915042735046	-0.0344087985343983	"IS03"	0.235915042735046
"NPM2"	"NPM2"	-0.340771921561613	-0.0137679302014936	0.235032381757354	0.169854461755695	"IS03"	0.235032381757354
"STX12"	"STX12"	-0.0698919158455449	-0.226496048627168	0.218559409987301	0.169693328697039	"IS03"	0.218559409987301
"PLSCR1"	"PLSCR1"	0.0771750579692311	-0.267381579547779	0.199073021816697	0.0873046701395518	"IS03"	0.199073021816697
"RNF149"	"RNF149"	-0.164748698105693	-0.0780838696852324	0.160682255058739	0.131106560477486	"IS03"	0.160682255058739
"DYNLT1"	"DYNLT1"	-2.79469044257019e-05	0.102814101799266	0.125753085737099	-0.226496763681957	"IS03"	0.125753085737099
"TNFSF4"	"TNFSF4"	0.00952266734844263	-0.0883356901129774	0.125725064908805	-0.00344096995420723	"IS03"	0.125725064908805
"SPATA9"	"SPATA9"	-0.0108880053428291	0.0540557899061784	0.107114653802306	-0.141209271400594	"IS03"	0.107114653802306
"TMBIM1"	"TMBIM1"	0.0611413956713857	-0.122946193494	0.106044998944239	0.0026524588853511	"IS03"	0.106044998944239
"CLLU1OS"	"CLLU1OS"	0.0332449722826344	-0.0421698038964638	0.0367195660219234	-0.011709841934015	"IS03"	0.0367195660219234
"DKK3"	"DKK3"	-0.605703763884895	-0.749764827999879	0.096471097660198	1.44367030011451	"IS04"	1.44367030011451
"DACH1"	"DACH1"	-0.451215436560062	-0.618753920991139	-0.216277630534549	1.38107936225125	"IS04"	1.38107936225125
"MSRB3"	"MSRB3"	-0.383050306942989	-0.627239937900723	-0.194736730134134	1.30550569191063	"IS04"	1.30550569191063
"GPR97"	"GPR97"	-0.775887019477353	-0.214996340429427	-0.235263182609964	1.23142403133362	"IS04"	1.23142403133362
"INHBA"	"INHBA"	-0.533681262187253	-0.499315993537255	-0.108063745879107	1.23137535773172	"IS04"	1.23137535773172
"PDGFRA"	"PDGFRA"	-0.548200800938056	-0.510732448210674	-0.0617244485049645	1.22250318881078	"IS04"	1.22250318881078
"TMEM158"	"TMEM158"	-0.512835390188768	-0.633801960052673	0.0874872380456781	1.21641463868776	"IS04"	1.21641463868776
"NRP1"	"NRP1"	-0.716596317431256	-0.59233677682798	0.291449404695817	1.20635146278451	"IS04"	1.20635146278451
"MYCT1"	"MYCT1"	-0.318850978532549	-0.524304960430715	-0.287040001342884	1.19011085847097	"IS04"	1.19011085847097
"GPRC5A"	"GPRC5A"	-0.423785825926474	-0.338021363170498	-0.432003013760725	1.18578460168654	"IS04"	1.18578460168654
"SGIP1"	"SGIP1"	-0.626437379600901	-0.318620899447133	-0.199400473751044	1.17836630444441	"IS04"	1.17836630444441
"LPHN2"	"LPHN2"	-0.741540306638679	-0.372821992386589	0.0286233611341529	1.17619468304184	"IS04"	1.17619468304184
"ZNF503"	"ZNF503"	-0.747998915783038	-0.391098265129743	0.0749017311023112	1.167615867295	"IS04"	1.167615867295
"RHOBTB1"	"RHOBTB1"	-0.613414785513864	-0.441363995459829	0.0115862560428703	1.14453349139178	"IS04"	1.14453349139178
"NID1"	"NID1"	-0.875489263424862	-0.183814059723128	-0.0448756243045791	1.14010068529375	"IS04"	1.14010068529375
"GNG12"	"GNG12"	-0.286717835517468	-0.6583445377089	-0.0416816221526296	1.12309819010645	"IS04"	1.12309819010645
"IL1R1"	"IL1R1"	-0.738244005917964	-0.520798984894496	0.331647633277234	1.10863959701345	"IS04"	1.10863959701345
"IL8RB"	"IL8RB"	-0.572104828987574	-0.508226582272766	0.108652759636909	1.10610830785961	"IS04"	1.10610830785961
"NTN4"	"NTN4"	-0.335820186297331	-0.494949901366094	-0.167042816465363	1.07468973460991	"IS04"	1.07468973460991
"IL8RA"	"IL8RA"	-0.664708591193948	-0.354007326472578	0.0333368217640935	1.07225016763024	"IS04"	1.07225016763024
"MAMDC2"	"MAMDC2"	-0.426502070190518	-0.199730427577463	-0.467272029478083	1.04864908721563	"IS04"	1.04864908721563
"PLOD2"	"PLOD2"	-0.264517662148843	-0.562892654718982	-0.115509981571931	1.04413946124156	"IS04"	1.04413946124156
"FCGR3B"	"FCGR3B"	-0.477664270157298	-0.64719584986532	0.277892495460973	1.04382766590762	"IS04"	1.04382766590762
"G0S2"	"G0S2"	-0.416110605764545	-0.586836197718611	0.122829238169025	1.03351272115249	"IS04"	1.03351272115249
"GALNTL2"	"GALNTL2"	-0.296669569278357	-0.48731291074917	-0.162569747033248	1.02242687812117	"IS04"	1.02242687812117
"SNAI2"	"SNAI2"	-0.328187860507161	-0.418674934212138	-0.212755973742415	1.01104653154519	"IS04"	1.01104653154519
"PCDH17"	"PCDH17"	-0.566719667434604	-0.290713662475717	-0.0939891520539038	0.999367701541757	"IS04"	0.999367701541757
"CD93"	"CD93"	-0.799126145570756	-0.167952869104387	0.0137735131017603	0.996732505407464	"IS04"	0.996732505407464
"PTPRH"	"PTPRH"	-0.703575469273711	-0.278375121333145	0.0723433734088282	0.987828163782407	"IS04"	0.987828163782407
"JAG1"	"JAG1"	-0.623884711109358	-0.351512278877631	0.086212382195316	0.985535175307904	"IS04"	0.985535175307904
"MGAM"	"MGAM"	-0.584727260109002	-0.384515352565254	0.0909886298675242	0.982481225570445	"IS04"	0.982481225570445
