"V1"	"CTSP.ACY5"
"LAMC2"	"LAMC2"	-0.71920259826306
"SDC4"	"SDC4"	2.8538748616412
"FLJ40125"	"FLJ40125"	-0.0301438420012496
"PLEK2"	"PLEK2"	1.71441118407048
"ODZ2"	"ODZ2"	-0.45498261680763
"FUT7"	"FUT7"	1.9174915095411
"LAMA3"	"LAMA3"	0.498250476846329
"PARP9"	"PARP9"	-0.0540007664383576
"HDC"	"HDC"	0.49010521176657
"XAGE2"	"XAGE2"	-0.336039179356497
"CTSG"	"CTSG"	0.515997838711496
"IL24"	"IL24"	-1.45668792665233
"OR2A7"	"OR2A7"	-0.626057175730175
"SEL1L2"	"SEL1L2"	-0.323587731393689
"TPSB2"	"TPSB2"	0.64161676223724
"TPSAB1"	"TPSAB1"	-0.208018450623863
"C1orf150"	"C1orf150"	-0.345785848139058
"EPPK1"	"EPPK1"	-1.17033413172713
"LOC100129218"	"LOC100129218"	-0.337155659326319
"LOC653198"	"LOC653198"	-0.159410419174492
"SLC6A11"	"SLC6A11"	-0.493174139752949
"SUB1"	"SUB1"	-0.539423089536095
"FERMT1"	"FERMT1"	1.10965248175193
"BMP2"	"BMP2"	0.985490575492279
"LOC388248"	"LOC388248"	0.162807636297873
"LOC728377"	"LOC728377"	0.543916526666845
"FUCA2"	"FUCA2"	2.46909680599849
"LOC100288944"	"LOC100288944"	-0.461945060934726
"ANGPT2"	"ANGPT2"	0.84989717296329
"LIPG"	"LIPG"	2.36971442959692
"UPP2"	"UPP2"	-0.639220075923048
"PPP1R14C"	"PPP1R14C"	1.65960576950175
"PGRMC1"	"PGRMC1"	0.207068752406574
"ZFP42"	"ZFP42"	-0.396174229453418
"CPNE6"	"CPNE6"	-0.510721701599347
"LOC100288267"	"LOC100288267"	-0.334155782794281
"MS4A2"	"MS4A2"	-0.462411914050963
"STK32A"	"STK32A"	0.459231092715935
"C11orf74"	"C11orf74"	2.20552904152719
"FAM19A4"	"FAM19A4"	-0.00917267749046409
"C1orf170"	"C1orf170"	0.13945409126432
"CPA3"	"CPA3"	0.399060798252734
"EFNA1"	"EFNA1"	1.8830379009725
"FAM134B"	"FAM134B"	1.42740452322448
"SEPW1"	"SEPW1"	1.16628955622381
"GJA1"	"GJA1"	2.19376322844712
"PRLHR"	"PRLHR"	-0.0437688109532409
"GRIA3"	"GRIA3"	0.517015706641715
"SFTA1P"	"SFTA1P"	1.48748172718352
"SFTPA2"	"SFTPA2"	-0.326302822412491
"GJB4"	"GJB4"	-0.619255729035497
"IL1F7"	"IL1F7"	-0.655241291736371
"KCNK7"	"KCNK7"	0.608592558061955
"LOC541471"	"LOC541471"	-1.26142470838493
"LRRC8E"	"LRRC8E"	0.817856408950073
"RCAN2"	"RCAN2"	0.082218561516846
"STBD1"	"STBD1"	2.15231793403007
"HOXC12"	"HOXC12"	-0.326246111937768
"COX7A1"	"COX7A1"	2.48910541416816
"ITGB6"	"ITGB6"	-0.283900697159796
"LOC647281"	"LOC647281"	-0.667737315616542
"TRIM16L"	"TRIM16L"	-0.318707732867831
"TSLP"	"TSLP"	0.00934891070793
"ARHGEF5"	"ARHGEF5"	1.26643745739674
"LOC100287814"	"LOC100287814"	0.611760133154733
"LAMP3"	"LAMP3"	0.54890778466025
