"V1"	"CTSP.ACY5"
"TOM1L2"	"TOM1L2"	-0.191249397834874
"TNFRSF21"	"TNFRSF21"	0.0267475588501191
"PKP3"	"PKP3"	-0.341317347477805
"PPL"	"PPL"	-0.231754389374392
"KLF9"	"KLF9"	1.37815176769112
"ProSAPiP1"	"ProSAPiP1"	0.408224173874623
"AHNAK2"	"AHNAK2"	0.972202014451146
"VIPR1"	"VIPR1"	0.142163969738446
"GSN"	"GSN"	0.971931202523034
"GRHL1"	"GRHL1"	-0.467813656129939
"AGFG2"	"AGFG2"	-0.605424620882401
"TC2N"	"TC2N"	0.292660837817275
"ANXA3"	"ANXA3"	2.11342099056465
"ELF3"	"ELF3"	1.07010512666159
"ANKRD57"	"ANKRD57"	0.930673465685064
"KIAA1671"	"KIAA1671"	0.119580431768454
"GNG11"	"GNG11"	2.95963318173779
"RHOD"	"RHOD"	1.15491373955927
"FLJ14213"	"FLJ14213"	0.457967707514372
"PTGS2"	"PTGS2"	2.52898022190549
"STX3"	"STX3"	2.30158208012635
"EPHX1"	"EPHX1"	-0.148425842693921
"NR3C2"	"NR3C2"	0.21080509763935
"KIAA1881"	"KIAA1881"	1.86839236286935
"MBOAT2"	"MBOAT2"	0.931586439521843
"STAB2"	"STAB2"	-0.0990534326514479
"SELP"	"SELP"	0.981908087608549
"SULT1A1"	"SULT1A1"	0.419602568125073
"LAMB1"	"LAMB1"	2.15979334218107
"CYP2S1"	"CYP2S1"	1.26802698108367
"CX3CL1"	"CX3CL1"	-0.255114610851487
"TGM1"	"TGM1"	0.13723419488647
"LYNX1"	"LYNX1"	0.126018490891841
"BCAM"	"BCAM"	0.720614945856021
"HIPK2"	"HIPK2"	0.100604982672588
"GPR126"	"GPR126"	-0.0329940664837662
"KLF3"	"KLF3"	0.684372667748015
"KIAA0284"	"KIAA0284"	-0.071816676852002
"SERINC2"	"SERINC2"	0.982036519010871
"SVEP1"	"SVEP1"	0.0944448331119993
"TACSTD2"	"TACSTD2"	0.163297362200021
"GSTT1"	"GSTT1"	0.551786760547385
"FMO1"	"FMO1"	1.13131855110897
"MATN2"	"MATN2"	1.74411521794869
"MUC1"	"MUC1"	0.941547053615219
"PYGM"	"PYGM"	0.437268312842342
"SPRR3"	"SPRR3"	-0.346937535634104
"LIMCH1"	"LIMCH1"	1.38898497400176
"PER3"	"PER3"	0.199265132943072
"ZG16"	"ZG16"	-0.330728627297036
"ROBO1"	"ROBO1"	1.00913444605521
"LOC644538"	"LOC644538"	1.01964039152425
"TMEM98"	"TMEM98"	1.45135347930881
"RAI2"	"RAI2"	0.188296759469881
"PPP1R12B"	"PPP1R12B"	-1.07599810602121
"APOB48R"	"APOB48R"	1.09199859153001
"SDCBP2"	"SDCBP2"	0.172663129046076
"CBR3"	"CBR3"	1.27400499714351
"CCL28"	"CCL28"	-1.59610519228322
"DMKN"	"DMKN"	0.583391395124347
"SLC26A3"	"SLC26A3"	-0.363387887916685
"FAM83H"	"FAM83H"	0.189322433719177
"TFPI2"	"TFPI2"	0.268506857387676
"DSG1"	"DSG1"	-0.402053606890874
"PKP2"	"PKP2"	0.233728041574458
"STX12"	"STX12"	0.45037593493089
"MPP7"	"MPP7"	0.826770822467478
"PTK6"	"PTK6"	-0.336589917361304
"GDA"	"GDA"	-0.451605823500372
"LIFR"	"LIFR"	-0.160105418918961
"SPTB"	"SPTB"	0.653753903246366
"MYH14"	"MYH14"	0.770705187999017
"TNS4"	"TNS4"	-0.00488842385895464
"AZGP1"	"AZGP1"	2.70678077229241
"IFFO2"	"IFFO2"	-0.0323158613215933
"CDX1"	"CDX1"	0.796727257146136
"CRABP2"	"CRABP2"	1.29619236326564
"DUOX1"	"DUOX1"	-0.693534647299965
"CLDN1"	"CLDN1"	-0.693909714062781
"DMBT1"	"DMBT1"	-0.378128866666623
"TSPAN8"	"TSPAN8"	-0.198663446713394
"AMOTL2"	"AMOTL2"	0.267902135565227
"FOXO3"	"FOXO3"	-0.396807808257729
"IPCEF1"	"IPCEF1"	0.855486968425819
"TACC2"	"TACC2"	0.906328420910375
"LIPE"	"LIPE"	1.6580359151652
"ITGB4"	"ITGB4"	-0.462103594499896
"DLG3"	"DLG3"	-0.630692318054476
"CDH17"	"CDH17"	-0.800268454536288
"KLF2"	"KLF2"	0.270354687457384
"RAB25"	"RAB25"	-1.18819044778144
"EPS8L1"	"EPS8L1"	0.75331980485936
"PARD3"	"PARD3"	0.145555027110929
"NCCRP1"	"NCCRP1"	-0.387845311466021
"PITX1"	"PITX1"	-0.863186129690802
"CDS1"	"CDS1"	0.605298298810475
"TSPAN1"	"TSPAN1"	0.58902474552301
"PACSIN3"	"PACSIN3"	0.457907955094154
"GPA33"	"GPA33"	-0.295116902947461
"CYLD"	"CYLD"	-1.786725352668
"JAM3"	"JAM3"	0.835467037411855
"HES1"	"HES1"	1.69952092732323
"CLEC4M"	"CLEC4M"	-0.020064070620026
"HSPC159"	"HSPC159"	-0.597763106793607
"NPY1R"	"NPY1R"	0.381525173553475
"MUPCDH"	"MUPCDH"	-0.351013617341866
"CADM4"	"CADM4"	-0.180515467507161
"HSPB7"	"HSPB7"	0.944182214285884
