"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"State"	"MaxFC"
"C1orf51"	"C1orf51"	1.12021266233606	-0.682301321177965	0.0938295836970012	-0.385116556107377	"IS01"	1.12021266233606
"MYCBPAP"	"MYCBPAP"	1.11933469650729	-0.636038689249755	-0.389399150793746	-0.00516990421282936	"IS01"	1.11933469650729
"LOC729603"	"LOC729603"	1.11230623368654	-1.21536269102411	0.165230893891636	0.139835887021547	"IS01"	1.11230623368654
"AKT1S1"	"AKT1S1"	1.1074368150772	-1.0088878929098	0.155190633723527	-0.0717551268690804	"IS01"	1.1074368150772
"C8G"	"C8G"	1.10641208322692	-0.604372077406058	0.00126065840496888	-0.374894410082312	"IS01"	1.10641208322692
"C19orf23"	"C19orf23"	1.10545882557458	-0.974580696882551	-0.303292314814507	0.300252548311392	"IS01"	1.10545882557458
"C20orf118"	"C20orf118"	1.09953777297691	-0.710781712587084	0.304481221747139	-0.522031460462474	"IS01"	1.09953777297691
"ZDHHC11"	"ZDHHC11"	1.09858213553396	-0.734469623529659	-0.21667785136979	-0.0320480273275286	"IS01"	1.09858213553396
"RYR3"	"RYR3"	1.09725048328043	-0.915913119838705	-0.272586985862426	0.216669686756671	"IS01"	1.09725048328043
"ABCC10"	"ABCC10"	1.0927582622489	-1.39692454230662	0.468591363351283	0.0863189909796769	"IS01"	1.0927582622489
"TRIM46"	"TRIM46"	1.0925501502579	-0.936858507766214	0.0979850448136407	-0.0855238364496241	"IS01"	1.0925501502579
"MUC3A"	"MUC3A"	1.0915581774977	-0.640608525104879	-0.0806650021890717	-0.248708139510885	"IS01"	1.0915581774977
"ROM1"	"ROM1"	1.08288908909238	-0.651532063363816	0.432551065682554	-0.684921699483536	"IS01"	1.08288908909238
"LOC728417"	"LOC728417"	1.08220886133149	-0.934451979122178	-0.278011576739624	0.255736794936183	"IS01"	1.08220886133149
"DEF6"	"DEF6"	1.07993295074521	-0.885675240912813	0.220890620850518	-0.238793300391321	"IS01"	1.07993295074521
"GPT"	"GPT"	1.07911819733923	-0.86735823689759	-0.226457058629096	0.139659905889835	"IS01"	1.07911819733923
"CCDC116"	"CCDC116"	1.07856417072482	-0.699955943833449	-0.0662297347643098	-0.184723981135705	"IS01"	1.07856417072482
"LOC728054"	"LOC728054"	1.07408975995151	-0.890440579763104	0.114410054242044	-0.133492656238978	"IS01"	1.07408975995151
"AIFM3"	"AIFM3"	1.07347031119302	-0.680170323843883	0.611876040290898	-0.804322113606717	"IS01"	1.07347031119302
"LOC255783"	"LOC255783"	1.07202796205111	-0.830561406659854	0.156016556829806	-0.233822701866783	"IS01"	1.07202796205111
"TNXA"	"TNXA"	1.06927143623468	-0.63394432979828	0.110686284320793	-0.405270316619271	"IS01"	1.06927143623468
"WNT10B"	"WNT10B"	1.0690580077321	-0.72965416152446	0.012514402936943	-0.213478633478064	"IS01"	1.0690580077321
"KCNT1"	"KCNT1"	1.06904887032367	-0.948772641969783	0.0947701566332373	-0.0477471418753226	"IS01"	1.06904887032367
"LOC284233"	"LOC284233"	1.06599136078516	-0.543647072701972	-0.363709323094791	-0.0789322612520878	"IS01"	1.06599136078516
"C9orf84"	"C9orf84"	1.06507136569706	-0.594493864379563	-0.162472713522331	-0.201534275504061	"IS01"	1.06507136569706
"LOC100288505"	"LOC100288505"	1.06349823486739	-0.435633103234132	-0.213722433644343	-0.327669428215404	"IS01"	1.06349823486739
"LOC100288432"	"LOC100288432"	1.05549334351156	-0.685109104969818	0.0613247440911089	-0.292763021644366	"IS01"	1.05549334351156
"CROCC"	"CROCC"	1.05186570329498	-1.09486665164853	0.27972826433531	-0.036880560473443	"IS01"	1.05186570329498
"MUC20"	"MUC20"	1.04653859257632	-0.53939074182629	-0.00164022314803946	-0.387269978773336	"IS01"	1.04653859257632
"MMP23A"	"MMP23A"	1.04537324122562	-0.769204828845118	-0.0902229513674868	-0.0569384681075251	"IS01"	1.04537324122562
"SLC5A11"	"SLC5A11"	1.04181986055551	-0.569980614449761	-0.190144833558471	-0.181956383661822	"IS01"	1.04181986055551
"LOC728728"	"LOC728728"	1.04166569626666	-0.798345888762415	-0.344849405244219	0.204629595352384	"IS01"	1.04166569626666
"FLJ40292"	"FLJ40292"	1.03333696795105	-0.420931718868854	-0.446231339558766	-0.108863418022577	"IS01"	1.03333696795105
"SNORD76"	"SNORD76"	1.03230616182879	-0.640795835922665	-0.686350824843938	0.345201769640073	"IS01"	1.03230616182879
"LOC100133220"	"LOC100133220"	1.03017712489001	-0.618576470396053	-0.30115569955425	-0.0194404058355962	"IS01"	1.03017712489001
"HOXD4"	"HOXD4"	1.02432295938666	-0.796529871219134	0.298933975323665	-0.353440240579385	"IS01"	1.02432295938666
"ARTN"	"ARTN"	1.02279960350147	-0.656118689869332	-0.114195492003521	-0.137827514142432	"IS01"	1.02279960350147
"SPRY3"	"SPRY3"	1.01804524537799	-1.24570069072773	0.508817053274138	-0.0445495760354378	"IS01"	1.01804524537799
"SMARCD3"	"SMARCD3"	1.01664702011043	-0.37976031319935	0.421275846854097	-0.909314113848289	"IS01"	1.01664702011043
"CLCN2"	"CLCN2"	1.01662177118268	-1.1758429870505	-0.0886683826786982	0.411752874381306	"IS01"	1.01662177118268
"SH3BP2"	"SH3BP2"	1.01543367706127	-0.819253998434778	0.56943526835222	-0.560830217010864	"IS01"	1.01543367706127
"ADAMTS14"	"ADAMTS14"	1.01067649644325	-0.817518116824503	0.540544413489492	-0.532600952559788	"IS01"	1.01067649644325
"SLC22A1"	"SLC22A1"	1.00760840210046	-0.817644008118626	0.353597772297946	-0.36341887776027	"IS01"	1.00760840210046
"LOC645277"	"LOC645277"	1.00291189305457	-0.556319923870013	-0.247002394051772	-0.109994145088647	"IS01"	1.00291189305457
"LLGL2"	"LLGL2"	1.00244817273028	-0.625847151978445	0.0950503890104454	-0.337835086571385	"IS01"	1.00244817273028
"C19orf54"	"C19orf54"	0.999909164676051	-0.980380525577008	-0.279948198580754	0.384326405217345	"IS01"	0.999909164676051
"BTN2A3"	"BTN2A3"	0.999286752283072	-0.651522002292453	0.071050790810962	-0.285564932922743	"IS01"	0.999286752283072
"PNPLA2"	"PNPLA2"	0.999049200226642	-0.896758547587586	0.0947932278101768	-0.0391372604442253	"IS01"	0.999049200226642
"EPO"	"EPO"	0.993482936139021	-0.286840681319058	-0.157968766199344	-0.474075011256592	"IS01"	0.993482936139021
"LSDP5"	"LSDP5"	0.982732957995606	-0.625039632923741	0.0684371475231645	-0.296659090339449	"IS01"	0.982732957995606
"PORCN"	"PORCN"	0.982159804462496	-0.938951750438989	0.546997997618602	-0.379360454058034	"IS01"	0.982159804462496
"ARVCF"	"ARVCF"	0.980120456872022	-1.06666276686564	0.551017200610038	-0.241823248281894	"IS01"	0.980120456872022
"DVL1"	"DVL1"	0.980055490927097	-1.15613187795978	0.228759395592733	0.142223040589971	"IS01"	0.980055490927097
"PCBP4"	"PCBP4"	0.976317011329127	-0.720312035664029	0.0637322259820605	-0.182640912251146	"IS01"	0.976317011329127
"RIN1"	"RIN1"	0.973929724611834	-0.912758687191495	0.716213911640812	-0.550650911710991	"IS01"	0.973929724611834
"TBKBP1"	"TBKBP1"	0.968744809054979	-1.04461167722805	0.493493586926476	-0.204108843961944	"IS01"	0.968744809054979
"GABRR2"	"GABRR2"	0.962293350796388	-0.917089480767516	-0.0866383967480282	0.178604903880766	"IS01"	0.962293350796388
"LOC100288790"	"LOC100288790"	0.956923755233199	-0.322793976455984	0.129631277640298	-0.656421873608597	"IS01"	0.956923755233199
"LOC100289183"	"LOC100289183"	0.955714986196315	-0.841009449850918	-0.257904070642079	0.254058184520403	"IS01"	0.955714986196315
"LOC100133019"	"LOC100133019"	0.945493301992392	-0.747269436615331	-0.0295929305525592	-0.0415319765110247	"IS01"	0.945493301992392
"NLGN2"	"NLGN2"	0.9448568915314	-0.961747725027738	0.784300510321434	-0.530644153845762	"IS01"	0.9448568915314
"ZAP70"	"ZAP70"	0.936766603258375	-0.701249515638672	0.310639484360321	-0.385991399736609	"IS01"	0.936766603258375
"LOC100289383"	"LOC100289383"	0.936368826019494	-0.706354107900638	0.214412560101974	-0.29451756221303	"IS01"	0.936368826019494
"TFR2"	"TFR2"	0.93574494995896	-0.827741530898872	-0.157095876373657	0.168621854141089	"IS01"	0.93574494995896
"PRG2"	"PRG2"	0.92969925178438	-0.612313756253083	-0.230062146082527	0.00430623949917303	"IS01"	0.92969925178438
"RHD"	"RHD"	0.928073517525121	-0.870547716658032	0.0549112593374596	0.0339819853402101	"IS01"	0.928073517525121
"SNORD12B"	"SNORD12B"	0.928002333083829	-0.779696939188495	-0.460526639065271	0.393205558774611	"IS01"	0.928002333083829
"SHANK3"	"SHANK3"	0.917966911041799	-1.1899640839514	0.676631567456553	-0.161080725459781	"IS01"	0.917966911041799
"SLC25A39"	"SLC25A39"	0.911292800819337	-0.33939702695835	-0.381643620964939	-0.141254547750324	"IS01"	0.911292800819337
"SPSB3"	"SPSB3"	0.909057148487525	-0.6504020808284	-0.0271649706850082	-0.11527334449352	"IS01"	0.909057148487525
"PARP14"	"PARP14"	0.907208551961247	-0.88544950981049	0.511373847285564	-0.336063945024782	"IS01"	0.907208551961247
"C14orf176"	"C14orf176"	0.90570890495394	-0.852523581857465	0.0497799243263455	0.0397683468834714	"IS01"	0.90570890495394
"CACNB2"	"CACNB2"	0.905071598899289	-0.771214504670867	-0.298776948962027	0.261576081102728	"IS01"	0.905071598899289
"RCCD1"	"RCCD1"	0.899130526945339	-0.711421662808484	-0.753462011573755	0.606126518804274	"IS01"	0.899130526945339
"ABCA2"	"ABCA2"	0.89386066894737	-1.02448208054511	0.797549268564188	-0.426448291940563	"IS01"	0.89386066894737
"CACNB3"	"CACNB3"	0.891092526377949	-0.88995019285486	0.446055476076429	-0.258054875379639	"IS01"	0.891092526377949
"LOC143678"	"LOC143678"	0.890288933319297	-0.760575209747033	-0.14658327536613	0.128486078450428	"IS01"	0.890288933319297
"MIIP"	"MIIP"	0.887984627284758	-0.546790511327803	0.143483885060545	-0.360239747621898	"IS01"	0.887984627284758
"GPR162"	"GPR162"	0.886818396458771	-0.698714127666018	0.873959401353101	-0.842890637479299	"IS01"	0.886818396458771
"CAMKK1"	"CAMKK1"	0.885844834743252	-0.858312958524315	0.487627161831611	-0.324596664476437	"IS01"	0.885844834743252
"KCNE1L"	"KCNE1L"	0.884715987972911	-0.486221709203439	0.060235379641098	-0.349208460711819	"IS01"	0.884715987972911
"DQX1"	"DQX1"	0.882238734653642	-0.710548390673498	-0.185561079695008	0.11611727135681	"IS01"	0.882238734653642
"ATP2C2"	"ATP2C2"	0.876690484000152	-0.429814674144374	0.265688506704917	-0.585835656936501	"IS01"	0.876690484000152
"DOCK3"	"DOCK3"	0.874733593040031	-0.47897251686534	-0.159053753890309	-0.152862572098677	"IS01"	0.874733593040031
"ZNF444"	"ZNF444"	0.870188717589753	-0.959842725334361	-0.375573074085803	0.568003556874135	"IS01"	0.870188717589753
"LOC100128074"	"LOC100128074"	0.870085516636397	-0.574643381678739	-0.368115522318016	0.14159804332887	"IS01"	0.870085516636397
"LOC100129083"	"LOC100129083"	0.861352457120386	-0.82916254671706	-0.0879545677881859	0.178135358037344	"IS01"	0.861352457120386
"GLB1L3"	"GLB1L3"	0.860238221673137	-0.543681164153446	0.49306219473976	-0.648483906623821	"IS01"	0.860238221673137
"ALOX12P2"	"ALOX12P2"	0.859429899745342	-0.564296482334281	-0.0999000315591083	-0.098159489154641	"IS01"	0.859429899745342
"CPT1C"	"CPT1C"	0.833821656101305	-0.651986093667497	0.438199470981889	-0.457008186369769	"IS01"	0.833821656101305
"LOXL3"	"LOXL3"	0.827320427031114	-0.737209753176001	0.451169748065271	-0.369575618447433	"IS01"	0.827320427031114
"ESRP2"	"ESRP2"	0.825007935717655	-0.71339024668193	0.175403124218693	-0.148245195049495	"IS01"	0.825007935717655
"IRF7"	"IRF7"	0.822937084271602	-0.39759414836962	0.15185329778148	-0.469600679972033	"IS01"	0.822937084271602
"DHRS11"	"DHRS11"	0.822140298567178	-0.670249037949335	-0.407853779270246	0.325878253739415	"IS01"	0.822140298567178
"ZNF841"	"ZNF841"	0.820413967614328	-0.848443963083844	0.273924603712255	-0.0843257281215666	"IS01"	0.820413967614328
"STAB1"	"STAB1"	0.814944493088326	-0.859608085070011	0.788689670642945	-0.524639999618325	"IS01"	0.814944493088326
"SEMA6A"	"SEMA6A"	0.814328656931297	-0.976657946321819	0.41510562750084	-0.064391029681867	"IS01"	0.814328656931297
"CYP3A7"	"CYP3A7"	0.812428417284768	-0.649780571718743	-0.0810400284453597	0.0221178704421745	"IS01"	0.812428417284768
"C5orf56"	"C5orf56"	0.808320800620912	-0.440365792232514	0.472284100211362	-0.694177520560754	"IS01"	0.808320800620912
"AGPAT4"	"AGPAT4"	0.808130346295467	-0.803725245395825	0.376931060553735	-0.213171223479423	"IS01"	0.808130346295467
"TRPC2"	"TRPC2"	0.802384477286433	-0.447430917209592	0.391971433645425	-0.609544468977989	"IS01"	0.802384477286433
"FAM95B1"	"FAM95B1"	0.792091407398555	-0.407103493131249	-0.132994453913049	-0.17724060123003	"IS01"	0.792091407398555
"LOC100131311"	"LOC100131311"	0.790695640880352	-0.97861214757944	0.215746161472259	0.13701000330249	"IS01"	0.790695640880352
"LOC650095"	"LOC650095"	0.787434072675967	-0.503841598181556	0.250721272422411	-0.408542903441145	"IS01"	0.787434072675967
"LOC100287963"	"LOC100287963"	0.780799741881818	-0.37198816686528	-0.282058880685579	-0.0724718340247187	"IS01"	0.780799741881818
"LOC100287311"	"LOC100287311"	0.780239039525751	-0.696757044716925	-0.00124220753826117	0.0324289872896684	"IS01"	0.780239039525751
"SIGLEC16"	"SIGLEC16"	0.777679408689187	-0.770431436182117	0.573036531775239	-0.395367010823807	"IS01"	0.777679408689187
"ZFP36"	"ZFP36"	0.772521562596055	-1.00028413896118	0.643586242960425	-0.20272429232222	"IS01"	0.772521562596055
"OSBP2"	"OSBP2"	0.759512438165793	-1.16506127084153	0.677803042290456	-0.041390480778756	"IS01"	0.759512438165793
"PER1"	"PER1"	0.756201322632005	-0.923820491189044	0.478564842787146	-0.124148346627472	"IS01"	0.756201322632005
"ACTN3"	"ACTN3"	0.747585162101786	-0.594935650722746	0.0874576603060796	-0.126931395963752	"IS01"	0.747585162101786
"NUMBL"	"NUMBL"	0.74642375139841	-0.667452602189271	0.219846249728533	-0.164486595900052	"IS01"	0.74642375139841
"CPO"	"CPO"	0.73870115559847	-0.265458447535596	-0.15679598594442	-0.260651976259094	"IS01"	0.73870115559847
"HIST2H2BE"	"HIST2H2BE"	0.731715184653175	-0.654422008388436	0.0748543087033789	-0.0360765117808762	"IS01"	0.731715184653175
"SULT1A2"	"SULT1A2"	0.731271797814738	-0.397353478915157	0.197159814188947	-0.42459143093283	"IS01"	0.731271797814738
"MTMR11"	"MTMR11"	0.725361236405969	-0.747941948229208	0.702558163912925	-0.48619051244753	"IS01"	0.725361236405969
"OPLAH"	"OPLAH"	0.722958717959383	-0.900075344768222	0.175791209756144	0.150135552456103	"IS01"	0.722958717959383
"GPR3"	"GPR3"	0.719128238504111	-0.548491258813574	0.0225017208224744	-0.09325832190005	"IS01"	0.719128238504111
"ARIH2"	"ARIH2"	0.716835287924084	-0.665790988173271	-0.226831957566282	0.258378874812124	"IS01"	0.716835287924084
"BCL2L12"	"BCL2L12"	0.714394988430683	-0.291018419368903	-0.699921583662952	0.272690268906369	"IS01"	0.714394988430683
"LOC146429"	"LOC146429"	0.713170509438488	-0.42728135688877	-0.16441855762837	-0.0536606545805916	"IS01"	0.713170509438488
"RPA4"	"RPA4"	0.709115294045366	-0.560897216578543	-0.441877426780044	0.342407157044493	"IS01"	0.709115294045366
"SLC25A41"	"SLC25A41"	0.706351256540027	-0.417031420824596	-0.269869026474079	0.0352683520338768	"IS01"	0.706351256540027
"TRAF2"	"TRAF2"	0.704304703725729	-0.746830208474817	-0.0391915401242852	0.19160848698132	"IS01"	0.704304703725729
"C19orf57"	"C19orf57"	0.691652252144016	-0.850882581860908	0.405425882207091	-0.0783968542280264	"IS01"	0.691652252144016
"LOC100287676"	"LOC100287676"	0.69066207426587	-0.32787475504245	-0.285723599607497	-0.0331783502198192	"IS01"	0.69066207426587
"GALNT8"	"GALNT8"	0.688922533618081	-0.592603393175188	0.025216795006385	-0.0193998186349584	"IS01"	0.688922533618081
"HRNR"	"HRNR"	0.688538894311286	-0.594934689765528	0.0495983267969603	-0.0381740041171916	"IS01"	0.688538894311286
"LTK"	"LTK"	0.678235120910422	-0.644180868182637	-0.0737600259096009	0.134777253758574	"IS01"	0.678235120910422
"COL27A1"	"COL27A1"	0.675639521940106	-1.16674830268575	0.672864162354866	0.0431122398483656	"IS01"	0.675639521940106
"GRK7"	"GRK7"	0.674012705646733	-0.357398203093071	-0.059573914633706	-0.186489689036171	"IS01"	0.674012705646733
"MCOLN2"	"MCOLN2"	0.673479987992053	-0.369941790145787	-0.618465456773866	0.324492934480254	"IS01"	0.673479987992053
"GAS8"	"GAS8"	0.660151706096861	-0.634581732212857	0.477406807995667	-0.348755874917189	"IS01"	0.660151706096861
"RCVRN"	"RCVRN"	0.657119889358064	-0.497652286119178	0.422340453509086	-0.446231584328857	"IS01"	0.657119889358064
"GPSM1"	"GPSM1"	0.65297495899749	-0.794130055639144	0.615805997197708	-0.291174896999965	"IS01"	0.65297495899749
"SIK1"	"SIK1"	0.651764357166634	-0.865493802330168	0.500919963210325	-0.110132550163843	"IS01"	0.651764357166634
"C17orf28"	"C17orf28"	0.650291061372822	-0.659292375790038	0.273042718025748	-0.13095419231985	"IS01"	0.650291061372822
"CHRNE"	"CHRNE"	0.645671791796466	-0.536516610127353	0.599290463565508	-0.550480439975883	"IS01"	0.645671791796466
