"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"State"	"MaxFC"	"InitialState"
"ANKZF1"	"ANKZF1"	1.74945795629304	-0.976931159907739	-0.590312295992109	-0.0430516890893964	"S01"	1.74945795629304	"IS01"
"LOC91316"	"LOC91316"	1.74841959813186	-0.948708946884942	-0.382677298071627	-0.257417241077779	"S01"	1.74841959813186	"IS01"
"LOC100289010"	"LOC100289010"	1.71624959444413	-0.913433474144811	-0.638369238846935	-0.0385546548218936	"S01"	1.71624959444413	"IS01"
"SNORD83B"	"SNORD83B"	1.70755674879502	-0.792214004149012	-0.597459421547178	-0.198938815192809	"S01"	1.70755674879502	"IS01"
"FLJ10404"	"FLJ10404"	1.68897740433447	-0.934174240274523	-0.375287058530156	-0.224355826026826	"S01"	1.68897740433447	"IS01"
"CXorf65"	"CXorf65"	1.62888669278803	-0.677764066738134	-0.171374412197381	-0.629030520504275	"S01"	1.62888669278803	"IS01"
"TIAF1"	"TIAF1"	1.60522260075414	-0.966606154587769	-0.186195299197354	-0.278929713713442	"S01"	1.60522260075414	"IS01"
"ITGB1BP2"	"ITGB1BP2"	1.55996971442778	-0.706324947902466	-0.594909282274596	-0.157091875044945	"S01"	1.55996971442778	"IS01"
"GLP.1"	"GLP.1"	1.55451351996792	-0.740534545486855	-0.490075425564623	-0.207900461555862	"S01"	1.55451351996792	"IS01"
"ACAD11"	"ACAD11"	1.54225314669776	-0.938871852749144	-0.444038575075146	-0.021191499993744	"S01"	1.54225314669776	"IS01"
"TCIRG1"	"TCIRG1"	1.53657748239331	-1.03957086717448	0.145780197637572	-0.430436206203056	"S01"	1.53657748239331	"IS01"
"ITIH4"	"ITIH4"	1.53552944389127	-0.752555197310427	-0.299586447037531	-0.346411547590754	"S01"	1.53552944389127	"IS01"
"TMPRSS5"	"TMPRSS5"	1.53260150836707	-0.811099794815621	-0.36131219431899	-0.22499508637573	"S01"	1.53260150836707	"IS01"
"LOC100129268"	"LOC100129268"	1.5269027428428	-0.980081222817367	-0.189994293894888	-0.187773477554811	"S01"	1.5269027428428	"IS01"
"SNORD38A"	"SNORD38A"	1.51031137561962	-0.698473909079866	-0.613759954887931	-0.102549643137596	"S01"	1.51031137561962	"IS01"
"SPTBN5"	"SPTBN5"	1.50503218804611	-1.01121791099933	0.14159955662188	-0.42818572188846	"S01"	1.50503218804611	"IS01"
"EGFL8"	"EGFL8"	1.50368739652885	-0.84613801514244	-0.175744559331715	-0.324774893718078	"S01"	1.50368739652885	"IS01"
"LOC678655"	"LOC678655"	1.49295443422664	-0.778150030567791	-0.202843652610119	-0.364777244154697	"S01"	1.49295443422664	"IS01"
"LOC100288244"	"LOC100288244"	1.4791629867354	-1.02100441809576	-0.268192427528385	-0.0291016978378624	"S01"	1.4791629867354	"IS01"
"PI4KAP1"	"PI4KAP1"	1.40813525683398	-0.953625652298741	-0.441768775599205	0.118036807049186	"S01"	1.40813525683398	"IS01"
"LOC401433"	"LOC401433"	1.40273156392996	-0.965589230290198	0.308231092736728	-0.530573583771593	"S01"	1.40273156392996	"IS01"
"NHLH1"	"NHLH1"	1.39638177511974	-0.991546103481125	-0.348474288870887	0.0874076179920641	"S01"	1.39638177511974	"IS01"
"LOC728264"	"LOC728264"	1.39095086141449	-0.730462898361726	0.16189957120133	-0.645792542178578	"S01"	1.39095086141449	"IS01"
"VILL"	"VILL"	1.36860697523464	-0.957747363220012	-0.251931800854286	-0.00933198255256441	"S01"	1.36860697523464	"IS01"
"LOC100288163"	"LOC100288163"	1.36434547971172	-0.987030791828394	0.218077998017547	-0.391239206435041	"S01"	1.36434547971172	"IS01"
"LOC100289019"	"LOC100289019"	1.35850477340793	-1.19536333584185	-0.188601847596344	0.202804901689939	"S01"	1.35850477340793	"IS01"
"UCP3"	"UCP3"	1.35141041768493	-0.953686296855068	-0.125658842048726	-0.109957308011893	"S01"	1.35141041768493	"IS01"
"RNF207"	"RNF207"	1.34988502086161	-1.01241609739082	0.383630397917081	-0.497237500508301	"S01"	1.34988502086161	"IS01"
"TMEM79"	"TMEM79"	1.34056338903013	-1.17738934004342	-0.143639583788237	0.159988519844416	"S01"	1.34056338903013	"IS01"
"SRPK3"	"SRPK3"	1.33722831273765	-0.95239725499145	-0.272284015403856	0.0322117366604859	"S01"	1.33722831273765	"IS01"
"BAIAP2L2"	"BAIAP2L2"	1.33353106763825	-0.910186876942272	0.0554778007277307	-0.301703488210426	"S01"	1.33353106763825	"IS01"
"CCDC130"	"CCDC130"	1.33262709678438	-0.810212003744329	-0.281587731111531	-0.110207811165073	"S01"	1.33262709678438	"IS01"
"LOC100287829"	"LOC100287829"	1.33237406006345	-0.899258493091823	0.128567077719381	-0.3775067140867	"S01"	1.33237406006345	"IS01"
"LOC100133161"	"LOC100133161"	1.33166528170625	-1.10504683617951	0.13499749879609	-0.158249273649071	"S01"	1.33166528170625	"IS01"
"LOC653340"	"LOC653340"	1.32397856578807	-0.765905718782091	0.236712297181181	-0.611161088909967	"S01"	1.32397856578807	"IS01"
"GDI1"	"GDI1"	1.31741590022508	-1.14333755599311	0.154070007245396	-0.120167803632095	"S01"	1.31741590022508	"IS01"
"LOC100288673"	"LOC100288673"	1.31687041034621	-0.802707675734134	0.203712738404429	-0.535078693107422	"S01"	1.31687041034621	"IS01"
"C20orf46"	"C20orf46"	1.31580025374967	-0.742361683065849	0.328849467871463	-0.711095142831499	"S01"	1.31580025374967	"IS01"
"RUFY4"	"RUFY4"	1.31057471710464	-0.876026308419167	0.26760343774734	-0.506079031010001	"S01"	1.31057471710464	"IS01"
"PLCB2"	"PLCB2"	1.30927952824833	-1.04641553440194	0.301347038172528	-0.349139230799554	"S01"	1.30927952824833	"IS01"
"ECHDC2"	"ECHDC2"	1.30632859756922	-0.780839426030658	0.279346054710191	-0.616309711901588	"S01"	1.30632859756922	"IS01"
"PDZK1"	"PDZK1"	1.30343342180392	-0.779761856396561	-0.224558173481902	-0.166849208144115	"S01"	1.30343342180392	"IS01"
"FAM118A"	"FAM118A"	1.28943755071941	-0.827179213195093	-0.139402244216033	-0.17779938273834	"S01"	1.28943755071941	"IS01"
"RAPSN"	"RAPSN"	1.28361665588051	-0.563589319468816	-0.19193776621766	-0.412983576430213	"S01"	1.28361665588051	"IS01"
"WDR21B"	"WDR21B"	1.28334399603959	-0.841058751114649	-0.410596426737543	0.0840876012821458	"S01"	1.28334399603959	"IS01"
"LOC100289125"	"LOC100289125"	1.27266012749819	-0.842576081359475	0.0545244690620144	-0.31774557143743	"S01"	1.27266012749819	"IS01"
"RASAL3"	"RASAL3"	1.27261348735697	-0.956026836062681	0.233336205280406	-0.352989413104859	"S01"	1.27261348735697	"IS01"
"ZBTB40"	"ZBTB40"	1.27087068486642	-1.35288272010874	-0.0509391622285163	0.333914992197152	"S01"	1.27087068486642	"IS01"
"LOC646513"	"LOC646513"	1.25890195955531	-0.653490659151832	-0.66573353512057	0.129243873067719	"S01"	1.25890195955531	"IS01"
"MGC16121"	"MGC16121"	1.24336326484771	-0.77110556084791	0.109035752300271	-0.416764886778051	"S01"	1.24336326484771	"IS01"
"LOC100131582"	"LOC100131582"	1.23893716100275	-1.11968795516693	-0.360185275173331	0.384427770981904	"S01"	1.23893716100275	"IS01"
"C9orf139"	"C9orf139"	1.23826459639043	-0.766946156091854	0.258399647849901	-0.549313749194132	"S01"	1.23826459639043	"IS01"
"THBS3"	"THBS3"	1.22524747018509	-0.869647831366299	0.236434492503999	-0.405694021036255	"S01"	1.22524747018509	"IS01"
"MPZ"	"MPZ"	1.21591797946115	-0.671113023307212	-0.40264195184256	-0.0453018913729139	"S01"	1.21591797946115	"IS01"
"SEMA4G"	"SEMA4G"	1.2153936118891	-1.13632750185683	-0.218353145195869	0.29845872546309	"S01"	1.2153936118891	"IS01"
"LOC100132062"	"LOC100132062"	1.21183090248753	-0.831370882234722	0.133639342173996	-0.343518350108613	"S01"	1.21183090248753	"IS01"
"SLC6A13"	"SLC6A13"	1.20418227766512	-0.679169792698423	-0.140389296576023	-0.258690677083596	"S01"	1.20418227766512	"IS01"
"SLC23A1"	"SLC23A1"	1.19692495584784	-0.746673216231751	-0.477862950182874	0.121650651950192	"S01"	1.19692495584784	"IS01"
"MAP3K6"	"MAP3K6"	1.19093549924335	-1.08008706688788	0.642939834054591	-0.505643895495801	"S01"	1.19093549924335	"IS01"
"MAPK15"	"MAPK15"	1.19054039531151	-0.736896240326084	-0.088041145674361	-0.229570494682224	"S01"	1.19054039531151	"IS01"
"GRIN3B"	"GRIN3B"	1.17859030755954	-0.964152589182029	0.0480794266670144	-0.0917066402762327	"S01"	1.17859030755954	"IS01"
"SNX26"	"SNX26"	1.17200519355021	-1.1398081281319	-0.252375415128824	0.372987705844167	"S01"	1.17200519355021	"IS01"
"LOC389607"	"LOC389607"	1.16679552563782	-1.04850356206098	-0.0861265150530621	0.130543493534673	"S01"	1.16679552563782	"IS01"
"LOC100288257"	"LOC100288257"	1.16636342113839	-0.685405594908573	0.170027967361445	-0.492537241305219	"S01"	1.16636342113839	"IS01"
"GIPR"	"GIPR"	1.15345604705698	-0.824577386011302	0.163946445686862	-0.32338636943239	"S01"	1.15345604705698	"IS01"
"LOC100286968"	"LOC100286968"	1.14954884963364	-0.830570002514708	-0.288536774549379	0.0890157631710349	"S01"	1.14954884963364	"IS01"
"FER1L4"	"FER1L4"	1.14660716874642	-0.88315975338898	-0.116737041192209	-0.00363250226773847	"S01"	1.14660716874642	"IS01"
"LOC100288476"	"LOC100288476"	1.14436884713788	-0.750230298703721	-0.0932324121632949	-0.16733241558103	"S01"	1.14436884713788	"IS01"
"LOC619207"	"LOC619207"	1.13935437982887	-0.90039058510894	-0.229371083515508	0.122041174458634	"S01"	1.13935437982887	"IS01"
"LOC100132955"	"LOC100132955"	1.13740137474268	-0.54501304498861	-0.309095826817903	-0.192633308783121	"S01"	1.13740137474268	"IS01"
"PRICKLE4"	"PRICKLE4"	1.13495850362623	-1.05694832001772	-0.0803825394559893	0.164354005686128	"S01"	1.13495850362623	"IS01"
"FAM18B2"	"FAM18B2"	1.1298371811185	-0.70959850094558	0.0854086822050162	-0.356858683738504	"S01"	1.1298371811185	"IS01"
"CYP21A2"	"CYP21A2"	1.12185144678459	-0.821077157008516	0.354851456154936	-0.467407277207285	"S01"	1.12185144678459	"IS01"
"NPIPL3"	"NPIPL3"	1.12145314929449	-0.969129851148784	-0.309681830860488	0.285064314591962	"S01"	1.12145314929449	"IS01"
"C1orf51"	"C1orf51"	1.12021266233606	-0.682301321177965	0.0938295836970012	-0.385116556107377	"S01"	1.12021266233606	"IS01"
"MYCBPAP"	"MYCBPAP"	1.11933469650729	-0.636038689249755	-0.389399150793746	-0.00516990421282936	"S01"	1.11933469650729	"IS01"
"LOC729603"	"LOC729603"	1.11230623368654	-1.21536269102411	0.165230893891636	0.139835887021547	"S01"	1.11230623368654	"IS01"
"AKT1S1"	"AKT1S1"	1.1074368150772	-1.0088878929098	0.155190633723527	-0.0717551268690804	"S01"	1.1074368150772	"IS01"
"C8G"	"C8G"	1.10641208322692	-0.604372077406058	0.00126065840496888	-0.374894410082312	"S01"	1.10641208322692	"IS01"
"C19orf23"	"C19orf23"	1.10545882557458	-0.974580696882551	-0.303292314814507	0.300252548311392	"S01"	1.10545882557458	"IS01"
