"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"State"	"MaxFC"
"STAG3L1"	"STAG3L1"	0.550689799374297	-0.69766718961857	0.534420993494767	0.0521947399197366	-0.297852537277539	-0.0515765478118076	-0.181044993337349	"IS01"	0.550689799374297
"PEX1"	"PEX1"	0.550095182299738	-0.690645837178498	0.28219490429501	0.410360599863947	-0.121873978708549	-0.445088329932098	-0.131652241976286	"IS01"	0.550095182299738
"C6orf130"	"C6orf130"	0.516199771770118	-0.174493903614925	0.274914834447922	-0.157105141838662	-0.314385555399496	-0.198542405448118	-0.226982137917683	"IS01"	0.516199771770118
"FAM185A"	"FAM185A"	0.482629925402116	-0.167599235225346	-0.238151307603643	-0.0674364244692694	-0.0370075142590852	-0.336909686225282	-0.0267778293228546	"IS01"	0.482629925402116
"MALT1"	"MALT1"	0.464468455813073	-0.551871138414199	0.304268526517159	0.186227861429469	0.108108406555189	-0.500416042350697	-0.196817932134626	"IS01"	0.464468455813073
"SEPT7"	"SEPT7"	0.451883547887071	0.367107846823574	0.1494460130576	0.068608281948647	-0.0116136395326276	-1.21560713328471	-0.320246514497706	"IS01"	0.451883547887071
"C7orf64"	"C7orf64"	0.397618771119152	0.0365363677824931	0.0762138968468782	0.176574338959008	0.0992032190313056	-0.7343167060984	-0.380040629223613	"IS01"	0.397618771119152
"GPRC5D"	"GPRC5D"	0.387163193472768	-0.281019409667524	-0.0631180988128427	0.376650107723616	-0.199863982946907	-0.109017198924845	-0.231488625795433	"IS01"	0.387163193472768
"KIF3A"	"KIF3A"	0.384892233764659	-0.768106124103553	0.344166238120317	0.285531596035039	0.0293495573542501	-0.447003547058314	0.107013367419428	"IS01"	0.384892233764659
"MANEAL"	"MANEAL"	0.308217887193138	-0.333849684729255	0.202177784486267	-0.230510934551854	-0.0732560586385223	0.114318551342846	-0.104317848311041	"IS01"	0.308217887193138
"GATA4"	"GATA4"	0.280893580302378	-0.23024256434362	0.194604249018427	-0.0706209801046478	-0.0257282086462361	-0.212287227067935	-0.083956130562033	"IS01"	0.280893580302378
"PTHLH"	"PTHLH"	0.157141509690169	0.132885589159027	-0.00541582478698363	-0.0465259998585041	-0.29117190594881	0.00177459625786436	-0.0588622261586678	"IS01"	0.157141509690169
"TMEM14A"	"TMEM14A"	-0.257142517985663	1.38246661462316	0.26178402006835	-0.0188806391532448	-0.661860531988295	-0.699972815367537	-0.115630117447696	"IS02"	1.38246661462316
"ARMC10"	"ARMC10"	0.132359650437714	1.19166892010365	0.164958390782594	-0.339334330357065	-0.499871518485417	-0.933089402185421	-0.177155375318964	"IS02"	1.19166892010365
"ZNF277"	"ZNF277"	-0.183425620323785	1.16951767426161	0.242849438809304	-0.312111308497578	-0.0587552728790664	-1.24663408147398	0.0555170249471879	"IS02"	1.16951767426161
"KRT10"	"KRT10"	-0.215195774963312	0.998838974328252	0.019062976072369	0.200753944654565	-0.429057129642753	-0.15707134680624	-0.393597993087086	"IS02"	0.998838974328252
"RN7SK"	"RN7SK"	-0.194908238974767	0.99477035819601	0.0805000604306754	0.130031002420738	-0.263887269472659	-0.66819827993934	-0.181170643754552	"IS02"	0.99477035819601
"SPCS1"	"SPCS1"	-0.141401113953972	0.95873371084273	-0.526025269868326	0.0347084736426804	-0.14817969941218	-0.255064649088188	-0.126649211830944	"IS02"	0.95873371084273
"C1orf97"	"C1orf97"	-0.213252134317173	0.940694447121319	0.425697466250696	-0.266306461239638	-0.601298492089999	-0.0216885548716962	-0.224592447804894	"IS02"	0.940694447121319
"PMPCB"	"PMPCB"	0.24831631093134	0.893037164450617	0.430806035426915	-0.318211837600943	-0.394202262817317	-0.82584803598417	-0.43807153427982	"IS02"	0.893037164450617
"POT1"	"POT1"	0.375671202356918	0.888636697801637	0.262820271230609	-0.173576255333153	-0.521142442815582	-1.01128663018348	-0.333102425313854	"IS02"	0.888636697801637
"RPL21P28"	"RPL21P28"	-0.332689189434623	0.885405955335582	0.395684435107855	-0.0649590108312821	-0.513512743939797	0.0110334204724534	-0.21919852773768	"IS02"	0.885405955335582
"POP7"	"POP7"	0.155870219925388	0.818632419790137	-0.0402786825868017	-0.619682984913008	-0.555601820917618	0.431596678725238	-0.443157562515541	"IS02"	0.818632419790137
"MRPS10"	"MRPS10"	0.0426197338064536	0.796984719701115	0.171407747158918	-0.102501186330241	-0.373271170804609	-0.82860924259315	0.0146757210777847	"IS02"	0.796984719701115
"LOC100287064"	"LOC100287064"	-0.256270327133067	0.720899383978983	0.691232789641677	-0.118918841292637	-0.309800027930629	-0.507020295025621	-0.14251205645613	"IS02"	0.720899383978983
"PNPLA8"	"PNPLA8"	0.0216823809926672	0.704607059329055	0.617434793611529	-0.123619958581218	-0.441415478832156	-0.906924461964266	-0.046869402631058	"IS02"	0.704607059329055
"TBC1D15"	"TBC1D15"	-0.160674902970136	0.65639830314734	0.102775835555899	0.505868109028563	-0.0177093095064909	-1.32086201979698	0.111020517432866	"IS02"	0.65639830314734
"PYROXD1"	"PYROXD1"	0.0933555011720425	0.621717712115108	-0.052125961171942	0.436551852977376	-0.134133148326047	-0.902826443246261	-0.286966771835961	"IS02"	0.621717712115108
"GTPBP10"	"GTPBP10"	0.495962324176597	0.539381408617233	0.191963642497321	0.0369944468642838	-0.499318129752321	-0.97467958306404	-0.280874224984371	"IS02"	0.539381408617233
"ORC5L"	"ORC5L"	0.334942929909824	0.528873469611726	0.389220876997936	-0.305309747367133	-0.314694403864334	-0.608005191176953	-0.393051881329215	"IS02"	0.528873469611726
"LOC400590"	"LOC400590"	-0.291673308683926	0.522094691446273	0.502041193413021	-0.0567946826555447	-0.294424128965353	-0.0202756075407691	-0.162142320053784	"IS02"	0.522094691446273
"MANEA"	"MANEA"	-0.075554406212275	0.475233839746119	0.0146855420441257	0.312882405077278	0.223642475859808	-1.18343359352098	0.0384675295184232	"IS02"	0.475233839746119
"ECHS1"	"ECHS1"	-0.143138754714745	0.472959000288348	-0.164418372392909	-0.0406119613532579	-0.206887930331753	0.413284654208746	-0.266614741812897	"IS02"	0.472959000288348
"B3GALNT1"	"B3GALNT1"	0.299402652140568	0.47104092117346	0.207712952174248	0.160768415533019	-0.627870853591661	-0.781408299466503	-0.0199616046115525	"IS02"	0.47104092117346
"DARS"	"DARS"	0.352424958826698	0.464550746356056	0.455747244430657	-0.19032529996711	0.0250260606238008	-1.42792454833356	-0.187659804020415	"IS02"	0.464550746356056
"PSMC2"	"PSMC2"	0.118125932599726	0.456595748156865	-0.0609835354848505	-0.420685591155208	0.232371237002571	-0.940183806044143	0.165504284039187	"IS02"	0.456595748156865
"B3GNT2"	"B3GNT2"	-0.279785748557642	0.456199929286091	-0.00493756132131114	-0.0830639397952879	0.192180931174223	-0.695832467020152	0.341291045812017	"IS02"	0.456199929286091
"LOC389137"	"LOC389137"	0.106576652522617	0.441010258995051	0.121503787200826	-0.000456518912935309	-0.271510163417443	-0.435607741629188	-0.136583919045993	"IS02"	0.441010258995051
"AP1S1"	"AP1S1"	-0.0529598586954556	0.407677910146328	0.0783533450388579	-0.254437851606972	-0.222912511706024	0.0547411178425646	-0.0615746780979244	"IS02"	0.407677910146328
"SERF1A"	"SERF1A"	-0.0518860382405322	0.324798079808932	-0.00407693272438652	0.132133994642412	-0.122385063448288	-0.314443180282498	-0.0078008855303309	"IS02"	0.324798079808932
"UGT2B15"	"UGT2B15"	0.15528446395949	0.174108627967021	0.167168262092725	0.038477808089383	-0.0422195136957855	-0.281947848537573	-0.334164666250351	"IS02"	0.174108627967021
"MAGEB2"	"MAGEB2"	-0.0869455162822051	0.117025668069877	0.0492646231839077	-0.00414775549911372	0.00159831697238078	-0.0473469968480236	0.00444489984417596	"IS02"	0.117025668069877
"RASL11A"	"RASL11A"	-0.632492347028803	0.11144904397662	1.84001525162397	-0.135233761997895	-0.529851216338844	-0.0571332194787866	0.128591149779626	"IS03"	1.84001525162397
"MAML3"	"MAML3"	-0.601404081932322	-0.464936164679401	1.77542511680005	0.286962984654292	-0.288814319263461	-0.247773616562198	0.36784351494264	"IS03"	1.77542511680005
"EEPD1"	"EEPD1"	-0.539230098926625	-0.350822363611182	1.75421937500576	0.104843030366787	-0.314309486534862	-0.0557489034087379	0.168542057287288	"IS03"	1.75421937500576
"LOC196415"	"LOC196415"	-0.170284646809716	-0.148172366596518	1.64871252461056	-0.220909209724209	-0.438584213974806	-0.372214840359527	0.0656140563297454	"IS03"	1.64871252461056
"SERPINA9"	"SERPINA9"	-0.428074854523024	-0.0275821895499655	1.62935978941238	-0.0966358182102609	-0.664283977756291	-0.0840908602456799	0.260620105035018	"IS03"	1.62935978941238
"MMP20"	"MMP20"	-0.533246992149015	0.0897744335998794	1.62224545173275	-0.353908539736194	-0.205901010986691	-0.272965105253517	0.167819862210958	"IS03"	1.62224545173275
"SYTL4"	"SYTL4"	-0.555381402378817	-0.14792204821534	1.61344837441148	0.188495930940084	-0.451853085253262	-0.199548755225396	0.266557433763602	"IS03"	1.61344837441148
"S1PR2"	"S1PR2"	-0.647068953038431	-0.650538742038638	1.5527067402883	-0.110385528699781	-0.194606652484567	0.311118857449919	0.583338672707552	"IS03"	1.5527067402883
"PRPSAP2"	"PRPSAP2"	-0.212446275394247	0.370951904548065	1.49075422559717	-0.279785642142971	-0.710225005375331	-0.386349414359746	0.00233018640984804	"IS03"	1.49075422559717
"LMO2"	"LMO2"	-0.554042551513302	-0.135435334434263	1.47254584990525	-0.11716531415906	-0.286099745454159	-0.0477753575204892	0.298916383738572	"IS03"	1.47254584990525
"RPRD1B"	"RPRD1B"	0.145952786976804	-0.625464619037793	1.47113915633259	0.12204973843638	-0.501190898055813	-0.210675347993234	-0.0732581159380991	"IS03"	1.47113915633259
"ICOSLG"	"ICOSLG"	-0.306677920413709	-0.849565489972589	1.46378106578935	0.25217251327386	0.000202604512852813	0.320716532157805	-0.139340970137476	"IS03"	1.46378106578935
"SPINK2"	"SPINK2"	-0.614457084701508	0.0849191040611466	1.45903990122145	-0.0460798553834556	-0.385559310051117	-0.082292448432541	0.230903766948392	"IS03"	1.45903990122145
"LYPD6B"	"LYPD6B"	-0.435499138445106	-0.0126161537683236	1.41861395994049	0.290915968586191	-0.536262395522159	0.0238885100455272	-0.090721241169589	"IS03"	1.41861395994049
"CLIP2"	"CLIP2"	-0.674278694852991	-0.986479501463792	1.38345121150448	0.384349611672808	0.148736012433458	0.353183951269775	0.377833579504436	"IS03"	1.38345121150448
"MYO3B"	"MYO3B"	-0.223496116042508	-0.188351799643502	1.35378758602097	0.0914386097557874	-0.423215347767816	-0.290700791759682	0.108841554318519	"IS03"	1.35378758602097
"SWAP70"	"SWAP70"	0.485348055362998	-0.684633210484038	1.330545284895	-0.184283657884863	-0.600383255498081	-0.538880690817984	0.163674059317994	"IS03"	1.330545284895
"CAMK1"	"CAMK1"	-0.735893863309499	-0.0667524557137988	1.32787179033673	0.152908763195443	-0.107400886869179	0.201615754387731	0.0334615940687678	"IS03"	1.32787179033673
"PDE9A"	"PDE9A"	-0.442868992543539	-0.55578564294764	1.3211362523824	0.36167902509822	-0.258801806363881	0.325299354802681	0.0342868864809245	"IS03"	1.3211362523824
"PXDNL"	"PXDNL"	-0.409383616867476	-0.192165819418349	1.31204302479486	-0.0835829056299165	-0.469867814756499	-0.0383493456351509	0.418348465028898	"IS03"	1.31204302479486
"ITPKB"	"ITPKB"	-0.193154561349202	-1.17291887549662	1.30257597118354	0.204102540420637	0.00959209078489304	0.49568265369007	0.0628715394568931	"IS03"	1.30257597118354
"LRMP"	"LRMP"	0.220361146857519	-0.198609154984381	1.30235110812685	-0.226481152767599	-0.585193993528404	-0.194324892931341	-0.206491677056613	"IS03"	1.30235110812685
"TOB2"	"TOB2"	0.175944591294363	-0.954272926493961	1.29846032204294	0.153551649918426	-0.130107933527433	-0.111222076709945	-0.0989324361626057	"IS03"	1.29846032204294
"A4GALT"	"A4GALT"	-0.712493452306664	-0.847159222203358	1.29629230596797	0.314987667339241	-0.206477702914238	0.320841798390237	0.79322512608662	"IS03"	1.29629230596797
"HNRPA1L.2"	"HNRPA1L.2"	-0.116846944455902	-0.340795273224786	1.27149603345171	-0.132851822896436	-0.328170138699411	0.197440788120181	-0.137736171815205	"IS03"	1.27149603345171
"WIPI2"	"WIPI2"	0.0395555378894702	-0.603250755349108	1.25581985866054	-0.275295421803276	-0.228014773631772	0.474844124428181	-0.289567402134962	"IS03"	1.25581985866054
"LRRC4"	"LRRC4"	-0.453488554920858	-0.502397423268107	1.24990554969604	0.483022223778588	-0.243828446328075	-0.00474857242175107	0.20054389815992	"IS03"	1.24990554969604
"SERTAD4"	"SERTAD4"	-0.38753516884515	-0.258697865509262	1.23606825866339	0.75685130422399	-0.481600176359791	-0.345190657660405	0.140225590075911	"IS03"	1.23606825866339
"C10orf18"	"C10orf18"	0.605229454898875	-0.749404386205626	1.20512024119126	0.28484592738272	-0.366350776040914	-0.693228881723588	-0.327171186763783	"IS03"	1.20512024119126
"PDGFD"	"PDGFD"	-0.111889893747894	0.109708142054397	1.20464783072256	0.132808576238789	-0.644835483960014	-0.365617987736928	-0.0313323130736639	"IS03"	1.20464783072256
"CUX1"	"CUX1"	0.118101360581928	-0.619770711681889	1.19762862555754	-0.116708263744059	-0.279555158532968	-0.215853081681847	0.132293553165913	"IS03"	1.19762862555754
"PTPRS"	"PTPRS"	-0.56901882830983	-0.898780624087915	1.18949943237441	0.711660307611238	-0.206044455804835	0.428286754757896	0.324636534692203	"IS03"	1.18949943237441
"CAMKK2"	"CAMKK2"	-0.152781748577244	-0.53137155011429	1.17484549350489	0.0932762314492915	-0.332437683244709	-0.00396306308485166	0.204085746201798	"IS03"	1.17484549350489
"TSPYL5"	"TSPYL5"	-0.339672693413218	-0.339733816658791	1.17216579214761	0.295818807090014	-0.239234794452386	0.0394936516353786	-0.00116131061188033	"IS03"	1.17216579214761
"LOC440829"	"LOC440829"	-0.48791740621249	-0.490582366682395	1.15824372524505	-0.166186462430864	-0.30137891311295	0.773001961929092	0.245475674165045	"IS03"	1.15824372524505
"SH2B2"	"SH2B2"	-0.0838302528534968	-0.83771652379676	1.14006269115369	-0.245426052014723	-0.0618717216924516	0.549510435089563	0.00740365289543975	"IS03"	1.14006269115369
"SLC15A4"	"SLC15A4"	0.0997867650885057	-0.505029858005686	1.12380711082786	-0.0546857138598686	-0.250730317137571	-0.180263092284196	-0.0164388291331747	"IS03"	1.12380711082786
"MYEOV"	"MYEOV"	-0.677019449846022	-0.377236784511587	1.11979248715264	-0.137572372108592	-0.17750503521847	0.244687973981864	0.713244619533675	"IS03"	1.11979248715264
"RAPGEF5"	"RAPGEF5"	0.147272203448873	-0.551204923183974	1.11488445146208	0.44169157171875	-0.516673041546504	-0.560479464638036	0.170432621695948	"IS03"	1.11488445146208
"GDPD5"	"GDPD5"	-0.545277308882608	-0.784861989361128	1.10791567128573	0.194938262453379	-0.136828294015482	0.702335068107631	0.322473158230352	"IS03"	1.10791567128573
"LOC100288117"	"LOC100288117"	-0.362046123034462	0.704287392329131	1.106228545339	-0.344988243094163	-0.478472944958211	-0.0339194715452361	-0.310967263548139	"IS03"	1.106228545339
"FAM71B"	"FAM71B"	-0.290385082845197	-0.00423703563011768	1.10299746873702	-0.217135662798964	-0.315138228686365	0.0935715877415794	0.0168944225662728	"IS03"	1.10299746873702
"EIF3CL"	"EIF3CL"	-0.0677227315693767	-0.505250865345545	1.10181027959601	-0.128433621903925	-0.210573211511975	0.363904755049143	-0.152874016837904	"IS03"	1.10181027959601
"CD83"	"CD83"	0.224767455414201	-0.328745319893988	1.09960928774109	-0.39708412585433	-0.258539967211571	-0.0678683735610848	-0.217061420573972	"IS03"	1.09960928774109
"BICD1"	"BICD1"	0.6962031833848	-0.803509439862942	1.09946087332241	-0.0825760719753724	-0.438799005886305	-0.321238648788134	-0.269180849966555	"IS03"	1.09946087332241
"FAM3C"	"FAM3C"	-0.197192805798174	-0.291573504495368	1.09767348173852	0.31955458179239	0.0354032156364608	-0.879027496695228	0.204232345671947	"IS03"	1.09767348173852
"MOSC2"	"MOSC2"	-0.795814389172784	-0.423895478169706	1.08339499340149	0.865428545887518	-0.0751067900186634	-0.0368816428206672	0.342138638936914	"IS03"	1.08339499340149
"KDM3A"	"KDM3A"	0.277579798620923	-0.783940047204407	1.08262483034416	0.156259801053367	-0.0437674203061834	-0.594612357026169	0.00796582051858867	"IS03"	1.08262483034416
"GNG8"	"GNG8"	-0.454164284262748	-0.113408133639944	1.08031440358175	-0.241375865364955	-0.0925017840050293	0.403218148981934	-0.0413978804543309	"IS03"	1.08031440358175
"LOC284441"	"LOC284441"	0.0783672796626513	-0.339902973485715	1.07962616123519	0.14297100030213	-0.0899905154640953	-0.651991108099187	-0.0772557507031104	"IS03"	1.07962616123519
"LOC100287716"	"LOC100287716"	-0.414853777644986	-0.315861693705487	1.07082650443858	-0.169943641868657	-0.255535816136369	0.106746692787143	0.483909770445461	"IS03"	1.07082650443858
"F8A2"	"F8A2"	-0.251270111239146	-0.211522406683958	1.06969651960649	0.184528352468175	-0.235831101510671	-0.0388211059540619	-0.0633588993141667	"IS03"	1.06969651960649
"C3orf67"	"C3orf67"	-0.368585808586439	0.0998832673261729	1.0672861458029	-0.0341260247102415	-0.367644512362795	-0.161440726009478	0.167953689068019	"IS03"	1.0672861458029
"TMEM183B"	"TMEM183B"	-0.542626869687512	0.816359999898652	1.0634128673719	-0.0639180660790237	-0.43565471900941	-0.233746099889635	-0.21872133505528	"IS03"	1.0634128673719
"WEE1"	"WEE1"	0.695326789290866	-0.636039835998365	1.06162305307558	-0.243934850971036	-0.683304721366827	-0.282202161644781	-0.0846942058683797	"IS03"	1.06162305307558
"GBA3"	"GBA3"	-0.392473080947574	-0.109241835474838	1.05971723259589	0.39223816781002	-0.301819378234104	-0.235603997347274	0.117967975913622	"IS03"	1.05971723259589
"LOC728324"	"LOC728324"	-0.399956882252588	0.548400039389505	1.05721956834438	-0.19014758963735	-0.424655850265273	0.0477834612652931	-0.273349018288421	"IS03"	1.05721956834438
"SLC12A8"	"SLC12A8"	-0.693180839087701	-0.365929831826556	1.04611221959381	-0.221663718608547	-0.195392124465151	0.117125239200302	0.966359827331	"IS03"	1.04611221959381
"LOC729317"	"LOC729317"	-0.0714290401256338	-0.193260259302049	1.04568588375502	-0.0326600233154168	-0.361023984515626	-0.0139189780471859	-0.0746009045480406	"IS03"	1.04568588375502
"BZW1L1"	"BZW1L1"	-0.460877344060987	0.572090660017996	1.04483006683252	-0.0236265724824472	-0.282740209122532	-0.518319835076099	-0.0184460386664288	"IS03"	1.04483006683252
"LOC100288550"	"LOC100288550"	-0.238716754900067	0.695994819907284	1.03448739984795	-0.231592247244781	-0.605968439682712	-0.166704238746015	-0.287919639446357	"IS03"	1.03448739984795
"C20orf39"	"C20orf39"	-0.882689603851229	-0.340782527466001	1.03357050999518	0.242123220385583	-0.410600675333311	0.28793594381914	0.983080260849399	"IS03"	1.03357050999518
"TEX9"	"TEX9"	-0.275473962964047	0.197749146122634	1.01921306491947	-0.127364776031518	-0.116859413883	-0.728505950723425	0.208246799778645	"IS03"	1.01921306491947
"ALOX15"	"ALOX15"	-0.402087727200703	-0.231145781150136	1.01914202976523	0.417770867943409	0.0220473634295016	0.171430454990088	-0.373879639689339	"IS03"	1.01914202976523
"TUBB3"	"TUBB3"	-0.483895560385625	-0.307051505783079	1.01823989602953	0.0690806089158009	-0.292461488762433	0.0810354190603834	0.501803848637549	"IS03"	1.01823989602953
"DPCR1"	"DPCR1"	-0.279855253602954	-0.00665016149756687	1.01789435410467	-0.189202452773986	-0.335641010806581	0.277625510551222	-0.0763107424978272	"IS03"	1.01789435410467
"SLC12A2"	"SLC12A2"	0.263201174659351	-0.342092087184039	1.01182946557898	0.397397101713688	-0.458985833512378	-0.443752543971916	-0.287794291621567	"IS03"	1.01182946557898
"PAG1"	"PAG1"	-0.618877792834405	-0.486704313027639	1.01125213718406	0.174248712674772	0.681230062832612	-0.537577481100895	0.327138105082729	"IS03"	1.01125213718406
"RPS26P11"	"RPS26P11"	-0.336307846042526	0.177334276718351	1.00338004976622	-0.238959250852085	-0.391804717595581	0.263222540487683	-0.0780589258208549	"IS03"	1.00338004976622
"TIAM2"	"TIAM2"	-0.627496884481988	-0.628491663071371	1.00042332617734	0.0888595001299355	0.214456245523281	0.124459668718883	0.532712648036486	"IS03"	1.00042332617734
"CAMK2B"	"CAMK2B"	-0.0137312291205232	-0.604930970853123	0.999358421625856	0.191874395003519	-0.549889275989781	0.103829111209123	0.270967738473655	"IS03"	0.999358421625856
"DENND3"	"DENND3"	-0.602140415358185	-0.817622020256149	0.991159262840274	0.0261971335916991	0.22345563261697	0.529463976391004	0.43171474639969	"IS03"	0.991159262840274
"ASAP3"	"ASAP3"	-0.635163701813966	-0.948873163924471	0.985237560511542	0.916943728098289	-0.232908162606467	0.113345384782281	0.767494607741601	"IS03"	0.985237560511542
"SLAMF1"	"SLAMF1"	-0.979681149263863	-0.105448405543659	0.980391153261553	-0.0870935043319981	0.671356766920029	-0.0604997354238956	0.314908309174865	"IS03"	0.980391153261553
"DMP1"	"DMP1"	-0.269633935392891	-0.350723159357441	0.979401849040842	0.207806016042613	-0.189380680950325	-0.176852001963771	0.237825934103648	"IS03"	0.979401849040842
"TOX"	"TOX"	-0.120103894328525	-0.178311181580907	0.977968602045836	0.0519431043641127	0.0331291969471581	-0.393346866177904	-0.13306588283114	"IS03"	0.977968602045836
"TMEM123"	"TMEM123"	-0.135880832042356	0.650860888499567	0.974314167711097	0.0296298218231926	-0.383352610771636	-1.20866548927557	0.0471438971484803	"IS03"	0.974314167711097
"USP2"	"USP2"	-0.246884784797643	-0.261549575064954	0.970653831520166	0.485371689038595	-0.302593609015988	-0.0824314849844476	-0.05947418756533	"IS03"	0.970653831520166
"LOC100008589"	"LOC100008589"	-0.452889175158019	0.421723494141242	0.970610388373887	0.0267787174018534	-0.155127619612137	-0.352105228860869	-0.104199992836106	"IS03"	0.970610388373887
"SDK1"	"SDK1"	-0.447506608531204	-1.25510978929763	0.967955850517137	0.467282398099377	0.203849951727902	-0.036646786748615	0.839740035825032	"IS03"	0.967955850517137
"C11orf41"	"C11orf41"	-0.296901427018361	-0.217815792737286	0.964638013231637	0.207500010940467	-0.192786606082443	-0.180583697459758	0.148018718136997	"IS03"	0.964638013231637
