"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C03_830686"	"MS2010072003"	"MS2010072036"	"MS2010072827"	"MS2010072831"	"MS2010072913"	"MS2010072925"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A03_830756"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C11_830764"	"MS2010072004"	"MS2010072805"	"MS2010072835"	"MS2010072838"	"MS2010072902"	"MS2010072917"	"MS2010072930"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A12_841926"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B08_841908"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C07_830734"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C08_830838"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C10_830840"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D08_830828"	"MS2010072026"	"MS2010072038"	"MS2010072813"	"MS2010072837"	"MS2010072932"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B04_841918"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A01_830792"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A07_830800"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A11_830708"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B07_830666"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B11_830836"	"MS2010072001"	"MS2010072023"	"MS2010072034"	"MS2010072042"	"MS2010072821"	"MS2010072824"	"MS2010072828"	"MS2010072904"	"MS2010072921"
"LOC100287552"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SMPD1"	5.25088596065113	6.51829300033266	6.33156917157944	6.78092998694415	6.96046579909304	6.79821717856127	6.212980540734	6.13880003021082	6.56998788395091	6.67892276599126	6.7661119744429	6.68885928500107	6.7491271481056	6.5767049482216	6.93850806511059	6.69538721916417	8.11303071935804	6.85815042701412	6.85519183969898	6.55812699195534	5.89167573131806	6.32143894848542	6.52516592275293	6.61659183896991	3.5194358807763	6.23831740362265	6.49241514204336	6.68683008149095	6.52432031288727	6.9829369354026	6.03886950544932	7.00355969888961	6.79814073219026	4.08550729001229	6.9317884683961	7.4119223838148	5.65267600355792	7.20601011341937	6.65535723188956	6.72107361769591	6.66671000819279	6.58486138709754	5.86896938455363	7.06589392727792
"C22orf40"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100289137"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TDRD10"	6.37057696941728	4.80280652212313	6.22087223169027	4.92237158653229	6.96909432878277	5.7066771367321	5.65709032973326	5.35242798693399	4.39216921851755	4.62691433219887	6.54731594436181	5.55061587114325	6.8677104294959	5.32615850758392	7.01345284061821	5.98686579199188	8.45904186073061	5.61970500020757	5.53895313472492	5.75901885886733	6.20875530938703	5.37299876556985	6.4233169627722	3.70149853831623	6.27355981461239	3.77174950957644	6.72603531000028	8.35920517727457	6.78007536133874	4.95481423074177	3.22188716554447	5.68794629304302	2.46172697205468	4.9172540399123	2.92190406864048	6.71281342820644	6.44334015030548	6.01752212894587	6.23049846273944	5.11576460618079	5.93054933697886	6.57559400396379	4.75081059557771	6.64140337933422
"TOR1B"	9.32279348689971	9.7793192834361	9.55025893374879	9.43548206562456	9.68525940692687	9.97825758793258	9.19505472165205	9.64749115366845	9.63293717209748	9.71357279171521	9.06097529903415	9.5622229400962	9.83572854763578	9.13090284879262	9.03649160005485	9.28392511759201	9.87283796836249	9.42506337670668	9.22429548118887	9.16818970255292	9.59350520734148	9.07215666559475	9.19021060680346	9.13168213362716	9.33019709700919	9.59256036011589	9.61565420188813	9.39399128295117	9.62121491374938	9.86567050872558	9.71924794871928	10.0156600892605	10.1089549875782	9.69246508257462	9.62005477149911	9.63872559281013	9.60692378966313	9.52625472588846	9.50629712357335	9.59163446793963	9.03407282349542	9.03237041777495	9.58291413312883	9.69488138189379
"TTLL1"	2.94041701273183	7.18094930527446	6.667311036524	7.51790165785504	7.1770031073134	6.49537249843708	6.24307391812919	6.67859571905076	6.9688133093377	7.90869260338667	7.10239158732767	7.46795772733986	6.18976763669715	7.13720405501044	7.51897315234127	8.05148240307211	5.57687218047133	7.56577183653045	7.08714387583653	7.0226924763228	6.45846024007534	6.98000633525411	5.25964637717686	6.60216454425451	7.63885629440508	5.86619412648407	6.89692852007963	7.44280969864551	7.11176531222212	8.6401875468732	7.49294856117176	7.21254422607464	7.44136483637242	6.82355209364888	7.88844846209556	8.28940492510611	6.5918885774382	7.94315844894624	7.67764506254927	4.23571657747669	6.44759520898939	7.14716315782206	6.72644527231038	6.89111034236146
"EBAG9"	11.0381905869251	10.7282091825825	11.319185666131	11.2813063854527	10.9000698785734	11.0021334154027	11.0229040403098	11.5098557536902	11.4957382062542	10.8952344345413	11.2470908219068	11.8122138082089	10.7379423850635	11.0388174466426	11.1863439983704	10.9673767453365	9.14135444102174	11.0787453297294	10.9693647303291	11.3805774178092	11.044436667669	10.9357547817092	10.9732274275254	10.2646248037311	10.6347292222896	10.6439873460779	12.020488795243	10.4516227052469	11.1631052146832	10.506060832115	10.9153000549682	10.8269371579676	10.977582299098	11.1972838749054	11.3607580610362	10.8622967712695	10.4339434291536	10.6114426556531	10.8328794895505	10.7412437838541	11.0705943166637	11.219110731715	10.9818956378144	10.6330524199933
"GATA1"	6.22053034238733	5.34764906533293	6.16724397267472	4.74477148591365	7.01525358767395	5.9393315486592	6.47804918259549	3.2734129769253	5.12639448895607	5.3162501522962	5.8008961047247	4.14362843878314	6.36518329417471	5.70341886588782	4.20920781448126	5.70010080405355	9.28139430577476	5.09112690254916	6.26769426024584	3.11919725082354	4.31843562474091	4.52064042879181	6.53909944553344	5.33695525554971	5.78257395868291	6.90012168036315	5.35981725946503	6.50919054696429	6.38223851757164	5.78448706744199	5.4750053106589	4.496744925703	2.77367311769423	4.91801157250092	2.76779838995415	5.7016413356534	6.03300367891843	5.29587330261324	6.50262009589665	3.33249763081726	3.3145340797954	4.71064573313781	3.55063798792442	4.46077371859518
"FAM127A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CDIPT"	11.1007369391307	11.6478357470377	11.6448168236345	12.0520082898027	12.7556160893892	12.3990474591286	11.4637850398213	12.4130586680213	12.2973442654636	11.9097168143413	11.8804020497169	12.2662346997056	10.9291959391935	11.8760559608281	12.0573002981556	12.259461257621	10.6021058836976	11.520240828371	10.9630019669195	11.8803807921655	12.0809635926991	11.8701571243825	12.0502716723632	12.514157563345	12.6234296205431	12.1467402907358	12.3749540067891	12.375168237276	12.3911421349253	11.8538287289079	12.4150353804418	12.7534331977318	11.8986886026474	12.1087104495097	12.7132582435633	12.625850337149	11.7718296906736	12.4346349144973	12.3134172103974	11.589121685184	11.8812488846614	12.0823220295915	12.1827091217455	11.7904295652453
"RRP7A"	10.0494635768807	9.83724702272706	10.0891211575326	9.71667288793502	9.04332320366893	8.95005265543159	9.44980364557882	9.30580995082338	7.46421866699971	9.35768621138183	9.58365865129977	9.09615128106687	8.38428688828746	9.60853788036431	9.63115783421401	10.0908616335223	7.23366831476546	9.29646414409563	9.11555310209675	8.87300264223764	9.48729635961853	8.23786704318915	8.65064362468367	8.8287832853013	8.55141955835542	9.09553621795584	8.96962429505582	8.39669696400576	9.06990333804042	8.88546261321892	9.03999725980822	9.28559453880503	8.03690276680493	9.31571350459674	9.0435643506992	8.83146811467035	9.17265754403991	8.8730617271979	10.3319787087169	9.37898979940113	10.2852356164633	9.2476226350635	10.1202825730748	8.59222643863794
"ATP5EP2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
